"Station","Latitude","Longitude","Datetime","Notes","SampleCode","Chlorophyll","Pheophytin","DissAmmonia_Sign","DissAmmonia","DissCalcium","DissChloride","DissNitrateNitrite_Sign","DissNitrateNitrite","DOC","TOC","DON","DissOrthophos_Sign","DissOrthophos","TotPhos","DissSilica","TDS","TSS","VSS","TKN","Year","WY","Month"
"LIS",38.474816,-121.588584,2015-10-27 11:24:00,NA,"ES1015B0649",4.03,2.02,"=",0.05,17,22,"=",0.12,3.2,3.5,0.4,"=",0.1,0.15,16,179,39,4,0.6,2015,2016,"10"
"LIS",38.474816,-121.588584,2015-11-18 10:30:00,NA,"ES1115B0669",4.7,0.91,"=",0.05,18,23,"=",0.2,3.9,4.2,0.3,"=",0.1,0.2,15.2,183,31,3,0.6,2015,2016,"11"
"LIS",38.474816,-121.588584,2015-11-23 12:02:00,NA,"ES1115B0674",3.1,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,2016,"11"
"LIS",38.474816,-121.588584,2015-12-09 13:46:00,NA,"ES1215B0695",4.76,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,2016,"12"
"LIS",38.474816,-121.588584,2015-12-21 09:04:00,NA,"ES1215B0699",6.49,1.77,"=",0.04,36,62,"=",0.88,7.3,7.5,0.8,"=",0.11,0.34,16.8,368,21,3,1,2015,2016,"12"
"LIS",38.474816,-121.588584,2016-01-12 13:19:00,NA,"ES0116B0003",17.7,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2016,"1"
"LIS",38.474816,-121.588584,2016-01-19 14:26:00,NA,"ES0116B0010",14.62,3.89,"=",0.12,37,39,"=",0.42,8,8.4,0.5,"=",0.13,0.16,15.1,418,87,7,0.7,2016,2016,"1"
"LIS",38.474816,-121.588584,2016-01-27 13:26:00,NA,"ES0116B0015",5.64,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2016,"1"
"LIS",38.474816,-121.588584,2016-02-09 13:40:00,NA,"ES0216B0072",8.07,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2016,"2"
"LIS",38.474816,-121.588584,2016-02-09 13:40:00,NA,"ES0216B0066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2016,"2"
"LIS",38.474816,-121.588584,2016-02-18 12:09:00,NA,"ES0216B0076",16.65,2.59,"=",0.05,38,72,"=",0.2,9.7,9.8,0.6,"=",0.24,0.41,17.3,510,38,5,1,2016,2016,"2"
"LIS",38.474816,-121.588584,2016-03-07 13:50:00,NA,"ES0316B0093",15.67,6.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2016,"3"
"LIS",38.474816,-121.588584,2016-03-18 13:08:00,NA,"ES0316B0111",1.51,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2016,"3"
"LIS",38.474816,-121.588584,2016-03-22 00:00:00,NA,"ES0316B0098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2016,"3"
"LIS",38.474816,-121.588584,2016-03-22 14:32:00,NA,"ES0316B0106",46.72,2.3,"=",0.01,26,20,"=",0.06,6.6,7,0.4,"=",0.05,0.22,18,220,32,6,1,2016,2016,"3"
"LIS",38.474816,-121.588584,2016-03-22 14:32:00,NA,"ES0316B0097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2016,"3"
"LIS",38.474816,-121.588584,2016-03-30 14:39:00,NA,"ES0316B0123",40.14,3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2016,"3"
"LIS",38.474816,-121.588584,2016-04-06 09:06:00,NA,"ES0416B0131",28.14,5.19,"=",0.04,36,33,"=",0.12,6.7,7.6,0.6,"=",0.09,0.29,14.6,355,40,7,1,2016,2016,"4"
"LIS",38.474816,-121.588584,2016-04-18 09:58:00,NA,"ES0416B0142",24.44,10.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2016,"4"
"LIS",38.474816,-121.588584,2016-05-04 13:46:00,NA,"ES0516B0272",12.04,6.74,"=",0.05,30,37,"=",0.33,7,7,0.4,"=",0.14,0.33,15.2,351,44,6,0.9,2016,2016,"5"
"LIS",38.474816,-121.588584,2016-05-19 13:25:00,NA,"ES0516B0296",13.05,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2016,"5"
"LIS",38.474816,-121.588584,2016-06-01 13:20:00,NA,"ES0516B0302",15.12,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2016,"6"
"LIS",38.474816,-121.588584,2016-06-14 12:10:00,NA,"ES0616B0309",13.82,3.71,"=",0.02,16,20,"=",0.14,4.2,5.6,0.4,"=",0.12,0.28,6.4,192,61,10,0.8,2016,2016,"6"
"LIS",38.474816,-121.588584,2016-06-28 13:10:00,NA,"ES0616B0318",49.1,5.98,"=",0.01,26,33,"<",0.01,6.3,7.4,0.5,"=",0.11,0.22,9.6,369,31,8,1.4,2016,2016,"6"
"LIS",38.474816,-121.588584,2016-06-30 12:09:00,NA,"ES0616B0343",11.51,4.03,"=",0.04,19,23,"=",0.02,4.6,4.3,0.3,"=",0.13,0.26,8.1,236,42,6,0.7,2016,2016,"6"
"LIS",38.474816,-121.588584,2016-07-07 11:23:00,NA,"ES0716B0370",9.66,2.46,"<",0.01,11,12,"=",0.05,3.2,3.9,0.3,"=",0.07,0.2,7.1,124,44,5,0.5,2016,2016,"7"
"LIS",38.474816,-121.588584,2016-07-14 12:09:00,NA,"ES0716B0391",10.19,3.71,"=",0.01,NA,12,"=",0.04,3.5,4,0.3,"=",0.1,0.21,NA,141,53,8,0.6,2016,2016,"7"
"LIS",38.474816,-121.588584,2016-07-14 12:09:00,"Sample  ES0716B0391 was originally batched with Batch: 44057.","ES0716B0391",NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,2016,2016,"7"
"LIS",38.474816,-121.588584,2016-07-19 09:47:00,NA,"ES0716B0406",27.93,7.29,"=",0.02,NA,24,"=",0.03,6.7,6.5,0.6,"=",0.08,0.28,NA,380,28,6,1,2016,2016,"7"
"LIS",38.474816,-121.588584,2016-07-19 09:47:00,"Sample  ES0716B0406 was originally batched with Batch: 44057.","ES0716B0406",NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8,NA,NA,NA,NA,2016,2016,"7"
"LIS",38.474816,-121.588584,2016-07-28 11:16:00,NA,"ES0716B0460",12.24,4.12,"=",0.02,28,19,"=",0.09,4.5,4.6,0.4,"=",0.18,0.26,19.8,282,36,5,0.6,2016,2016,"7"
"LIS",38.474816,-121.588584,2016-08-02 09:15:00,NA,"ES0816B0544",14.27,6.43,"=",0.02,23,23,"=",0.18,4.2,5,0.4,"=",0.22,0.26,18.7,251,39,6,0.4,2016,2016,"8"
"LIS",38.474816,-121.588584,2016-08-09 11:09:00,NA,"ES0816B0580",16.12,3.67,"=",0.04,27,26,"=",0.02,5.2,5.2,0.3,"=",0.17,0.25,17,307,30,4,0.6,2016,2016,"8"
"LIS",38.474816,-121.588584,2016-08-16 08:38:00,NA,"ES0816B0595",11.35,5.65,"=",0.03,16,14,"=",0.02,3.6,4,0.2,"=",0.12,0.18,11.8,132,59,9,0.5,2016,2016,"8"
"LIS",38.474816,-121.588584,2016-08-25 10:44:00,NA,"ES0816B0658",17.52,5.8,"=",0.03,8,15,"<",0.01,3.9,4.6,0.2,"=",0.11,0.19,29.3,179,70,9,0.5,2016,2016,"8"
"LIS",38.474816,-121.588584,2016-08-30 08:42:00,NA,"ES0816B0688",16.26,7.63,"=",0.02,NA,15,"=",0.02,3.8,4.7,0.2,"=",0.09,0.15,NA,168,75,11,0.4,2016,2016,"8"
"LIS",38.474816,-121.588584,2016-09-08 11:30:00,NA,"ES0916B0724",18.45,5.03,"<",0.01,NA,18,"<",0.01,3.8,4.3,0.6,"=",0.09,0.18,NA,196,61,8,0.7,2016,2016,"9"
"LIS",38.474816,-121.588584,2016-09-13 12:38:00,NA,"ES0916B0739",14.54,4.54,"<",0.01,18,19,"=",0.02,4.1,4.4,0.4,"=",0.1,0.17,12.2,203,55,8,0.7,2016,2016,"9"
"LIS",38.474816,-121.588584,2016-09-20 12:47:00,NA,"ES0916B0762",20.36,4.73,"<",0.01,19,21,"=",0.01,4.3,4.9,0.4,"=",0.11,0.17,12.9,211,62,10,0.7,2016,2016,"9"
"LIS",38.474816,-121.588584,2016-10-04 10:31:00,NA,"ES1016B0771",11.07,4.53,"=",0.02,14,11,"=",0.05,2.6,2.6,0.2,"=",0.1,0.15,15.6,130,60,8,0.3,2016,2017,"10"
"LIS",38.474816,-121.588584,2016-10-18 09:27:00,NA,"ES1016B0798",4.84,3.64,"=",0.03,13,11,"=",0.08,2.4,2.9,0.2,"=",0.1,0.13,14.6,121,60,7,0.4,2016,2017,"10"
"LIS",38.474816,-121.588584,2016-10-31 11:27:00,NA,"ES1016B0806",5.82,3.62,"=",0.04,14,13,"=",0.16,3.2,2.9,0.2,"=",0.08,0.16,14.3,121,55,6,0.4,2016,2017,"10"
"LIS",38.474816,-121.588584,2016-11-14 10:48:00,NA,"ES1116B0820",17.52,3.88,"=",0.05,19,20,NA,NA,5.2,5.5,0.5,"=",0.152,0.2,15.2,196,51,5,0.7,2016,2017,"11"
"LIS",38.474816,-121.588584,2016-11-14 10:48:00,"Sample  ES1116B0820 was originally batched with Batch: 44849.","ES1116B0820",NA,NA,NA,NA,NA,NA,"=",0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2017,"11"
"LIS",38.474816,-121.588584,2016-11-14 10:48:00,NA,"ES1116B0815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2017,"11"
"LIS",38.474816,-121.588584,2016-11-28 11:31:00,NA,"ES1116B0828",5.18,3.26,"=",0.1,32,73,"=",0.26,6.6,6.8,0.5,NA,NA,NA,19.7,424,31,4,NA,2016,2017,"11"
"LIS",38.474816,-121.588584,2016-11-28 11:31:00,NA,"ES1116B0828C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,0.63,2016,2017,"11"
"LIS",38.474816,-121.588584,2016-12-13 12:39:00,NA,"ES1216B0836",6.53,4.26,"=",0.15,30,47,"=",0.48,7,7.5,NA,"=",0.32,NA,23.6,325,52,7,NA,2016,2017,"12"
"LIS",38.474816,-121.588584,2016-12-13 12:39:00,"Sample  ES1216B0836 was originally batched with Batch: 45028.","ES1216B0836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2016,2017,"12"
"LIS",38.474816,-121.588584,2016-12-13 12:39:00,"Sample  ES1216B0836 was originally batched with Batch: 45029.","ES1216B0836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2016,2017,"12"
"LIS",38.474816,-121.588584,2016-12-13 12:39:00,"Sample  ES1216B0836 was originally batched with Batch: 45030.","ES1216B0836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,2016,2017,"12"
"LIS",38.474816,-121.588584,2016-12-21 15:35:00,NA,"ES1216B0844",2.23,0.75,"=",0.02,11,4,"=",0.17,4.5,4.8,0.2,"=",0.07,0.1,20.6,92,38,5,0.4,2016,2017,"12"
"LIS",38.474816,-121.588584,2016-12-27 13:08:00,NA,"ES1216B0852",7.24,1.64,"=",0.04,26,23,"=",0.13,6.8,7.1,0.4,"=",0.11,0.17,20.9,250,35,4,0.6,2016,2017,"12"
"LIS",38.474816,-121.588584,2017-01-11 12:26:00,NA,"ES0117B0019",1.06,1.2,"=",0.02,6,2,"=",0.15,3.5,4.2,0.2,"=",0.04,0.13,12,48,98,12,0.5,2017,2017,"1"
"LIS",38.474816,-121.588584,2017-01-18 15:50:00,NA,"ES0117B0060",1.6,0.6,"=",0.02,10,3,"=",0.2,2.3,2.8,0.1,"=",0.04,0.06,17.2,71,39,4,0.2,2017,2017,"1"
"LIS",38.474816,-121.588584,2017-01-24 15:27:00,NA,"ES0117B0125",1.05,0.54,"=",0.02,10,3,"=",0.22,2.9,3.5,0.2,"=",0.05,0.08,16.8,78,34,3,0.3,2017,2017,"1"
"LIS",38.474816,-121.588584,2017-01-31 12:49:00,NA,"ES0117B0148",1.48,0.5,"=",0.02,14,4,"=",0.25,1.6,1.7,0.2,"=",0.04,0.06,22.5,74,29,3,0.2,2017,2017,"1"
"LIS",38.474816,-121.588584,2017-02-06 15:00:00,NA,"ES0217B0156",2.12,0.53,"=",0.03,15,8,"=",0.42,1.8,2.2,0.2,"=",0.05,0.08,22.2,105,33,4,0.3,2017,2017,"2"
"LIS",38.474816,-121.588584,2017-02-22 11:45:00,NA,"ES0217B0326",0.57,0.5,"=",0.02,7,2,"=",0.15,2.1,2.3,0.1,"=",0.03,0.05,13.2,47,38,1,0.1,2017,2017,"2"
"LIS",38.474816,-121.588584,2017-03-09 14:36:00,NA,"ES0317B0421",2.31,0.5,"=",0.01,13,4,"=",0.22,1.3,1.3,0.1,"=",0.03,0.05,21.5,97,27,3,0.2,2017,2017,"3"
"LIS",38.474816,-121.588584,2017-03-14 15:42:00,NA,"ES0317B0467",42.48,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,2017,"3"
"LIS",38.474816,-121.588584,2017-03-14 15:42:00,NA,"ES0317B0449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,2017,"3"
"LIS",38.474816,-121.588584,2017-03-22 14:22:00,NA,"ES0317B0435",9.98,0.82,"<",0.01,18,8,"=",0.18,1.9,2,0.2,"=",0.04,0.06,20.3,125,22,3,0.3,2017,2017,"3"
"LIS",38.474816,-121.588584,2017-04-05 14:17:00,NA,"ES0417B0493",22.27,4.14,"<",0.01,31,25,"=",0.2,4.4,4.9,0.4,"=",0.08,0.13,14.4,292,60,8,0.6,2017,2017,"4"
"LIS",38.474816,-121.588584,2017-04-18 14:09:00,NA,"ES0417B0556",4.1,0.76,"<",0.01,12,3,"=",0.09,1.3,1.3,0.1,"=",0.03,0.06,20.3,81,16,2,0.2,2017,2017,"4"
"LIS",38.474816,-121.588584,2017-04-26 12:03:00,NA,"ES0417B0629",14.76,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,2017,"4"
"LIS",38.474816,-121.588584,2017-05-03 12:39:00,NA,"ES0517B0599",4.64,0.94,"<",0.01,11,4,"=",0.04,1.1,1.2,0.1,"=",0.03,0.04,16.5,82,14,2,0.1,2017,2017,"5"
"LIS",38.474816,-121.588584,2017-05-16 12:45:00,NA,"ES0517B0640",19.73,8.3,"=",0.09,34,37,"=",0.51,4.8,4.8,0.4,"=",0.14,0.29,13.3,333,88,12,1.2,2017,2017,"5"
"LIS",38.474816,-121.588584,2017-05-30 10:08:00,NA,"ES0517B0648",37.62,7.89,"=",0.05,32,31,"=",0.26,5.9,6.3,0.4,"=",0.12,0.28,17.4,363,60,11,0.8,2017,2017,"5"
"LIS",38.474816,-121.588584,2017-06-12 12:14:00,NA,"ES0617B0881",15.65,9.13,"=",0.11,33,32,"=",0.71,6.8,6.8,0.8,"=",0.14,0.37,17.8,368,72,7,1.3,2017,2017,"6"
"LIS",38.474816,-121.588584,2017-06-21 09:12:00,NA,"ES0617B0946",18.71,12.14,"=",0.1,29,27,"=",0.32,6.1,6.5,0.6,"=",0.23,0.28,16.8,333,78,13,1,2017,2017,"6"
"LIS",38.474816,-121.588584,2017-06-28 09:25:00,NA,"ES0617B0959",15.37,8.67,"=",0.18,31,32,"=",0.55,6.1,8,0.6,"=",0.17,0.29,16.2,358,77,10,1.1,2017,2017,"6"
"LIS",38.474816,-121.588584,2017-07-06 11:38:00,NA,"ES0717B1010",25.33,15.43,"=",0.07,33,37,"=",0.65,6.4,6.8,0.7,"=",0.15,0.31,13.4,404,69,9,1.3,2017,2017,"7"
"LIS",38.474816,-121.588584,2017-07-19 08:34:00,NA,"ES0717B1091",10.44,10.74,"=",0.09,20,21,"=",0.34,4.4,4.4,0.2,"=",0.19,0.29,12.5,232,107,15,0.7,2017,2017,"7"
"LIS",38.474816,-121.588584,2017-08-02 08:51:00,NA,"ES0817B1168",15.97,12.96,"=",0.07,16,16,"=",0.17,3.7,3.7,0.3,"=",0.16,0.22,12.7,180,85,20,0.6,2017,2017,"8"
"LIS",38.474816,-121.588584,2017-09-20 12:45:00,NA,"ES0917B1311",50.29,10.16,"<",0.01,31,45,"=",0.04,6.9,7.9,0.5,"=",0.15,0.3,18.7,360,83,15,0.8,2017,2017,"9"
"LIS",38.474816,-121.588584,2017-10-04 12:31:00,NA,"ES1017B1319",4.75,1.89,"=",0.03,12,9,"=",0.05,3,3.2,0.2,"=",0.09,0.12,12.9,112,45,3,0.5,2017,2018,"10"
"LIS",38.474816,-121.588584,2017-10-19 10:23:00,NA,"ES1017B1327",5.09,2.85,"=",0.05,12,9,"=",0.04,3.4,3.5,0.1,"=",0.1,0.11,12.2,105,22,3,0.4,2017,2018,"10"
"LIS",38.474816,-121.588584,2017-11-02 11:36:00,NA,"ES1117B1335",6.81,2.72,"=",0.07,13,10,"=",0.09,2.6,2.9,0.2,"=",0.05,0.11,10.6,115,46,5,0.4,2017,2018,"11"
"LIS",38.474816,-121.588584,2017-11-15 11:21:00,NA,"ES1117B1343",13.87,3.28,"=",0.06,15,12,"=",0.13,2.8,2.8,0.1,"=",0.07,0.1,10.7,151,33,3,0.4,2017,2018,"11"
"LIS",38.474816,-121.588584,2017-11-29 11:30:00,NA,"ES1117B1351",14.61,3.64,"=",0.03,26,36,"=",0.46,5.2,5.3,0.5,"=",0.19,0.2,13.9,316,21,3,0.8,2017,2018,"11"
"LIS",38.474816,-121.588584,2017-12-13 12:21:00,NA,"ES1217B1359",33.19,4.73,"<",0.01,29,37,"=",0.02,6.1,6.7,0.4,"=",0.17,0.22,13.6,332,10,3,0.7,2017,2018,"12"
"LIS",38.474816,-121.588584,2017-12-20 12:31:00,NA,"ES1217B1367",15.67,13.14,"<",0.01,31,46,"=",0.33,7.3,7.5,0.6,"=",0.27,0.32,15.8,379,19,3,0.9,2017,2018,"12"
"LIS",38.474816,-121.588584,2018-01-02 13:06:00,NA,"ES0118B0002",26.16,5.03,"=",0.03,29,41,"=",0.15,6.6,6.9,0.5,"=",0.25,0.31,13.6,351,28,2,0.7,2018,2018,"1"
"LIS",38.474816,-121.588584,2018-01-17 15:00:00,NA,"ES0118B0022",12.64,5.35,"=",0.12,27,43,"=",0.6,7.1,7.6,0.6,"=",0.23,0.33,14.6,345,53,6,1,2018,2018,"1"
"LIS",38.474816,-121.588584,2018-01-30 13:05:00,NA,"ES0118B0030",14.5,4.88,"=",0.05,30,49,"=",0.62,6.3,6.5,0.6,"=",0.23,0.36,16.6,380,62,7,0.9,2018,2018,"1"
"LIS",38.474816,-121.588584,2018-02-13 11:24:00,NA,"ES0218B0038",12.88,4.46,"=",0.03,37,52,"=",0.34,8.8,9.1,0.8,"=",0.16,0.28,17.8,453,44,8,1,2018,2018,"2"
"LIS",38.474816,-121.588584,2018-02-28 12:19:00,NA,"ES0218B0046",24.76,6.98,"=",0.01,41,74,"=",0.68,8.2,8.3,0.8,"=",0.37,0.49,14.4,572,41,5,1.2,2018,2018,"2"
"LIS",38.474816,-121.588584,2018-03-14 12:20:00,NA,"ES0318B0054",19.06,6.68,"=",0.05,35,56,"=",0.6,5.5,7.1,0.5,"=",0.24,0.33,11.2,460,43,6,0.9,2018,2018,"3"
"LIS",38.474816,-121.588584,2018-03-28 12:14:00,NA,"ES0318B0062",18.38,5.41,"=",0.01,35,48,"=",0.41,8.1,8.2,0.6,"=",0.11,0.23,11.4,432,67,8,0.9,2018,2018,"3"
"LIS",38.474816,-121.588584,2018-04-10 15:17:00,NA,"ES0418B0070",3.57,4.2,"=",0.03,9,5,"=",0.12,4.4,5.8,0.2,"=",0.06,0.18,17.4,143,142,18,0.5,2018,2018,"4"
"LIS",38.474816,-121.588584,2018-04-25 12:59:00,NA,"ES0418B0078",27.3,6.96,"=",0.01,34,55,"=",0.5,7.7,8,0.6,"=",0.39,0.46,15,439,32,5,1,2018,2018,"4"
"LIS",38.474816,-121.588584,2018-05-01 12:05:00,NA,"ES0518B0086",13.6,8.4,"=",0.03,33,49,"=",0.47,6.8,6.9,0.5,"=",0.37,0.45,13.9,427,37,4,0.8,2018,2018,"5"
"LIS",38.474816,-121.588584,2018-05-15 11:27:00,NA,"ES0518B0094",9.97,7.84,"=",0.04,34,54,"=",0.53,5.9,5.8,0.5,"=",0.47,0.49,20.2,408,46,7,0.8,2018,2018,"5"
"LIS",38.474816,-121.588584,2018-05-30 13:00:00,NA,"ES0518B0102",19.82,3.37,"=",0.02,35,56,"=",0.24,7.2,7.2,0.5,"=",0.37,0.45,15.3,445,56,8,0.8,2018,2018,"5"
"LIS",38.474816,-121.588584,2018-06-12 12:38:00,NA,"ES0618B0110",15.7,4.36,"=",0.01,18,26,"=",0.19,5.2,5.7,0.4,"=",0.25,0.35,9.7,236,59,10,0.7,2018,2018,"6"
"LIS",38.474816,-121.588584,2018-06-26 12:01:00,NA,"ES0618B0118",7.89,2.87,"<",0.1,13,14,"=",0.14,3.9,3.7,0.3,"=",0.23,0.29,11.2,147,48,6,0.6,2018,2018,"6"
"LIS",38.474816,-121.588584,2018-11-08 12:27:00,NA,"ES1118B0294",4.28,2.6,"=",0.055,19,16,"=",0.125,7,3.7,0.2,"=",0.127,0.23,13.8,185,43,4,0.6,2018,2019,"11"
"LIS",38.474816,-121.588584,2018-11-26 09:13:00,NA,"ES1118B0335",4.9,0.9,"<",0.05,22,30,"=",0.31,5.7,5.7,0.6,"=",0.228,0.35,11.7,274,8,1,0.9,2018,2019,"11"
"LIS",38.474816,-121.588584,2018-12-11 13:30:00,NA,"ES1218B0343",4.3,2.63,"<",0.05,1,41,"=",0.539,7.1,7.3,0.74,"=",0.315,0.35,19,344,19,3,0.83,2018,2019,"12"
"LIS",38.474816,-121.588584,2018-12-26 11:48:00,NA,"ES1218B0351",4.32,2.95,"<",0.05,28.9,41.1,"=",0.246,6.9,6.9,0.72,"=",0.289,0.368,20.8,359,38,5,0.734,2018,2019,"12"
"LIS",38.474816,-121.588584,2019-01-08 13:59:00,NA,"ES0119B0002",5.29,4.42,"=",0.06,21,30,"=",0.54,7.9,7.6,0.5,"=",0.279,0.4,15.8,262,117,15,0.872,2019,2019,"1"
"LIS",38.474816,-121.588584,2019-01-22 14:29:00,NA,"ES0119B0010",3.85,2.73,"=",0.06,23,23,"=",0.54,7.3,7.4,0.5,"=",0.178,0.35,15.1,222,112,12,0.9,2019,2019,"1"
"LIS",38.474816,-121.588584,2019-02-05 14:50:00,NA,"ES0219B0018",2.81,2.59,"=",0.06,24,27,"=",0.57,7.7,7.9,0.5,"=",0.167,0.33,14.9,242,168,18,0.9,2019,2019,"2"
"LIS",38.474816,-121.588584,2019-02-19 14:31:00,NA,"ES0219B0026",1.66,0.66,"<",0.05,9,4.04,"=",0.28,3.5,3.5,0.2,"=",0.063,0.26,16.8,68,66,8,0.4,2019,2019,"2"
"LIS",38.474816,-121.588584,2019-02-26 12:56:00,NA,"ES0219B0034",12.06,1.5,"<",0.05,22,12.4,"=",0.29,5.8,4.7,0.3,"=",0.068,0.18,15.6,190,50,7,0.6,2019,2019,"2"
"LIS",38.474816,-121.588584,2019-03-11 14:41:00,NA,"ES0319B0042",1.42,0.59,"<",0.05,12,3,"=",0.23,3,3,0.1,"=",0.064,0.108,20.4,82,52,6,0.3,2019,2019,"3"
"LIS",38.474816,-121.588584,2019-03-20 14:20:00,NA,"ES0319B0050",12.09,1.18,"<",0.05,20,10,"=",0.23,2.9,3,0.22,"=",0.061,0.09,19.6,158,19,3,0.4,2019,2019,"3"
"LIS",38.474816,-121.588584,2019-03-28 12:52:00,NA,"ES0319B0058",18.9,2.86,"<",0.05,31,21,"=",0.14,4.8,4.9,0.3,"<",0.05,0.112,14,261,29,5,0.6,2019,2019,"3"
"LIS",38.474816,-121.588584,2019-04-03 14:31:00,NA,"ES0419B0066",10.5,1.33,"<",0.05,21,10.9,"=",0.21,3.4,3.2,0.3,"<",0.05,0.1,17.7,175,19,3,0.4,2019,2019,"4"
"LIS",38.474816,-121.588584,2019-04-08 11:56:00,NA,"ES0419B0074",2.06,0.5,"<",0.05,13.6,5,"=",0.14,1.9,2.1,0.12,"<",0.05,0.06,21.7,102,23,2,0.2,2019,2019,"4"
"LIS",38.474816,-121.588584,2019-04-15 13:33:00,NA,"ES0419B0082",2.45,0.61,"<",0.05,11.9,3.21,"=",0.12,1.6,1.6,0.13,"<",0.05,0.09,20.7,108,27,3,0.2,2019,2019,"4"
"LIS",38.474816,-121.588584,2019-04-22 12:15:00,NA,"ES0419B0090",24.51,6.59,"<",0.05,31,24.5,"=",0.18,4.2,4.2,0.3,"=",0.07,0.124,12.1,265,29,4,0.5,2019,2019,"4"
"LIS",38.474816,-121.588584,2019-05-06 12:35:00,NA,"ES0519B0098",13.6,5.5,"=",0.07,36,38,"=",1.03,6.2,5.9,0.5,"=",0.162,0.3,14.9,360,62,8,1.04,2019,2019,"5"
"LIS",38.474816,-121.588584,2019-05-20 13:12:00,NA,"ES0519B0106",8.96,4.74,"=",0.07,29,28,"=",0.755,5.2,5.2,0.5,"=",0.131,0.24,14,297,62,9,0.7,2019,2019,"5"
"LIS",38.474816,-121.588584,2019-06-03 11:45:00,NA,"ES0619B0114",6.86,3.03,"=",0.1,33,25,"=",0.39,5.8,5.7,0.75,"=",0.19,0.19,13.7,330,39,4,1,2019,2019,"6"
"LIS",38.474816,-121.588584,2019-06-17 11:47:00,NA,"ES0619B0122",4,3.24,"=",0.09,36,36,"=",0.96,5.9,5.6,0.6,"=",0.229,0.314,17,376,60,9,0.999,2019,2019,"6"
"LIS",38.474816,-121.588584,2019-07-01 11:09:00,NA,"ES0719B0130",16.9,13.1,"=",0.05,40.1,52.1,"=",0.582,6.6,6.6,0.77,"=",0.176,0.344,14.7,463,69,9,1.15,2019,2019,"7"
"LIS",38.474816,-121.588584,2019-07-15 11:07:00,NA,"ES0719B0138",7.87,5.52,"=",0.086,32.9,40.7,"=",0.607,6.5,6.6,0.76,"=",0.215,0.292,12.8,396,53,7,1.1,2019,2019,"7"
"LIS",38.474816,-121.588584,2019-08-06 11:28:00,NA,"ES0819B0248",18.4,6.13,"<",0.05,24.6,27.9,"=",0.166,5.9,5.9,0.51,"=",0.24,0.287,11.7,291,42,6,0.833,2019,2019,"8"
"LIS",38.474816,-121.588584,2019-08-20 11:23:00,NA,"ES0819B0327",15.4,7.2,"<",0.05,22.4,24.3,"<",0.05,5.3,5.6,0.5,"=",0.209,0.288,13.3,257,46,10,0.793,2019,2019,"8"
