date,flow_yolo,height_sac_na,inund_days,inundation,doy1998
2010-01-12,107,14.41,0,0,4395
2010-01-13,106,15.07,0,0,4396
2010-01-14,102,18.43,0,0,4397
2010-01-15,101,19.83,0,0,4398
2010-01-16,105,19.67,0,0,4399
2010-01-17,106,18.51,0,0,4400
2010-01-18,170,17.86,0,0,4401
2010-01-19,429,22.27,0,0,4402
2010-01-20,2107,27.89,0,0,4403
2010-01-21,4473,30.25,0,0,4404
2010-01-22,5910,33.15,0,0,4405
2010-01-23,5512,34.37,1,1,4406
2010-01-24,5926,34.34,2,1,4407
2010-01-25,5421,33.47,3,1,4408
2010-01-26,5873,32,4,1,4409
2010-01-27,7262,32.42,5,1,4410
2010-01-28,6412,34.14,6,1,4411
2010-01-29,6062,34.13,7,1,4412
2010-01-30,5940,32.73,8,1,4413
2010-01-31,5832,29.99,9,1,4414
2010-02-01,5668,27.26,10,1,4415
2010-02-02,5493,26.08,11,1,4416
2010-02-03,5313,24.95,12,1,4417
2010-02-04,5111,24.35,13,1,4418
2010-02-05,5012,23.48,14,1,4419
2010-02-06,4628,27.01,15,1,4420
2010-02-07,4725,27.84,16,1,4421
2010-02-08,4789,28.31,17,1,4422
2010-02-09,4740,28.46,18,1,4423
2010-02-10,4578,28.2,19,1,4424
2010-02-11,4375,27.55,20,1,4425
2010-02-12,4168,26.48,21,1,4426
2010-02-13,3888,25.13,0,0,4427
2010-02-14,3563,24.2,0,0,4428
2010-02-15,3283,23.57,0,0,4429
2010-02-16,3023,22.94,0,0,4430
2010-02-17,2767,22.4,0,0,4431
2010-02-18,2466,22.02,0,0,4432
2010-02-19,2010,21.56,0,0,4433
2010-02-20,1437,21.16,0,0,4434
2010-02-21,86,20.69,0,0,4435
2010-02-22,84,20.26,0,0,4436
2010-02-23,89,20.07,0,0,4437
2010-02-24,154,20.07,0,0,4438
2010-02-25,86,23.3,0,0,4439
2010-02-26,1380,24.3,0,0,4440
2010-02-27,1891,24.05,0,0,4441
2010-02-28,1940,26.15,0,0,4442
2010-03-01,2082,26.25,0,0,4443
2010-03-02,2131,25.45,0,0,4444
2010-03-03,1931,23.67,0,0,4445
2010-03-04,1754,24.4,0,0,4446
2010-03-05,1818,25.79,0,0,4447
2010-03-06,2095,25.65,0,0,4448
2010-03-07,2015,24,0,0,4449
2010-03-08,1526,22.59,0,0,4450
2010-03-09,1115,21.8,0,0,4451
2010-03-10,94,20.77,0,0,4452
2010-03-11,81,20.15,0,0,4453
2010-03-12,85,19.66,0,0,4454
2010-03-13,87,19.29,0,0,4455
2010-03-14,88,19.45,0,0,4456
2010-03-15,89,19.83,0,0,4457
2010-03-16,98,19.74,0,0,4458
2010-03-17,104,19.16,0,0,4459
2010-03-18,101,18.54,0,0,4460
2010-03-19,100,18.09,0,0,4461
2010-03-20,106,17.86,0,0,4462
2010-03-21,114,17.68,0,0,4463
2010-03-22,115,17.46,0,0,4464
2010-03-23,119,17.2,0,0,4465
2010-03-24,120,17.01,0,0,4466
2010-03-25,120,16.86,0,0,4467
2010-03-26,120,16.69,0,0,4468
2010-03-27,120,16.61,0,0,4469
2010-03-28,118,16.58,0,0,4470
2010-03-29,235,16.52,0,0,4471
2010-03-30,233,16.33,0,0,4472
2010-03-31,195,16.64,0,0,4473
2010-04-01,167,17.15,0,0,4474
2010-04-02,177,17.09,0,0,4475
2010-04-03,181,16.93,0,0,4476
2010-04-04,183,16.69,0,0,4477
2010-04-05,183,17.13,0,0,4478
2010-04-06,188,17.34,0,0,4479
2010-04-07,190,17.56,0,0,4480
2010-04-08,209,17.55,0,0,4481
2010-04-09,228,17.21,0,0,4482
2010-04-10,225,16.79,0,0,4483
2010-04-11,218,16.52,0,0,4484
2010-04-12,179,16.85,0,0,4485
2010-04-13,171,19.9,0,0,4486
2010-04-14,175,23.83,0,0,4487
2010-04-15,1875,24.04,0,0,4488
2010-04-16,2962,23.66,0,0,4489
2010-04-17,3177,22.87,0,0,4490
2010-04-18,3198,22.13,0,0,4491
2010-04-19,3078,21.54,0,0,4492
2010-04-20,3018,20.66,0,0,4493
2010-04-21,2862,21.16,0,0,4494
2010-04-22,1889,23.3,0,0,4495
2010-04-23,1278,23.51,0,0,4496
2010-04-24,190,22.86,0,0,4497
2010-04-25,192,21.74,0,0,4498
2010-04-26,194,20.73,0,0,4499
2010-04-27,185,20.07,0,0,4500
2010-04-28,182,19.57,0,0,4501
2010-04-29,184,21.29,0,0,4502
2010-04-30,199,21.62,0,0,4503
2010-05-01,194,21.57,0,0,4504
2010-05-02,197,21.02,0,0,4505
2010-05-03,198,20.31,0,0,4506
2010-05-04,213,19.53,0,0,4507
2010-05-05,233,19.01,0,0,4508
2010-05-06,240,18.51,0,0,4509
2010-05-07,259,18.14,0,0,4510
2010-05-08,279,17.66,0,0,4511
2010-05-09,329,17.09,0,0,4512
2010-05-10,362,16.48,0,0,4513
2010-05-11,394,15.96,0,0,4514
2010-05-12,429,15.7,0,0,4515
2010-05-13,438,15.69,0,0,4516
2010-05-14,462,15.65,0,0,4517
2010-05-15,470,15.25,0,0,4518
2010-05-16,494,14.8,0,0,4519
2010-05-17,521,14.7,0,0,4520
2010-05-18,507,15.12,0,0,4521
2010-05-19,502,15.51,0,0,4522
2010-05-20,461,15.55,0,0,4523
2010-05-21,459,15.72,0,0,4524
2010-05-22,487,15.87,0,0,4525
2010-05-23,490,15.86,0,0,4526
2010-05-24,464,15.82,0,0,4527
2010-05-25,468,15.76,0,0,4528
2010-05-26,453,16.08,0,0,4529
2010-05-27,419,17.11,0,0,4530
2010-05-28,417,18.51,0,0,4531
2010-05-29,416,19.73,0,0,4532
2010-05-30,416,20.38,0,0,4533
2010-05-31,403,20.91,0,0,4534
2010-06-01,422,21.14,0,0,4535
2010-06-02,419,21.17,0,0,4536
2010-06-03,439,21.13,0,0,4537
2010-06-04,469,20.49,0,0,4538
2010-06-05,467,21.14,0,0,4539
2010-06-06,465,21.72,0,0,4540
2010-06-07,457,21.99,0,0,4541
2010-06-08,472,22.04,0,0,4542
2010-06-09,491,21.99,0,0,4543
2010-06-10,535,21.52,0,0,4544
2010-06-11,614,20.58,0,0,4545
2010-06-12,655,19.65,0,0,4546
2010-06-13,655,19.15,0,0,4547
2010-06-14,633,18.19,0,0,4548
2010-06-15,630,17.76,0,0,4549
2010-06-16,660,17.2,0,0,4550
2010-06-17,660,16.39,0,0,4551
2010-06-18,691,16.19,0,0,4552
2010-06-19,720,16,0,0,4553
2010-06-20,685,15.84,0,0,4554
2010-06-21,651,15.84,0,0,4555
2010-06-22,692,15.96,0,0,4556
2010-06-23,715,16.21,0,0,4557
2010-06-24,705,16.35,0,0,4558
2010-06-25,692,16.37,0,0,4559
2010-06-26,684,16.31,0,0,4560
2010-06-27,687,16.05,0,0,4561
2010-06-28,670,15.84,0,0,4562
2010-06-29,675,15.81,0,0,4563
2010-06-30,690,15.72,0,0,4564
2010-07-01,680,16.15,0,0,4565
2010-07-02,697,16.22,0,0,4566
2010-07-03,685,16.1,0,0,4567
2010-07-04,678,16.01,0,0,4568
2010-07-05,689,16.02,0,0,4569
2010-07-06,690,16,0,0,4570
2010-07-07,691,16.28,0,0,4571
2010-07-08,697,16.46,0,0,4572
2010-07-09,704,16.44,0,0,4573
2010-07-10,693,16.57,0,0,4574
2010-07-11,706,16.63,0,0,4575
2010-07-12,710,16.71,0,0,4576
2010-07-13,710,16.75,0,0,4577
2010-07-14,713,16.75,0,0,4578
2010-07-15,711,16.83,0,0,4579
2010-07-16,700,16.95,0,0,4580
2010-07-17,700,17.05,0,0,4581
2010-07-18,691,17.18,0,0,4582
2010-07-19,701,17.18,0,0,4583
2010-07-20,708,17.27,0,0,4584
2010-07-21,719,17.32,0,0,4585
2010-07-22,698,17.35,0,0,4586
2010-07-23,705,17.34,0,0,4587
2010-07-24,701,17.41,0,0,4588
2010-07-25,697,17.48,0,0,4589
2010-07-26,697,17.57,0,0,4590
2010-07-27,665,17.47,0,0,4591
2010-07-28,639,17.41,0,0,4592
2010-07-29,674,17.33,0,0,4593
2010-07-30,687,17.33,0,0,4594
2010-07-31,648,17.4,0,0,4595
2010-08-01,604,17.67,0,0,4596
2010-08-02,592,17.68,0,0,4597
2010-08-03,599,17.66,0,0,4598
2010-08-04,589,17.57,0,0,4599
2010-08-05,608,17.57,0,0,4600
2010-08-06,614,17.62,0,0,4601
2010-08-07,591,17.66,0,0,4602
2010-08-08,552,17.7,0,0,4603
2010-08-09,549,17.61,0,0,4604
2010-08-10,568,17.5,0,0,4605
2010-08-11,572,17.25,0,0,4606
2010-08-12,557,17.26,0,0,4607
2010-08-13,563,17.25,0,0,4608
2010-08-14,565,17.25,0,0,4609
2010-08-15,554,17.17,0,0,4610
2010-08-16,536,17.15,0,0,4611
2010-08-17,535,17.13,0,0,4612
2010-08-18,535,17.18,0,0,4613
2010-08-19,507,17.69,0,0,4614
2010-08-20,483,17.62,0,0,4615
2010-08-21,468,17.49,0,0,4616
2010-08-22,480,17.11,0,0,4617
2010-08-23,480,16.89,0,0,4618
2010-08-24,489,16.84,0,0,4619
2010-08-25,547,16.82,0,0,4620
2010-08-26,549,16.86,0,0,4621
2010-08-27,531,16.82,0,0,4622
2010-08-28,526,16.69,0,0,4623
2010-08-29,497,16.56,0,0,4624
2010-08-30,483,16.5,0,0,4625
2010-08-31,461,16.51,0,0,4626
2010-09-01,438,16.64,0,0,4627
2010-09-02,419,16.72,0,0,4628
2010-09-03,422,16.8,0,0,4629
2010-09-04,427,16.92,0,0,4630
2010-09-05,404,17.25,0,0,4631
2010-09-06,409,17.35,0,0,4632
2010-09-07,429,17.38,0,0,4633
2010-09-08,447,17.41,0,0,4634
2010-09-09,474,17.49,0,0,4635
2010-09-10,465,17.67,0,0,4636
2010-09-11,449,18.16,0,0,4637
2010-09-12,427,18.38,0,0,4638
2010-09-13,420,18.68,0,0,4639
2010-09-14,435,18.83,0,0,4640
2010-09-15,422,18.85,0,0,4641
2010-09-16,405,18.83,0,0,4642
2010-09-17,404,18.64,0,0,4643
2010-09-18,382,18.64,0,0,4644
2010-09-19,343,18.64,0,0,4645
2010-09-20,346,18.46,0,0,4646
2010-09-21,347,18.34,0,0,4647
2010-09-22,342,18.22,0,0,4648
2010-09-23,311,18.04,0,0,4649
2010-09-24,321,17.99,0,0,4650
2010-09-25,348,17.83,0,0,4651
2010-09-26,326,17.6,0,0,4652
2010-09-27,321,17.38,0,0,4653
2010-09-28,314,17.24,0,0,4654
2010-09-29,303,17.09,0,0,4655
2010-09-30,290,17.03,0,0,4656
2010-10-01,300,17.01,0,0,4657
2010-10-02,314,16.87,0,0,4658
2010-10-03,320,16.62,0,0,4659
2010-10-04,291,16.47,0,0,4660
2010-10-05,288,16.42,0,0,4661
2010-10-06,271,16.33,0,0,4662
2010-10-07,242,16.25,0,0,4663
2010-10-08,233,16.03,0,0,4664
2010-10-09,221,15.79,0,0,4665
2010-10-10,204,15.51,0,0,4666
2010-10-11,205,15.25,0,0,4667
2010-10-12,213,15.2,0,0,4668
2010-10-13,215,15.07,0,0,4669
2010-10-14,225,15.07,0,0,4670
2010-10-15,221,14.95,0,0,4671
2010-10-16,229,14.8,0,0,4672
2010-10-17,226,14.64,0,0,4673
2010-10-18,228,14.63,0,0,4674
2010-10-19,218,14.58,0,0,4675
2010-10-20,198,14.6,0,0,4676
2010-10-21,173,14.6,0,0,4677
2010-10-22,66,14.52,0,0,4678
2010-10-23,38,14.55,0,0,4679
2010-10-24,41,14.6,0,0,4680
2010-10-25,41,16.11,0,0,4681
2010-10-26,45,18.56,0,0,4682
2010-10-27,57,18.64,0,0,4683
2010-10-28,59,17.66,0,0,4684
2010-10-29,59,16.24,0,0,4685
2010-10-30,58,15.7,0,0,4686
2010-10-31,54,15.99,0,0,4687
2010-11-01,50,16.09,0,0,4688
2010-11-02,49,15.99,0,0,4689
2010-11-03,49,15.69,0,0,4690
2010-11-04,49,15.68,0,0,4691
2010-11-05,49,15.46,0,0,4692
2010-11-06,52,15.25,0,0,4693
2010-11-07,54,15.17,0,0,4694
2010-11-08,54,15.25,0,0,4695
2010-11-09,56,15.31,0,0,4696
2010-11-10,59,15.71,0,0,4697
2010-11-11,59,15.72,0,0,4698
2010-11-12,59,15.44,0,0,4699
2010-11-13,59,15.21,0,0,4700
2010-11-14,59,15,0,0,4701
2010-11-15,61,14.84,0,0,4702
2010-11-16,64,14.79,0,0,4703
2010-11-17,64,14.78,0,0,4704
2010-11-18,64,14.72,0,0,4705
2010-11-19,61,14.8,0,0,4706
2010-11-20,63,15.35,0,0,4707
2010-11-21,55,16.15,0,0,4708
2010-11-22,52,16.61,0,0,4709
2010-11-23,55,16.93,0,0,4710
2010-11-24,57,17.07,0,0,4711
2010-11-25,57,17.01,0,0,4712
2010-11-26,60,17,0,0,4713
2010-11-27,62,16.75,0,0,4714
2010-11-28,62,16.53,0,0,4715
2010-11-29,62,16.85,0,0,4716
2010-11-30,60,16.92,0,0,4717
2010-12-01,105,16.82,0,0,4718
2010-12-02,125,16.68,0,0,4719
2010-12-03,122,16.54,0,0,4720
2010-12-04,121,16.92,0,0,4721
2010-12-05,122,17.74,0,0,4722
2010-12-06,103,18.69,0,0,4723
2010-12-07,80,22.21,0,0,4724
2010-12-08,80,23.43,0,0,4725
2010-12-09,80,23.36,0,0,4726
2010-12-10,80,22.32,0,0,4727
2010-12-11,77,21.97,0,0,4728
2010-12-12,75,22.04,0,0,4729
2010-12-13,71,21.92,0,0,4730
2010-12-14,70,21.44,0,0,4731
2010-12-15,79,21.57,0,0,4732
2010-12-16,89,25.77,0,0,4733
2010-12-17,1091,26.71,0,0,4734
2010-12-18,1423,27.7,0,0,4735
2010-12-19,1713,31.49,0,0,4736
2010-12-20,2045,34.15,1,1,4737
2010-12-21,2657,34.43,2,1,4738
2010-12-22,3909,34.4,3,1,4739
2010-12-23,3766,34.13,4,1,4740
2010-12-24,3160,33.88,5,1,4741
2010-12-25,2883,33.52,6,1,4742
2010-12-26,2828,32.85,0,0,4743
2010-12-27,2751,32.58,0,0,4744
2010-12-28,2711,32.54,0,0,4745
2010-12-29,2771,32.67,0,0,4746
2010-12-30,2921,33.65,1,1,4747
2010-12-31,3141,33.94,2,1,4748
2011-01-01,3141,33.94,3,1,4749
2011-01-02,3171,33.57,4,1,4750
2011-01-03,3093,33,0,0,4751
2011-01-04,3244,32.43,0,0,4752
2011-01-05,3180,31.38,0,0,4753
2011-01-06,3064,30.04,0,0,4754
2011-01-07,2964,28.62,0,0,4755
2011-01-08,2834,27.37,0,0,4756
2011-01-09,2651,26.25,0,0,4757
2011-01-10,2425,25.55,0,0,4758
2011-01-11,2143,24.89,0,0,4759
2011-01-12,1746,24.13,0,0,4760
2011-01-13,1349,23.43,0,0,4761
2011-01-14,1109,22.86,0,0,4762
2011-01-15,89,23.24,0,0,4763
2011-01-16,89,23.33,0,0,4764
2011-01-17,89,23.05,0,0,4765
2011-01-18,89,22.41,0,0,4766
2011-01-19,89,22.21,0,0,4767
2011-01-20,87,22.15,0,0,4768
2011-01-21,88,21.84,0,0,4769
2011-01-22,89,21.41,0,0,4770
2011-01-23,93,21.11,0,0,4771
2011-01-24,94,20.85,0,0,4772
2011-01-25,94,20.5,0,0,4773
2011-01-26,94,20.2,0,0,4774
2011-01-27,94,19.77,0,0,4775
2011-01-28,94,19.44,0,0,4776
2011-01-29,94,19.16,0,0,4777
2011-01-30,91,19.08,0,0,4778
2011-01-31,87,19.09,0,0,4779
2011-02-01,89,19.09,0,0,4780
2011-02-02,89,18.97,0,0,4781
2011-02-03,89,18.97,0,0,4782
2011-02-04,93,18.88,0,0,4783
2011-02-05,94,18.62,0,0,4784
2011-02-06,94,18.4,0,0,4785
2011-02-07,98,18.1,0,0,4786
2011-02-08,97,17.91,0,0,4787
2011-02-09,94,17.88,0,0,4788
2011-02-10,94,17.89,0,0,4789
2011-02-11,93,17.83,0,0,4790
2011-02-12,93,17.6,0,0,4791
2011-02-13,93,17.43,0,0,4792
2011-02-14,92,17.33,0,0,4793
2011-02-15,91,17.27,0,0,4794
2011-02-16,170,17.85,0,0,4795
2011-02-17,328,21.87,0,0,4796
2011-02-18,1274,23.98,0,0,4797
2011-02-19,2018,26.65,0,0,4798
2011-02-20,2436,27.07,0,0,4799
2011-02-21,2470,26.85,0,0,4800
2011-02-22,2388,25.44,0,0,4801
2011-02-23,1954,23.66,0,0,4802
2011-02-24,1377,22.1,0,0,4803
2011-02-25,1643,22.46,0,0,4804
2011-02-26,1548,25.55,0,0,4805
2011-02-27,1855,25.69,0,0,4806
2011-02-28,1716,24.97,0,0,4807
2011-03-01,1402,23.39,0,0,4808
2011-03-02,1209,21.71,0,0,4809
2011-03-03,1161,21.37,0,0,4810
2011-03-04,1379,23.37,0,0,4811
2011-03-05,1396,23.66,0,0,4812
2011-03-06,1423,23.3,0,0,4813
2011-03-07,1466,24.04,0,0,4814
2011-03-08,1956,25.98,0,0,4815
2011-03-09,2379,25.97,0,0,4816
2011-03-10,2490,24.99,0,0,4817
2011-03-11,2571,23.71,0,0,4818
2011-03-12,2616,22.91,0,0,4819
2011-03-13,2637,22.48,0,0,4820
2011-03-14,2695,22.14,0,0,4821
2011-03-15,2543,24.26,0,0,4822
2011-03-16,2630,31.11,0,0,4823
2011-03-17,2889,34.53,1,1,4824
2011-03-18,7023,35.09,2,1,4825
2011-03-19,29514,35.43,3,1,4826
2011-03-20,54868,35.92,4,1,4827
2011-03-21,69410,36.13,5,1,4828
2011-03-22,69843,36.31,6,1,4829
2011-03-23,70604,36.35,7,1,4830
2011-03-24,76092,36.38,8,1,4831
2011-03-25,91138,36.75,9,1,4832
2011-03-26,93354,36.76,10,1,4833
2011-03-27,86398,36.72,11,1,4834
2011-03-28,71138,36.53,12,1,4835
2011-03-29,58524,36.22,13,1,4836
2011-03-30,48239,35.97,14,1,4837
2011-03-31,38728,35.72,15,1,4838
2011-04-01,33430,35.61,16,1,4839
2011-04-02,29725,35.57,17,1,4840
2011-04-03,27822,35.5,18,1,4841
2011-04-04,26125,35.43,19,1,4842
2011-04-05,22836,35.58,20,1,4843
2011-04-06,17644,35.17,21,1,4844
2011-04-07,13844,35,22,1,4845
2011-04-08,10136,34.73,23,1,4846
2011-04-09,6179,34.55,24,1,4847
2011-04-10,4329,33.95,25,1,4848
2011-04-11,3878,32.87,0,0,4849
2011-04-12,3694,31.74,0,0,4850
2011-04-13,3543,30.46,0,0,4851
2011-04-14,3287,28.83,0,0,4852
2011-04-15,2954,27.89,0,0,4853
2011-04-16,2584,26.65,0,0,4854
2011-04-17,2194,25.78,0,0,4855
2011-04-18,1819,24.86,0,0,4856
2011-04-19,1559,24.87,0,0,4857
2011-04-20,1440,25.34,0,0,4858
2011-04-21,1405,26.04,0,0,4859
2011-04-22,1385,27.65,0,0,4860
2011-04-23,1356,28.35,0,0,4861
2011-04-24,349,28.05,0,0,4862
2011-04-25,356,27.18,0,0,4863
2011-04-26,382,26.97,0,0,4864
2011-04-27,386,26.84,0,0,4865
2011-04-28,397,26.65,0,0,4866
2011-04-29,421,26.02,0,0,4867
2011-04-30,443,24.95,0,0,4868
2011-05-01,426,24.02,0,0,4869
2011-05-02,428,23.35,0,0,4870
2011-05-03,439,22.84,0,0,4871
2011-05-04,471,22.25,0,0,4872
2011-05-05,515,22.17,0,0,4873
2011-05-06,533,22.31,0,0,4874
2011-05-07,557,22.64,0,0,4875
2011-05-08,590,22.84,0,0,4876
2011-05-09,607,23.1,0,0,4877
2011-05-10,598,23.23,0,0,4878
2011-05-11,592,22.85,0,0,4879
2011-05-12,549,22.62,0,0,4880
2011-05-13,527,22.54,0,0,4881
2011-05-14,504,22.24,0,0,4882
2011-05-15,470,22.36,0,0,4883
2011-05-16,463,22.68,0,0,4884
2011-05-17,447,22.99,0,0,4885
2011-05-18,388,23.79,0,0,4886
2011-05-19,340,25.2,0,0,4887
2011-05-20,315,25.69,0,0,4888
2011-05-21,291,25.38,0,0,4889
2011-05-22,269,25.01,0,0,4890
2011-05-23,292,24.58,0,0,4891
2011-05-24,329,24.2,0,0,4892
2011-05-25,371,23.57,0,0,4893
2011-05-26,376,24.09,0,0,4894
2011-05-27,399,24.15,0,0,4895
2011-05-28,403,24.3,0,0,4896
2011-05-29,420,24.34,0,0,4897
2011-05-30,423,24.39,0,0,4898
2011-05-31,423,24.36,0,0,4899
2011-06-01,416,24.34,0,0,4900
2011-06-02,354,26.01,0,0,4901
2011-06-03,312,24.59,0,0,4902
2011-06-04,262,27.45,0,0,4903
2011-06-05,200,26.76,0,0,4904
2011-06-06,184,26.98,0,0,4905
2011-06-07,1608,28.59,0,0,4906
2011-06-08,1836,29.24,0,0,4907
2011-06-09,1990,29.43,0,0,4908
2011-06-10,1850,29.28,0,0,4909
2011-06-11,1474,28.48,0,0,4910
2011-06-12,355,27.58,0,0,4911
2011-06-13,381,26.65,0,0,4912
2011-06-14,425,25.69,0,0,4913
2011-06-15,475,25.25,0,0,4914
2011-06-16,497,25.51,0,0,4915
2011-06-17,522,25.51,0,0,4916
2011-06-18,553,25.4,0,0,4917
2011-06-19,594,24.75,0,0,4918
2011-06-20,611,24.28,0,0,4919
2011-06-21,657,24.05,0,0,4920
2011-06-22,715,23.43,0,0,4921
2011-06-23,756,22.77,0,0,4922
2011-06-24,772,22.26,0,0,4923
2011-06-25,747,22.33,0,0,4924
2011-06-26,710,22.54,0,0,4925
2011-06-27,707,22.75,0,0,4926
2011-06-28,678,22.72,0,0,4927
2011-06-29,563,23.54,0,0,4928
2011-06-30,465,24.32,0,0,4929
2011-07-01,440,24.47,0,0,4930
2011-07-02,453,24.07,0,0,4931
2011-07-03,507,23.42,0,0,4932
2011-07-04,544,22.74,0,0,4933
2011-07-05,587,22.22,0,0,4934
2011-07-06,630,21.67,0,0,4935
2011-07-07,686,21.06,0,0,4936
2011-07-08,724,20.45,0,0,4937
2011-07-09,728,19.9,0,0,4938
2011-07-10,714,19.38,0,0,4939
2011-07-11,688,19.02,0,0,4940
2011-07-12,630,18.07,0,0,4941
2011-07-13,623,17.69,0,0,4942
2011-07-14,643,17.63,0,0,4943
2011-07-15,648,17.51,0,0,4944
2011-07-16,638,17.53,0,0,4945
2011-07-17,614,17.55,0,0,4946
2011-07-18,593,17.58,0,0,4947
2011-07-19,602,17.61,0,0,4948
2011-07-20,617,17.58,0,0,4949
2011-07-21,621,17.48,0,0,4950
2011-07-22,618,17.4,0,0,4951
2011-07-23,664,17.23,0,0,4952
2011-07-24,711,17.13,0,0,4953
2011-07-25,730,17.07,0,0,4954
2011-07-26,718,17.08,0,0,4955
2011-07-27,731,17.05,0,0,4956
2011-07-28,708,17.04,0,0,4957
2011-07-29,701,16.99,0,0,4958
2011-07-30,690,16.93,0,0,4959
2011-07-31,658,16.92,0,0,4960
2011-08-01,625,16.97,0,0,4961
2011-08-02,612,17.02,0,0,4962
2011-08-03,610,17.1,0,0,4963
2011-08-04,631,17.06,0,0,4964
2011-08-05,648,17.05,0,0,4965
2011-08-06,655,17.05,0,0,4966
2011-08-07,636,17.12,0,0,4967
2011-08-08,635,17.17,0,0,4968
2011-08-09,636,17.24,0,0,4969
2011-08-10,619,17.22,0,0,4970
2011-08-11,633,17.22,0,0,4971
2011-08-12,652,17.23,0,0,4972
2011-08-13,627,17.19,0,0,4973
2011-08-14,587,17.18,0,0,4974
2011-08-15,578,17.2,0,0,4975
2011-08-16,590,17.22,0,0,4976
2011-08-17,586,17.22,0,0,4977
2011-08-18,547,17.23,0,0,4978
2011-08-19,544,17.24,0,0,4979
2011-08-20,540,17.25,0,0,4980
2011-08-21,525,17.29,0,0,4981
2011-08-22,512,17.36,0,0,4982
2011-08-23,515,17.4,0,0,4983
2011-08-24,553,17.47,0,0,4984
2011-08-25,572,17.56,0,0,4985
2011-08-26,597,17.63,0,0,4986
2011-08-27,610,18.26,0,0,4987
2011-08-28,587,18.55,0,0,4988
2011-08-29,566,18.62,0,0,4989
2011-08-30,566,18.61,0,0,4990
2011-08-31,564,18.64,0,0,4991
2011-09-01,562,18.7,0,0,4992
2011-09-02,534,18.83,0,0,4993
2011-09-03,489,19.08,0,0,4994
2011-09-04,455,19.21,0,0,4995
2011-09-05,439,19.1,0,0,4996
2011-09-06,434,18.99,0,0,4997
2011-09-07,425,19.05,0,0,4998
2011-09-08,414,19.11,0,0,4999
2011-09-09,405,19.43,0,0,5000
2011-09-10,388,19.62,0,0,5001
2011-09-11,377,19.71,0,0,5002
2011-09-12,395,19.67,0,0,5003
2011-09-13,404,19.58,0,0,5004
2011-09-14,425,19.62,0,0,5005
2011-09-15,438,19.85,0,0,5006
2011-09-16,450,20.01,0,0,5007
2011-09-17,402,20.04,0,0,5008
2011-09-18,360,19.94,0,0,5009
2011-09-19,342,19.81,0,0,5010
2011-09-20,332,19.57,0,0,5011
2011-09-21,348,19.43,0,0,5012
2011-09-22,346,19.31,0,0,5013
2011-09-23,352,19.21,0,0,5014
2011-09-24,348,19.09,0,0,5015
2011-09-25,326,19.34,0,0,5016
2011-09-26,311,19.32,0,0,5017
2011-09-27,303,19.24,0,0,5018
2011-09-28,289,19.16,0,0,5019
2011-09-29,268,19.26,0,0,5020
2011-09-30,244,19.26,0,0,5021
2011-10-01,259,19.28,0,0,5022
2011-10-02,248,19.32,0,0,5023
2011-10-03,223,19.29,0,0,5024
2011-10-04,179,19.23,0,0,5025
2011-10-05,139,19.19,0,0,5026
2011-10-06,135,19.35,0,0,5027
2011-10-07,134,19.63,0,0,5028
2011-10-08,135,19.67,0,0,5029
2011-10-09,140,19.61,0,0,5030
2011-10-10,141,19.11,0,0,5031
2011-10-11,159,18.82,0,0,5032
2011-10-12,171,18.75,0,0,5033
2011-10-13,189,18.64,0,0,5034
2011-10-14,185,18.4,0,0,5035
2011-10-15,65,17.95,0,0,5036
2011-10-16,26,17.82,0,0,5037
2011-10-17,36,17.65,0,0,5038
2011-10-18,46,17.33,0,0,5039
2011-10-19,46,16.74,0,0,5040
2011-10-20,70,16.29,0,0,5041
2011-10-21,80,15.98,0,0,5042
2011-10-22,87,15.85,0,0,5043
2011-10-23,107,15.99,0,0,5044
2011-10-24,94,16.02,0,0,5045
2011-10-25,96,16.05,0,0,5046
2011-10-26,114,16,0,0,5047
2011-10-27,120,15.94,0,0,5048
2011-10-28,130,15.79,0,0,5049
2011-10-29,114,15.71,0,0,5050
2011-10-30,107,15.64,0,0,5051
2011-10-31,101,15.53,0,0,5052
2011-11-01,97,15.49,0,0,5053
2011-11-02,96,15.42,0,0,5054
2011-11-03,89,15.29,0,0,5055
2011-11-04,80,15.28,0,0,5056
2011-11-05,80,15.24,0,0,5057
2011-11-06,80,15.2,0,0,5058
2011-11-07,68,15.32,0,0,5059
2011-11-08,53,15.36,0,0,5060
2011-11-09,50,15.34,0,0,5061
2011-11-10,50,15.28,0,0,5062
2011-11-11,48,15.1,0,0,5063
2011-11-12,45,15.12,0,0,5064
2011-11-13,45,15.28,0,0,5065
2011-11-14,45,15.37,0,0,5066
2011-11-15,45,15.39,0,0,5067
2011-11-16,46,15.5,0,0,5068
2011-11-17,47,15.56,0,0,5069
2011-11-18,50,15.62,0,0,5070
2011-11-19,54,15.65,0,0,5071
2011-11-20,71,15.97,0,0,5072
2011-11-21,73,16.5,0,0,5073
2011-11-22,72,16.69,0,0,5074
2011-11-23,72,16.81,0,0,5075
2011-11-24,65,17,0,0,5076
2011-11-25,62,17.29,0,0,5077
2011-11-26,62,17.72,0,0,5078
2011-11-27,62,17.74,0,0,5079
2011-11-28,62,17.7,0,0,5080
2011-11-29,85,17.49,0,0,5081
2011-11-30,123,17.08,0,0,5082
2011-12-01,123,16.75,0,0,5083
2011-12-02,129,16.58,0,0,5084
2011-12-03,134,16.69,0,0,5085
