source,doy1998,station_wq_chl,latitude,longitude,field_coords,date,depth,tide,chlorophyll,agency_cd,station_flow,water_year,Q_sday,daymet_tmax,daymet_srad,daymet_precip_mm,SAC,flow_yolo,height_sac_na,inund_days,inundation,max_wtemp_RIV,station_wtemp,Q_1day,Q_mwk,T_mwk,Srad_mwk,WT_mwk
YBFMP,6897,SHR,38.53188,-121.528,FALSE,2016-11-18,1,NA,0.7,USGS,11425500,2017,9820,18.34,206.74,8,10900,182,13.6,0,0,15.7,RIV,9780,9864.285714285714,20.297142857142855,238.93285714285716,16.3
YBFMP,6908,SHR,38.53188,-121.528,FALSE,2016-11-29,1,NA,1.65,USGS,11425500,2017,18500,14.3,222.52,0,19800,114,18.77,0,0,11.8,RIV,16200,17342.85714285714,13.982857142857142,188.23857142857145,12.728571428571428
YBFMP,6923,SHR,38.53188,-121.528,FALSE,2016-12-14,1,NA,3.05,USGS,11425500,2017,33800,16.31,183.84,0,43100,1258,25.81,0,0,10.6,RIV,37300,25642.85714285714,14.018571428571429,140.44714285714286,10.114285714285714
YBFMP,6930,SHR,38.53188,-121.528,FALSE,2016-12-21,1,NA,1.7,USGS,11425500,2017,51100,15.42,239.27,0,70900,3759,32.2,0,0,9.3,RIV,55400,51271.42857142857,12.62,211.03714285714287,10.17142857142857
YBFMP,6938,SHR,38.53188,-121.528,FALSE,2016-12-29,1,NA,1.69,USGS,11425500,2017,27600,14.13,249.58,0,33200,853,23.64,0,0,7.9,RIV,30200,33857.142857142855,11.564285714285717,217.75142857142856,8.442857142857143
YBFMP,6950,SHR,38.53188,-121.528,FALSE,2017-01-10,1,NA,2.49,USGS,11425500,2017,70500,13.57,67.63,62.64,90200,89802,35.62,2,1,10.5,RIV,63600,46928.57142857143,13.045714285714286,131.15,9.214285714285714
YBFMP,6963,SHR,38.53188,-121.528,FALSE,2017-01-23,1,NA,1.14,USGS,11425500,2017,65700,12.01,211.27,0.01,74900,93514,35.33,15,1,9.4,RIV,65200,64542.857142857145,12.1,149.84285714285716,9
YBFMP,6978,SHR,38.53188,-121.528,FALSE,2017-02-07,1,NA,1.48,USGS,11425500,2017,67900,17.27,139.17,38.49,89800,85027,35.3,30,1,12.1,RIV,64800,62742.857142857145,16.142857142857142,166.27428571428572,10.82857142857143
YBFMP,6994,SHR,38.53188,-121.528,FALSE,2017-02-23,1,NA,0.67,USGS,11425500,2017,74700,12.58,347.88,0,80900,196175,36.95,46,1,10.8,RIV,77300,75442.85714285714,14.375714285714285,208.82,11
YBFMP,7007,SHR,38.53188,-121.528,FALSE,2017-03-08,1,NA,2.75,USGS,11425500,2017,59700,20.56,428.01,0,67500,23384,33.43,59,1,11.3,RIV,60600,62057.142857142855,16.794285714285714,357.6657142857143,11.371428571428572
YBFMP,7020,SHR,38.53188,-121.528,FALSE,2017-03-21,1,NA,3.2,USGS,11425500,2017,61200,18.75,191,34.17,68100,14123,33.24,72,1,14.1,RIV,60100,53485.71428571428,21.45285714285714,315.22,14.614285714285714
YBFMP,7034,SHR,38.53188,-121.528,FALSE,2017-04-04,1,NA,6.88,USGS,11425500,2017,44700,23.89,417.36,0,53400,2777,28.86,0,0,15.8,RIV,47900,53785.71428571428,24.185714285714287,424.39142857142855,14.82857142857143
YBFMP,7049,SHR,38.53188,-121.528,FALSE,2017-04-19,1,NA,2.45,USGS,11425500,2017,62800,20.9,473.9,1.05,73100,25706,33.72,3,1,14.6,RIV,62300,61214.28571428572,18.855714285714285,382.36285714285714,14.057142857142855
YBFMP,7064,SHR,38.53188,-121.528,FALSE,2017-05-04,1,NA,2.87,USGS,11425500,2017,50600,30.02,496.78,0,65800,2490,30.72,0,0,18.9,RIV,55700,59457.142857142855,30.327142857142857,494,17.214285714285715
YBFMP,7077,SHR,38.53188,-121.528,FALSE,2017-05-17,1,NA,2.6,USGS,11425500,2017,45000,25.77,500.77,0,52700,797,28.21,0,0,16.1,RIV,47600,45914.28571428572,23.027142857142856,461.81142857142856,16.514285714285716
YBFMP,7091,SHR,38.53188,-121.528,FALSE,2017-05-31,1,NA,2.29,USGS,11425500,2017,30800,26.93,411.22,0,34800,899,22.52,0,0,18.4,RIV,30300,30685.714285714286,25.047142857142855,396.3642857142857,17.92857142857143
YBFMP,7104,SHR,38.53188,-121.528,FALSE,2017-06-13,1,NA,2.8,USGS,11425500,2017,22300,29.32,501.84,0,28000,643,19.56,0,0,18.3,RIV,23800,26700,24.83142857142857,396.32142857142856,18.214285714285715
YBFMP,7118,SHR,38.53188,-121.528,FALSE,2017-06-27,1,NA,2.7,USGS,11425500,2017,12200,28.76,442.61,0,15800,606,14.94,0,0,22.4,RIV,12400,13242.857142857143,33.51,463.2785714285714,22.985714285714288
YBFMP,7139,SHR,38.53188,-121.528,FALSE,2017-07-18,1,NA,3.58,USGS,11425500,2017,12000,31,432.24,0,15200,548,14.96,0,0,23.8,RIV,11900,11024.285714285714,35.43857142857143,483.6114285714286,24.085714285714285
YBFMP,7153,SHR,38.53188,-121.528,FALSE,2017-08-01,1,NA,3.59,USGS,11425500,2017,15500,37.71,500.72,0,18800,531,16.31,0,0,23.6,RIV,15300,14842.857142857143,35.6,491.87857142857143,23.52857142857143
YBFMP,7167,SHR,38.53188,-121.528,FALSE,2017-08-15,1,NA,3.73,USGS,11425500,2017,16600,26.95,398.38,0,19600,424,16.93,0,0,22.3,RIV,16500,16228.57142857143,30.13714285714286,418.7285714285714,22.52857142857143
YBFMP,7181,SHR,38.53188,-121.528,FALSE,2017-08-29,1,NA,2.12,USGS,11425500,2017,18200,34.45,435.99,0,21200,395,17.77,0,0,22.8,RIV,18400,18428.571428571428,36.66,482.3985714285714,22.4
YBFMP,7195,SHR,38.53188,-121.528,FALSE,2017-09-12,1,NA,2.46,USGS,11425500,2017,19200,33.87,385.39,0,22100,326,18.25,0,0,22,RIV,19400,19000,32.787142857142854,384.37714285714287,22.4
YBFMP,7202,SHR,38.53188,-121.528,FALSE,2017-09-19,1,NA,2.71,USGS,11425500,2017,18500,26.13,372.01,0,21500,343,17.94,0,0,20.1,RIV,18700,18900,27.45,344.85,21.02857142857143
YBFMP,7216,SHR,38.53188,-121.528,FALSE,2017-10-03,1,NA,2.19,USGS,11425500,2018,16500,26.72,421.99,0,19400,245,17.19,0,0,17.6,RIV,17000,17128.571428571428,29.305714285714284,392.7228571428571,18.042857142857144
YBFMP,7230,SHR,38.53188,-121.528,FALSE,2017-10-17,1,NA,3.04,USGS,11425500,2018,9800,27.62,342.8,0,11700,273,14.17,0,0,16.2,RIV,9820,10325.714285714286,26.22571428571429,351.7057142857143,16.257142857142856
YBFMP,7245,SHR,38.53188,-121.528,FALSE,2017-11-01,1,NA,2.09,USGS,11425500,2018,8630,20.98,255.98,0,10400,48,13.56,0,0,16.9,RIV,8440,8744.285714285714,25.422857142857143,279.20428571428573,16.928571428571427
YBFMP,7258,SHR,38.53188,-121.528,FALSE,2017-11-14,1,NA,3.59,USGS,11425500,2018,9810,18.21,154.57,8.2,12200,99,14.1,0,0,14.4,RIV,10000,9560,18.99,176.91571428571427,14.471428571428572
YBFMP,7272,SHR,38.53188,-121.528,FALSE,2017-11-28,1,NA,2.84,USGS,11425500,2018,12700,17.5,260.04,0,15200,91,15.88,0,0,13.3,RIV,11800,12357.142857142857,18.634285714285713,195.44,13.314285714285717
YBFMP,7288,SHR,38.53188,-121.528,FALSE,2017-12-14,1,NA,2.66,USGS,11425500,2018,10800,17.2,247.89,0,14200,92,14.29,0,0,9.8,RIV,10900,10914.285714285714,17.00857142857143,252.9557142857143,10.057142857142855
YBFMP,7293,SHR,38.53188,-121.528,FALSE,2017-12-19,1,NA,4.13,USGS,11425500,2018,10700,14.96,165.22,2.6,14000,91,14.28,0,0,9.2,RIV,10800,10828.57142857143,16.29285714285714,220.0828571428571,9.571428571428571
YBFMP,7309,SHR,38.53188,-121.528,FALSE,2018-01-04,1,NA,2.47,USGS,11425500,2018,10200,17.78,194.19,0,12500,92,14,0,0,9.5,RIV,10100,10114.285714285714,16.322857142857142,215.7028571428571,9.27142857142857
YBFMP,7323,SHR,38.53188,-121.528,FALSE,2018-01-18,1,NA,3.23,USGS,11425500,2018,13300,14.51,158.65,1.95,16600,121,15.9,0,0,11.3,RIV,13900,16900,13.501428571428573,157.75,11.314285714285717
YBFMP,7336,SHR,38.53188,-121.528,FALSE,2018-01-31,1,NA,2.94,USGS,11425500,2018,14700,19.01,317.37,0,17800,173,16.66,0,0,10.4,RIV,15400,16957.14285714286,16.167142857142856,277.7342857142857,10.371428571428572
YBFMP,7350,SHR,38.53188,-121.528,FALSE,2018-02-14,1,NA,2.87,USGS,11425500,2018,10100,18.88,346.72,0,13200,101,14.08,0,0,12.2,RIV,10100,10900,19.708571428571428,325.7342857142857,12.942857142857145
YBFMP,7363,SHR,38.53188,-121.528,FALSE,2018-02-27,1,NA,3.36,USGS,11425500,2018,8780,15.21,291.45,0,12400,109,12.9,0,0,10.3,RIV,8590,8607.142857142857,14.3,279.86857142857144,10.485714285714286
YBFMP,7377,SHR,38.53188,-121.528,FALSE,2018-03-13,1,NA,3.85,USGS,11425500,2018,9680,17.43,168.29,13.8,12300,142,13.75,0,0,13.8,RIV,9610,9952.857142857143,20.082857142857144,294.9057142857143,12.3
YBFMP,7393,SHR,38.53188,-121.528,FALSE,2018-03-29,1,NA,3.03,USGS,11425500,2018,26600,29.07,471.91,0,36400,348,21.69,0,0,13.6,RIV,30300,40357.142857142855,21.06142857142857,419.8385714285714,12.885714285714286
YBFMP,7406,SHR,38.53188,-121.528,FALSE,2018-04-11,1,NA,2.73,USGS,11425500,2018,54100,17.51,283.02,2.89,68700,3211,32.3,0,0,14.6,RIV,59100,49042.857142857145,19.681428571428572,311.7242857142857,14.457142857142856
YBFMP,7419,SHR,38.53188,-121.528,FALSE,2018-04-24,1,NA,5.52,USGS,11425500,2018,14500,27.38,452.33,0,17400,234,16.21,0,0,18,RIV,15700,17842.85714285714,25.81714285714286,478.61285714285714,15.871428571428572
YBFMP,7427,SHR,38.53188,-121.528,FALSE,2018-05-02,1,NA,6.06,USGS,11425500,2018,10200,24.43,477.24,0,11800,318,13.66,0,0,18.2,RIV,10400,11285.714285714286,21.998571428571427,427.8128571428571,18.071428571428573
YBFMP,7441,SHR,38.53188,-121.528,FALSE,2018-05-16,1,NA,3.32,USGS,11425500,2018,6970,21.74,268.31,6.97,8170,400,11.73,0,0,19.1,RIV,7220,7891.428571428572,24.72,395.93571428571425,19.514285714285716
YBFMP,7454,SHR,38.53188,-121.528,FALSE,2018-05-29,1,NA,4.14,USGS,11425500,2018,12100,35.5,506.93,0,14700,495,14.96,0,0,20.9,RIV,11800,10551.42857142857,26.924285714285716,406.1628571428571,19.857142857142858
YBFMP,7469,SHR,38.53188,-121.528,FALSE,2018-06-13,1,NA,2.83,USGS,11425500,2018,8370,35.37,515.02,0,10800,570,12.7,0,0,22.2,RIV,8450,8821.42857142857,30.84285714285714,495.5285714285714,21.4
YBFMP,7483,SHR,38.53188,-121.528,FALSE,2018-06-27,1,NA,3.75,USGS,11425500,2018,10500,28.31,438.77,0,13100,623,13.85,0,0,22.8,RIV,10900,10488.57142857143,33.14142857142857,496.74,22.585714285714285
YBFMP,7498,SHR,38.53188,-121.528,FALSE,2018-07-12,1,NA,2.33,USGS,11425500,2018,12200,34.75,492.99,0,15700,634,15.03,0,0,23.2,RIV,11300,10257.142857142857,35.489999999999995,499.3514285714286,22.82857142857143
YBFMP,7511,SHR,38.53188,-121.528,FALSE,2018-07-25,1,NA,2.37,USGS,11425500,2018,12500,39.33,529.33,0,16500,536,15.34,0,0,23.6,RIV,12500,12542.857142857143,35.65714285714286,486.98571428571427,23.37142857142857
YBFMP,7526,SHR,38.53188,-121.528,FALSE,2018-08-09,1,NA,2.53,USGS,11425500,2018,16400,37.45,522.98,0,20200,599,17.06,0,0,22.2,RIV,16300,15642.857142857143,34.675714285714285,486.48571428571427,22.15714285714286
YBFMP,7540,SHR,38.53188,-121.528,FALSE,2018-08-23,1,NA,1.35,USGS,11425500,2018,15500,26.56,347.17,0,17500,481,16.56,0,0,21.6,RIV,15200,15000,31.21428571428571,428.0814285714286,22.1
YBFMP,7554,SHR,38.53188,-121.528,FALSE,2018-09-06,1,NA,1.69,USGS,11425500,2018,16600,31.47,473.67,0,18000,979,17.14,0,0,21.3,RIV,16300,16314.285714285714,31.352857142857143,451.7771428571429,21.17142857142857
YBFMP,7568,SHR,38.53188,-121.528,FALSE,2018-09-20,1,NA,1.14,USGS,11425500,2018,14900,33.03,446.83,0,16500,710,16.26,0,0,19.8,RIV,15000,15300,28.15714285714286,412.5314285714286,19.985714285714288
YBFMP,7589,SHR,38.53188,-121.528,FALSE,2018-10-11,1,NA,0.55,USGS,11425500,2019,10200,25.04,330.76,0,11600,47,14.18,0,0,18.8,RIV,10300,11057.142857142857,26.717142857142857,331.11571428571426,19.17142857142857
YBFMP,7604,SHR,38.53188,-121.528,FALSE,2018-10-26,1,NA,0.98,USGS,11425500,2019,7580,27.61,321.31,0,9060,42,12.1388235294118,0,0,17.3,RIV,8220,8637.142857142857,25.92142857142857,322.5985714285714,17.357142857142858
YBFMP,7618,SHR,38.53188,-121.528,FALSE,2018-11-09,1,NA,0.86,USGS,11425500,2019,6600,18.76,249.5,0,7850,69,11.72,0,0,15.2,RIV,6610,7075.714285714285,24.325714285714287,272.30857142857144,16.32857142857143
YBFMP,7636,SHR,38.53188,-121.528,FALSE,2018-11-27,1,NA,2.9,USGS,11425500,2019,11400,15.25,94.22,4.25,12600,49,14.51,0,0,11.9,RIV,11400,10405.714285714286,16.83142857142857,122.01571428571428,12.028571428571428
YBFMP,7651,SHR,38.53188,-121.528,FALSE,2018-12-12,1,NA,1.43,USGS,11425500,2019,9630,16.61,217.04,0,11200,46,13.35,0,0,10.7,RIV,10000,10494.285714285714,15.192857142857145,208.51142857142855,11.1
YBFMP,7666,SHR,38.53188,-121.528,FALSE,2018-12-27,1,NA,1.81,USGS,11425500,2019,19600,15.06,238.19,0,20300,59,19.57,0,0,10.7,RIV,16400,15557.142857142857,14.547142857142855,195.95,11.042857142857144
YBFMP,7679,SHR,38.53188,-121.528,FALSE,2019-01-09,1,NA,5.61,USGS,11425500,2019,26400,15.73,113.84,3.97,27700,774,22.44,0,0,8.9,RIV,24000,15714.285714285714,13.492857142857144,166.79714285714286,8.185714285714285
YBFMP,7693,SHR,38.53188,-121.528,FALSE,2019-01-23,1,NA,2.1,USGS,11425500,2019,51700,15.11,280.13,0,54400,4069,31.45,0,0,10.7,RIV,52300,48000,16.14142857142857,208.9528571428571,10.957142857142856
YBFMP,7705,SHR,38.53188,-121.528,FALSE,2019-02-04,1,NA,4.66,USGS,11425500,2019,33500,10.74,156.8,7.42,36200,2631,27.95,0,0,11.9,RIV,23400,23285.714285714286,15.777142857142858,194.26285714285711,11.685714285714289
YBFMP,7721,SHR,38.53188,-121.528,FALSE,2019-02-20,1,NA,1.49,USGS,11425500,2019,53100,14,305.33,0,68700,18662,33.1,6,1,8.6,RIV,55400,54585.71428571428,13.37,252.53571428571428,9.385714285714286
YBFMP,7728,SHR,38.53188,-121.528,FALSE,2019-02-27,1,NA,1.3,USGS,11425500,2019,53100,16.45,193.22,30.53,74700,27103,33.69,13,1,10.1,RIV,36600,41942.857142857145,14.29,261.5242857142857,9.128571428571428
YBFMP,7741,SHR,38.53188,-121.528,FALSE,2019-03-12,1,NA,1.28,USGS,11425500,2019,58300,18.69,426.68,0,74900,51426,34.4,26,1,11.8,RIV,59000,59300,15.88,327.78714285714284,11.642857142857142
YBFMP,7750,SHR,38.53188,-121.528,FALSE,2019-03-21,1,NA,4.89,USGS,11425500,2019,50400,17.46,427.82,0,61700,9533,32.21,35,1,14.2,RIV,51900,53742.857142857145,21.034285714285716,420.6171428571429,13.585714285714284
YBFMP,7758,SHR,38.53188,-121.528,FALSE,2019-03-29,1,NA,2.23,USGS,11425500,2019,54900,19.22,455.29,0,65300,12256,33.28,43,1,13.7,RIV,52600,48942.857142857145,18.37,370.88714285714286,13.742857142857142
YBFMP,7764,SHR,38.53188,-121.528,FALSE,2019-04-04,1,NA,4.08,USGS,11425500,2019,54900,18.17,210.64,0,67800,10389,33.2,49,1,14.7,RIV,53900,54500,19.82857142857143,338.79857142857145,14.685714285714283
YBFMP,7769,SHR,38.53188,-121.528,FALSE,2019-04-09,1,NA,2.64,USGS,11425500,2019,56100,21.63,401.57,0,70600,21024,33.5,54,1,15.9,RIV,56300,55471.42857142857,20.63,328.32714285714286,14.971428571428572
YBFMP,7776,SHR,38.53188,-121.528,FALSE,2019-04-16,1,NA,2.26,USGS,11425500,2019,55200,21.49,436.37,0,69800,15128,33.35,61,1,14.7,RIV,55300,55514.28571428572,21.67142857142857,403.98857142857145,15.17142857142857
YBFMP,7783,SHR,38.53188,-121.528,FALSE,2019-04-23,1,NA,3.76,USGS,11425500,2019,45900,32.32,494.74,0,58100,2067,30.61,0,0,17.4,RIV,48300,51185.71428571428,27.74,496.32142857142856,16.42857142857143
YBFMP,7797,SHR,38.53188,-121.528,FALSE,2019-05-07,1,NA,0.87,USGS,11425500,2019,24500,24.41,435.85,0,34100,164,20.49,0,0,16.7,RIV,24500,27400,25.23857142857143,464.3542857142857,16.942857142857143
YBFMP,7811,SHR,38.53188,-121.528,FALSE,2019-05-21,1,NA,2.57,USGS,11425500,2019,32100,21.33,372.36,1.46,43200,1583,24.27,0,0,14.9,RIV,31300,27228.571428571428,18.56714285714286,265.9371428571429,15.928571428571429
YBFMP,7825,SHR,38.53188,-121.528,FALSE,2019-06-04,1,NA,1.93,USGS,11425500,2019,34000,35.03,533.91,0,44500,625,25.04,0,0,19.8,RIV,33300,30542.85714285714,30.81142857142857,517.2457142857143,18.87142857142857
YBFMP,7839,SHR,38.53188,-121.528,FALSE,2019-06-18,1,NA,1.29,USGS,11425500,2019,16400,36.04,506.75,0,23500,89,17.15,0,0,20.5,RIV,16800,19242.85714285714,32.24285714285714,498.01714285714286,19.928571428571427
YBFMP,7853,SHR,38.53188,-121.528,FALSE,2019-07-02,1,NA,2.26,USGS,11425500,2019,15100,30.94,455.73,0,19300,69,16.05,0,0,21.7,RIV,14200,12685.714285714286,29.76142857142857,446.5128571428571,21.65714285714286
YBFMP,7867,SHR,38.53188,-121.528,FALSE,2019-07-16,1,NA,2.36,USGS,11425500,2019,14000,33.62,462.41,0,17300,79,15.69,0,0,23.1,RIV,14000,14214.285714285714,33.902857142857144,472.0285714285714,22.5
YBFMP,7887,SHR,38.53188,-121.528,FALSE,2019-08-05,1,NA,2.3,USGS,11425500,2019,16500,34.71,488.72,0,19700,52,16.79,0,0,23.2,RIV,16400,16242.857142857143,33.74285714285714,477.6614285714286,23.38571428571429
YBFMP,7901,SHR,38.53188,-121.528,FALSE,2019-08-19,1,NA,1.43,USGS,11425500,2019,18000,29.22,418.57,0,21000,50,17.64,0,0,22.4,RIV,17900,17800,34.667142857142856,448.6557142857143,23.057142857142857
YBFMP,7918,SHR,38.53188,-121.528,FALSE,2019-09-05,1,NA,1.49,USGS,11425500,2019,19400,31.99,400.15,0,22500,750,18.39,0,0,22.3,RIV,19000,18757.14285714286,34.66571428571429,446.6385714285714,22.514285714285716
YBFMP,7929,SHR,38.53188,-121.528,FALSE,2019-09-16,1,NA,1.4,USGS,11425500,2019,19300,26.35,297.73,1.38,21400,648,18.29,0,0,20.8,RIV,19400,19214.285714285714,31.877142857142857,411.56,21.02857142857143
YBFMP,7943,SHR,38.53188,-121.528,FALSE,2019-09-30,1,NA,1.74,USGS,11425500,2019,16800,21.18,329.41,0,19000,74,16.95,0,0,18.8,RIV,17000,17285.714285714286,27.42142857142857,339.0442857142857,19.457142857142856
YBFMP,7957,SHR,38.53188,-121.528,FALSE,2019-10-14,1,NA,1.13,USGS,11425500,2020,10700,27.2,381.96,0,12600,34,14.2,0,0,16.4,RIV,10900,12385.714285714286,26.52857142857143,360.07,16.599999999999998
YBFMP,7971,SHR,38.53188,-121.528,FALSE,2019-10-28,1,NA,1.22,USGS,11425500,2020,9670,21.42,296.34,0,11500,33,14.55,0,0,15.4,RIV,9700,10202.857142857143,27.535714285714285,305.5357142857143,16.414285714285715
YBFMP,7987,SHR,38.53188,-121.528,FALSE,2019-11-13,1,NA,1.28,USGS,11425500,2020,8240,22.12,231.89,0,10100,42,12.13,0,0,14.4,RIV,8050,7804.285714285715,24.652857142857144,270.09714285714284,14.157142857142857
YBFMP,7999,SHR,38.53188,-121.528,FALSE,2019-11-25,1,NA,0.94,USGS,11425500,2020,8710,16.46,204.12,0,11000,76,12.52,0,0,13.6,RIV,8630,8687.142857142857,19.478571428571428,215.39714285714285,13.971428571428572
YBFMP,8014,SHR,38.53188,-121.528,FALSE,2019-12-10,1,NA,3.52,USGS,11425500,2020,21600,13.47,117.99,3.61,23700,162,20.78,0,0,12.2,RIV,19300,18114.285714285714,16.244285714285713,124.43857142857144,11.128571428571428
YBFMP,8031,SHR,38.53188,-121.528,FALSE,2019-12-27,1,NA,2,USGS,11425500,2020,17000,14.61,256.7,0,19500,100,18.26,0,0,9.4,RIV,18100,16742.85714285714,13.015714285714283,196.76571428571427,9.914285714285716
YBFMP,4060,STTD,38.35338,-121.643,FALSE,2009-02-11,1,NA,10,USGS,11425500,2009,9400,12.06,148.89,9.97,9470,54,14.75,0,0,10.4,RIV,8970,9181.42857142857,14.17,201.19285714285715,10.642857142857142
YBFMP,4076,STTD,38.35338,-121.643,FALSE,2009-02-27,1,NA,5.45,USGS,11425500,2009,38500,16.3,359.81,0,41000,2658,29,0,0,12.3,RIV,42600,35214.28571428572,16.755714285714287,242.2028571428571,11.285714285714286
YBFMP,4089,STTD,38.35338,-121.643,FALSE,2009-03-12,1,NA,14.85,USGS,11425500,2009,18900,20.4,453.25,0,21300,118,20.41,0,0,12.3,RIV,21600,30714.285714285714,17.208571428571428,426.86,11.957142857142856
YBFMP,4102,STTD,38.35338,-121.643,FALSE,2009-03-25,1,NA,11.85,USGS,11425500,2009,12200,23.46,457.97,0,13400,136,16.92,0,0,14.4,RIV,12600,13814.285714285714,20.6,420.6542857142857,14.6
YBFMP,4116,STTD,38.35338,-121.643,FALSE,2009-04-08,1,NA,19.33,USGS,11425500,2009,12400,17.27,204.04,6.03,15000,450,16.05,0,0,15.3,RIV,12400,11571.42857142857,21.912857142857145,383.8057142857143,15.271428571428572
YBFMP,4131,STTD,38.35338,-121.643,FALSE,2009-04-23,1,NA,53.83,USGS,11425500,2009,9980,23.24,345.73,0,11600,428,14.73,0,0,18.4,RIV,10400,11068.57142857143,30.612857142857145,468.6042857142857,17.228571428571428
YBFMP,4145,STTD,38.35338,-121.643,FALSE,2009-05-07,1,NA,31.29,USGS,11425500,2009,28100,28.07,480.71,0,31200,282,23.51,0,0,16.6,RIV,28400,17928.571428571428,22.972857142857144,353.8142857142857,16.114285714285714
YBFMP,4172,STTD,38.35338,-121.643,FALSE,2009-06-03,1,NA,8.65,USGS,11425500,2009,10500,27.76,305.78,24.4,12600,672,14.74,0,0,20.3,RIV,10400,10284.285714285714,28.334285714285716,432.55857142857144,20.142857142857142
YBFMP,4187,STTD,38.35338,-121.643,FALSE,2009-06-18,1,NA,7.48,USGS,11425500,2009,9140,35.36,547.08,0,9630,565,14.55,0,0,20.9,RIV,9060,9948.57142857143,28.692857142857143,467.23857142857145,20.257142857142856
YBFMP,4389,STTD,38.35338,-121.643,FALSE,2010-01-06,1,NA,2.45,USGS,11425500,2010,10800,9.01,119.32,0,11200,101,15.47,0,0,9.2,RIV,11500,10674.285714285714,12.157142857142857,183.36142857142855,8.914285714285715
YBFMP,4396,STTD,38.35338,-121.643,FALSE,2010-01-13,1,NA,1.77,USGS,11425500,2010,10400,17.38,260.81,0,10500,106,15.07,0,0,9.7,RIV,9620,9891.42857142857,12.144285714285711,164.26571428571427,9.357142857142858
YBFMP,4404,STTD,38.35338,-121.643,FALSE,2010-01-21,1,NA,12.4,USGS,11425500,2010,41000,9.78,104.71,17.84,41200,4473,30.25,0,0,9.6,RIV,31500,22571.428571428572,11.90857142857143,155.08142857142855,10.042857142857144
YBFMP,4409,STTD,38.35338,-121.643,FALSE,2010-01-26,1,NA,2.09,USGS,11425500,2010,50300,11.99,126,5.09,50600,5873,32,4,1,8.4,RIV,54000,48985.71428571428,11.022857142857143,150.5742857142857,8.9
YBFMP,4417,STTD,38.35338,-121.643,FALSE,2010-02-03,1,NA,3.51,USGS,11425500,2010,29100,16.37,311.26,0,32100,5313,24.95,12,1,10.5,RIV,31400,42714.28571428572,14.958571428571428,294.89285714285717,9.585714285714284
YBFMP,4424,STTD,38.35338,-121.643,FALSE,2010-02-10,1,NA,4.49,USGS,11425500,2010,36600,15.2,332.53,0,38800,4578,28.2,19,1,11.2,RIV,37700,32242.85714285714,14.68142857142857,230.8871428571429,11.142857142857142
YBFMP,4431,STTD,38.35338,-121.643,FALSE,2010-02-17,1,NA,12.2,USGS,11425500,2010,22900,20.53,349.89,0,25200,2767,22.4,0,0,13.1,RIV,24200,27885.714285714286,18.59428571428571,315.49142857142857,12.014285714285714
YBFMP,4438,STTD,38.35338,-121.643,FALSE,2010-02-24,1,NA,8.12,USGS,11425500,2010,18200,15.65,263,0,20100,154,20.07,0,0,12.4,RIV,18100,19300,14.734285714285717,262.8642857142857,13
YBFMP,4445,STTD,38.35338,-121.643,FALSE,2010-03-03,1,NA,5.51,USGS,11425500,2010,25600,13.32,209.09,21.14,29200,1931,23.67,0,0,11.7,RIV,28100,26357.14285714286,15.865714285714285,265.97714285714284,11.885714285714286
YBFMP,4459,STTD,38.35338,-121.643,FALSE,2010-03-17,1,NA,10.15,USGS,11425500,2010,15800,24.55,420.09,0,17500,104,19.16,0,0,12.9,RIV,16900,17028.571428571428,18.95285714285714,400.6357142857143,12.342857142857143
YBFMP,4485,STTD,38.35338,-121.643,FALSE,2010-04-12,1,NA,16.1,USGS,11425500,2010,12700,14.82,225.66,13.07,13400,179,16.85,0,0,13.8,RIV,12200,12971.42857142857,18.59857142857143,362.2371428571429,13.957142857142856
YBFMP,4501,STTD,38.35338,-121.643,FALSE,2010-04-28,1,NA,3.61,USGS,11425500,2010,18000,15.55,273.23,2.7,20000,182,19.57,0,0,16.6,RIV,17900,20428.571428571428,22.314285714285713,438.92571428571426,16.585714285714285
YBFMP,4516,STTD,38.35338,-121.643,FALSE,2010-05-13,1,NA,26.06,USGS,11425500,2010,11200,28.52,521.86,0,15200,438,15.69,0,0,16.4,RIV,11200,12428.57142857143,23.105714285714285,455.3742857142857,16.385714285714286
YBFMP,4530,STTD,38.35338,-121.643,FALSE,2010-05-27,1,NA,9.08,USGS,11425500,2010,12800,18.78,264.61,5.12,15800,419,17.11,0,0,16.4,RIV,11700,11471.42857142857,20.23857142857143,377.3514285714286,16.571428571428573
YBFMP,4760,STTD,38.35338,-121.643,FALSE,2011-01-12,1,NA,3.17,USGS,11425500,2011,27900,12.86,223.89,0,33100,1746,24.13,0,0,7.5,RIV,29700,34200,8.068571428571428,170.2728571428571,7.742857142857143
YBFMP,4774,STTD,38.35338,-121.643,FALSE,2011-01-26,1,NA,4.29,USGS,11425500,2011,19600,13.99,261.51,0,23000,94,20.2,0,0,9.8,RIV,20400,21700,17.518571428571427,288.7914285714286,9.757142857142858
YBFMP,4788,STTD,38.35338,-121.643,FALSE,2011-02-09,1,NA,4.25,USGS,11425500,2011,15700,17.02,301.57,0,18300,94,17.88,0,0,10.1,RIV,15600,16400,20.15,311.11857142857144,9.871428571428572
YBFMP,4802,STTD,38.35338,-121.643,FALSE,2011-02-23,1,NA,3.93,USGS,11425500,2011,26600,14.18,323.03,0,31200,1954,23.66,0,0,8.8,RIV,30800,29642.85714285714,12.332857142857144,241.75714285714287,9.32857142857143
