agency_cd,site_no,sample_dt,sample_tm,sample_end_dt,sample_end_tm,tm_datum_rlbty_cd,coll_ent_cd,medium_cd,project_cd,aqfr_cd,tu_id,body_part_id,hyd_cond_cd,samp_type_cd,hyd_event_cd,sample_lab_cm_tx,sample_start_time_datum_cd_reported,sample_end_time_datum_cd_reported,startDateTime,tz_cd,remark_cd_00631,result_va_00631,val_qual_tx_00631,meth_cd_00631,dqi_cd_00631,rpt_lev_va_00631,rpt_lev_cd_00631,lab_std_va_00631,prep_set_no_00631,prep_dt_00631,anl_set_no_00631,anl_dt_00631,result_lab_cm_tx_00631,anl_ent_cd_00631,remark_cd_00681,result_va_00681,val_qual_tx_00681,meth_cd_00681,dqi_cd_00681,rpt_lev_va_00681,rpt_lev_cd_00681,lab_std_va_00681,prep_set_no_00681,prep_dt_00681,anl_set_no_00681,anl_dt_00681,result_lab_cm_tx_00681,anl_ent_cd_00681,remark_cd_00608,result_va_00608,val_qual_tx_00608,meth_cd_00608,dqi_cd_00608,rpt_lev_va_00608,rpt_lev_cd_00608,lab_std_va_00608,prep_set_no_00608,prep_dt_00608,anl_set_no_00608,anl_dt_00608,result_lab_cm_tx_00608,anl_ent_cd_00608,remark_cd_00671,result_va_00671,val_qual_tx_00671,meth_cd_00671,dqi_cd_00671,rpt_lev_va_00671,rpt_lev_cd_00671,lab_std_va_00671,prep_set_no_00671,prep_dt_00671,anl_set_no_00671,anl_dt_00671,result_lab_cm_tx_00671,anl_ent_cd_00671,remark_cd_70953,result_va_70953,val_qual_tx_70953,meth_cd_70953,dqi_cd_70953,rpt_lev_va_70953,rpt_lev_cd_70953,lab_std_va_70953,prep_set_no_70953,prep_dt_70953,anl_set_no_70953,anl_dt_70953,result_lab_cm_tx_70953,anl_ent_cd_70953,remark_cd_00613,result_va_00613,val_qual_tx_00613,meth_cd_00613,dqi_cd_00613,rpt_lev_va_00613,rpt_lev_cd_00613,lab_std_va_00613,prep_set_no_00613,prep_dt_00613,anl_set_no_00613,anl_dt_00613,result_lab_cm_tx_00613,anl_ent_cd_00613,remark_cd_50624,result_va_50624,val_qual_tx_50624,meth_cd_50624,dqi_cd_50624,rpt_lev_va_50624,rpt_lev_cd_50624,lab_std_va_50624,prep_set_no_50624,prep_dt_50624,anl_set_no_50624,anl_dt_50624,result_lab_cm_tx_50624,anl_ent_cd_50624,remark_cd_63162,result_va_63162,val_qual_tx_63162,meth_cd_63162,dqi_cd_63162,rpt_lev_va_63162,rpt_lev_cd_63162,lab_std_va_63162,prep_set_no_63162,prep_dt_63162,anl_set_no_63162,anl_dt_63162,result_lab_cm_tx_63162,anl_ent_cd_63162,remark_cd_62360,result_va_62360,val_qual_tx_62360,meth_cd_62360,dqi_cd_62360,rpt_lev_va_62360,rpt_lev_cd_62360,lab_std_va_62360,prep_set_no_62360,prep_dt_62360,anl_set_no_62360,anl_dt_62360,result_lab_cm_tx_62360,anl_ent_cd_62360,remark_cd_62854,result_va_62854,val_qual_tx_62854,meth_cd_62854,dqi_cd_62854,rpt_lev_va_62854,rpt_lev_cd_62854,lab_std_va_62854,prep_set_no_62854,prep_dt_62854,anl_set_no_62854,anl_dt_62854,result_lab_cm_tx_62854,anl_ent_cd_62854
USGS,11447650,1999-08-05,09:00:00,NA,NA,T,USGS-WRD,WS,470650421,NA,NA,NA,9,9,9,NA,PDT,PDT,1999-08-05T16:00:00Z,UTC,NA,0.06,NA,CL048,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,OX007,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.02,NA,CL037,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,CL053,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.01,NA,CL041,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,1999-09-14,10:30:00,NA,NA,T,USGS-WRD,WS,470650421,NA,NA,NA,9,9,9,NA,PDT,PDT,1999-09-14T17:30:00Z,UTC,NA,0.07,NA,CL048,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,OX007,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.02,NA,CL037,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,CL053,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.01,NA,CL041,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,1999-10-08,11:00:00,NA,NA,T,USGS-WRD,WS,470650421,NA,NA,NA,9,9,9,A-2980054 nawqa (sacto) m.v. johnson,PDT,PDT,1999-10-08T18:00:00Z,UTC,NA,0.07,NA,CL048,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,OX007,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.02,NA,CL037,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,CL053,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.01,NA,CL041,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,1999-11-08,10:00:00,NA,NA,T,USGS-WRD,WS,470650421,NA,NA,NA,9,9,9,A-3140028 nawqa (sacto) m.v. johnson,PST,PST,1999-11-08T18:00:00Z,UTC,NA,0.09,NA,CL048,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,OX007,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,CL037,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,CL053,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.01,NA,CL041,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,1999-12-09,11:00:00,NA,NA,T,USGS-WRD,WS,470650421,NA,NA,NA,9,9,9,A-3480066 nawqa (sacto): m.v.johnson,PST,PST,1999-12-09T19:00:00Z,UTC,NA,0.14,NA,CL048,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,OX007,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,CL037,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,CL053,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.01,NA,CL041,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2000-01-29,10:30:00,NA,NA,T,USGS-WRD,WS,470650421,NA,NA,NA,9,9,9,A-0340062 nawqa (sacto) m.v.johnson,PST,PST,2000-01-29T18:30:00Z,UTC,NA,0.19,NA,CL048,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,OX007,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.02,NA,CL037,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,CL053,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.01,NA,CL041,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2000-02-24,13:00:00,NA,NA,T,USGS-WRD,WS,470650421,NA,NA,NA,9,9,9,A-0590038 nawqa (sacto) m.v.johnson,PST,PST,2000-02-24T21:00:00Z,UTC,NA,0.12,NA,CL048,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,OX007,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.02,NA,CL037,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,CL053,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.01,NA,CL041,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2000-03-21,10:30:00,NA,NA,T,USGS-WRD,WS,50400,NA,NA,NA,9,9,9,A-0910136 nawqa (sjr) m.v. johnson,PST,PST,2000-03-21T18:30:00Z,UTC,NA,0.15,NA,CL048,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,OX007,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.02,NA,CL037,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,CL053,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.01,NA,CL041,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2000-04-24,11:40:00,NA,NA,T,USGS-WRD,WS,470650421,NA,NA,NA,9,9,9,A-1190119 nawqa (sacto) m.v. johnson,PDT,PDT,2000-04-24T18:40:00Z,UTC,NA,0.14,NA,CL048,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,OX007,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.02,NA,CL037,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,CL053,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.01,NA,CL041,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2000-05-17,11:30:00,NA,NA,T,USGS-WRD,WS,470650421,NA,NA,NA,9,9,9,A-1670323 nawqa (sacto) m.v.johnson,PDT,PDT,2000-05-17T18:30:00Z,UTC,NA,0.2,NA,CL048,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,OX007,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.02,NA,CL037,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,CL053,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.01,NA,CL041,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2000-06-27,13:00:00,NA,NA,T,USGS-WRD,WS,470650421,NA,NA,NA,9,9,9,A-1820072 sac. nawqa. mvjohnson,PDT,PDT,2000-06-27T20:00:00Z,UTC,NA,0.05,NA,CL048,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,OX007,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,CL037,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,CL053,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.01,NA,CL041,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2000-07-18,11:00:00,NA,NA,T,USGS-WRD,WS,470650421,NA,NA,NA,9,9,9,A-2160029 sjr nawqa mvjohnson,PDT,PDT,2000-07-18T18:00:00Z,UTC,<,0.05,NA,CL048,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,OX007,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.02,NA,CL037,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,CL053,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.01,NA,CL041,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2000-08-29,11:00:00,NA,NA,T,USGS-WRD,WS,470650421,NA,NA,NA,9,9,9,A-2550481 sac nawqa mvjohnson,PDT,PDT,2000-08-29T18:00:00Z,UTC,NA,0.05,NA,CL048,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,OX007,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.02,NA,CL037,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,CL053,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.01,NA,CL041,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2000-09-22,11:00:00,NA,NA,T,USGS-WRD,WS,470650421,NA,NA,NA,9,9,9,A-2800001 sac nawqa mvjohnson,PDT,PDT,2000-09-22T18:00:00Z,UTC,NA,0.07,NA,CL048,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,OX007,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.02,NA,CL037,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,CL053,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.01,NA,CL041,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2000-10-24,11:00:00,NA,NA,T,USGS-WRD,WS,470650421,NA,NA,NA,9,9,9,A-2990038 sac nawqa mvjohnson,PDT,PDT,2000-10-24T18:00:00Z,UTC,NA,0.09,NA,CL048,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,OX007,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,0.02,NA,CL037,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,CL053,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.006,NA,CL041,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2000-11-17,10:00:00,NA,NA,T,USGS-WRD,WS,470650421,NA,NA,NA,9,9,9,A-3250033 sac nawqa mvjohnson,PST,PST,2000-11-17T18:00:00Z,UTC,NA,0.1,NA,CL048,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,OX007,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.04,NA,CL037,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,CL053,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.006,NA,CL041,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2000-12-20,11:30:00,NA,NA,T,USGS-WRD,WS,470650421,NA,NA,NA,9,9,9,A-3620023 sac nawqa mvjohnson,PST,PST,2000-12-20T19:30:00Z,UTC,NA,0.14,NA,CL048,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,OX007,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.04,NA,CL037,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,CL053,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,CL041,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2001-01-19,10:50:00,NA,NA,T,USGS-WRD,WS,470650421,NA,NA,NA,9,9,9,A-0220027 SAC.NAWQA..MVJohnson,PST,PST,2001-01-19T18:50:00Z,UTC,NA,0.19,NA,CL048,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,OX007,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.04,NA,CL037,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,CL053,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,0.003,NA,CL041,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2001-02-27,13:30:00,NA,NA,T,USGS-WRD,WS,470650421,NA,NA,NA,9,9,9,A-0600023 sac nawqa mvjohnson,PST,PST,2001-02-27T21:30:00Z,UTC,NA,0.18,NA,CL048,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.04,NA,CL037,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,CL053,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.006,NA,CL041,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2001-03-20,14:00:00,NA,NA,T,USGS-WRD,WS,470650421,NA,NA,NA,9,9,9,A-0810070 SAC.NAWQA..MVJOHNSON,PST,PST,2001-03-20T22:00:00Z,UTC,NA,0.19,NA,CL048,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.04,NA,CL037,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,CL053,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.006,NA,CL041,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2001-04-12,14:00:00,NA,NA,T,USGS-WRD,WS,470650421,NA,NA,NA,9,9,9,A-1060026 sac nawqa mvjohnson,PDT,PDT,2001-04-12T21:00:00Z,UTC,NA,0.12,NA,CL048,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,NA,OX008,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.04,NA,CL037,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,0.01,NA,CL053,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,0.004,NA,CL041,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2001-05-17,13:00:00,NA,NA,T,USGS-WRD,WS,470650421,NA,NA,NA,9,9,9,A-1410118 sac nawqa mvjohns,PDT,PDT,2001-05-17T20:00:00Z,UTC,NA,0.1,NA,CL048,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.04,NA,CL037,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,0.005,NA,CL041,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,11447650,2001-06-11,12:20:00,NA,NA,T,USGS-WRD,WS,470650421,NA,NA,NA,9,9,9,NA,PDT,PDT,2001-06-11T19:20:00Z,UTC,NA,0.07,NA,CL048,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.04,NA,CL037,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,CL053,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,0.004,NA,CL041,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
