agency_cd,site_no,Date,waterYear,Flow,Flow_cd
USGS,11425500,1986-03-27,1986,52100,A
USGS,11425500,1986-03-28,1986,49000,A
USGS,11425500,1986-03-29,1986,45500,A
USGS,11425500,1986-03-30,1986,42000,A
USGS,11425500,1986-03-31,1986,39400,A
USGS,11425500,1986-04-01,1986,37900,A
USGS,11425500,1986-04-02,1986,36500,A
USGS,11425500,1986-04-03,1986,34500,A
USGS,11425500,1986-04-04,1986,31200,A
USGS,11425500,1986-04-05,1986,28700,A
USGS,11425500,1986-04-06,1986,26400,A
USGS,11425500,1986-04-07,1986,24500,A
USGS,11425500,1986-04-08,1986,24200,A
USGS,11425500,1986-04-09,1986,23700,A
USGS,11425500,1986-04-10,1986,23400,A
USGS,11425500,1986-04-11,1986,22200,A
USGS,11425500,1986-04-12,1986,20900,A
USGS,11425500,1986-04-13,1986,19800,A
USGS,11425500,1986-04-14,1986,18800,A
USGS,11425500,1986-04-15,1986,17400,A
USGS,11425500,1986-04-16,1986,16500,A
USGS,11425500,1986-04-17,1986,15400,A
USGS,11425500,1986-04-18,1986,15000,A
USGS,11425500,1986-04-19,1986,15100,A
USGS,11425500,1986-04-20,1986,14500,A
USGS,11425500,1986-04-21,1986,14000,A
USGS,11425500,1986-04-22,1986,13000,A
USGS,11425500,1986-04-23,1986,12500,A
USGS,11425500,1986-04-24,1986,12300,A
USGS,11425500,1986-04-25,1986,11500,A
USGS,11425500,1986-04-26,1986,10700,A
USGS,11425500,1986-04-27,1986,11200,A
USGS,11425500,1986-04-28,1986,11200,A
USGS,11425500,1986-04-29,1986,10600,A
USGS,11425500,1986-04-30,1986,9820,A
USGS,11425500,1986-05-01,1986,9070,A
USGS,11425500,1986-05-02,1986,8330,A
USGS,11425500,1986-05-03,1986,8120,A
USGS,11425500,1986-05-04,1986,8350,A
USGS,11425500,1986-05-05,1986,9170,A
USGS,11425500,1986-05-06,1986,10300,A
USGS,11425500,1986-05-07,1986,10700,A
USGS,11425500,1986-05-08,1986,10800,A
USGS,11425500,1986-05-09,1986,10400,A
USGS,11425500,1986-05-10,1986,9800,A
USGS,11425500,1986-05-11,1986,9080,A
USGS,11425500,1986-05-12,1986,8550,A
USGS,11425500,1986-05-13,1986,8360,A
USGS,11425500,1986-05-14,1986,8230,A
USGS,11425500,1986-05-15,1986,9620,A
USGS,11425500,1986-05-16,1986,12000,A
USGS,11425500,1986-05-17,1986,12700,A
USGS,11425500,1986-05-18,1986,11600,A
USGS,11425500,1986-05-19,1986,10500,A
USGS,11425500,1986-05-20,1986,10200,A
USGS,11425500,1986-05-21,1986,10400,A
USGS,11425500,1986-05-22,1986,10800,A
USGS,11425500,1986-05-23,1986,11000,A
USGS,11425500,1986-05-24,1986,11100,A
USGS,11425500,1986-05-25,1986,11300,A
USGS,11425500,1986-05-26,1986,11300,A
USGS,11425500,1986-05-27,1986,11500,A
USGS,11425500,1986-05-28,1986,11800,A
USGS,11425500,1986-05-29,1986,11800,A
USGS,11425500,1986-05-30,1986,11600,A
USGS,11425500,1986-05-31,1986,11500,A
USGS,11425500,1986-06-01,1986,11600,A
USGS,11425500,1986-06-02,1986,11900,A
USGS,11425500,1986-06-03,1986,11800,A
USGS,11425500,1986-06-04,1986,12000,A
USGS,11425500,1986-06-05,1986,12000,A
USGS,11425500,1986-06-06,1986,11200,A
USGS,11425500,1986-06-07,1986,10300,A
USGS,11425500,1986-06-08,1986,9970,A
USGS,11425500,1986-06-09,1986,9670,A
USGS,11425500,1986-06-10,1986,9230,A
USGS,11425500,1986-06-11,1986,8620,A
USGS,11425500,1986-06-12,1986,8070,A
USGS,11425500,1986-06-13,1986,7590,A
USGS,11425500,1986-06-14,1986,7520,A
USGS,11425500,1986-06-15,1986,7530,A
USGS,11425500,1986-06-16,1986,7630,A
USGS,11425500,1986-06-17,1986,7710,A
USGS,11425500,1986-06-18,1986,7860,A
USGS,11425500,1986-06-19,1986,7810,A
USGS,11425500,1986-06-20,1986,7590,A
USGS,11425500,1986-06-21,1986,7540,A
USGS,11425500,1986-06-22,1986,7900,A
USGS,11425500,1986-06-23,1986,8660,A
USGS,11425500,1986-06-24,1986,8810,A
USGS,11425500,1986-06-25,1986,8830,A
USGS,11425500,1986-06-26,1986,8570,A
USGS,11425500,1986-06-27,1986,8670,A
USGS,11425500,1986-06-28,1986,9700,A
USGS,11425500,1986-06-29,1986,10400,A
USGS,11425500,1986-06-30,1986,10900,A
USGS,11425500,1986-07-01,1986,11700,A
USGS,11425500,1986-07-02,1986,12500,A
USGS,11425500,1986-07-03,1986,12500,A
USGS,11425500,1986-07-04,1986,12600,A
USGS,11425500,1986-07-05,1986,12300,A
USGS,11425500,1986-07-06,1986,12300,A
USGS,11425500,1986-07-07,1986,12300,A
USGS,11425500,1986-07-08,1986,12000,A
USGS,11425500,1986-07-09,1986,11700,A
USGS,11425500,1986-07-10,1986,11600,A
USGS,11425500,1986-07-11,1986,11600,A
USGS,11425500,1986-07-12,1986,12100,A
USGS,11425500,1986-07-13,1986,12300,A
USGS,11425500,1986-07-14,1986,12400,A
USGS,11425500,1986-07-15,1986,12600,A
USGS,11425500,1986-07-16,1986,12700,A
USGS,11425500,1986-07-17,1986,12700,A
USGS,11425500,1986-07-18,1986,12800,A
USGS,11425500,1986-07-19,1986,12900,A
USGS,11425500,1986-07-20,1986,13100,A
USGS,11425500,1986-07-21,1986,13700,A
USGS,11425500,1986-07-22,1986,14100,A
USGS,11425500,1986-07-23,1986,13900,A
USGS,11425500,1986-07-24,1986,13400,A
USGS,11425500,1986-07-25,1986,13400,A
USGS,11425500,1986-07-26,1986,13500,A
USGS,11425500,1986-07-27,1986,13600,A
USGS,11425500,1986-07-28,1986,13900,A
USGS,11425500,1986-07-29,1986,13700,A
USGS,11425500,1986-07-30,1986,13300,A
USGS,11425500,1986-07-31,1986,12800,A
USGS,11425500,1986-08-01,1986,12500,A
USGS,11425500,1986-08-02,1986,12200,A
USGS,11425500,1986-08-03,1986,12100,A
USGS,11425500,1986-08-04,1986,12100,A
USGS,11425500,1986-08-05,1986,12100,A
USGS,11425500,1986-08-06,1986,12000,A
USGS,11425500,1986-08-07,1986,11900,A
USGS,11425500,1986-08-08,1986,11600,A
USGS,11425500,1986-08-09,1986,11400,A
USGS,11425500,1986-08-10,1986,11500,A
USGS,11425500,1986-08-11,1986,11700,A
USGS,11425500,1986-08-12,1986,11600,A
USGS,11425500,1986-08-13,1986,11400,A
USGS,11425500,1986-08-14,1986,11400,A
USGS,11425500,1986-08-15,1986,11500,A
USGS,11425500,1986-08-16,1986,11600,A
USGS,11425500,1986-08-17,1986,11500,A
USGS,11425500,1986-08-18,1986,11600,A
USGS,11425500,1986-08-19,1986,11700,A
USGS,11425500,1986-08-20,1986,12000,A
USGS,11425500,1986-08-21,1986,12100,A
USGS,11425500,1986-08-22,1986,12100,A
USGS,11425500,1986-08-23,1986,12000,A
USGS,11425500,1986-08-24,1986,12100,A
USGS,11425500,1986-08-25,1986,12100,A
USGS,11425500,1986-08-26,1986,12100,A
USGS,11425500,1986-08-27,1986,12400,A
USGS,11425500,1986-08-28,1986,12600,A
USGS,11425500,1986-08-29,1986,12800,A
USGS,11425500,1986-08-30,1986,13000,A
USGS,11425500,1986-08-31,1986,13300,A
USGS,11425500,1986-09-01,1986,13700,A
USGS,11425500,1986-09-02,1986,13900,A
USGS,11425500,1986-09-03,1986,14300,A
USGS,11425500,1986-09-04,1986,14800,A
USGS,11425500,1986-09-05,1986,15100,A
USGS,11425500,1986-09-06,1986,15100,A
USGS,11425500,1986-09-07,1986,14900,A
USGS,11425500,1986-09-08,1986,14100,A
USGS,11425500,1986-09-09,1986,13800,A
USGS,11425500,1986-09-10,1986,13500,A
USGS,11425500,1986-09-11,1986,13300,A
USGS,11425500,1986-09-12,1986,13400,A
USGS,11425500,1986-09-13,1986,13300,A
USGS,11425500,1986-09-14,1986,13100,A
USGS,11425500,1986-09-15,1986,13100,A
USGS,11425500,1986-09-16,1986,13900,A
USGS,11425500,1986-09-17,1986,15100,A
USGS,11425500,1986-09-18,1986,16300,A
USGS,11425500,1986-09-19,1986,17100,A
USGS,11425500,1986-09-20,1986,18000,A
USGS,11425500,1986-09-21,1986,18200,A
USGS,11425500,1986-09-22,1986,17900,A
USGS,11425500,1986-09-23,1986,17500,A
USGS,11425500,1986-09-24,1986,17500,A
USGS,11425500,1986-09-25,1986,17500,A
USGS,11425500,1986-09-26,1986,18000,A
USGS,11425500,1986-09-27,1986,18800,A
USGS,11425500,1986-09-28,1986,18900,A
USGS,11425500,1986-09-29,1986,19200,A
USGS,11425500,1986-09-30,1986,18900,A
USGS,11425500,1986-10-01,1987,18200,A
USGS,11425500,1986-10-02,1987,16900,A
USGS,11425500,1986-10-03,1987,16300,A
USGS,11425500,1986-10-04,1987,16000,A
USGS,11425500,1986-10-05,1987,15800,A
USGS,11425500,1986-10-06,1987,15200,A
USGS,11425500,1986-10-07,1987,14900,A
USGS,11425500,1986-10-08,1987,14900,A
USGS,11425500,1986-10-09,1987,15000,A
USGS,11425500,1986-10-10,1987,15000,A
USGS,11425500,1986-10-11,1987,14900,A
USGS,11425500,1986-10-12,1987,14200,A
USGS,11425500,1986-10-13,1987,13600,A
USGS,11425500,1986-10-14,1987,13100,A
USGS,11425500,1986-10-15,1987,12200,A
USGS,11425500,1986-10-16,1987,11600,A
USGS,11425500,1986-10-17,1987,10700,A
USGS,11425500,1986-10-18,1987,10300,A
USGS,11425500,1986-10-19,1987,10200,A
USGS,11425500,1986-10-20,1987,10200,A
USGS,11425500,1986-10-21,1987,9910,A
USGS,11425500,1986-10-22,1987,9730,A
USGS,11425500,1986-10-23,1987,9730,A
USGS,11425500,1986-10-24,1987,9750,A
USGS,11425500,1986-10-25,1987,9570,A
USGS,11425500,1986-10-26,1987,9510,A
USGS,11425500,1986-10-27,1987,9710,A
USGS,11425500,1986-10-28,1987,9870,A
USGS,11425500,1986-10-29,1987,10000,A
USGS,11425500,1986-10-30,1987,10100,A
USGS,11425500,1986-10-31,1987,10100,A
USGS,11425500,1986-11-01,1987,10300,A
USGS,11425500,1986-11-02,1987,10500,A
USGS,11425500,1986-11-03,1987,10400,A
USGS,11425500,1986-11-04,1987,10400,A
USGS,11425500,1986-11-05,1987,10400,A
USGS,11425500,1986-11-06,1987,10200,A
USGS,11425500,1986-11-07,1987,9940,A
USGS,11425500,1986-11-08,1987,9780,A
USGS,11425500,1986-11-09,1987,9620,A
USGS,11425500,1986-11-10,1987,9790,A
USGS,11425500,1986-11-11,1987,10400,A
USGS,11425500,1986-11-12,1987,10700,A
USGS,11425500,1986-11-13,1987,10800,A
USGS,11425500,1986-11-14,1987,11100,A
USGS,11425500,1986-11-15,1987,11100,A
USGS,11425500,1986-11-16,1987,11100,A
USGS,11425500,1986-11-17,1987,11100,A
USGS,11425500,1986-11-18,1987,11100,A
USGS,11425500,1986-11-19,1987,11400,A
USGS,11425500,1986-11-20,1987,11300,A
USGS,11425500,1986-11-21,1987,11300,A
USGS,11425500,1986-11-22,1987,11200,A
USGS,11425500,1986-11-23,1987,11200,A
USGS,11425500,1986-11-24,1987,11100,A
USGS,11425500,1986-11-25,1987,11000,A
USGS,11425500,1986-11-26,1987,11000,A
USGS,11425500,1986-11-27,1987,11000,A
USGS,11425500,1986-11-28,1987,11200,A
USGS,11425500,1986-11-29,1987,11600,A
USGS,11425500,1986-11-30,1987,11700,A
USGS,11425500,1986-12-01,1987,11700,A
USGS,11425500,1986-12-02,1987,11600,A
USGS,11425500,1986-12-03,1987,11800,A
USGS,11425500,1986-12-04,1987,11800,A
USGS,11425500,1986-12-05,1987,11900,A
USGS,11425500,1986-12-06,1987,12100,A
USGS,11425500,1986-12-07,1987,12100,A
USGS,11425500,1986-12-08,1987,12000,A
USGS,11425500,1986-12-09,1987,12000,A
USGS,11425500,1986-12-10,1987,11800,A
USGS,11425500,1986-12-11,1987,11800,A
USGS,11425500,1986-12-12,1987,11800,A
USGS,11425500,1986-12-13,1987,11900,A
USGS,11425500,1986-12-14,1987,11600,A
USGS,11425500,1986-12-15,1987,11400,A
USGS,11425500,1986-12-16,1987,11400,A
USGS,11425500,1986-12-17,1987,11300,A
USGS,11425500,1986-12-18,1987,11400,A
USGS,11425500,1986-12-19,1987,11300,A
USGS,11425500,1986-12-20,1987,11300,A
USGS,11425500,1986-12-21,1987,11300,A
USGS,11425500,1986-12-22,1987,11200,A
USGS,11425500,1986-12-23,1987,11200,A
USGS,11425500,1986-12-24,1987,11300,A
USGS,11425500,1986-12-25,1987,11300,A
USGS,11425500,1986-12-26,1987,11200,A
USGS,11425500,1986-12-27,1987,11000,A
USGS,11425500,1986-12-28,1987,10800,A
USGS,11425500,1986-12-29,1987,10700,A
USGS,11425500,1986-12-30,1987,10700,A
USGS,11425500,1986-12-31,1987,10800,A
USGS,11425500,1987-01-01,1987,10800,A
USGS,11425500,1987-01-02,1987,11200,A
USGS,11425500,1987-01-03,1987,12200,A
USGS,11425500,1987-01-04,1987,14400,A
USGS,11425500,1987-01-05,1987,17200,A
USGS,11425500,1987-01-06,1987,19300,A
USGS,11425500,1987-01-07,1987,17900,A
USGS,11425500,1987-01-08,1987,15500,A
USGS,11425500,1987-01-09,1987,13400,A
USGS,11425500,1987-01-10,1987,12100,A
USGS,11425500,1987-01-11,1987,11400,A
USGS,11425500,1987-01-12,1987,11000,A
USGS,11425500,1987-01-13,1987,10800,A
USGS,11425500,1987-01-14,1987,10800,A
USGS,11425500,1987-01-15,1987,10700,A
USGS,11425500,1987-01-16,1987,10600,A
USGS,11425500,1987-01-17,1987,10400,A
USGS,11425500,1987-01-18,1987,10300,A
USGS,11425500,1987-01-19,1987,10100,A
USGS,11425500,1987-01-20,1987,9760,A
USGS,11425500,1987-01-21,1987,9590,A
USGS,11425500,1987-01-22,1987,9410,A
USGS,11425500,1987-01-23,1987,9650,A
USGS,11425500,1987-01-24,1987,9950,A
USGS,11425500,1987-01-25,1987,10100,A
USGS,11425500,1987-01-26,1987,10800,A
USGS,11425500,1987-01-27,1987,12700,A
USGS,11425500,1987-01-28,1987,12600,A
USGS,11425500,1987-01-29,1987,13300,A
USGS,11425500,1987-01-30,1987,15300,A
USGS,11425500,1987-01-31,1987,14300,A
USGS,11425500,1987-02-01,1987,14500,A
USGS,11425500,1987-02-02,1987,14200,A
USGS,11425500,1987-02-03,1987,15000,A
USGS,11425500,1987-02-04,1987,18300,A
USGS,11425500,1987-02-05,1987,18900,A
USGS,11425500,1987-02-06,1987,16800,A
USGS,11425500,1987-02-07,1987,14800,A
USGS,11425500,1987-02-08,1987,13300,A
USGS,11425500,1987-02-09,1987,12200,A
USGS,11425500,1987-02-10,1987,11500,A
USGS,11425500,1987-02-11,1987,11200,A
USGS,11425500,1987-02-12,1987,11600,A
USGS,11425500,1987-02-13,1987,14600,A
USGS,11425500,1987-02-14,1987,25500,A
USGS,11425500,1987-02-15,1987,32500,A
USGS,11425500,1987-02-16,1987,32000,A
USGS,11425500,1987-02-17,1987,29600,A
USGS,11425500,1987-02-18,1987,24300,A
USGS,11425500,1987-02-19,1987,19900,A
USGS,11425500,1987-02-20,1987,17200,A
USGS,11425500,1987-02-21,1987,15100,A
USGS,11425500,1987-02-22,1987,13800,A
USGS,11425500,1987-02-23,1987,12600,A
USGS,11425500,1987-02-24,1987,11800,A
USGS,11425500,1987-02-25,1987,11200,A
USGS,11425500,1987-02-26,1987,10800,A
USGS,11425500,1987-02-27,1987,10500,A
USGS,11425500,1987-02-28,1987,10000,A
USGS,11425500,1987-03-01,1987,9640,A
USGS,11425500,1987-03-02,1987,9470,A
USGS,11425500,1987-03-03,1987,9350,A
USGS,11425500,1987-03-04,1987,9290,A
USGS,11425500,1987-03-05,1987,10200,A
USGS,11425500,1987-03-06,1987,14400,A
USGS,11425500,1987-03-07,1987,27200,A
USGS,11425500,1987-03-08,1987,29000,A
USGS,11425500,1987-03-09,1987,23500,A
USGS,11425500,1987-03-10,1987,19200,A
USGS,11425500,1987-03-11,1987,16600,A
USGS,11425500,1987-03-12,1987,15200,A
USGS,11425500,1987-03-13,1987,19000,A
USGS,11425500,1987-03-14,1987,31600,A
USGS,11425500,1987-03-15,1987,35900,A
USGS,11425500,1987-03-16,1987,37300,A
USGS,11425500,1987-03-17,1987,36300,A
USGS,11425500,1987-03-18,1987,32000,A
USGS,11425500,1987-03-19,1987,27600,A
USGS,11425500,1987-03-20,1987,24600,A
USGS,11425500,1987-03-21,1987,22300,A
USGS,11425500,1987-03-22,1987,20100,A
USGS,11425500,1987-03-23,1987,19500,A
USGS,11425500,1987-03-24,1987,19800,A
USGS,11425500,1987-03-25,1987,19700,A
USGS,11425500,1987-03-26,1987,18700,A
USGS,11425500,1987-03-27,1987,17000,A
USGS,11425500,1987-03-28,1987,15500,A
USGS,11425500,1987-03-29,1987,14300,A
USGS,11425500,1987-03-30,1987,13300,A
USGS,11425500,1987-03-31,1987,12100,A
USGS,11425500,1987-04-01,1987,11500,A
USGS,11425500,1987-04-02,1987,11100,A
USGS,11425500,1987-04-03,1987,10300,A
USGS,11425500,1987-04-04,1987,9970,A
USGS,11425500,1987-04-05,1987,10400,A
USGS,11425500,1987-04-06,1987,11000,A
USGS,11425500,1987-04-07,1987,10800,A
USGS,11425500,1987-04-08,1987,9940,A
USGS,11425500,1987-04-09,1987,9590,A
USGS,11425500,1987-04-10,1987,9160,A
USGS,11425500,1987-04-11,1987,9700,A
USGS,11425500,1987-04-12,1987,10300,A
USGS,11425500,1987-04-13,1987,10800,A
USGS,11425500,1987-04-14,1987,10900,A
USGS,11425500,1987-04-15,1987,11000,A
USGS,11425500,1987-04-16,1987,10800,A
USGS,11425500,1987-04-17,1987,10900,A
USGS,11425500,1987-04-18,1987,11500,A
USGS,11425500,1987-04-19,1987,10900,A
USGS,11425500,1987-04-20,1987,11100,A
USGS,11425500,1987-04-21,1987,12200,A
USGS,11425500,1987-04-22,1987,12800,A
USGS,11425500,1987-04-23,1987,12600,A
USGS,11425500,1987-04-24,1987,12400,A
USGS,11425500,1987-04-25,1987,12100,A
USGS,11425500,1987-04-26,1987,12000,A
USGS,11425500,1987-04-27,1987,11800,A
USGS,11425500,1987-04-28,1987,11400,A
USGS,11425500,1987-04-29,1987,11200,A
USGS,11425500,1987-04-30,1987,10800,A
USGS,11425500,1987-05-01,1987,10700,A
USGS,11425500,1987-05-02,1987,10300,A
USGS,11425500,1987-05-03,1987,10300,A
USGS,11425500,1987-05-04,1987,10500,A
USGS,11425500,1987-05-05,1987,10200,A
USGS,11425500,1987-05-06,1987,9430,A
USGS,11425500,1987-05-07,1987,8550,A
USGS,11425500,1987-05-08,1987,8180,A
USGS,11425500,1987-05-09,1987,8180,A
USGS,11425500,1987-05-10,1987,8860,A
USGS,11425500,1987-05-11,1987,9680,A
USGS,11425500,1987-05-12,1987,10800,A
USGS,11425500,1987-05-13,1987,11000,A
USGS,11425500,1987-05-14,1987,11100,A
USGS,11425500,1987-05-15,1987,12100,A
USGS,11425500,1987-05-16,1987,12300,A
USGS,11425500,1987-05-17,1987,12300,A
USGS,11425500,1987-05-18,1987,11100,A
USGS,11425500,1987-05-19,1987,10200,A
USGS,11425500,1987-05-20,1987,9800,A
USGS,11425500,1987-05-21,1987,9580,A
USGS,11425500,1987-05-22,1987,9270,A
USGS,11425500,1987-05-23,1987,8830,A
USGS,11425500,1987-05-24,1987,8620,A
USGS,11425500,1987-05-25,1987,8340,A
USGS,11425500,1987-05-26,1987,8210,A
USGS,11425500,1987-05-27,1987,8360,A
USGS,11425500,1987-05-28,1987,8200,A
USGS,11425500,1987-05-29,1987,8200,A
USGS,11425500,1987-05-30,1987,8390,A
USGS,11425500,1987-05-31,1987,9440,A
USGS,11425500,1987-06-01,1987,9740,A
USGS,11425500,1987-06-02,1987,9640,A
USGS,11425500,1987-06-03,1987,9540,A
USGS,11425500,1987-06-04,1987,9140,A
USGS,11425500,1987-06-05,1987,8360,A
USGS,11425500,1987-06-06,1987,7780,A
USGS,11425500,1987-06-07,1987,7860,A
USGS,11425500,1987-06-08,1987,8600,A
USGS,11425500,1987-06-09,1987,9350,A
USGS,11425500,1987-06-10,1987,9980,A
USGS,11425500,1987-06-11,1987,10000,A
USGS,11425500,1987-06-12,1987,10300,A
USGS,11425500,1987-06-13,1987,10300,A
USGS,11425500,1987-06-14,1987,10500,A
USGS,11425500,1987-06-15,1987,10400,A
USGS,11425500,1987-06-16,1987,10400,A
USGS,11425500,1987-06-17,1987,10500,A
USGS,11425500,1987-06-18,1987,10500,A
USGS,11425500,1987-06-19,1987,10300,A
USGS,11425500,1987-06-20,1987,10300,A
USGS,11425500,1987-06-21,1987,10300,A
USGS,11425500,1987-06-22,1987,10400,A
USGS,11425500,1987-06-23,1987,10600,A
USGS,11425500,1987-06-24,1987,10400,A
USGS,11425500,1987-06-25,1987,9740,A
USGS,11425500,1987-06-26,1987,9360,A
USGS,11425500,1987-06-27,1987,9210,A
USGS,11425500,1987-06-28,1987,8900,A
USGS,11425500,1987-06-29,1987,9770,A
USGS,11425500,1987-06-30,1987,11200,A
USGS,11425500,1987-07-01,1987,11700,A
USGS,11425500,1987-07-02,1987,11600,A
USGS,11425500,1987-07-03,1987,11400,A
USGS,11425500,1987-07-04,1987,11600,A
USGS,11425500,1987-07-05,1987,12000,A
USGS,11425500,1987-07-06,1987,12100,A
USGS,11425500,1987-07-07,1987,12400,A
USGS,11425500,1987-07-08,1987,12800,A
USGS,11425500,1987-07-09,1987,13000,A
USGS,11425500,1987-07-10,1987,13100,A
USGS,11425500,1987-07-11,1987,12900,A
USGS,11425500,1987-07-12,1987,12700,A
USGS,11425500,1987-07-13,1987,12900,A
USGS,11425500,1987-07-14,1987,13000,A
USGS,11425500,1987-07-15,1987,13000,A
USGS,11425500,1987-07-16,1987,12900,A
USGS,11425500,1987-07-17,1987,12600,A
USGS,11425500,1987-07-18,1987,12600,A
USGS,11425500,1987-07-19,1987,12700,A
USGS,11425500,1987-07-20,1987,12800,A
USGS,11425500,1987-07-21,1987,13100,A
USGS,11425500,1987-07-22,1987,13200,A
USGS,11425500,1987-07-23,1987,13300,A
USGS,11425500,1987-07-24,1987,13400,A
USGS,11425500,1987-07-25,1987,13600,A
USGS,11425500,1987-07-26,1987,13400,A
USGS,11425500,1987-07-27,1987,13400,A
USGS,11425500,1987-07-28,1987,13300,A
USGS,11425500,1987-07-29,1987,13300,A
USGS,11425500,1987-07-30,1987,13200,A
USGS,11425500,1987-07-31,1987,13400,A
USGS,11425500,1987-08-01,1987,13300,A
USGS,11425500,1987-08-02,1987,13300,A
USGS,11425500,1987-08-03,1987,13400,A
USGS,11425500,1987-08-04,1987,13500,A
USGS,11425500,1987-08-05,1987,13500,A
USGS,11425500,1987-08-06,1987,13300,A
USGS,11425500,1987-08-07,1987,13500,A
USGS,11425500,1987-08-08,1987,13400,A
USGS,11425500,1987-08-09,1987,13000,A
USGS,11425500,1987-08-10,1987,12700,A
USGS,11425500,1987-08-11,1987,12400,A
USGS,11425500,1987-08-12,1987,12200,A
USGS,11425500,1987-08-13,1987,12000,A
USGS,11425500,1987-08-14,1987,11900,A
USGS,11425500,1987-08-15,1987,11800,A
USGS,11425500,1987-08-16,1987,11700,A
USGS,11425500,1987-08-17,1987,12000,A
USGS,11425500,1987-08-18,1987,12200,A
USGS,11425500,1987-08-19,1987,12200,A
USGS,11425500,1987-08-20,1987,12500,A
USGS,11425500,1987-08-21,1987,12400,A
USGS,11425500,1987-08-22,1987,12400,A
USGS,11425500,1987-08-23,1987,12400,A
USGS,11425500,1987-08-24,1987,12500,A
USGS,11425500,1987-08-25,1987,12600,A
USGS,11425500,1987-08-26,1987,12600,A
USGS,11425500,1987-08-27,1987,12500,A
USGS,11425500,1987-08-28,1987,12300,A
USGS,11425500,1987-08-29,1987,11500,A
USGS,11425500,1987-08-30,1987,11200,A
USGS,11425500,1987-08-31,1987,11300,A
USGS,11425500,1987-09-01,1987,11200,A
USGS,11425500,1987-09-02,1987,10800,A
USGS,11425500,1987-09-03,1987,10700,A
USGS,11425500,1987-09-04,1987,10600,A
USGS,11425500,1987-09-05,1987,10600,A
USGS,11425500,1987-09-06,1987,10300,A
USGS,11425500,1987-09-07,1987,10500,A
USGS,11425500,1987-09-08,1987,10800,A
USGS,11425500,1987-09-09,1987,11000,A
USGS,11425500,1987-09-10,1987,11100,A
USGS,11425500,1987-09-11,1987,11000,A
USGS,11425500,1987-09-12,1987,11000,A
USGS,11425500,1987-09-13,1987,11000,A
USGS,11425500,1987-09-14,1987,10700,A
USGS,11425500,1987-09-15,1987,10300,A
USGS,11425500,1987-09-16,1987,10000,A
USGS,11425500,1987-09-17,1987,10000,A
USGS,11425500,1987-09-18,1987,9660,A
USGS,11425500,1987-09-19,1987,9200,A
USGS,11425500,1987-09-20,1987,8720,A
USGS,11425500,1987-09-21,1987,8380,A
USGS,11425500,1987-09-22,1987,8220,A
USGS,11425500,1987-09-23,1987,7910,A
USGS,11425500,1987-09-24,1987,7860,A
USGS,11425500,1987-09-25,1987,8160,A
USGS,11425500,1987-09-26,1987,8480,A
USGS,11425500,1987-09-27,1987,8700,A
USGS,11425500,1987-09-28,1987,8860,A
USGS,11425500,1987-09-29,1987,9160,A
USGS,11425500,1987-09-30,1987,8990,A
USGS,11425500,1987-10-01,1988,8930,A
USGS,11425500,1987-10-02,1988,9080,A
USGS,11425500,1987-10-03,1988,9000,A
USGS,11425500,1987-10-04,1988,9040,A
USGS,11425500,1987-10-05,1988,9000,A
USGS,11425500,1987-10-06,1988,8910,A
USGS,11425500,1987-10-07,1988,8990,A
USGS,11425500,1987-10-08,1988,8790,A
USGS,11425500,1987-10-09,1988,8620,A
USGS,11425500,1987-10-10,1988,8450,A
USGS,11425500,1987-10-11,1988,8290,A
USGS,11425500,1987-10-12,1988,8100,A
USGS,11425500,1987-10-13,1988,8000,A
USGS,11425500,1987-10-14,1988,8000,A
USGS,11425500,1987-10-15,1988,7700,A
USGS,11425500,1987-10-16,1988,7400,A
USGS,11425500,1987-10-17,1988,7200,A
USGS,11425500,1987-10-18,1988,7000,A
USGS,11425500,1987-10-19,1988,6800,A
USGS,11425500,1987-10-20,1988,6700,A
USGS,11425500,1987-10-21,1988,6700,A
USGS,11425500,1987-10-22,1988,6800,A
USGS,11425500,1987-10-23,1988,7000,A
USGS,11425500,1987-10-24,1988,7300,A
USGS,11425500,1987-10-25,1988,6800,A
USGS,11425500,1987-10-26,1988,6400,A
USGS,11425500,1987-10-27,1988,6300,A
USGS,11425500,1987-10-28,1988,6400,A
USGS,11425500,1987-10-29,1988,6600,A
USGS,11425500,1987-10-30,1988,6410,A
USGS,11425500,1987-10-31,1988,6500,A
USGS,11425500,1987-11-01,1988,7090,A
USGS,11425500,1987-11-02,1988,6680,A
USGS,11425500,1987-11-03,1988,6670,A
USGS,11425500,1987-11-04,1988,6730,A
USGS,11425500,1987-11-05,1988,6850,A
USGS,11425500,1987-11-06,1988,6710,A
USGS,11425500,1987-11-07,1988,6540,A
USGS,11425500,1987-11-08,1988,6460,A
USGS,11425500,1987-11-09,1988,6450,A
USGS,11425500,1987-11-10,1988,6350,A
USGS,11425500,1987-11-11,1988,6320,A
USGS,11425500,1987-11-12,1988,6310,A
USGS,11425500,1987-11-13,1988,6400,A
USGS,11425500,1987-11-14,1988,6620,A
USGS,11425500,1987-11-15,1988,6610,A
USGS,11425500,1987-11-16,1988,6640,A
USGS,11425500,1987-11-17,1988,6840,A
USGS,11425500,1987-11-18,1988,7410,A
USGS,11425500,1987-11-19,1988,7720,A
USGS,11425500,1987-11-20,1988,7840,A
USGS,11425500,1987-11-21,1988,7950,A
USGS,11425500,1987-11-22,1988,8080,A
USGS,11425500,1987-11-23,1988,8090,A
