,NO3 μM ISUS HR min,NO3 μM ISUS HR max,NO3 μM ISUS HR mean,NO3 μM ISUS HR median,NO3 μM ISUS HR std,NO3 μM SUNA HR min,NO3 μM SUNA HR max,NO3 μM SUNA HR mean,NO3 μM SUNA HR median,NO3 μM SUNA HR std,Cond μScm TSG HR min,Cond μScm TSG HR max,Cond μScm TSG HR mean,Cond μScm TSG HR median,Cond μScm TSG HR std,DO mgL EXO HR min,DO mgL EXO HR max,DO mgL EXO HR mean,DO mgL EXO HR median,DO mgL EXO HR std,DO sat EXO HR min,DO sat EXO HR max,DO sat EXO HR mean,DO sat EXO HR median,DO sat EXO HR std,fCHLA μgL EXO HR min,fCHLA μgL EXO HR max,fCHLA μgL EXO HR mean,fCHLA μgL EXO HR median,fCHLA μgL EXO HR std,fCHLA μgL WS HR min,fCHLA μgL WS HR max,fCHLA μgL WS HR mean,fCHLA μgL WS HR median,fCHLA μgL WS HR std,fDOM QSU EXO HR min,fDOM QSU EXO HR max,fDOM QSU EXO HR mean,fDOM QSU EXO HR median,fDOM QSU EXO HR std,fDOM QSU WS HR min,fDOM QSU WS HR max,fDOM QSU WS HR mean,fDOM QSU WS HR median,fDOM QSU WS HR std,pH EXO HR min,pH EXO HR max,pH EXO HR mean,pH EXO HR median,pH EXO HR std,pH mV EXO HR min,pH mV EXO HR max,pH mV EXO HR mean,pH mV EXO HR median,pH mV EXO HR std,Salinity PSU TSG HR min,Salinity PSU TSG HR max,Salinity PSU TSG HR mean,Salinity PSU TSG HR median,Salinity PSU TSG HR std,Sp Cond μScm EXO HR min,Sp Cond μScm EXO HR max,Sp Cond μScm EXO HR mean,Sp Cond μScm EXO HR median,Sp Cond μScm EXO HR std,Temp C EXO HR min,Temp C EXO HR max,Temp C EXO HR mean,Temp C EXO HR median,Temp C EXO HR std,Temp C TSG HR min,Temp C TSG HR max,Temp C TSG HR mean,Temp C TSG HR median,Temp C TSG HR std,Turb FNU EXO HR min,Turb FNU EXO HR max,Turb FNU EXO HR mean,Turb FNU EXO HR median,Turb FNU EXO HR std,C 1m CStar HR min,C 1m CStar HR max,C 1m CStar HR mean,C 1m CStar HR median,C 1m CStar HR std,Tr  CStar HR min,Tr  CStar HR max,Tr  CStar HR mean,Tr  CStar HR median,Tr  CStar HR std,est DOC mgL HR min,est DOC mgL HR max,est DOC mgL HR mean,est DOC mgL HR median,est DOC mgL HR std,est DON µM HR min,est DON µM HR max,est DON µM HR mean,est DON µM HR median,est DON µM HR std,CL_ID,Location,Latitude,Longitude,USGS_Stati,Station_ID,USGS_Sta_1,DigitalLat,DigitalLon,Subregions
76,14.5097,18.2541,15.730890476190476,14.7213,1.2764677739389918,16.613575,22.481575,19.377589285714286,16.7541625,2.877595706195878,107.3,107.6,107.46904761904764,107.4,0.13273676061681886,10.4,10.47,10.433095238095241,10.4,0.035583570312581685,95.48,96.105,95.76571428571428,95.51,0.2974444726091188,1.444806625,2.027146131,1.7511394725238087,2.005111934,0.27871393994696303,2.883270945,3.892053675,3.4153978289047613,3.8788073510000003,0.5060760230458023,14.67452588,15.64224831,15.176296203809525,15.55772728,0.4645938065211031,24.17748017,24.29818681,24.245059044285714,24.24758614,0.03390723190305785,7.51,7.65,7.583333333333336,7.65,0.07164728420068263,-64.81,-57.08,-61.13904761904759,-64.8,3.9437623594252043,0.0694,0.0696,0.06949523809523807,0.0694,0.00010235326314382845,145.285,145.66,145.4733333333333,145.335,0.17510948955818637,11.49,11.54,11.519999999999996,11.54,0.021679483388678037,11.5013,11.5037,11.502552380952377,11.5032,0.0008751394446705689,36.925,39.735,38.2454761904762,38.27,0.867647544746575,22.62382614,22.8937307,22.74908004571429,22.62717245,0.13403031142724128,0.101329969,0.104102154,0.10281515766666666,0.104067326,0.001377077895315367,2.27551637,2.282396648,2.2793683654285712,2.27951241,0.0019327121364628992,8.787660421,8.830752691,8.811786078714285,8.812688252000001,0.012104881707379316,A2155,Toe Drain Canal,38.36554,-121.63764,TOE DRAIN A MALLARD RD NR COURTLAND CA,Toe North,11455139,38.365139,-121.637742,Cache Slough Complex
77,14.5373,18.3185,16.58449166666667,17.5917,1.6745683866795842,16.69915,22.041475,19.588070312499998,21.906999999999996,2.6190015332552012,107.3,107.6,107.46250000000002,107.6,0.15269321331120675,10.39,10.485,10.439374999999998,10.4775,0.04518831370666899,95.47,96.225,95.85395833333332,96.1275,0.35950140341587306,1.440528634,2.053587167,1.720225231625,1.471365639,0.2921410433656305,2.834415145,3.8881357480000003,3.3212538936250002,2.881061415,0.5204697786100562,14.72127224,15.53678007,15.094238053333333,14.748265465000001,0.398438741938159,24.12966355,24.32105487,24.220679964583336,24.27010625,0.0757766805008447,7.51,7.65,7.574166666666669,7.51,0.07125683287856754,-64.81,-57.01,-60.60166666666666,-57.072500000000005,3.9531128809174416,0.0694,0.0696,0.0694770833333333,0.0695,8.072923971478934e-05,145.25,145.64,145.45333333333335,145.605,0.17826864599509226,11.5,11.54,11.51833333333333,11.5,0.02035909510816101,11.5034,11.51305,11.507285416666669,11.5061,0.0029745836086623135,37.235,38.675,37.92666666666666,38.065,0.43444534020194886,22.62512668,22.88026042,22.76331882041666,22.87782294,0.127758416054836,0.101466556,0.104088616,0.10266812116666667,0.10149129,0.0013129782077935788,2.2727908219999997,2.283700128,2.2779787577916664,2.280796056,0.004319270904268924,8.770589887,8.838916589,8.803082747166664,8.820727931,0.027052275054521888,A2156,Toe Drain Canal,38.364182,-121.638287, , ,0,0.0,0.0,Cache Slough Complex
78,14.5097,18.2541,16.2393,16.2347,1.1140613747306147,16.6747,22.1942875,19.786696000000003,22.0598125,2.706879130489517,107.3,107.6,107.46800000000002,107.6,0.15198684153570402,10.39,10.49,10.446999999999996,10.49,0.049581582602144625,95.47,96.27,95.9156,96.245,0.39994614220750185,1.4361233480000002,2.053587167,1.7046340070800006,1.4449339209999998,0.30633222146185846,2.828906855,3.880502657,3.2963504668800003,2.8581125810000003,0.5253761672644489,14.73352228,15.55802847,15.086411011200003,14.75533694,0.38803922349323045,24.10546562,24.3359757,24.24633330440001,24.30429406,0.08848798881925553,7.51,7.65,7.571600000000003,7.51,0.07092719271666353,-64.8,-56.92,-60.41139999999999,-57.01,3.959674997185163,0.0694,0.0696,0.06948199999999996,0.0695,8.276472678623572e-05,145.22,145.66,145.46059999999994,145.605,0.20314362735104394,11.5,11.54,11.5176,11.5,0.020264912204760278,11.5055,11.515,11.51074,11.51425,0.004321602711959408,37.17,39.095,38.3708,38.675,0.6732209270860993,22.63135282,22.89604473,22.776142038,22.88358084,0.12964068472625206,0.10130652400000001,0.104023829,0.10253681044,0.101432872,0.0013312485587646165,2.27141154,2.284550615,2.2794409982399997,2.282744761,0.00504381541901738,8.761951226,8.844243325,8.812240989560003,8.832932979,0.03159021206479404,A2157,Toe Drain Canal,38.362824,-121.638932, , ,0,0.0,0.0,Cache Slough Complex
79,14.2429,16.9753,15.743650000000002,15.8483,0.8414269665276956,16.7052625,22.139275,19.6201609375,22.017025,2.7052937670746076,107.3,107.6,107.46250000000002,107.6,0.15269321331120675,10.4,10.49,10.448541666666669,10.4875,0.04562320077850055,95.49,96.27,95.9197916666667,96.22999999999999,0.37608821573466716,1.4361233480000002,2.027146131,1.7092094919583325,1.488986784,0.2878146355256651,2.8624260930000003,3.885535457,3.3351545611666666,2.8814781345,0.5125818934144666,14.61141663,15.55601292,15.046831147083333,14.702765435,0.44202049957254785,24.17695811,24.22980938,24.205116606249998,24.19938276,0.014401547292939437,7.51,7.65,7.574166666666669,7.51,0.07125683287856754,-64.775,-56.83,-60.49083333333334,-56.912499999999994,4.019696253576198,0.0694,0.0696,0.0695083333333333,0.0696,0.0001017954755408019,145.19,145.66,145.4441666666667,145.6375,0.23178263180358927,11.5,11.54,11.51833333333333,11.5,0.02035909510816101,11.5018,11.51585,11.5096875,11.515025000000001,0.006343282136314056,35.78,39.19,37.74770833333333,37.980000000000004,1.1150014419630607,22.63900629,22.91614863,22.783858470000002,22.898721865,0.1342923251551581,0.10110307,0.10394424599999999,0.10245830341666672,0.101279407,0.0013773360080219104,2.275486612,2.278499135,2.2770916465625,2.2767648169999997,0.0008208883999008423,8.787474045,8.806341949,8.797526628437502,8.795479645,0.005141352587782076,A2158,Toe Drain Canal,38.361467,-121.639566, , ,0,0.0,0.0,Cache Slough Complex
80,15.3009,16.9569,16.15611666666667,16.5038,0.6537236164210903,16.8275125,22.2982,19.8213640625,22.0537,2.615880486692085,107.3,107.6,107.46250000000002,107.6,0.15269321331120675,10.4,10.48,10.442291666666668,10.4625,0.03467172656774428,95.555,96.22,95.87041666666666,96.02,0.2821305458959317,1.436060088,2.062400846,1.7284763623750001,1.488986784,0.2800997114986341,2.882769727,3.891195981,3.3432244678750016,2.883748863,0.5107148794361835,14.67251802,15.48165759,15.051512153750005,14.7313467,0.3900730157318374,24.10725752,24.32709845,24.209093172916667,24.26251757,0.08589258729944504,7.5,7.65,7.572708333333336,7.51,0.07269619879223818,-64.785,-56.755,-60.449375000000025,-56.822500000000005,4.059482809342567,0.0694,0.06955,0.0694708333333333,0.0695,6.902530516862913e-05,145.19,145.625,145.42083333333338,145.61,0.21271366070207295,11.5,11.54,11.51833333333333,11.5,0.02035909510816101,11.501,11.5159,11.509047916666665,11.5151,0.007422197599777316,37.335,38.915,37.98250000000002,37.84,0.49053652968613914,22.63926353,22.92467665,22.791780010833335,22.91614863,0.14215524047047273,0.101016878,0.103941571,0.10237824058333335,0.10110307,0.0014569534258841463,2.271513679,2.2840446119999998,2.2773183106666663,2.280363501,0.004895877520920576,8.762590935,8.841074147,8.798946262541667,8.818018772,0.030663653710753518,A2159,Toe Drain Canal,38.360105,-121.640198, , ,0,0.0,0.0,Cache Slough Complex
81,16.4279,16.9661,16.70051052631578,16.7269,0.1954915340444196,16.8703,22.3043125,19.71814285714285,22.065925,2.6264715497625435,107.3,107.6,107.4642857142857,107.6,0.14759984514122243,10.41,10.46,10.428809523809523,10.43,0.019931430073175226,95.6,95.98,95.72666666666666,95.67,0.13478068605454585,1.422844617,2.1063768080000003,1.751453723,1.44033809,0.3455226165463383,2.882855855,3.8835330910000003,3.3576733760952377,2.8936215780000003,0.5080348812571053,14.729788500000002,15.59466587,15.124242684285713,14.7330184,0.4224757640236255,24.1362813,24.33002957,24.239973747142855,24.32056021,0.0918092981688025,7.5,7.65,7.571428571428574,7.5,0.07676494735787406,-64.835,-56.65,-60.5647619047619,-56.745,4.150149839520998,0.0694,0.0696,0.06949285714285712,0.0695,9.392246042043691e-05,145.21,145.63,145.4292857142857,145.61,0.20996003020982137,11.485,11.54,11.513571428571424,11.495,0.025403880468487038,11.4956,11.51465,11.504976190476189,11.5072,0.007368626382298334,38.215,39.115,38.77552631578947,38.915,0.3044023960376302,22.63989325,22.95944472,22.799823578095243,22.92467665,0.15631284473901694,0.100666296,0.103935026,0.10229793276190477,0.101016878,0.0015999197230065103,2.2731680340000002,2.284211685,2.2790785037142856,2.283671932,0.005233130078269138,8.772952424,8.842120556,8.809970627857146,8.838739995,0.032775919528910166,A2160,Toe Drain Canal,38.358744,-121.64083, , ,0,0.0,0.0,Cache Slough Complex
82,15.8667,16.8189,16.337924,16.4509,0.2980699432459889,16.6685875,21.98035,19.661512000000002,21.870325,2.5721074375612356,107.4,107.6,107.51000000000002,107.6,0.09999999999998192,10.4,10.42,10.409210526315789,10.41,0.00559343809365903,95.555,95.63,95.59107142857144,95.5925,0.025658899447929505,1.4446793519999999,2.1063768080000003,1.731343884960001,1.5150180569999998,0.2883171789412363,2.898762951,3.8659189830000003,3.329660332360001,2.944046287,0.4741805358702287,14.67725736,15.65487875,15.1023280796,14.7211592,0.46784139472138925,24.14492942,24.32058494,24.244934056000005,24.29190194,0.06968349034292937,7.5,7.65,7.5660000000000025,7.5,0.07599342076785358,-64.88,-56.47,-60.21199999999999,-56.625,4.209266315721384,0.0694,0.0696,0.06951199999999996,0.0696,0.00010132456102380332,145.22,145.63,145.45179999999996,145.63,0.20525329879605644,11.47,11.53,11.498999999999997,11.48,0.028284271247462068,11.4884,11.5061,11.495394000000001,11.49375,0.005801603944887649,37.755,39.115,38.41919999999999,38.52,0.42241291015624044,22.63906733,22.96201132,22.811174214000008,22.93182008,0.1525354095741542,0.100640447,0.10394361099999999,0.10218140680000001,0.100944755,0.001561237452124732,2.273660977,2.2836733419999997,2.2793612411999997,2.282038411,0.003971959149704927,8.776039803,8.838748824,8.811741457999998,8.828508993,0.024877006252584346,A2161,Toe Drain Canal,38.357381,-121.641463, , ,0,0.0,0.0,Cache Slough Complex
83,15.9357,16.4095,16.16352105263158,16.0829,0.1465065170296666,16.79695,22.3532125,19.342078571428573,16.906975,2.6625887758590028,107.4,107.55,107.45000000000003,107.4,0.054772255750513185,10.38,10.4,10.390476190476193,10.4,0.010235326314383496,95.18,95.545,95.35761904761908,95.505,0.16897203206165828,1.5150180569999998,2.035600987,1.7877750807619044,2.02696748,0.25920591542771415,2.94440754,3.844939358,3.4152983128571437,3.8146088519999997,0.4420441838989307,14.67480107,15.65487875,15.183960451428575,15.606387300000002,0.4901706788447301,24.12341984,24.29496735,24.212939224285716,24.15482797,0.07785724051681038,7.5,7.65,7.578571428571432,7.65,0.0767649473578737,-64.915,-56.32,-60.837857142857146,-64.88,4.3598545191980245,0.0694,0.0696,0.06947380952380951,0.0694,8.605092622837693e-05,145.255,145.63,145.44857142857143,145.31,0.17798274394686672,11.47,11.53,11.501190476190477,11.525,0.030491997388854143,11.48065,11.4881,11.48437142857143,11.4854,0.002872915393314969,37.575,37.97,37.83166666666668,37.85,0.12865823400183343,22.64539929,22.93994884,22.787259979523807,22.6671225,0.1420592249914043,0.100862726,0.103877815,0.10242444085714283,0.103652404,0.001454005161394453,2.272434931,2.282213139,2.2775375356666667,2.274225194,0.0044378628619161685,8.768360883,8.829603344,8.800319302952378,8.779573585,0.02779503501695957,A2162,Toe Drain Canal,38.356019,-121.642096, , ,0,0.0,0.0,Cache Slough Complex
84,15.2871,16.3681,15.863578571428574,15.8667,0.3037807803116788,16.9008625,22.5243625,20.241343750000002,22.26458125,2.713460721348676,107.3,107.6,107.47142857142862,107.5,0.1166099635446625,10.38,10.41,10.390535714285713,10.39,0.009845029363826018,95.18,95.54,95.35982142857145,95.355,0.14001641532637843,1.392193145,2.035600987,1.687246266285714,1.5150180569999998,0.2820799100075583,2.977155924,3.830417395,3.319477593749999,3.005568476,0.4092106802799628,14.65173022,15.76584677,15.079760378928569,14.662604245,0.5354073346387294,24.2736583,24.2904482,24.285945320454548,24.28923307,0.0068368625522634945,7.49,7.65,7.5550000000000015,7.5,0.07791258159225939,-64.965,-55.95,-59.60214285714285,-56.275000000000006,4.375397638770046,0.0694,0.0696,0.06950892857142854,0.06955,9.234954874517909e-05,145.31,145.63,145.4994642857143,145.61,0.1543525263186705,11.47,11.52,11.498392857142855,11.5,0.01976967240724864,11.48065,11.48855,11.484385714285715,11.4854,0.0023522405732158626,37.585,40.97,38.79428571428572,37.885000000000005,1.42017520716552,22.66877316,22.93340499,22.8219893825,22.892829725,0.11145039455656797,0.100928751,0.10363529699999999,0.1020656615357143,0.1013391,0.0011400544876846125,2.280998523,2.281955547,2.281698883227273,2.281886285,0.0003897011970815076,8.821996013,8.827990007,8.826382479363636,8.827556206,0.002440759962759715,A2163,Toe Drain Canal,38.354657,-121.642733, , ,0,0.0,0.0,Cache Slough Complex
85,14.9605,16.0277,15.502471999999997,15.5585,0.2823248006774296,16.5952375,22.774975,20.51657604166668,22.4449,2.759257717932304,107.3,107.8,107.55486111111117,107.6,0.20282506898112082,10.405,10.42,10.413636363636359,10.41,0.004847319207200297,95.68,95.73,95.70749999999995,95.7,0.013774744634427669,1.392193145,2.048728717,1.657600101125,1.480698049,0.2787607252472347,2.930811566,3.882617422,3.296018807069447,3.0027027964999995,0.4310456987013091,14.54511069,15.81933951,14.995486301388885,14.645581,0.5229382444532634,24.21125927,24.30385575,24.264213966029427,24.26554854,0.027081667796908522,7.48,7.65,7.54340277777777,7.49,0.08078761230556612,-65.075,-55.18,-58.938333333333325,-55.760000000000005,4.611782063673096,0.0694,0.0696,0.06948680555555553,0.0695,7.363454465047352e-05,145.12,145.605,145.4058333333333,145.315,0.14436487782254787,11.52,11.52,11.52,11.52,0.0,11.4721,11.5998,11.523177777777782,11.51735,0.038401694402986374,37.045,40.4,38.3903731343284,37.98,1.0658842940761466,22.70023739,22.97334545,22.844636665138882,22.906076555,0.101308584234683,0.100526441,0.103309729,0.10183382501388889,0.10120494799999999,0.0010343046255040405,2.277441778,2.282719778,2.280460196102941,2.280536267,0.0015436551379468457,8.799719559,8.832776503,8.818624385882353,8.819100829,0.009668155434650607,A2164,Toe Drain Canal,38.353222,-121.643403, , ,0,0.0,0.0,Cache Slough Complex
86,14.9145,16.1105,15.443015789473685,15.4941,0.41128760586339286,16.7786125,22.22485,19.322475543478255,16.8641875,2.6831163871028325,107.2,107.7,107.37826086956525,107.3,0.17826568970634968,10.41,10.42,10.413695652173908,10.41,0.004818852962429987,95.695,95.74,95.72714285714287,95.73,0.01625686668105788,1.4725982130000002,2.079478368,1.7850663527826078,2.05313478,0.30556155506928273,2.97273213,3.854964841,3.4379086609130427,3.8414335580000003,0.43752716079465515,14.477167800000002,15.61227578,15.050982064782612,15.50297128,0.5272516265881925,24.16583963,24.1906591,24.180051894375005,24.18032801,0.0073282444163001,7.48,7.65,7.5686956521739175,7.65,0.08682816613739258,-65.12,-55.18,-60.35717391304347,-65.08,5.066843383949257,0.0693,0.0695,0.06940499999999998,0.0694,5.355764233638526e-05,144.84,145.31,145.08456521739132,145.29,0.2288504525760643,11.51,11.6,11.55347826086956,11.52,0.045162202182010815,11.46595,11.6121,11.534141304347825,11.4708,0.07140725811748988,38.36,38.65,38.48529411764705,38.41,0.12297701243823982,22.73145006,23.08785787,22.88604065608696,22.74323724,0.16356930704418235,0.099381894,0.102987773,0.10142091152173913,0.102866452,0.0016565749076892945,2.274852859,2.2762675690000003,2.2756629580625005,2.2756786965,0.0004177099828286618,8.783504748,8.792365299,8.788578526375002,8.788677099500001,0.0026161833077186685,A2165,Toe Drain Canal,38.351817,-121.644052, , ,0,0.0,0.0,Cache Slough Complex
87,16.9799,17.9275,17.45491052631579,17.5549,0.3989403379157993,16.784725,22.408225,19.869145652173906,22.0720375,2.721210295923367,107.25,107.3,107.29130434782606,107.3,0.01937766939407684,10.4,10.41,10.405869565217392,10.41,0.004920313624761879,95.42,95.74,95.6182608695652,95.74,0.1433496099469241,1.437263028,2.079478368,1.7258730611739133,1.472663139,0.3128637617679206,2.9079953219999997,3.8414335580000003,3.330296190826086,2.9666961639999996,0.4499634807770393,14.46358605,15.58692453,14.923145264782608,14.46792268,0.5332790352284582,24.0986818,24.1468963,24.124629168260864,24.12964521,0.013445306171313176,7.48,7.65,7.553913043478265,7.48,0.08616786631784924,-65.15,-55.19,-59.52130434782611,-55.2,5.040025076008889,0.0692,0.0694,0.06928695652173911,0.0692,0.00010137396037393604,144.84,145.31,145.06717391304346,144.905,0.21657890692518297,11.5,11.59,11.55369565217391,11.59,0.042432229155988585,11.46595,11.6121,11.546060869565217,11.60025,0.07138598977091504,38.38,38.395,38.38583333333333,38.385,0.005967081414399554,22.73436465,23.112278699999997,22.945135273478257,23.08644936,0.17940805598978654,0.099139448,0.102957773,0.10082598369565217,0.09939584800000001,0.0018128984368450762,2.271024863,2.273773089,2.2725038626086955,2.272789777,0.0007663822251676738,8.759529403,8.776741979,8.768792613086953,8.77058334,0.0047999740765619385,A2166,Toe Drain Canal,38.350478,-121.644629, , ,0,0.0,0.0,Cache Slough Complex
88,17.5825,18.5761,18.105931578947366,18.1069,0.2881262629331336,16.8152875,22.4449,19.742377717391303,22.2798625,2.8071517809249213,107.2,107.35,107.28260869565213,107.3,0.05956031254147682,10.4,10.42,10.406739130434783,10.41,0.0073250342307880165,95.415,95.77,95.59326086956521,95.74,0.17435340739985042,1.419565316,2.066170126,1.7290100807826094,1.432854246,0.32728622501816573,2.872748342,3.8151327189999997,3.3227970780434775,2.905583128,0.4672215301214284,14.48082003,15.60263899,15.044462288260865,14.59778039,0.5391885638970746,24.158893799999998,24.25154638,24.19031655695652,24.16583963,0.03576393501886086,7.48,7.65,7.56130434782609,7.48,0.08682816613739233,-65.15,-55.2,-59.96130434782609,-55.22,5.075891148223786,0.0692,0.0694,0.06930869565217389,0.06925,8.481554037632269e-05,144.9,145.3,145.0913043478261,144.905,0.20255312092985736,11.5,11.59,11.548260869565217,11.585,0.044251571509130505,11.4699,11.60355,11.543254347826087,11.60025,0.06232779715679849,38.395,38.95,38.703823529411764,38.745,0.17087577186881936,22.72021877,23.06961467,22.90656846217391,23.03776443,0.15716726635566033,0.099563319,0.103103507,0.10121194008695654,0.09988093699999999,0.0015920539421748557,2.274456947,2.279738144,2.276248043956521,2.274852859,0.002038544123431909,8.781025087,8.814102058,8.792243011043476,8.783504748,0.012767724629088827,A2167,Toe Drain Canal,38.349105,-121.6453,TOE DRAIN A LIBERTY ISLAND NR COURTLAND CA,Toe South,11455140,38.349167,-121.644722,Cache Slough Complex
89,17.4261,18.3507,17.876439999999995,17.8493,0.2533492708744829,16.7725,22.4510125,19.810157812499998,22.25846875,2.8116410816717314,107.0,107.4,107.22708333333333,107.3,0.12421857197370001,10.4,10.42,10.410208333333335,10.4125,0.009833302628299685,95.42,95.77,95.61270833333333,95.74,0.16187743059560145,1.3886439780000002,2.079844909,1.7190675693750002,1.42397371,0.3364994248294643,2.872748342,3.7847960080000003,3.303333656041666,2.957622901,0.4439287523076382,14.61741202,15.62325682,15.090813269166667,14.64880503,0.49563655537488127,24.1615018,24.36019771,24.25911998291667,24.292199175,0.07520700584209393,7.48,7.65,7.557916666666671,7.48,0.08652615420968868,-65.125,-55.22,-59.748124999999995,-55.22,5.028477773921856,0.0691,0.0693,0.06923124999999998,0.0692,6.886107627744002e-05,144.9,145.28,145.07895833333333,144.98,0.15621876499393253,11.51,11.58,11.548124999999997,11.58,0.03541101830491873,11.4856,11.60355,11.551445833333332,11.591574999999999,0.05454818555278833,38.75,41.49,40.09583333333334,40.5125,1.1504221027486996,22.72208211,23.03587888,22.89260077833333,23.02711011,0.15259333277265466,0.099899771,0.103084298,0.10135273770833335,0.099987409,0.0015484020985076625,2.274605603,2.285931269,2.280169838791667,2.2820553525,0.004286799311207961,8.781956143,8.852890582,8.81680583366667,8.828615105,0.02684890106383547,A2168,Toe Drain Canal,38.347822,-121.645979, , ,0,0.0,0.0,Cache Slough Complex
90,15.4159,17.6239,16.430747619047626,16.6809,0.9163443346357562,16.60135,22.5365875,19.71552321428571,22.4387875,2.9655671863471316,107.0,107.4,107.20952380952382,107.4,0.2047065262876684,10.4,10.41,10.405238095238095,10.41,0.005117663157192042,95.46,95.74,95.60857142857144,95.73,0.13462116157149479,1.3841745669999999,2.080028204,1.714190136904762,1.4018065869999998,0.35297154067837566,2.966631599,3.749393735,3.3413422076666657,2.987512227,0.3897197019888612,14.42608117,15.62087258,15.050741772380949,14.64899344,0.5490414293071624,24.07219633,24.38970489,24.213824797142852,24.20458072,0.12305675899713753,7.48,7.65,7.560952380952385,7.48,0.08700027367225727,-65.07,-55.22,-59.903809523809514,-55.22,5.033741626454893,0.0691,0.0693,0.06920476190476188,0.0693,0.00010235326314383963,144.94,145.2,145.0442857142857,145.0,0.07934553727661452,11.52,11.58,11.550476190476193,11.57,0.024794392607240527,11.5167,11.5908,11.555311904761906,11.58895,0.037372951130335244,37.47,41.72,39.226190476190474,38.79,1.5425611047555823,22.73234934,23.03403068,22.888758516190475,23.02714758,0.15010995348900047,0.09991824099999999,0.102978512,0.10139124823809523,0.099987034,0.0015229381308151536,2.269515191,2.287613179,2.2775880134761906,2.277061101,0.0070142353497578925,8.75007409,8.863424646,8.800635452619048,8.797335317,0.04393126304889899,A2169,Toe Drain Canal,38.34657,-121.646715, , ,0,0.0,0.0,Cache Slough Complex
91,15.9449,16.8097,16.438300000000005,16.6073,0.3073569201492531,16.4302,22.530475,19.85540050000001,22.2920875,2.9845815490837673,106.7,107.4,107.17800000000001,107.4,0.2677374335675386,10.39,10.42,10.408400000000002,10.41,0.010279429296739416,95.49,95.75,95.63179999999997,95.73,0.12267742253569291,1.41937759,2.05376818,1.7155878052,1.4722736490000001,0.29862643109745657,2.9603244380000002,3.734776937,3.3083487313600006,2.991762973,0.3792110229931261,14.41461754,15.57482088,14.9172143144,14.43880244,0.5628971474571598,24.04050151,24.2396655,24.15290235520001,24.20458072,0.08545254372710182,7.48,7.65,7.554800000000004,7.48,0.08612587687023382,-65.03,-55.22,-59.554399999999994,-55.315,4.940600149104701,0.069,0.0693,0.069196,0.0693,0.0001240967364599139,144.87,145.0,144.94639999999998,144.97,0.04673774349140333,11.54,11.57,11.559800000000001,11.57,0.01211748048619601,11.5188,11.58895,11.558656000000003,11.587,0.03387816811753492,37.065,38.535,37.766799999999996,37.77,0.5901215976390017,22.74059731,23.04570955,22.9146550752,23.03965156,0.14644961017348965,0.09980161300000001,0.102893611,0.10112858820000001,0.09986209199999999,0.0014835512848125872,2.267708586,2.279060934,2.2741154343200005,2.277061101,0.004870794907213789,8.738759039,8.809860582999999,8.778886140799997,8.797335317,0.030506557940732704,A2170,Toe Drain Canal,38.345183,-121.647351, , ,0,0.0,0.0,Cache Slough Complex
92,15.9541,17.1593,16.57165,16.5521,0.3672974543881286,16.491325,22.3471,19.754177500000004,22.0842625,2.905808610756002,106.7,107.4,107.09199999999998,107.4,0.3546359635833179,10.38,10.42,10.406199999999995,10.42,0.01602602050832707,95.415,95.76,95.6214,95.75,0.15749682536482582,1.42813065,2.04522453,1.71670876792,1.4722736490000001,0.2899702848721844,2.9348001910000003,3.717442768,3.28028301124,2.955613647,0.3872207089980054,14.4034742,15.55272047,14.9274689444,14.48407424,0.5552067686849519,24.04413865,24.27067557,24.155621060399998,24.20232126,0.0965527494755957,7.48,7.65,7.554800000000004,7.48,0.08612587687023382,-64.995,-55.34,-59.62079999999999,-55.475,4.840284228913281,0.0689,0.0693,0.069128,0.0693,0.00019899748742131925,144.65,144.98,144.88119999999998,144.97,0.11585083800588585,11.55,11.57,11.5628,11.57,0.008548879068820976,11.5338,11.5869,11.565498000000002,11.58435,0.023736616755551516,37.26,39.665,38.23040000000001,37.99,0.8000571854561425,22.779611499999998,23.06002792,22.939475050400006,23.04698566,0.13093004128302727,0.099658814,0.102492976,0.10087581148,0.099788876,0.0013227920489549813,2.267915903,2.280828507,2.27427040048,2.276932312,0.00550350662819166,8.740057497999999,8.820931178,8.779856718599996,8.79652869,0.034469331470869974,A2171,Toe Drain Canal,38.343822,-121.647959, , ,0,0.0,0.0,Cache Slough Complex
