var,Dim.1,Dim.2,Dim.3,Dim.4,Dim.5,Dim.6,Dim.7
din,14.729969170179597,30.617431540931108,2.003658156195759,0.7106901640542074,1.2504024647831633,33.38889304355285,17.29895546030331
diss_orthophos,33.35221306344925,2.8606912352454743,1.472281703031677,0.07758084973208369,18.691603948336578,3.4053687373769854,40.140260462827946
chlorophyll,12.086854267869342,19.422044347464947,0.5443902146536356,0.004577692013427191,57.52136201612549,10.419986627272957,7.848346001958068e-4
doy1998,0.2660197645485175,0.22012843563894327,47.96721798042813,50.13353170167964,0.8683467100375879,0.5447540293796289,1.3782875599848283e-6
latitude,7.928419884730736,38.881705555848875,0.43819043981822203,0.1356717487368982,18.143286402055804,22.103611743157284,12.369114225652151
month,0.583856793873347,3.303284815945466,43.34701131559198,48.398525956443855,1.6448521978176895,2.722377844529843,9.107579783971834e-5
location_int,31.05266705534922,4.694714068925171,4.227250190280608,0.5394218873398807,1.8801462608436779,27.415007974730447,30.19079256253099
