date,daymet_precip_mm,daymet_tmax,daymet_tmin,daymet_tmean,daymet_trange,daymet_srad,daymet_vpd
1998-01-01,3.35,13.75,3.51,8.629999999999999,10.24,185.7,785.21
1998-01-02,7.95,15,6.14,10.57,8.86,172.78,944.05
1998-01-03,11.03,15.02,8.11,11.565,6.91,148.87,1080.64
1998-01-04,6.16,12.81,6,9.405000000000001,6.8100000000000005,150.39,934.46
1998-01-05,0,10.68,0.98,5.83,9.7,249.19,655.85
1998-01-06,5.22,9.62,1.31,5.465,8.309999999999999,174.94,671.27
1998-01-07,2.89,9,3.7,6.35,5.3,128.47,796.02
1998-01-08,0.43,9.7,5.67,7.685,4.029999999999999,135.32,913.27
1998-01-09,7.29,10.33,7.07,8.7,3.26,83.33,1006.02
1998-01-10,5.38,13.39,8.03,10.71,5.360000000000001,128.29,1074.28
1998-01-11,15.47,13.72,9.33,11.525,4.390000000000001,108.09,1173.32
1998-01-12,17.8,14.24,10.08,12.16,4.16,103.03,1234.14
1998-01-13,1.67,14.13,6.08,10.105,8.05,232.06,939.67
1998-01-14,16.5,11.61,8.07,9.84,3.539999999999999,91.77,1077.6
1998-01-15,8.83,12.92,9.4,11.16,3.5199999999999996,90.87,1178.79
1998-01-16,0.83,16.65,10.1,13.375,6.549999999999999,202.9,1235.47
1998-01-17,0,19.81,11.12,15.465,8.69,238.66,1322.6
1998-01-18,20.38,14.8,8.39,11.595,6.41,154.13,1100.92
1998-01-19,3.4,12.73,5.08,8.905000000000001,7.65,177.42,876.93
1998-01-20,2,12.26,3.62,7.9399999999999995,8.64,256.55,791.3
1998-01-21,0,12.38,2.24,7.3100000000000005,10.14,278.16,717.9
1998-01-22,0,11.64,3.14,7.390000000000001,8.5,258.94,765.07
1998-01-23,2.51,10.83,4.24,7.535,6.59,167.46,826.86
1998-01-24,0,15.09,4.64,9.865,10.45,284.02,850.58
1998-01-25,0,11.02,5.55,8.285,5.47,196.48,905.86
1998-01-26,3.36,12.13,6.89,9.51,5.240000000000001,142.17,993.84
1998-01-27,0,15,7.51,11.254999999999999,7.49,245.08,1037.22
1998-01-28,13.35,14.17,8.9,11.535,5.27,143.47,1139.57
1998-01-29,11.02,16.5,9.46,12.98,7.039999999999999,177.59,1183.49
1998-01-30,3.25,13.36,3.91,8.635,9.45,216.84,807.78
1998-01-31,4.54,16.1,5.51,10.805,10.590000000000002,226.08,903.3
1998-02-01,19.88,12.61,8.08,10.344999999999999,4.529999999999999,133.24,1078.22
1998-02-02,57.89,15.5,8.7,12.1,6.800000000000001,182.55,1124.18
1998-02-03,25.45,13.68,9.07,11.375,4.609999999999999,137.44,1153.12
1998-02-04,3.79,15.26,6.46,10.86,8.8,218.76,964.96
1998-02-05,14.73,14.47,8.68,11.575,5.790000000000001,169.94,1123.12
1998-02-06,20.72,14.43,9.13,11.780000000000001,5.299999999999999,159.85,1157.73
1998-02-07,27.84,11.76,7.74,9.75,4.02,129.08,1053.32
1998-02-08,2.43,11.97,6.38,9.175,5.590000000000001,171.82,959.8
1998-02-09,0,13.51,4.14,8.825,9.370000000000001,315.94,820.98
1998-02-10,6.56,10.6,5.72,8.16,4.88,155.63,916.86
1998-02-11,3.66,13.99,6.87,10.43,7.12,204.66,992.21
1998-02-12,9.77,12.12,7.29,9.705,4.829999999999999,155.57,1021.85
1998-02-13,12.27,15.3,7.94,11.620000000000001,7.36,211,1067.63
1998-02-14,14.58,14.86,8.02,11.44,6.84,201.61,1073.44
1998-02-15,0,14.55,4.84,9.695,9.71,332.25,862.17
1998-02-16,13.44,11.09,3.93,7.51,7.16,215.77,808.86
1998-02-17,2.02,15.11,4.65,9.879999999999999,10.459999999999999,260.43,850.89
1998-02-18,5.22,16.28,4.66,10.47,11.620000000000001,270.53,851.24
1998-02-19,19.28,12.66,7.25,9.955,5.41,175.32,1018.96
1998-02-20,4.12,13.14,2.42,7.78,10.72,272.21,727.04
1998-02-21,20.5,11.66,6.1,8.879999999999999,5.5600000000000005,185,940.89
1998-02-22,5.23,14.71,4.39,9.55,10.32,270.25,835.83
1998-02-23,8.64,13.79,6.49,10.14,7.299999999999999,227.46,967.12
1998-02-24,0,14.84,3.43,9.135,11.41,380.07,780.96
1998-02-25,0,15.46,6.53,10.995000000000001,8.93,340.03,969.27
1998-02-26,0,15.65,6.87,11.26,8.780000000000001,338.21,992.83
1998-02-27,0,17.7,5.63,11.665,12.07,387.43,911.33
1998-02-28,0,16.52,6.77,11.645,9.75,357,985.63
1998-03-01,0,17.83,5.95,11.889999999999999,11.879999999999999,389.25,931.42
1998-03-02,0,19.45,6.48,12.965,12.969999999999999,400.05,966.45
1998-03-03,0,16.42,6.41,11.415000000000001,10.010000000000002,365.56,961.83
1998-03-04,0,15.35,3.92,9.635,11.43,392.28,808.41
1998-03-05,9.22,11.36,4.24,7.8,7.119999999999999,226.35,826.77
1998-03-06,0,14.89,2.38,8.635,12.510000000000002,411.38,724.61
1998-03-07,3.63,13.32,1.21,7.265000000000001,12.11,306.95,666.79
1998-03-08,0,14.98,5.5,10.24,9.48,358.7,903.15
1998-03-09,0,19.4,4.01,11.704999999999998,15.389999999999999,433.38,813.61
1998-03-10,0,21.3,4.95,13.125,16.35,437.14,869.15
1998-03-11,0,23.25,8.73,15.99,14.52,416.82,1126.66
1998-03-12,3.25,20.01,9.3,14.655000000000001,10.71,274.15,1170.76
1998-03-13,2.63,17.72,10.68,14.2,7.039999999999999,205.03,1284.54
1998-03-14,0,22.9,8.24,15.57,14.659999999999998,422.35,1090.13
1998-03-15,0,22.64,9.52,16.08,13.120000000000001,402.29,1188.68
1998-03-16,0,21.96,11.64,16.8,10.32,350.07,1369.16
1998-03-17,0,21.93,8.84,15.385,13.09,405.84,1135.33
1998-03-18,0,23.67,8.79,16.23,14.880000000000003,426.03,1131.66
1998-03-19,0,22.92,7.89,15.405000000000001,15.030000000000001,431.08,1064.47
1998-03-20,0,20.83,10.15,15.489999999999998,10.679999999999998,361.83,1239.9
1998-03-21,2.38,18.96,11.33,15.145,7.630000000000001,211.56,1340.77
1998-03-22,0.84,21.46,12.6,17.03,8.860000000000001,316.57,1458.17
1998-03-23,11.24,20.6,11.38,15.990000000000002,9.22,246.69,1345.41
1998-03-24,5.29,21.48,10.93,16.205,10.55,272.41,1305.7
1998-03-25,6.03,19.74,10.11,14.924999999999999,9.629999999999999,258.57,1236.19
1998-03-26,0,19.65,8.59,14.12,11.059999999999999,383.31,1116.01
1998-03-27,0,16.96,8.86,12.91,8.100000000000001,309.55,1137.05
1998-03-28,0,15.13,4.2,9.665000000000001,10.93,393.34,824.68
1998-03-29,0,17.37,3.2,10.285,14.170000000000002,453.78,768.55
1998-03-30,4.7,18.44,4.08,11.260000000000002,14.360000000000001,340.6,817.42
1998-03-31,9.03,13.12,7.65,10.385,5.469999999999999,169.78,1047.1
1998-04-01,0,16.15,6.56,11.354999999999999,9.59,366.1,971.33
1998-04-02,3.88,15.31,7.8,11.555,7.510000000000001,228.83,1057.66
1998-04-03,9.96,14.12,7.59,10.855,6.529999999999999,206.99,1042.38
1998-04-04,4.48,15.5,7.33,11.415,8.17,249.69,1024.4
1998-04-05,0,17.37,7.05,12.21,10.32,396.73,1004.68
1998-04-06,0,15.94,7.97,11.955,7.97,332.76,1070.33
1998-04-07,0,16.52,5.81,11.165,10.71,414.27,922.77
1998-04-08,0.63,17.51,5.54,11.525,11.970000000000002,445.8,905.23
1998-04-09,0,19.21,7.93,13.57,11.280000000000001,430.9,1067.45
1998-04-10,0,18.22,9.74,13.98,8.479999999999999,360.41,1206.18
1998-04-11,1.81,17.14,8.98,13.06,8.16,355.33,1145.56
1998-04-12,6.12,16.12,6.17,11.145,9.950000000000001,310.1,945.53
1998-04-13,3.69,14.96,6.08,10.52,8.88,291.94,939.59
1998-04-14,3.54,15.28,2.98,9.129999999999999,12.299999999999999,359.32,756.64
1998-04-15,0,17.6,3.43,10.515,14.170000000000002,505.07,781.13
1998-04-16,0,21.2,4.59,12.895,16.61,526.58,847.39
1998-04-17,0,22.37,5.93,14.15,16.44,522.58,929.87
1998-04-18,0,22.89,6.17,14.530000000000001,16.72,525.23,946.04
1998-04-19,0,24.76,8.53,16.645,16.230000000000004,513.59,1111.55
1998-04-20,0,26.82,9.03,17.925,17.79,521.63,1149.67
1998-04-21,0,29.28,9.93,19.605,19.35,525.96,1221.23
1998-04-22,0,27.23,12.51,19.87,14.72,475.72,1449.58
1998-04-23,6.55,20.53,11.84,16.185000000000002,8.690000000000001,263.82,1387.18
1998-04-24,0,20.58,9.84,15.209999999999999,10.739999999999998,414.36,1214.28
1998-04-25,0,22.66,9.27,15.965,13.39,470.48,1168.79
1998-04-26,0,26.94,10.24,18.59,16.700000000000003,507.05,1246.98
1998-04-27,0,28.12,10.35,19.235,17.770000000000003,514.99,1256.21
1998-04-28,0,29.9,11.64,20.77,18.259999999999998,513.58,1368.59
1998-04-29,0,30.41,12.75,21.58,17.66,503.9,1473.11
1998-04-30,0,25.5,11.58,18.54,13.92,458.8,1363.62
1998-05-01,2.95,22.33,12.84,17.585,9.489999999999998,266.52,1481.57
1998-05-02,3.97,21.81,12.22,17.015,9.589999999999998,269.58,1421.96
1998-05-03,2.06,23.07,11.82,17.445,11.25,301.34,1385.12
1998-05-04,2.52,22.09,12.65,17.37,9.44,263.47,1462.83
1998-05-05,2.65,19.69,10.8,15.245000000000001,8.89,256.18,1294.4
1998-05-06,2.22,18.06,11.94,15,6.119999999999999,185.02,1395.91
1998-05-07,0,21.74,10.87,16.305,10.87,399.52,1300.49
1998-05-08,0,19.64,11.32,15.48,8.32,327.01,1340.48
1998-05-09,3.66,19.6,8.13,13.865000000000002,11.47,318.85,1082.11
1998-05-10,0,21.13,7.04,14.084999999999999,14.09,479.75,1004
1998-05-11,6.23,16.28,8.43,12.355,7.850000000000001,236.48,1104.39
1998-05-12,12.56,13.99,8.57,11.280000000000001,5.42,171.86,1114.74
1998-05-13,3.71,17.98,8.99,13.485,8.99,266.72,1146.58
1998-05-14,0,18.37,8.71,13.540000000000001,9.66,378.84,1125.02
1998-05-15,0,21.25,7.6,14.425,13.65,477.72,1043.69
1998-05-16,0,19.2,8.77,13.985,10.43,406.32,1129.67
1998-05-17,0,21.04,5.83,13.434999999999999,15.209999999999999,513.72,918.09
1998-05-18,0,25.2,8.71,16.955,16.49,524.74,1057.69
1998-05-19,0,22.77,9.46,16.115000000000002,13.309999999999999,475.09,1160.73
1998-05-20,0,22.21,7.12,14.665000000000001,15.09,514.77,958.68
1998-05-21,0,22.52,8.4,15.46,14.12,500.91,1011.82
1998-05-22,0,25.27,8.78,17.025,16.490000000000002,533.72,982.98
1998-05-23,0,25.12,12.21,18.665,12.91,467.11,1234.44
1998-05-24,0,23.33,10.7,17.015,12.629999999999999,465.23,1114.87
1998-05-25,0,21.05,11.12,16.085,9.930000000000001,398.03,1209.86
1998-05-26,0,19.34,7.63,13.485,11.71,458.96,914.39
1998-05-27,5.39,16.91,8.76,12.835,8.15,266.26,1129.3
1998-05-28,24.93,15.19,10.43,12.809999999999999,4.76,169.82,1263.16
1998-05-29,5.29,18.53,9.2,13.865,9.330000000000002,307.78,1162.8
1998-05-30,0,24.1,8.74,16.42,15.360000000000001,539.07,979.78
1998-05-31,0,26.8,11.06,18.93,15.74,533.92,1127.73
1998-06-01,0,26.2,12.18,19.189999999999998,14.02,504.26,1248.14
1998-06-02,0,22.87,12.86,17.865000000000002,10.010000000000002,413.21,1432.69
1998-06-03,0,21.02,12.63,16.825,8.389999999999999,363.56,1460.88
1998-06-04,0,24.13,9.89,17.009999999999998,14.239999999999998,514.7,1050.41
1998-06-05,0,26.19,11.46,18.825000000000003,14.73,512.81,1150.73
1998-06-06,1.64,24,12.67,18.335,11.33,441.6,1332.06
1998-06-07,0,20.44,13.75,17.095,6.690000000000001,290.78,1572.11
1998-06-08,0,25.58,13.7,19.64,11.879999999999999,452.63,1401.14
1998-06-09,0,27.47,12.37,19.919999999999998,15.1,516.27,1198.58
1998-06-10,0,24.78,13.82,19.3,10.96,426.21,1452.75
1998-06-11,0,22.56,13.15,17.855,9.409999999999998,380.78,1455.87
1998-06-12,0,25.49,12.4,18.945,13.089999999999998,475.63,1240.26
1998-06-13,0,27.28,13.28,20.28,14.000000000000002,487.41,1283.77
1998-06-14,0,32.53,14.04,23.285,18.490000000000002,540.78,1238.04
1998-06-15,0,34.62,16.47,25.544999999999998,18.15,525.23,1452.38
1998-06-16,0,30.31,16.31,23.31,14,469.59,1558.01
1998-06-17,0,31.8,15.21,23.505000000000003,16.59,513.58,1377.38
1998-06-18,0,31.75,13.78,22.765,17.97,532.31,1232.93
1998-06-19,0,28.56,12.39,20.475,16.169999999999998,514.93,1169.5
1998-06-20,0,26.56,11.5,19.03,15.059999999999999,500.94,1124.46
1998-06-21,0,26.12,12.06,19.09,14.06,483.51,1186.11
1998-06-22,0,26.09,12.44,19.265,13.65,475.51,1181.09
1998-06-23,0,25.25,12.35,18.8,12.9,460.9,1176.82
1998-06-24,0,25.65,13.14,19.395,12.509999999999998,449,1223
1998-06-25,0,25.07,14.18,19.625,10.89,405.55,1380.19
1998-06-26,0,28.58,10.64,19.61,17.939999999999998,540.82,912.44
1998-06-27,0,32.7,13.45,23.075000000000003,19.250000000000004,540.22,1064.46
1998-06-28,0,29.66,12.8,21.23,16.86,510.38,1082.69
1998-06-29,0,27.54,11.93,19.735,15.61,494.48,1035.97
1998-06-30,0,27.66,12.02,19.84,15.64,496.6,990.6
1998-07-01,0,28.13,11.72,19.925,16.409999999999997,508.33,953.11
1998-07-02,0,26.62,12.43,19.525,14.190000000000001,465.73,1047.58
1998-07-03,0,30.58,13.01,21.794999999999998,17.57,518.21,911
1998-07-04,0,32.29,13.51,22.9,18.78,531.54,873.28
1998-07-05,0,33.02,14.53,23.775000000000002,18.490000000000002,523.42,940.38
1998-07-06,0,35.47,15.39,25.43,20.08,535.01,954.79
1998-07-07,0,36.18,17.03,26.605,19.15,514.14,1094.6
1998-07-08,0,33.67,14.99,24.330000000000002,18.68,511.38,980.78
1998-07-09,0,30.55,12.55,21.55,18,506.72,869.14
1998-07-10,0,28.92,12.99,20.955000000000002,15.930000000000001,469.46,966.2
1998-07-11,0,32.16,12.59,22.375,19.569999999999997,520.89,826.34
1998-07-12,0,35.63,15.27,25.450000000000003,20.360000000000003,522.46,894.13
1998-07-13,0,34.75,16.78,25.765,17.97,486.2,1024.84
1998-07-14,0,35.61,15.68,25.645,19.93,516.69,854.9
1998-07-15,0,38.71,17.9,28.305,20.810000000000002,519.41,953.24
1998-07-16,0,39.91,18.5,29.205,21.409999999999997,521.13,978.27
1998-07-17,0,38.78,17.79,28.285,20.990000000000002,516.54,955.57
1998-07-18,0,40.75,18.52,29.634999999999998,22.23,525.31,967.15
1998-07-19,0,40.34,20.85,30.595000000000002,19.490000000000002,484.04,1230.96
1998-07-20,0,33.7,16.72,25.21,16.980000000000004,458.17,1058.98
1998-07-21,0,31.69,13.87,22.78,17.82,476.9,867.38
1998-07-22,0,30.29,13.89,22.09,16.4,450.8,928.25
1998-07-23,0,31.16,14.49,22.825,16.67,454.78,883.1
1998-07-24,0,31.1,14.51,22.805,16.590000000000003,451.03,893.56
1998-07-25,0,36.13,15.54,25.835,20.590000000000003,505.13,807.71
1998-07-26,0,36.76,17.36,27.06,19.4,483.51,949.5
1998-07-27,0,37.42,16.68,27.05,20.740000000000002,501.76,869.05
1998-07-28,0,33,15.67,24.335,17.33,453.7,946.97
1998-07-29,0,29.62,14.37,21.995,15.250000000000002,417.45,972.72
1998-07-30,0,25.89,14.16,20.025,11.73,338.77,1161.15
1998-07-31,0,31.04,12.79,21.915,18.25,475.24,741.48
1998-08-01,0,36.75,15.62,26.185,21.130000000000003,507.36,731.93
1998-08-02,0,39,18.4,28.7,20.6,493.59,854.99
1998-08-03,0,41.23,19.37,30.299999999999997,21.859999999999996,505.81,856.27
1998-08-04,0,42.39,21.18,31.785,21.21,493.16,965.3
1998-08-05,0,39.36,21.03,30.195,18.33,455.24,975.19
1998-08-06,0,36.24,18.63,27.435000000000002,17.610000000000003,449.42,883.25
1998-08-07,0,32.93,15.32,24.125,17.61,456.09,731.53
1998-08-08,0,31.13,13.6,22.365,17.53,459.13,616.91
1998-08-09,0,32.97,13.62,23.294999999999998,19.35,484.87,579.67
1998-08-10,0,37.07,14.82,25.945,22.25,515.9,629.73
1998-08-11,0,38.37,17.87,28.119999999999997,20.499999999999996,490.37,775.01
1998-08-12,0,39.89,19.67,29.78,20.22,481.42,873.84
1998-08-13,0,38.74,20.28,29.51,18.46,457.09,909.54
1998-08-14,0,37.37,19.39,28.38,17.979999999999997,451.94,857.8
1998-08-15,0,32.81,16.28,24.545,16.53,436.02,695.87
1998-08-16,0,31.77,14.1,22.935,17.67,457.76,599.05
1998-08-17,0,28.42,14.36,21.39,14.060000000000002,395.45,609.99
1998-08-18,0,27.18,13.59,20.384999999999998,13.59,388.2,578.35
1998-08-19,0,28.01,12.92,20.465,15.090000000000002,418.68,551.81
1998-08-20,0,28.69,12.89,20.79,15.8,431.59,550.63
1998-08-21,0,31.44,11.78,21.61,19.660000000000004,487.12,509.43
1998-08-22,0,33.65,13.54,23.595,20.11,487.61,576.47
1998-08-23,0,33.45,13.75,23.6,19.700000000000003,479.68,584.77
1998-08-24,0,34.68,14.33,24.505,20.35,485.15,608.81
1998-08-25,0,29.69,13.67,21.68,16.020000000000003,425.1,581.59
1998-08-26,0,31.18,11.56,21.37,19.619999999999997,479.23,501.56
1998-08-27,0,35.37,13.45,24.409999999999997,21.919999999999998,497.64,572.69
1998-08-28,0,36.41,15.82,26.115,20.589999999999996,477.1,674.59
1998-08-29,0,37,15.6,26.3,21.4,481.33,664.47
1998-08-30,0,37.3,15.57,26.435,21.729999999999997,481.83,663.06
1998-08-31,0,39.06,15.59,27.325000000000003,23.470000000000002,494.85,663.85
1998-09-01,0,39.48,17.93,28.705,21.549999999999997,471.17,777.99
1998-09-02,0,39.61,18.13,28.869999999999997,21.48,468.54,788.33
1998-09-03,0,38.29,19.01,28.65,19.279999999999998,441.14,836.17
1998-09-04,0,35.81,20.28,28.045,15.530000000000001,383.89,909.67
1998-09-05,0,34.28,20.05,27.165,14.23,360.93,895.8
1998-09-06,0,36.25,21.3,28.775,14.95,370.88,972.55
1998-09-07,0,37,20.8,28.9,16.2,391.12,941.1
1998-09-08,0,32.23,17.86,25.044999999999998,14.369999999999997,365.49,774.43
1998-09-09,0,25.3,13.79,19.545,11.510000000000002,314.62,586.51
1998-09-10,0,30,11.64,20.82,18.36,437.13,504.58
1998-09-11,0,32.68,13.28,22.98,19.4,445.39,566.02
1998-09-12,0,35.27,16.19,25.730000000000004,19.080000000000002,435.01,691.43
1998-09-13,0,35.97,16.88,26.424999999999997,19.09,431.17,724.99
1998-09-14,0,35.28,17.83,26.555,17.450000000000003,406.65,772.98
1998-09-15,0,33.41,15.37,24.389999999999997,18.04,416.04,654.05
1998-09-16,0,32.17,14.23,23.200000000000003,17.94,413.01,604.63
1998-09-17,0,30.16,13.95,22.055,16.21,385.84,593.15
1998-09-18,0,28.14,13.18,20.66,14.96,364.89,561.97
1998-09-19,0,30.04,13.75,21.895,16.29,382.92,584.63
1998-09-20,0,29.5,13.35,21.425,16.15,380.29,568.69
1998-09-21,0,26.83,12.74,19.785,14.089999999999998,347.27,545.09
1998-09-22,0,25.06,12.81,18.935,12.249999999999998,313.18,547.76
1998-09-23,0,24.93,12.57,18.75,12.36,316.73,538.47
1998-09-24,0,25.47,12.82,19.145,12.649999999999999,321.28,548.14
1998-09-25,0,21.28,12.33,16.805,8.950000000000001,243.46,529.39
1998-09-26,4.11,19.1,13.03,16.065,6.070000000000002,125.43,978.36
1998-09-27,2.48,20.83,12.35,16.59,8.479999999999999,176.45,666.07
1998-09-28,0,25.07,11.63,18.35,13.44,347.72,503.94
1998-09-29,0,23.56,12.47,18.015,11.089999999999998,303.63,534.93
1998-09-30,0,24.79,11.37,18.08,13.42,352.05,495.1
1998-10-01,0,21.44,11.75,16.595,9.690000000000001,278.97,508.49
1998-10-02,0,22.89,10.38,16.635,12.51,341.82,461.41
1998-10-03,0,23.44,8.56,16,14.88,381.4,404.74
1998-10-04,0,25.85,8.47,17.16,17.380000000000003,407.43,402.25
1998-10-05,0,28.42,11.82,20.12,16.6,391.97,510.74
1998-10-06,0,28.38,10.58,19.48,17.799999999999997,401.52,467.85
1998-10-07,0,26.58,10.08,18.33,16.5,385.59,451.63
1998-10-08,0,25.53,11.46,18.495,14.07,349.74,498
1998-10-09,0,24.32,9.35,16.835,14.97,360.47,428.61
1998-10-10,0,24.67,8.61,16.64,16.060000000000002,372.74,406.27
1998-10-11,0,25.36,6.75,16.055,18.61,396.7,354.69
1998-10-12,0,24.74,8.56,16.65,16.18,369.76,404.64
1998-10-13,0,25.36,11.03,18.195,14.33,343.4,483.21
1998-10-14,0,24.4,10.18,17.29,14.219999999999999,341.36,454.69
1998-10-15,0,23.4,10.21,16.805,13.189999999999998,325.68,455.71
1998-10-16,0,23.55,11.92,17.735,11.63,298.52,514.56
1998-10-17,0,25.22,8.42,16.82,16.799999999999997,367.79,400.78
1998-10-18,0,26.24,7.22,16.73,19.02,382,367.09
1998-10-19,0,29.26,7.3,18.28,21.96,393.12,369.27
1998-10-20,0,29.69,10.69,20.19,19,369.88,471.67
1998-10-21,0,28.23,9.66,18.945,18.57,363.39,438.24
1998-10-22,0,25.63,9.71,17.67,15.919999999999998,335.35,439.57
1998-10-23,0,24.45,7.77,16.11,16.68,340.32,382.22
1998-10-24,17.21,19.55,11.14,15.345,8.41,151.65,804.28
1998-10-25,0,21.57,8.74,15.155000000000001,12.83,286.28,409.95
1998-10-26,0,22.33,9.78,16.055,12.549999999999999,275.8,454.6
1998-10-27,0,20.17,8.81,14.490000000000002,11.360000000000001,252.34,500.84
1998-10-28,0,18.65,10.5,14.575,8.149999999999999,187.74,773.35
1998-10-29,0,21.55,9.84,15.695,11.71,254.77,520.82
1998-10-30,0,22.6,8.72,15.66,13.88,286.24,409.33
1998-10-31,1.52,20.94,5.27,13.105,15.670000000000002,305.34,318.06
1998-11-01,0,18.02,8.99,13.504999999999999,9.03,197.61,722.03
1998-11-02,0,19.38,6.25,12.815,13.129999999999999,268.23,440.71
1998-11-03,0,19.36,7.62,13.49,11.739999999999998,245.94,532.8
1998-11-04,0,20.03,8.5,14.265,11.530000000000001,241.68,570.62
1998-11-05,0,19.31,7.3,13.305,12.009999999999998,249.94,517.08
1998-11-06,5.21,15.96,6.21,11.085,9.75,157.91,728.69
1998-11-07,18.26,15.13,8.94,12.035,6.190000000000001,103,1142.93
1998-11-08,1.79,15.04,6.34,10.69,8.7,190.08,925.27
1998-11-09,0,15.18,3.85,9.515,11.33,237.18,727.71
1998-11-10,2.81,13.45,7.39,10.42,6.06,104.51,1028.64
1998-11-11,1.56,14.91,6.6,10.754999999999999,8.31,186.39,974.27
1998-11-12,0,16.56,3.42,9.989999999999998,13.139999999999999,262.63,696.61
1998-11-13,0,17.29,4.63,10.959999999999999,12.66,254.01,763.81
1998-11-14,0,17.78,3.77,10.775,14.010000000000002,267.29,702.62
1998-11-15,0,18.68,6.71,12.695,11.969999999999999,237.92,897.15
1998-11-16,0.71,15.71,7.38,11.545,8.330000000000002,181.91,1027.49
1998-11-17,2.35,17.93,8.11,13.02,9.82,155.54,1080.49
1998-11-18,0,17.64,4.94,11.290000000000001,12.7,252.35,803.32
1998-11-19,0,17.66,4.43,11.045,13.23,258.58,768.96
1998-11-20,0,18.22,3.11,10.665,15.11,274.95,682.41
1998-11-21,2.48,18.38,7.37,12.875,11.009999999999998,170.46,1027.22
1998-11-22,0,17.94,9.59,13.765,8.350000000000001,186.4,1193.64
1998-11-23,16.83,16.6,11.09,13.845,5.510000000000002,97.07,1319.84
1998-11-24,0,16.14,8.52,12.33,7.620000000000001,175.45,1110.91
1998-11-25,0,18.73,5.62,12.175,13.11,250.76,910.35
1998-11-26,2.17,17.9,6.1,12,11.799999999999999,176.74,941.17
1998-11-27,5.14,14.55,10.1,12.325,4.450000000000001,80.03,1235.62
1998-11-28,3.65,15.99,7.74,11.865,8.25,138.86,1053.39
1998-11-29,11.4,14.14,7.71,10.925,6.430000000000001,114.9,1051.11
1998-11-30,15.86,15.36,8.07,11.715,7.289999999999999,129.03,1077.17
1998-12-01,0,15.86,5.29,10.575,10.57,223.81,890.05
1998-12-02,0,15.22,7.7,11.46,7.5200000000000005,176.18,1050.57
1998-12-03,5.27,14.37,7.15,10.76,7.219999999999999,129.18,1011.44
1998-12-04,0,10.97,0.83,5.9,10.14,224.7,648.59
1998-12-05,6.49,9.52,0.61,5.0649999999999995,8.91,156.19,638.21
1998-12-06,0,10.07,-0.31,4.88,10.38,227.8,597.03
1998-12-07,0.28,9.33,-1.09,4.12,10.42,226.46,564.12
1998-12-08,1.78,10.29,3.35,6.819999999999999,6.9399999999999995,167.86,776.32
1998-12-09,0,13.24,2.63,7.9350000000000005,10.61,224.33,737.75
1998-12-10,0,12.21,0.59,6.4,11.620000000000001,234.44,637.3
1998-12-11,0,12.29,1.55,6.92,10.739999999999998,222.34,683.2
1998-12-12,0,15.28,1.47,8.375,13.809999999999999,248.03,679.09
1998-12-13,1.18,14.34,3.65,8.995,10.69,218.87,793.45
1998-12-14,0,15.19,4.83,10.01,10.36,214.5,861.81
1998-12-15,0,17.51,3.67,10.59,13.840000000000002,244.9,794.05
1998-12-16,0,18.08,3.2,10.639999999999999,14.879999999999999,249.11,768.29
1998-12-17,0,16.76,3.44,10.100000000000001,13.320000000000002,238.38,781.67
1998-12-18,0,15.47,2.2,8.835,13.27,239.14,715.82
1998-12-19,0,10.38,1.78,6.08,8.600000000000001,189.8,694.54
1998-12-20,0,8.35,0.96,4.654999999999999,7.39,173.14,654.5
1998-12-21,0,6.57,-3.47,1.55,10.040000000000001,217.61,472.83
1998-12-22,0,8.2,-5.15,1.5249999999999995,13.35,248.96,416.51
1998-12-23,0,6.74,-5.84,0.4500000000000002,12.58,241.76,395.06
1998-12-24,0,7.38,-5.24,1.0699999999999998,12.620000000000001,240.23,413.69
1998-12-25,0,10.28,-3.3,3.4899999999999998,13.579999999999998,246.26,478.97
1998-12-26,0,11.02,-1.14,4.9399999999999995,12.16,233.58,561.94
1998-12-27,0,12.1,-1.02,5.54,13.12,239.21,566.8
1998-12-28,0,13.14,0.46,6.800000000000001,12.68,233.15,631.5
1998-12-29,0,14.09,-0.61,6.74,14.7,247.46,583.96
1998-12-30,0,12.69,0.49,6.59,12.2,225.73,632.82
1998-12-31,0,13.96,4.1,9.030000000000001,9.860000000000001,195.76,818.57
1999-01-01,0,14.66,1.57,8.115,13.09,258.07,683.91
1999-01-02,0,12.19,-0.19,6,12.379999999999999,256.6,602.51
1999-01-03,0,9.13,2.31,5.720000000000001,6.82,184.77,721.06
1999-01-04,0,8.74,2.01,5.375,6.73,183.66,706.12
1999-01-05,0,5.73,0.48,3.1050000000000004,5.25,152.18,632.19
1999-01-06,0,5.88,0.54,3.21,5.34,154.69,635.32
1999-01-07,0,5.86,0.57,3.2150000000000003,5.29,154.29,636.58
1999-01-08,0,9.69,0.39,5.04,9.299999999999999,232.77,628.41
1999-01-09,0,5.3,0.3,2.8,5,148.55,624.18
1999-01-10,0,5.62,0.88,3.25,4.74,142.37,650.94
1999-01-11,0,9.67,0.16,4.915,9.51,239.74,617.98
1999-01-12,0,11.76,-0.56,5.6,12.32,269.25,586.19
1999-01-13,0,12.12,0.64,6.38,11.479999999999999,262.98,639.91
1999-01-14,2.38,12.52,1.99,7.255,10.53,190.56,705.04
1999-01-15,5.71,14.54,6.09,10.315,8.45,166.93,940.23
1999-01-16,2.26,16.27,9.43,12.85,6.84,142.43,1180.9
