"date","group","mean","max","min","sd","cv","n","site","category","method","length"
2012-08-20,NA,21.2708333333333,21.8,20.7,0.302854774591311,1.42380305390626,24,"LIB","data","Pien_2020",NA
2012-08-21,NA,21.3,21.9,20.6,0.353860694771753,1.66131781582983,24,"LIB","data","Pien_2020",NA
2012-08-22,NA,21.3458333333333,22,20.6,0.38783587594067,1.81691606921258,24,"LIB","data","Pien_2020",NA
2012-08-23,NA,21.3333333333333,22.1,20.4,0.496655480858378,2.32807256652365,24,"LIB","data","Pien_2020",NA
2012-08-24,NA,21.5166666666667,22.5,20.6,0.550625467806477,2.5590649162191,24,"LIB","data","Pien_2020",NA
2012-08-25,NA,21.3333333333333,22.2,20.2,0.592464760769468,2.77717856610688,24,"LIB","data","Pien_2020",NA
2012-08-26,NA,20.7666666666667,21.8,19.4,0.710582533019131,3.42174574487543,24,"LIB","data","Pien_2020",NA
2012-08-27,NA,20.2625,21.1,19.3,0.600588479525815,2.96403938075664,24,"LIB","data","Pien_2020",NA
2012-08-28,NA,20.625,21.3,20.1,0.350465528913361,1.69922680685266,24,"LIB","data","Pien_2020",NA
2012-08-29,NA,20.8333333333333,21.3,20.3,0.334490744223237,1.60555557227154,24,"LIB","data","Pien_2020",NA
2012-08-30,NA,21.1791666666667,21.5,20.7,0.248437143947425,1.17302605837856,24,"LIB","data","Pien_2020",NA
2012-08-31,NA,20.8833333333333,21.6,20.3,0.421866109675515,2.02010906468722,24,"LIB","data","Pien_2020",NA
2012-09-01,NA,20.325,21,19.8,0.333948707334577,1.64304407052682,24,"LIB","data","Pien_2020",NA
2012-09-02,NA,20.4791666666667,21.1,19.9,0.287385768106469,1.40330792157787,24,"LIB","data","Pien_2020",NA
2012-09-03,NA,20.825,22.2,20.3,0.39699961669021,1.90636070439477,24,"LIB","data","Pien_2020",NA
2012-09-04,NA,20.9291666666667,21.7,20.3,0.312742659409446,1.4942910264437,24,"LIB","data","Pien_2020",NA
2012-09-05,NA,20.8083333333333,21.2,20.3,0.235753494449027,1.13297634496929,24,"LIB","data","Pien_2020",NA
2012-09-06,NA,20.5833333333333,21.3,20,0.331880893599243,1.61237681100847,24,"LIB","data","Pien_2020",NA
2012-09-07,NA,20.6142857142857,20.8,20.2,0.226778683805537,1.10010449524515,7,"LIB","data","Pien_2020",NA
2012-09-08,NA,20.2058823529412,21.2,19.6,0.468335601138881,2.31781811335109,17,"LIB","data","Pien_2020",NA
2012-09-09,NA,19.9333333333333,20.8,18.8,0.606247665466893,3.04137624816167,24,"LIB","data","Pien_2020",NA
2012-09-10,NA,19.8583333333333,21.1,19,0.578541394307734,2.91334315220009,24,"LIB","data","Pien_2020",NA
2012-09-11,NA,20.1125,21.2,19.3,0.489287414423305,2.43275283740612,24,"LIB","data","Pien_2020",NA
2012-09-12,NA,20.2916666666667,21.1,19.6,0.434307711658217,2.14032547839778,24,"LIB","data","Pien_2020",NA
2012-09-13,NA,20.5458333333333,21.2,20.1,0.276592883473899,1.34622372812281,24,"LIB","data","Pien_2020",NA
2012-09-14,NA,20.6333333333333,21.2,19.8,0.414589022974577,2.00931675108842,24,"LIB","data","Pien_2020",NA
2012-09-15,NA,20.5125,21.1,19.9,0.372199689273987,1.81450183680189,24,"LIB","data","Pien_2020",NA
2012-09-16,NA,20.4458333333333,20.9,19.9,0.282810685897777,1.38321916884994,24,"LIB","data","Pien_2020",NA
2012-09-17,NA,20.2291666666667,20.8,19.4,0.355673478331469,1.75822110812673,24,"LIB","data","Pien_2020",NA
2012-09-18,NA,19.5625,20.4,18.4,0.448002814432153,2.290110233519,24,"LIB","data","Pien_2020",NA
2012-09-19,NA,19.1416666666667,19.9,18,0.413801744870621,2.16178534542771,24,"LIB","data","Pien_2020",NA
2012-09-20,NA,18.9416666666667,19.7,18.1,0.449073119510249,2.37082157242542,24,"LIB","data","Pien_2020",NA
2012-09-21,NA,19.1,19.9,18.3,0.495194296518395,2.59264029590783,24,"LIB","data","Pien_2020",NA
2012-09-22,NA,19.4875,20.7,18.8,0.524456240144101,2.69124433685235,24,"LIB","data","Pien_2020",NA
2012-09-23,NA,19.8291666666667,20.7,19.2,0.436865481899591,2.2031459478021,24,"LIB","data","Pien_2020",NA
2012-09-24,NA,19.8416666666667,20.8,18.9,0.508977377704052,2.56519467973483,24,"LIB","data","Pien_2020",NA
2012-09-25,NA,19.95,20.7,19.2,0.428343624756533,2.14708583837861,24,"LIB","data","Pien_2020",NA
2012-09-26,NA,19.9625,20.5,19.3,0.364527687264779,1.82606230314229,24,"LIB","data","Pien_2020",NA
2012-09-27,NA,20.0458333333333,20.6,19.6,0.302136114829158,1.50722651338595,24,"LIB","data","Pien_2020",NA
2012-09-28,NA,20.1166666666667,20.6,19.6,0.317143043664728,1.57651885831679,24,"LIB","data","Pien_2020",NA
2012-09-29,NA,19.7708333333333,20.4,19.3,0.294114982937635,1.4876205670186,24,"LIB","data","Pien_2020",NA
2012-09-30,NA,19.8875,20.2,19.4,0.21328180990132,1.07244153313046,24,"LIB","data","Pien_2020",NA
2012-10-01,NA,20.2375,20.6,19.9,0.168915981173044,0.834668220743887,24,"LIB","data","Pien_2020",NA
2012-10-02,NA,20.5583333333333,21.1,20.2,0.201982923657609,0.982486860109976,24,"LIB","data","Pien_2020",NA
2012-10-03,NA,20.8958333333333,21.6,20.7,0.215646987431789,1.03200951113917,24,"LIB","data","Pien_2020",NA
2012-10-04,NA,20.45,21.1,19.5,0.3230291412349,1.57960460261565,24,"LIB","data","Pien_2020",NA
2012-10-05,NA,19.5666666666667,20.4,18.5,0.486930641134199,2.48857227155468,24,"LIB","data","Pien_2020",NA
2012-10-06,NA,19.2708333333333,19.7,18.8,0.329002665070039,1.70725707279588,24,"LIB","data","Pien_2020",NA
2012-10-07,NA,19.0416666666667,19.7,18.5,0.337402696655117,1.77191788177742,24,"LIB","data","Pien_2020",NA
2012-10-08,NA,18.6541666666667,19.4,17.9,0.434370275493022,2.32854291084041,24,"LIB","data","Pien_2020",NA
2012-10-09,NA,18.4208333333333,19.2,17.8,0.415963174234018,2.25811268527854,24,"LIB","data","Pien_2020",NA
2012-10-10,NA,18.4458333333333,19.6,17.8,0.448164533709845,2.42962475921307,24,"LIB","data","Pien_2020",NA
2012-10-11,NA,18.0291666666667,18.7,17.2,0.453468916212583,2.51519620732655,24,"LIB","data","Pien_2020",NA
2012-10-12,NA,17.4041666666667,17.8,17,0.21964233112765,1.26201004239014,24,"LIB","data","Pien_2020",NA
2012-10-13,NA,17.2571428571429,17.4,17.1,0.139727626201153,0.809679953152378,7,"LIB","data","Pien_2020",NA
2012-10-14,NA,17.2058823529412,17.5,17,0.147777654921566,0.858878678176626,17,"LIB","data","Pien_2020",NA
2012-10-15,NA,17.5375,17.8,17.3,0.143897608524709,0.820513804845099,24,"LIB","data","Pien_2020",NA
2012-10-16,NA,17.8625,18.2,17.7,0.134528160943932,0.753131761757493,24,"LIB","data","Pien_2020",NA
2012-10-17,NA,18.025,18.5,17.3,0.221162934232346,1.22697883069263,24,"LIB","data","Pien_2020",NA
2012-10-18,NA,18.1125,18.8,17.7,0.232776250095872,1.28516908265492,24,"LIB","data","Pien_2020",NA
2012-10-19,NA,18.2875,18.9,17.9,0.257601816088656,1.40862237095642,24,"LIB","data","Pien_2020",NA
2012-10-20,NA,18.35,18.9,18,0.241372884900557,1.31538356894036,24,"LIB","data","Pien_2020",NA
2012-10-21,NA,17.8875,18.5,17.2,0.337912388954142,1.88909791169332,24,"LIB","data","Pien_2020",NA
2012-10-22,NA,17.3125,17.8,16.6,0.377995284074562,2.18336626180252,24,"LIB","data","Pien_2020",NA
2012-10-23,NA,16.975,17.5,16.2,0.383632523443305,2.25998541056439,24,"LIB","data","Pien_2020",NA
2012-10-24,NA,16.7583333333333,17.2,16.1,0.336111610172505,2.00563864846845,24,"LIB","data","Pien_2020",NA
2012-10-25,NA,16.625,17.1,16.1,0.255802233392704,1.53866005048243,24,"LIB","data","Pien_2020",NA
2012-10-26,NA,16.2,16.8,15.5,0.384481582077116,2.37334309924145,24,"LIB","data","Pien_2020",NA
2012-10-27,NA,16.2375,16.8,15.9,0.246386935000885,1.51739451886611,24,"LIB","data","Pien_2020",NA
2012-10-28,NA,16.3541666666667,16.6,16.1,0.141357292199486,0.864350321729344,24,"LIB","data","Pien_2020",NA
2012-10-29,NA,16.4583333333333,16.8,16.2,0.161290088826385,0.979990413122342,24,"LIB","data","Pien_2020",NA
2012-10-30,NA,16.5083333333333,16.9,16.3,0.176725448246626,1.0705226546994,24,"LIB","data","Pien_2020",NA
2012-10-31,NA,16.4291666666667,16.8,16.2,0.194442719108978,1.18352149597146,24,"LIB","data","Pien_2020",NA
2012-11-01,NA,16.2666666666667,16.5,16.1,0.100722031037067,0.619192813752459,24,"LIB","data","Pien_2020",NA
2012-11-02,NA,16.2875,16.7,16.1,0.145400496380948,0.892712180389547,24,"LIB","data","Pien_2020",NA
2012-11-03,NA,16.3708333333333,17.1,16.1,0.221612993392941,1.3537062462282,24,"LIB","data","Pien_2020",NA
2012-11-04,NA,16.6260869565217,17.6,16.3,0.309276856413543,1.8601902974664,23,"LIB","data","Pien_2020",NA
2012-11-05,NA,16.8666666666667,17.7,16.5,0.300241448731236,1.78008764069903,24,"LIB","data","Pien_2020",NA
2012-11-06,NA,17.0208333333333,17.7,16.6,0.285868876397473,1.67952338642334,24,"LIB","data","Pien_2020",NA
2012-11-07,NA,17.075,17.4,16.7,0.217195564051107,1.27200915988935,24,"LIB","data","Pien_2020",NA
2012-11-08,NA,16.6,17.4,16,0.356309586931268,2.14644329476667,24,"LIB","data","Pien_2020",NA
2012-11-09,NA,15.004347826087,16.3,9.7,2.13040291982304,14.1985706044421,23,"LIB","data","Pien_2020",NA
2012-11-10,NA,15.1208333333333,15.7,14.3,0.426287478695719,2.81920625205215,24,"LIB","data","Pien_2020",NA
2012-11-11,NA,14.6166666666667,15.2,13.8,0.412486275573178,2.82202697085413,24,"LIB","data","Pien_2020",NA
2012-11-12,NA,14.1666666666667,14.8,13.3,0.397455676136036,2.80556947860731,24,"LIB","data","Pien_2020",NA
2012-11-13,NA,13.9291666666667,14.4,13.3,0.311349330812034,2.23523300612887,24,"LIB","data","Pien_2020",NA
2012-11-14,NA,13.8375,14.3,13.4,0.214298653853631,1.54868042531982,24,"LIB","data","Pien_2020",NA
2012-11-15,NA,13.7083333333333,14.1,13.3,0.183958092265997,1.34194353020788,24,"LIB","data","Pien_2020",NA
2012-11-16,NA,13.4916666666667,13.9,13.3,0.152989532653215,1.13395577012883,24,"LIB","data","Pien_2020",NA
2012-11-17,NA,13.4,13.6,13.3,0.0780189497605491,0.582230968362307,24,"LIB","data","Pien_2020",NA
2012-11-18,NA,13.3958333333333,13.8,13.2,0.160106395784224,1.19519548952453,24,"LIB","data","Pien_2020",NA
2012-11-19,NA,13.5208333333333,14.1,13.3,0.244911992474789,1.81136758687055,24,"LIB","data","Pien_2020",NA
2012-11-20,NA,13.6875,14.1,13.4,0.211233437735107,1.54325799258526,24,"LIB","data","Pien_2020",NA
2012-11-21,NA,13.9833333333333,14.4,13.7,0.201444062074134,1.44060115905221,24,"LIB","data","Pien_2020",NA
2012-11-22,NA,14.0291666666667,14.4,13.6,0.238617697996401,1.700868652187,24,"LIB","data","Pien_2020",NA
2012-11-23,NA,13.9958333333333,14.3,13.6,0.225502659131466,1.61121280713164,24,"LIB","data","Pien_2020",NA
2012-11-24,NA,13.95,14.3,13.6,0.216694535554384,1.55336584626799,24,"LIB","data","Pien_2020",NA
2012-11-25,NA,13.8541666666667,14.2,13.6,0.206374852417016,1.48962299488974,24,"LIB","data","Pien_2020",NA
2012-11-26,NA,13.6375,13.9,13.3,0.20602342627457,1.51071256663296,24,"LIB","data","Pien_2020",NA
2012-11-27,NA,13.6125,13.7,13.6,0.0353553390593273,0.259727008700292,8,"LIB","data","Pien_2020",NA
2012-11-28,NA,13.19375,13.4,13.1,0.112361025271221,0.851623119061839,16,"LIB","data","Pien_2020",NA
2012-11-29,NA,13.0416666666667,13.2,12.8,0.131601066028015,1.00908165644485,24,"LIB","data","Pien_2020",NA
2012-11-30,NA,13.0375,13.2,12.8,0.109594112821891,0.840606809755633,24,"LIB","data","Pien_2020",NA
2012-12-01,NA,13.1458333333333,13.3,12.8,0.117876747224514,0.89668524037665,24,"LIB","data","Pien_2020",NA
2012-12-02,NA,13.4333333333333,13.7,13,0.171100445115846,1.27370058398893,24,"LIB","data","Pien_2020",NA
2012-12-03,NA,13.4875,13.9,13.2,0.167624061778005,1.2428104673068,24,"LIB","data","Pien_2020",NA
2012-12-04,NA,13.4791666666667,13.7,13.1,0.171892703304344,1.27524725789931,24,"LIB","data","Pien_2020",NA
2012-12-05,NA,13.4375,13.7,13.1,0.186063336574918,1.38465738846451,24,"LIB","data","Pien_2020",NA
2012-12-06,NA,13.4625,13.7,13.1,0.168915981173044,1.25471480908482,24,"LIB","data","Pien_2020",NA
2012-12-07,NA,13.2416666666667,13.8,12.7,0.28729119701804,2.16959997748048,24,"LIB","data","Pien_2020",NA
2012-12-08,NA,12.9458333333333,13.5,12.3,0.320297642373691,2.47413692210125,24,"LIB","data","Pien_2020",NA
2012-12-09,NA,12.6208333333333,13.1,12.2,0.307838419879038,2.4391291109597,24,"LIB","data","Pien_2020",NA
2012-12-10,NA,12.3208333333333,12.8,11.8,0.282810685897777,2.29538602013752,24,"LIB","data","Pien_2020",NA
2012-12-11,NA,11.95,12.4,11.6,0.251948925120877,2.10835920603244,24,"LIB","data","Pien_2020",NA
2012-12-12,NA,11.6458333333333,11.9,11.3,0.181728815323384,1.56046209937789,24,"LIB","data","Pien_2020",NA
2012-12-13,NA,11.175,11.4,10.9,0.193929615201428,1.73538805549376,24,"LIB","data","Pien_2020",NA
2012-12-14,NA,10.7583333333333,11.1,10.6,0.150120724365619,1.39539015676795,24,"LIB","data","Pien_2020",NA
2012-12-15,NA,10.325,10.7,9.8,0.221162934232346,2.14201389087018,24,"LIB","data","Pien_2020",NA
2012-12-16,NA,9.85,10.2,9.3,0.2043015673821,2.07412758763553,24,"LIB","data","Pien_2020",NA
2012-12-17,NA,9.85,10.1,9.4,0.158799846676084,1.61218118452877,24,"LIB","data","Pien_2020",NA
2012-12-18,NA,9.725,9.9,9.4,0.139096463243882,1.4302978225592,24,"LIB","data","Pien_2020",NA
2012-12-19,NA,9.38333333333333,9.7,8.9,0.246129458100666,2.62304928704084,24,"LIB","data","Pien_2020",NA
2012-12-20,NA,9.12083333333333,9.5,8.7,0.244911992474789,2.68519315641614,24,"LIB","data","Pien_2020",NA
2012-12-21,NA,8.89583333333333,9.3,8.6,0.196666052565978,2.21076593048406,24,"LIB","data","Pien_2020",NA
2012-12-22,NA,8.68333333333333,8.9,8.5,0.100722031037067,1.15994661463033,24,"LIB","data","Pien_2020",NA
2012-12-23,NA,8.675,8.9,8.4,0.115155849027383,1.32744494556061,24,"LIB","data","Pien_2020",NA
2012-12-24,NA,8.79166666666667,9.1,8.6,0.14116492564332,1.60566740068231,24,"LIB","data","Pien_2020",NA
2012-12-25,NA,8.73333333333333,9.1,8.4,0.216024689946929,2.47356515206407,24,"LIB","data","Pien_2020",NA
2012-12-26,NA,8.49583333333333,8.7,8.4,0.0806450444131923,0.949230537477496,24,"LIB","data","Pien_2020",NA
2012-12-27,NA,8.43333333333333,8.7,8.2,0.149394914838859,1.77148120362284,24,"LIB","data","Pien_2020",NA
2012-12-28,NA,8.25833333333333,8.6,8.1,0.166594187138705,2.0172858180267,24,"LIB","data","Pien_2020",NA
2012-12-29,NA,7.70833333333333,8.2,7.2,0.256932856508511,3.33318300335366,24,"LIB","data","Pien_2020",NA
2012-12-30,NA,7.4125,7.8,7,0.215310695628837,2.90469741151889,24,"LIB","data","Pien_2020",NA
2012-12-31,NA,7.1,7.6,6.6,0.248473601082253,3.49962818425709,24,"LIB","data","Pien_2020",NA
2013-01-01,NA,6.85,7.3,6.2,0.279751442472094,4.08396266382619,24,"LIB","data","Pien_2020",NA
2013-01-02,NA,6.79583333333333,7.1,6.4,0.249310643778899,3.6685809017128,24,"LIB","data","Pien_2020",NA
2013-01-03,NA,6.8,7.2,6.4,0.239564822851407,3.52301210075599,24,"LIB","data","Pien_2020",NA
2013-01-04,NA,6.8,7.2,6.3,0.263752189358315,3.87870866703404,24,"LIB","data","Pien_2020",NA
2013-01-05,NA,6.90416666666667,7.2,6.4,0.194442719108978,2.81630975172931,24,"LIB","data","Pien_2020",NA
2013-01-06,NA,6.95,7.3,6.7,0.188817832613987,2.71680334696384,24,"LIB","data","Pien_2020",NA
2013-01-07,NA,7.05,7.1,7,0.0577350269189624,0.81893655204202,4,"LIB","data","Pien_2020",NA
2013-01-08,NA,7.33125,7.9,7,0.270108003090122,3.68433763805793,16,"LIB","data","Pien_2020",NA
2013-01-09,NA,7.52083333333333,7.8,7.2,0.171892703304344,2.28555394975305,24,"LIB","data","Pien_2020",NA
2013-01-10,NA,7.5375,7.9,7.1,0.255057538265559,3.38384793718817,24,"LIB","data","Pien_2020",NA
2013-01-11,NA,7.4375,7.9,7,0.281011372197546,3.77830416400062,24,"LIB","data","Pien_2020",NA
2013-01-12,NA,7.15,7.7,6.5,0.351394736542204,4.91461169989097,24,"LIB","data","Pien_2020",NA
2013-01-13,NA,6.94166666666667,7.6,6.4,0.338688861534501,4.87907123459065,24,"LIB","data","Pien_2020",NA
2013-01-14,NA,6.3875,7.3,5.7,0.424584195573074,6.64711069390332,24,"LIB","data","Pien_2020",NA
2013-01-15,NA,6.24583333333333,6.8,5.5,0.336192448337021,5.38266761847132,24,"LIB","data","Pien_2020",NA
2013-01-16,NA,6.27083333333333,6.8,5.8,0.297056818846477,4.73711870585744,24,"LIB","data","Pien_2020",NA
2013-01-17,NA,6.34583333333333,6.9,5.8,0.276592883473899,4.35865344935888,24,"LIB","data","Pien_2020",NA
2013-01-18,NA,6.52916666666667,7.2,6.2,0.282040957042191,4.31970834014843,24,"LIB","data","Pien_2020",NA
2013-01-19,NA,6.76666666666667,7.4,6.4,0.292911422531241,4.32874023445184,24,"LIB","data","Pien_2020",NA
2013-01-20,NA,7,7.7,6.6,0.303601569566888,4.33716527952698,24,"LIB","data","Pien_2020",NA
2013-01-21,NA,7.2125,7.8,6.7,0.293868500612389,4.07443328405393,24,"LIB","data","Pien_2020",NA
2013-01-22,NA,7.42083333333333,7.9,7,0.250181093830339,3.37133422342961,24,"LIB","data","Pien_2020",NA
2013-01-23,NA,7.6875,7.9,7.6,0.0797414299606794,1.03728689379746,24,"LIB","data","Pien_2020",NA
2013-01-24,NA,7.85454545454545,8.4,7.7,0.201724169827616,2.56824753252751,22,"LIB","data","Pien_2020",NA
2013-01-25,NA,8.11666666666667,8.7,7.9,0.155106321645808,1.91096084163213,24,"LIB","data","Pien_2020",NA
2013-01-26,NA,8.6125,8.8,8.4,0.111560083246263,1.29532752680711,24,"LIB","data","Pien_2020",NA
2013-01-27,NA,8.8125,9.1,8.5,0.145400496380948,1.6499347107058,24,"LIB","data","Pien_2020",NA
2013-01-28,NA,8.90416666666667,9.3,8.6,0.180528611887825,2.02746218311081,24,"LIB","data","Pien_2020",NA
2013-01-29,NA,9.0625,9.3,8.8,0.181329630183841,2.00087867789066,24,"LIB","data","Pien_2020",NA
2013-01-30,NA,9.30416666666667,9.9,8.9,0.242234465408794,2.60350522606854,24,"LIB","data","Pien_2020",NA
2013-01-31,NA,9.50833333333333,10.2,9.1,0.270131476308766,2.84099712156459,24,"LIB","data","Pien_2020",NA
2013-02-01,NA,9.7375,10.7,9.3,0.333378620112067,3.42365720269132,24,"LIB","data","Pien_2020",NA
2013-02-02,NA,9.9875,10.8,9.7,0.292385243189157,2.92751182166866,24,"LIB","data","Pien_2020",NA
2013-02-03,NA,10.1916666666667,11,9.8,0.311959677810627,3.06092897279438,24,"LIB","data","Pien_2020",NA
2013-02-04,NA,10.4083333333333,11,9.9,0.329580321630095,3.16650429108178,24,"LIB","data","Pien_2020",NA
2013-02-05,NA,10.5,11.1,10.1,0.33751006426218,3.21438156440171,24,"LIB","data","Pien_2020",NA
2013-02-06,NA,10.4291666666667,11,10.1,0.274224862771994,2.6294033985329,24,"LIB","data","Pien_2020",NA
2013-02-07,NA,10.5208333333333,10.9,10.2,0.260399637124349,2.47508565979579,24,"LIB","data","Pien_2020",NA
2013-02-08,NA,10.2208333333333,10.7,9.7,0.271836214541462,2.6596286787587,24,"LIB","data","Pien_2020",NA
2013-02-09,NA,9.8375,10.3,9.3,0.294607328932716,2.99473777822329,24,"LIB","data","Pien_2020",NA
2013-02-10,NA,9.725,10.1,9.3,0.209035050108619,2.14946066949737,24,"LIB","data","Pien_2020",NA
2013-02-11,NA,9.69166666666667,10,9.3,0.18157922373651,1.87356034809813,24,"LIB","data","Pien_2020",NA
2013-02-12,NA,9.75,10.7,9.4,0.258759582893331,2.6539444399316,24,"LIB","data","Pien_2020",NA
2013-02-13,NA,9.82083333333333,10.6,9.5,0.246680865239609,2.51181194983056,24,"LIB","data","Pien_2020",NA
2013-02-14,NA,10.075,11.2,9.7,0.366238221356822,3.63511882240022,24,"LIB","data","Pien_2020",NA
2013-02-15,NA,10.425,11.7,10.1,0.427581672849202,4.10150285706668,24,"LIB","data","Pien_2020",NA
2013-02-16,NA,10.8041666666667,11.9,10.3,0.402685729945139,3.72713363620645,24,"LIB","data","Pien_2020",NA
2013-02-17,NA,11.0541666666667,12,10.6,0.369463967374906,3.3423050195996,24,"LIB","data","Pien_2020",NA
2013-02-18,NA,11.2875,12,10.9,0.328782338465673,2.91280034078116,24,"LIB","data","Pien_2020",NA
2013-02-19,NA,11.1166666666667,11.8,10.8,0.294392028877595,2.64820415781944,24,"LIB","data","Pien_2020",NA
2013-02-20,NA,10.6041666666667,11.2,10.1,0.298516865253171,2.81509028136585,24,"LIB","data","Pien_2020",NA
2013-02-21,NA,10.6083333333333,11.2,10,0.320212791568447,3.01850235571199,24,"LIB","data","Pien_2020",NA
2013-02-22,NA,10.65,11.2,10.1,0.302166093111201,2.83724031090329,24,"LIB","data","Pien_2020",NA
2013-02-23,NA,10.8,11.2,10.4,0.253668732970692,2.34878456454345,24,"LIB","data","Pien_2020",NA
2013-02-24,NA,10.2708333333333,10.9,9.6,0.399433475624259,3.88900747058102,24,"LIB","data","Pien_2020",NA
2013-02-25,NA,10.2416666666667,10.6,9.8,0.212473357238577,2.07459746693484,24,"LIB","data","Pien_2020",NA
2013-02-26,NA,10.3583333333333,10.8,9.9,0.239413534662747,2.31131328717052,24,"LIB","data","Pien_2020",NA
2013-02-27,NA,10.4,11.1,10.1,0.228416096288064,2.19630861815446,24,"LIB","data","Pien_2020",NA
2013-02-28,NA,10.7916666666667,12.1,10.4,0.407448760893469,3.77558697353021,24,"LIB","data","Pien_2020",NA
2013-03-01,NA,11.125,11.6,11,0.20528725518857,1.84527869832423,8,"LIB","data","Pien_2020",NA
2013-03-02,NA,11.9375,13,11.4,0.541448674083395,4.53569569912792,16,"LIB","data","Pien_2020",NA
2013-03-03,NA,12.2541666666667,13.2,11.9,0.38445802243482,3.13736570501043,24,"LIB","data","Pien_2020",NA
2013-03-04,NA,12.6375,13.7,12.2,0.43219611088124,3.419949443175,24,"LIB","data","Pien_2020",NA
2013-03-05,NA,12.975,13.6,12.5,0.335248123556011,2.58380056690567,24,"LIB","data","Pien_2020",NA
2013-03-06,NA,13.0208333333333,13.6,12.7,0.246680865239609,1.8945090450402,24,"LIB","data","Pien_2020",NA
2013-03-07,NA,12.9041666666667,13.7,12.4,0.334246936399952,2.59022488653499,24,"LIB","data","Pien_2020",NA
2013-03-08,NA,13.0916666666667,13.6,12.5,0.290302191377951,2.21745785902954,24,"LIB","data","Pien_2020",NA
2013-03-09,NA,12.925,13.5,12.4,0.333948707334577,2.5837424165151,24,"LIB","data","Pien_2020",NA
2013-03-10,NA,12.9333333333333,13.6,12.5,0.244356593787719,1.88935510660607,24,"LIB","data","Pien_2020",NA
2013-03-11,NA,13.1875,13.6,12.8,0.202833193407356,1.53807160877616,24,"LIB","data","Pien_2020",NA
2013-03-12,NA,13.5916666666667,14.8,13.2,0.339970160668444,2.50131326058941,24,"LIB","data","Pien_2020",NA
2013-03-13,NA,13.9458333333333,14.9,13.6,0.342597706363888,2.45663129750025,24,"LIB","data","Pien_2020",NA
2013-03-14,NA,14.20625,14.6,14,0.198221256848671,1.39531021098932,16,"LIB","data","Pien_2020",NA
2013-03-15,NA,14.9888888888889,15.8,14.3,0.579750904364203,3.86787111881232,9,"LIB","data","Pien_2020",NA
2013-03-16,NA,14.9875,16.7,14.4,0.61028325568863,4.0719483281977,24,"LIB","data","Pien_2020",NA
2013-03-17,NA,15.2916666666667,17.3,14.7,0.659325522733298,4.31166554375998,24,"LIB","data","Pien_2020",NA
2013-03-18,NA,15.4791666666667,16.6,14.9,0.49165131393372,3.17621306444395,24,"LIB","data","Pien_2020",NA
2013-03-19,NA,15.5666666666667,16.1,15.1,0.311611054481965,2.00178407590128,24,"LIB","data","Pien_2020",NA
2013-03-20,NA,15.6166666666667,16.2,15.3,0.246129458100666,1.57606910203201,24,"LIB","data","Pien_2020",NA
2013-03-21,NA,15.5375,16.3,14.7,0.465143736550514,2.99368454738867,24,"LIB","data","Pien_2020",NA
2013-03-22,NA,14.8041666666667,16.1,13.1,0.784346400107962,5.29814624334114,24,"LIB","data","Pien_2020",NA
2013-03-23,NA,13.7708333333333,14.8,12.6,0.631409167047711,4.58511951865206,24,"LIB","data","Pien_2020",NA
2013-03-24,NA,14.0958333333333,15.5,13.6,0.451547259471511,3.20340946713457,24,"LIB","data","Pien_2020",NA
2013-03-25,NA,14.4375,15.1,14,0.26508817236994,1.8361085532117,24,"LIB","data","Pien_2020",NA
2013-03-26,NA,14.2416666666667,14.8,13.8,0.260295261555807,1.82770224614961,24,"LIB","data","Pien_2020",NA
2013-03-27,NA,14.4375,14.9,14.1,0.20602342627457,1.42700208675027,24,"LIB","data","Pien_2020",NA
2013-03-28,NA,14.7708333333333,15.6,14.5,0.277377731256677,1.87787462627934,24,"LIB","data","Pien_2020",NA
2013-03-29,NA,15.2333333333333,16.9,14.7,0.515555139096949,3.384388221643,24,"LIB","data","Pien_2020",NA
2013-03-30,NA,15.6291666666667,16.6,15.3,0.381620306025524,2.44171883354107,24,"LIB","data","Pien_2020",NA
2013-03-31,NA,15.9916666666667,17.4,15.5,0.573256651427436,3.58472111366818,24,"LIB","data","Pien_2020",NA
2013-04-01,NA,16.5333333333333,17.9,16.1,0.53459994523875,3.23346741071825,24,"LIB","data","Pien_2020",NA
2013-04-02,NA,16.9166666666667,18.2,16.2,0.55220244134908,3.26425088482215,24,"LIB","data","Pien_2020",NA
2013-04-03,NA,17.4375,19.1,16.6,0.760899067751005,4.36357888315988,24,"LIB","data","Pien_2020",NA
2013-04-04,NA,17.6375,18.8,17.1,0.431188952830981,2.44472829386807,24,"LIB","data","Pien_2020",NA
2013-04-05,NA,17.4083333333333,18.1,17.1,0.287291197018039,1.65030845582407,24,"LIB","data","Pien_2020",NA
2013-04-06,NA,17.9,18.2,17.7,0.191485421551268,1.06975095838697,7,"LIB","data","Pien_2020",NA
2013-04-07,NA,16.9941176470588,17.5,16.7,0.230408843784516,1.35581528014426,17,"LIB","data","Pien_2020",NA
2013-04-08,NA,16.5041666666667,17.3,15.8,0.46389575915535,2.81077965658379,24,"LIB","data","Pien_2020",NA
2013-04-09,NA,15.5625,16.3,14.7,0.458553965341523,2.94653150420256,24,"LIB","data","Pien_2020",NA
2013-04-10,NA,15.6333333333333,17.8,15.1,0.556906569844738,3.56230215252498,24,"LIB","data","Pien_2020",NA
2013-04-11,NA,16.1083333333333,16.8,15.8,0.232035729382664,1.44047012550024,24,"LIB","data","Pien_2020",NA
