"date","mean","max","min","sd","cv","n","site","category","method","length","region","year"
2010-12-21,10.2166666666667,10.3,10.2,0.0408248290463869,0.399590496375728,6,"RIV","data","Pien_2020",NA,"river_downstream","2010"
2010-12-22,10.0764705882353,10.2,9.9,0.0664211164155069,0.659170448957161,17,"RIV","data","Pien_2020",NA,"river_downstream","2010"
2010-12-23,10.0791666666667,10.2,9.8,0.106236678619288,1.05402244186148,24,"RIV","data","Pien_2020",NA,"river_downstream","2010"
2010-12-24,9.95833333333333,10.1,9.8,0.0880546602310505,0.884230897717662,24,"RIV","data","Pien_2020",NA,"river_downstream","2010"
2010-12-25,10.0833333333333,10.1,10,0.0380693493813439,0.37754726659184,24,"RIV","data","Pien_2020",NA,"river_downstream","2010"
2010-12-26,10.0125,10.1,9.9,0.0899879218948658,0.898755774230869,24,"RIV","data","Pien_2020",NA,"river_downstream","2010"
2010-12-27,10.0041666666667,10.1,9.8,0.0750603621828089,0.750291000577848,24,"RIV","data","Pien_2020",NA,"river_downstream","2010"
2010-12-28,9.94583333333333,10,9.9,0.050897737770405,0.511749353368127,24,"RIV","data","Pien_2020",NA,"river_downstream","2010"
2010-12-29,9.8375,9.9,9.7,0.0710939366337734,0.722682964511038,24,"RIV","data","Pien_2020",NA,"river_downstream","2010"
2010-12-30,9.44166666666667,9.6,9.4,0.071728150235677,0.759697972487311,24,"RIV","data","Pien_2020",NA,"river_downstream","2010"
2010-12-31,9.16666666666667,9.4,9.1,0.0916831342257086,1.00017964609864,24,"RIV","data","Pien_2020",NA,"river_downstream","2010"
2011-01-01,8.84583333333333,9.1,8.6,0.164129235046964,1.85544118753044,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-02,8.3875,8.6,8.2,0.119099885007063,1.41996882273696,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-03,8.14583333333333,8.2,8.1,0.050897737770405,0.624831563421851,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-04,8.075,8.2,7.9,0.0793999233380418,0.983280784372035,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-05,7.95416666666667,8.1,7.9,0.077902763620491,0.979395666260757,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-06,7.9375,8.1,7.8,0.0710939366337731,0.895671642630212,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-07,7.8625,8,7.8,0.0575779245136916,0.732310645643137,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-08,7.74166666666667,7.8,7.6,0.0583592075121764,0.753832605108844,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-09,7.58333333333333,7.7,7.4,0.0761386987626881,1.00402679687061,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-10,7.37916666666667,7.6,7.3,0.0883627241233132,1.19746209992068,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-11,7.3875,7.5,7.3,0.0536696821549067,0.726493159457282,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-12,7.40833333333333,7.5,7.3,0.0653862548158295,0.882604114499385,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-13,7.55833333333333,7.6,7.4,0.0653862548158292,0.865088266582084,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-14,7.84166666666667,8.1,7.6,0.197630895900648,2.52026647269689,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-15,8.14583333333333,8.3,8,0.0931532942621145,1.14356985283414,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-16,8.43333333333333,8.7,8.2,0.168540194320077,1.99850032790605,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-17,8.78333333333333,8.9,8.6,0.130772509631659,1.48887107740029,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-18,9.07647058823529,9.4,8.9,0.14374200745044,1.58367733419149,17,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-19,9.4,9.4,9.4,0,0,10,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-20,9.39583333333333,9.6,9.3,0.0907896118682548,0.966275248265239,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-21,9.51666666666667,9.7,9.4,0.116718415024353,1.22646320515957,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-22,9.65416666666667,9.8,9.6,0.065800533014008,0.681576518056189,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-23,9.72083333333333,9.8,9.6,0.0508977377704057,0.523594387693843,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-24,9.72083333333333,9.8,9.6,0.0721060008759251,0.741767690108102,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-25,9.775,9.8,9.7,0.0442325868464698,0.452507282316826,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-26,9.70416666666667,9.8,9.6,0.0358640751178389,0.369573981463346,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-27,9.65416666666667,9.8,9.6,0.0588229965875271,0.609301647863898,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-28,9.59583333333333,9.7,9.5,0.0358640751178385,0.373746332100792,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-29,9.54166666666667,9.6,9.4,0.0653862548158292,0.685270792829651,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-30,9.47083333333333,9.6,9.4,0.0858672720295518,0.906649594680705,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-01-31,9.4875,9.6,9.4,0.0850191794218526,0.896117833168407,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-01,9.54166666666667,9.6,9.4,0.0829702233998104,0.869556926460895,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-02,9.35416666666667,9.5,9.3,0.0658005330140076,0.703435542243288,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-03,9.25,9.4,9.1,0.0659380473395793,0.712843755022479,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-04,9.2875,9.4,9.2,0.0850191794218534,0.91541512163503,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-05,9.42916666666667,9.6,9.2,0.148848235130448,1.57859374420272,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-06,9.73333333333333,10,9.5,0.14939491483886,1.53487926204308,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-07,10.0791666666667,10.4,9.9,0.147380509202382,1.46222911155733,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-08,9.975,10.2,9.8,0.122474487139158,1.22781440741011,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-09,9.85416666666667,10.1,9.7,0.0931532942621145,0.945318842406236,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-10,9.975,10.1,9.8,0.125974462560438,1.26290188030514,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-11,10.0916666666667,10.2,9.9,0.110006587418037,1.09007353345701,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-12,10.2083333333333,10.4,10.1,0.131601066028016,1.28915329986628,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-13,10.3125,10.7,10.1,0.17769661492702,1.72311869020141,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-14,10.2666666666667,10.4,10.2,0.0761386987626886,0.74161070223398,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-15,10.375,10.6,10.3,0.115155849027382,1.10993589423983,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-16,10.4708333333333,10.6,10.4,0.0690253051686347,0.659215011558788,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-17,10.2791666666667,10.5,10,0.117876747224514,1.14675392516755,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-18,9.88333333333333,10.1,9.5,0.140392823632607,1.42050074501794,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-19,9.35,9.7,9,0.216694535554385,2.31758861555491,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-20,8.8125,9,8.5,0.142378857736796,1.61564661261613,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-21,8.5,8.6,8.3,0.114208048144032,1.34362409581214,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-22,8.40416666666667,8.6,8.2,0.116017864691332,1.38048029379869,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-23,8.5625,8.8,8.3,0.137722152554873,1.60843389845108,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-24,8.71666666666667,8.8,8.6,0.0637022057270611,0.730809243522689,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-25,8.8875,9.2,8.7,0.170198094302926,1.91502778399917,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-26,8.95416666666667,9.1,8.8,0.0977092700273382,1.09121567271108,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-27,8.925,9.1,8.7,0.111316235778192,1.24724073701055,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-02-28,8.85416666666667,9.2,8.4,0.197768346407052,2.23361897118553,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-01,9.02083333333333,9.3,8.8,0.171892703304344,1.90550802739227,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-02,9.2,9.4,9.1,0.0932504808240316,1.01359218286991,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-03,9.525,9.9,9.2,0.232659482468712,2.44261923851666,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-04,9.90833333333333,10.2,9.6,0.197630895900648,1.99459272565835,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-05,10.3875,10.7,10.1,0.215310695628838,2.07278648018135,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-06,10.7625,10.9,10.6,0.0824225591744739,0.765830979553764,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-07,10.8708333333333,11.1,10.6,0.139810948960643,1.28611068419142,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-08,11.2833333333333,11.6,10.9,0.238959095402042,2.1178058676695,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-09,11.6833333333333,11.9,11.4,0.168540194320077,1.44256942356699,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-10,11.75,12.1,11.4,0.174455675197729,1.48472915061897,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-11,11.7916666666667,12.3,11.2,0.270131476308766,2.29086764360791,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-12,11.975,12.6,11.4,0.368604890387243,3.07812017024837,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-13,12.2272727272727,12.7,11.9,0.283148653843101,2.31571389760157,22,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-14,12.5125,13.2,12.1,0.351781181986757,2.81143801787618,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-15,12.5916666666667,12.9,12.1,0.214509889640602,1.70358615201007,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-16,12.2833333333333,12.8,11.6,0.325264663696005,2.64801625804075,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-17,11.6666666666667,12.4,11.1,0.308807899576063,2.64692485350911,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-18,10.8166666666667,11.6,10.2,0.395261791801296,3.6541922200428,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-19,10.3041666666667,10.9,9.7,0.340688773779986,3.30632048957527,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-20,9.8,10.2,9.4,0.218691762434075,2.23154859626607,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-21,9.65833333333333,10,9.1,0.265258965617714,2.7464258735225,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-22,9.97083333333333,10.7,8.9,0.375880608550186,3.76980133940847,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-23,10.2083333333333,10.7,9.3,0.311959677810627,3.05593153773675,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-24,9.92083333333333,10.4,9.6,0.262063992627534,2.64155221464125,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-25,9.47083333333333,9.8,9.2,0.233087344454665,2.46110702459831,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-26,9.71666666666667,10,9.4,0.192617364937231,1.98233994789603,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-27,9.84166666666667,10.4,9.4,0.311959677810627,3.16978504125955,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-28,10.375,11.2,9.9,0.46461765487053,4.47824245658342,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-29,11.0791666666667,12.1,10.6,0.509884186907156,4.60218897546887,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-30,12.05,13.1,11.2,0.57027834546329,4.73260037728872,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-03-31,13.0791666666667,14.2,11.8,0.613598910680589,4.69142206318386,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-01,14.0375,15.1,12.7,0.624020972334299,4.44538537727016,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-02,14.5416666666667,15,13.3,0.472658224408979,3.25037174378668,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-03,14.0916666666667,14.9,13.4,0.394435939215644,2.79907230667518,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-04,13.5916666666667,14,13.1,0.256932856508511,1.89037049546422,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-05,13.9291666666667,14.3,12.8,0.386150642677932,2.77224511644342,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-06,14.0458333333333,14.6,12.8,0.478202400905604,3.40458547070142,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-07,13.6333333333333,14.1,12.8,0.366732536902834,2.68996970833375,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-08,13.0166666666667,13.4,12.3,0.268112025039934,2.0597594753388,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-09,12.9458333333333,13.4,12,0.390071528186113,3.01310482023389,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-10,13.0875,13.8,12.1,0.532681893816563,4.07015773689828,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-11,13.0416666666667,13.8,12.2,0.536426717444616,4.11317610820153,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-12,13.0458333333333,13.9,12.2,0.607903858722147,4.6597549055674,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-13,13.1458333333333,13.8,12.4,0.453948059341275,3.45317065742967,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-14,13.3291666666667,13.9,12.6,0.320975641316971,2.40806983169969,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-15,13.4958333333333,14.1,12.8,0.294114982937636,2.17930212735513,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-16,13.95,14.6,13.4,0.33362306249132,2.39156317198079,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-17,14.4125,14.9,13.6,0.319391404964532,2.21607219402971,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-18,14.8625,15.5,14.2,0.358514446983176,2.41220822192212,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-19,15.175,15.7,14.7,0.272269048521143,1.79419471842598,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-20,15.1541666666667,15.7,14.7,0.244911992474789,1.61613632647647,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-21,15.0041666666667,15.7,14.2,0.359322026656563,2.39481495133505,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-22,14.9333333333333,15.5,14.1,0.33318837427741,2.23117214917908,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-23,14.4916666666667,15.1,13.3,0.42109243709631,2.90575574764561,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-24,14.1208333333333,14.8,13.3,0.439346517362822,3.11133562015572,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-25,14.0958333333333,14.7,13.4,0.348261728997112,2.47067144425974,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-26,14.1791666666667,14.9,13.7,0.369463967374906,2.60568181516243,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-27,14.1083333333333,14.6,13.6,0.263614782634033,1.86850407064879,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-28,14.0791666666667,14.3,13.6,0.158742796253306,1.12750136433245,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-29,14.1458333333333,14.4,13.7,0.166757221776128,1.17884339399914,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-04-30,13.8833333333333,14.1,13.6,0.123944821757828,0.892759820584595,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-01,13.8583333333333,14.2,13.3,0.218526024052985,1.57685645738774,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-02,14.2125,14.6,13.9,0.264266828265939,1.85939720855542,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-03,14.55,14.9,14.1,0.216694535554384,1.48930952271055,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-04,15.025,15.5,14.7,0.281687461714143,1.87479175849679,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-05,15.575,16.1,15.1,0.299637462103209,1.92383603276539,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-06,15.9541666666667,16.3,15.7,0.212601212043391,1.33257484696824,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-07,15.9875,16.3,15.6,0.172733773541075,1.08043017070258,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-08,15.8125,16.1,15.3,0.175232764456681,1.10819139577348,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-09,15.6666666666667,16,15,0.218028052974974,1.39166842324451,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-10,15.4333333333333,15.9,14.7,0.289927527176177,1.87858008969445,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-11,15.3625,15.8,15.1,0.235561309290772,1.53335270490332,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-12,15.575,16.2,15.2,0.278583372892522,1.78865728983963,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-13,15.7416666666667,15.9,15.4,0.13805061033727,0.876975820035597,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-14,15.4125,15.7,15.2,0.119099885007063,0.772748645625712,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-15,15.1333333333333,15.2,14.9,0.0761386987626878,0.503119154819523,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-16,14.8208333333333,15.1,14.4,0.199954705015839,1.34914616822607,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-17,14.1875,14.7,13.8,0.240131304661139,1.69255545135605,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-18,13.875,14.1,13.4,0.164845118348947,1.18807292503745,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-19,14.0125,14.4,13.3,0.284853127677802,2.03285015291919,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-20,14.4375,15,13.8,0.338555114002715,2.34497048659889,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-21,15.1166666666667,15.7,14.7,0.338367778642099,2.23837560292458,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-22,15.5916666666667,16.1,15.1,0.261960280206365,1.68013007080512,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-23,15.8541666666667,16.4,15.4,0.294853193635581,1.85978361294453,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-24,16.1875,16.6,15.9,0.232776250095871,1.43800000059226,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-25,16.2041666666667,16.4,15.9,0.116017864691332,0.715975508509119,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-26,16.0541666666667,16.3,15.8,0.131807391317016,0.821016712070696,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-27,15.9583333333333,16.1,15.8,0.088054660231051,0.551778549750711,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-28,15.7041666666667,15.8,15.6,0.0690253051686354,0.439534975868201,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-29,15.5375,15.7,15.3,0.137722152554873,0.886385535349142,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-30,15.4666666666667,15.6,15.2,0.116718415024353,0.754644924726418,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-05-31,15.3875,15.5,15.2,0.0740886660345737,0.481486050590244,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-01,15.3625,15.6,15.1,0.1134920031659,0.738759988061189,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-02,15.25,15.4,14.9,0.121583751774866,0.797270503441745,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-03,15.0125,15.2,14.7,0.136134524260571,0.906807821885571,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-04,14.8958333333333,15.1,14.6,0.139810948960642,0.938590986029487,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-05,14.9625,15.3,14.5,0.176468989762581,1.17940845288275,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-06,14.9166666666667,15.2,14.4,0.180979620920163,1.21327120169941,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-07,15.1416666666667,15.8,14.6,0.351291612626105,2.32003266456426,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-08,15.4,16.1,14.7,0.355087251984268,2.30576137652122,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-09,15.7125,16.6,15.2,0.411056433235569,2.61611095137992,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-10,16.375,17,15.7,0.312423903778462,1.90793223681504,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-11,16.875,17.2,16.4,0.232659482468712,1.37872285907385,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-12,17.2458333333333,17.7,16.8,0.30924756744559,1.79317265491524,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-13,17.6625,18.1,17.3,0.241034906366187,1.36467038282342,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-14,18.0833333333333,18.6,17.5,0.294392028877595,1.62797435324016,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-15,18.5958333333333,18.9,18.1,0.261233140361609,1.40479394323967,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-16,18.7083333333333,19.1,18.1,0.228257418883511,1.2200841989319,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-17,18.475,18.8,17.8,0.228891468490693,1.23892540455044,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-18,18.2625,18.8,17.6,0.273165820002048,1.49577451062039,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-19,18.2625,18.8,17.4,0.324120884587968,1.77478923799024,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-20,18.5,19.2,17.6,0.397820147259056,2.15037917437328,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-21,18.8958333333333,19.7,18.1,0.379334848829147,2.00750526392492,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-22,19.0875,19.8,18.4,0.332725895804836,1.74316120919364,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-23,19.0375,19.5,18.6,0.256756524831363,1.34868824599534,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-24,19,19.2,18.7,0.138312814961625,0.727962184008555,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-25,19.1083333333333,19.3,18.9,0.12128538629009,0.634725091792881,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-26,19.2291666666667,19.6,18.9,0.173152776639507,0.900469477648572,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-27,19.3541666666667,19.6,19.1,0.150301629100103,0.776585381787401,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-28,19.0916666666667,19.4,18.7,0.208340579584125,1.09126449367503,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-29,18.6125,18.9,18.3,0.142378857736796,0.764963641299105,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-06-30,18.4083333333333,18.7,17.7,0.228257418883511,1.23996787080223,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-07-01,18.4541666666667,18.9,17.9,0.296324097930784,1.60573004071773,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-07-02,18.9625,19.7,18.2,0.378569963667622,1.99641378334936,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-07-03,19.8083333333333,20.5,19.2,0.474494391469732,2.39542814372604,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-07-04,20.675,21.2,20.2,0.336542522670193,1.62777520033951,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-07-05,21.2875,21.9,20.8,0.304048766111479,1.42829719840977,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-07-06,21.4708333333333,21.8,20.9,0.175645806313053,0.818067019505778,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-07-07,21.2166666666667,21.5,20.8,0.155106321645807,0.73105886086005,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-07-08,21.2416666666667,21.4,21,0.105980583400786,0.498927815146893,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-07-09,21.25,21.4,21.1,0.0722315118514616,0.339912996948054,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-07-10,21.05,21.3,20.8,0.121583751774866,0.577595020308153,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-07-11,20.7958333333333,21.1,20.6,0.148848235130448,0.715759896439743,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-07-12,20.5125,20.8,20.2,0.204965532627361,0.999222584411264,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-07-13,20.3458333333333,20.6,20,0.179320375589193,0.881361665808035,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
2011-07-14,20.2291666666667,20.6,19.8,0.227422546139897,1.1242309180963,24,"RIV","data","Pien_2020",NA,"river_downstream","2011"
