"","date","yolo_dayflow","sac_dayflow","height_sac","inund_days","inundation"
"1",1984-02-01,1295,32400,24.38,0,0
"2",1984-02-02,1141,31000,23.97,0,0
"3",1984-02-03,988,30200,23.55,0,0
"4",1984-02-04,883,28800,23.23,0,0
"5",1984-02-05,811,26400,22.78,0,0
"6",1984-02-06,810,24600,22.2,0,0
"7",1984-02-07,681,23800,21.6,0,0
"8",1984-02-08,563,23000,21.14,0,0
"9",1984-02-09,460,22300,20.75,0,0
"10",1984-02-10,474,22300,20.45,0,0
"11",1984-02-11,485,22100,20.22,0,0
"12",1984-02-12,470,22500,20.09,0,0
"13",1984-02-13,523,22600,20.05,0,0
"14",1984-02-14,667,26700,21.91,0,0
"15",1984-02-15,1255,35100,24.14,0,0
"16",1984-02-16,2325,40500,24.81,0,0
"17",1984-02-17,3271,42600,26.31,0,0
"18",1984-02-18,2869,44500,26.52,0,0
"19",1984-02-19,2770,42400,26.47,0,0
"20",1984-02-20,2655,39400,26,0,0
"21",1984-02-21,2525,37500,25.27,0,0
"22",1984-02-22,2041,39800,24.62,0,0
"23",1984-02-23,1621,41100,24.62,0,0
"24",1984-02-24,1282,40300,24.62,0,0
"25",1984-02-25,1069,37700,24.46,0,0
"26",1984-02-26,953,35900,24.16,0,0
"27",1984-02-27,1020,35300,23.88,0,0
"28",1984-02-28,989,34700,23.63,0,0
"29",1984-02-29,828,33300,23.38,0,0
"30",1984-03-01,935,32000,23.08,0,0
"31",1984-03-02,1057,30900,22.79,0,0
"32",1984-03-03,887,30100,22.49,0,0
"33",1984-03-04,778,30400,22.32,0,0
"34",1984-03-05,750,29400,22.3,0,0
"35",1984-03-06,691,27100,22.04,0,0
"36",1984-03-07,610,25800,21.6,0,0
"37",1984-03-08,494,25400,21.16,0,0
"38",1984-03-09,430,24900,20.74,0,0
"39",1984-03-10,411,24400,20.61,0,0
"40",1984-03-11,387,23900,20.45,0,0
"41",1984-03-12,337,23600,20.35,0,0
"42",1984-03-13,390,22500,20.21,0,0
"43",1984-03-14,719,23000,19.96,0,0
"44",1984-03-15,1046,25900,21.25,0,0
"45",1984-03-16,1124,31600,23.34,0,0
"46",1984-03-17,1410,36100,24.86,0,0
"47",1984-03-18,1780,39600,25.53,0,0
"48",1984-03-19,2554,40300,25.88,0,0
"49",1984-03-20,1981,38900,25.88,0,0
"50",1984-03-21,1806,38500,25.77,0,0
"51",1984-03-22,1645,38000,25.59,0,0
"52",1984-03-23,1490,37500,25.41,0,0
"53",1984-03-24,1383,36600,25.19,0,0
"54",1984-03-25,1400,35900,24.97,0,0
"55",1984-03-26,1545,35000,24.7,0,0
"56",1984-03-27,1593,34700,24.42,0,0
"57",1984-03-28,1434,34100,24.21,0,0
"58",1984-03-29,1065,33400,23.97,0,0
"59",1984-03-30,725,32200,23.7,0,0
"60",1984-03-31,631,32500,23.34,0,0
"61",1984-04-01,613,30300,22.94,0,0
"62",1984-04-02,589,29000,22.53,0,0
"63",1984-04-03,404,27600,22,0,0
"64",1984-04-04,321,25100,21.33,0,0
"65",1984-04-05,301,22500,20.55,0,0
"66",1984-04-06,295,21300,19.83,0,0
"67",1984-04-07,313,19800,19.36,0,0
"68",1984-04-08,357,18900,19.1,0,0
"69",1984-04-09,369,19600,18.92,0,0
"70",1984-04-10,374,20300,18.81,0,0
"71",1984-04-11,349,20800,18.77,0,0
"72",1984-04-12,333,20800,18.76,0,0
"73",1984-04-13,297,20600,18.76,0,0
"74",1984-04-14,304,19600,18.73,0,0
"75",1984-04-15,268,18300,18.65,0,0
"76",1984-04-16,300,17700,18.54,0,0
"77",1984-04-17,323,16500,18.37,0,0
"78",1984-04-18,336,15400,18.09,0,0
"79",1984-04-19,343,14500,17.63,0,0
"80",1984-04-20,360,15000,17.28,0,0
"81",1984-04-21,375,15700,17.07,0,0
"82",1984-04-22,315,15600,17.04,0,0
"83",1984-04-23,298,14500,16.93,0,0
"84",1984-04-24,291,13500,16.73,0,0
"85",1984-04-25,282,12000,16.44,0,0
"86",1984-04-26,271,10800,16.08,0,0
"87",1984-04-27,254,10200,15.73,0,0
"88",1984-04-28,250,10400,15.44,0,0
"89",1984-04-29,249,10600,15.31,0,0
"90",1984-04-30,250,11100,15.23,0,0
"91",1984-05-01,252,11300,15.14,0,0
"92",1984-05-02,252,11200,15.1,0,0
"93",1984-05-03,69,12000,15.14,0,0
"94",1984-05-04,66,13800,15.36,0,0
"95",1984-05-05,61,15700,15.48,0,0
"96",1984-05-06,55,16400,15.58,0,0
"97",1984-05-07,53,16700,15.64,0,0
"98",1984-05-08,44,16300,15.64,0,0
"99",1984-05-09,50,15800,15.64,0,0
"100",1984-05-10,52,15300,15.62,0,0
"101",1984-05-11,49,15400,15.63,0,0
"102",1984-05-12,50,15400,15.69,0,0
"103",1984-05-13,56,15800,15.87,0,0
"104",1984-05-14,70,16500,16.46,0,0
"105",1984-05-15,61,17500,16.82,0,0
"106",1984-05-16,58,17400,17.06,0,0
"107",1984-05-17,54,17800,17.18,0,0
"108",1984-05-18,56,16900,17.2,0,0
"109",1984-05-19,55,16400,17.2,0,0
"110",1984-05-20,55,16300,17.16,0,0
"111",1984-05-21,59,16200,17.11,0,0
"112",1984-05-22,59,16200,17.04,0,0
"113",1984-07-10,24,21200,18.58,0,0
"114",1984-07-11,23,21300,18.64,0,0
"115",1984-07-12,23,21200,18.66,0,0
"116",1984-07-13,22,21200,18.63,0,0
"117",1984-07-14,22,21600,18.95,0,0
"118",1984-07-15,21,21600,18.71,0,0
"119",1984-07-16,21,21900,18.79,0,0
"120",1984-07-17,21,22000,18.77,0,0
"121",1984-07-18,21,22200,18.72,0,0
"122",1984-07-19,20,22600,18.83,0,0
"123",1984-07-20,20,22500,18.66,0,0
"124",1984-07-21,20,22200,18.82,0,0
"125",1984-07-22,19,22900,19.01,0,0
"126",1984-07-23,19,23100,19.06,0,0
"127",1984-07-24,19,22700,19.13,0,0
"128",1984-07-25,18,22800,19.04,0,0
"129",1984-07-26,18,21500,19.24,0,0
"130",1984-07-27,18,22700,19.29,0,0
"131",1984-07-28,17,22100,19.07,0,0
"132",1984-07-29,17,22300,19.05,0,0
"133",1984-07-30,17,22100,19.2,0,0
"134",1984-07-31,16,22100,19.2,0,0
"135",1984-08-01,16,22000,19.21,0,0
"136",1984-08-02,16,21300,19.07,0,0
"137",1984-08-03,15,21000,18.92,0,0
"138",1984-08-04,15,20700,19.04,0,0
"139",1984-08-05,15,20300,19.21,0,0
"140",1984-08-06,14,20400,19.32,0,0
"141",1984-08-07,14,20500,19.34,0,0
"142",1984-08-11,13,18900,18.9,0,0
"143",1984-08-12,12,18100,18.22,0,0
"144",1984-08-13,15,17200,17.72,0,0
"145",1984-08-14,16,16700,17.58,0,0
"146",1984-08-15,18,16500,17.53,0,0
"147",1984-08-17,18,16700,17.57,0,0
"148",1984-08-18,16,16800,17.6,0,0
"149",1984-08-19,13,17100,17.72,0,0
"150",1984-08-20,13,17600,18.06,0,0
"151",1984-08-21,15,17800,18.37,0,0
"152",1984-08-22,15,18200,18.49,0,0
"153",1984-08-23,17,18400,18.58,0,0
"154",1984-08-24,17,18400,18.72,0,0
"155",1984-08-26,20,18800,19.15,0,0
"156",1984-08-27,20,19400,19.22,0,0
"157",1984-08-31,18,18100,18.25,0,0
"158",1984-09-03,12,18700,18.66,0,0
"159",1984-09-05,13,18200,18.45,0,0
"160",1984-09-06,13,17500,18.29,0,0
"161",1984-09-07,14,17600,18.32,0,0
"162",1984-09-10,14,17600,18.5,0,0
"163",1984-09-11,14,17800,18.29,0,0
"164",1984-09-12,18,18300,18.2,0,0
"165",1984-09-13,21,18800,18.3,0,0
"166",1984-09-14,19,18800,18.29,0,0
"167",1984-09-15,20,18800,18.21,0,0
"168",1984-09-16,21,18800,18.09,0,0
"169",1984-09-17,21,18100,18.13,0,0
"170",1984-09-18,21,18700,18.34,0,0
"171",1984-09-19,24,19400,18.54,0,0
"172",1984-09-20,24,19800,26.72,0,0
"173",1984-09-21,22,19800,18.52,0,0
"174",1984-09-22,21,18800,18.41,0,0
"175",1984-09-23,18,18100,18.13,0,0
"176",1984-10-01,19,15800,16.89,0,0
"177",1984-10-02,19,15700,16.93,0,0
"178",1984-10-03,21,15200,16.85,0,0
"179",1984-10-04,20,14500,16.5,0,0
"180",1984-10-05,20,14000,16.35,0,0
"181",1984-10-06,20,13800,16.39,0,0
"182",1984-10-07,19,14300,16.54,0,0
"183",1984-10-08,20,14100,16.54,0,0
"184",1984-10-09,20,14400,16.55,0,0
"185",1984-10-10,21,14000,16.29,0,0
"186",1984-10-11,22,14100,15.96,0,0
"187",1984-10-12,22,13100,15.7,0,0
"188",1984-10-13,19,13300,16.27,0,0
"189",1984-10-14,19,13800,16.28,0,0
"190",1984-10-15,19,13600,15.94,0,0
"191",1984-10-16,20,12500,15.54,0,0
"192",1984-10-17,23,13300,15.33,0,0
"193",1984-10-18,20,12600,15.24,0,0
"194",1984-10-19,20,12500,15.31,0,0
"195",1984-10-20,20,12600,15.3,0,0
"196",1984-10-21,19,12400,15.29,0,0
"197",1984-10-22,20,12400,15.26,0,0
"198",1984-10-23,21,12400,15.21,0,0
"199",1984-10-24,18,11900,15.03,0,0
"200",1984-10-25,17,11500,14.68,0,0
"201",1984-10-26,17,11100,14.57,0,0
"202",1984-10-27,17,11800,14.55,0,0
"203",1984-10-28,18,11900,14.81,0,0
"204",1984-10-29,18,12200,15.13,0,0
"205",1984-10-30,19,12600,15.26,0,0
"206",1984-10-31,19,12900,15.4,0,0
"207",1984-11-01,19,13200,15.56,0,0
"208",1984-11-02,20,12800,15.91,0,0
"209",1984-11-03,21,14000,16.11,0,0
"210",1984-11-04,22,13900,16.55,0,0
"211",1984-11-05,23,14300,16.91,0,0
"212",1984-11-06,23,14700,16.88,0,0
"213",1984-11-07,23,14600,16.68,0,0
"214",1984-11-08,27,14800,16.91,0,0
"215",1984-11-09,23,15800,17.34,0,0
"216",1984-11-10,24,16100,17.93,0,0
"217",1984-11-11,27,17000,18,0,0
"218",1984-11-12,27,17600,19.78,0,0
"219",1984-11-13,34,22500,22.75,0,0
"220",1984-11-14,26,29500,25.2,0,0
"221",1984-11-15,1657,34000,25.58,0,0
"222",1984-11-16,2186,34800,25.51,0,0
"223",1984-11-17,2581,33700,24.91,0,0
"224",1984-11-18,3010,33900,25.41,0,0
"225",1984-11-19,3191,34500,25.29,0,0
"226",1984-11-20,3255,33700,25.38,0,0
"227",1984-11-21,3184,32400,25.13,0,0
"228",1984-11-22,3045,32000,25.22,0,0
"229",1984-11-23,2807,32200,25.2,0,0
"230",1984-11-24,2453,31300,24.61,0,0
"231",1984-11-25,2310,33400,27.04,0,0
"232",1984-11-26,2522,37200,27.42,0,0
"233",1984-11-27,2589,36900,27.16,0,0
"234",1984-11-28,2786,37800,26.83,0,0
"235",1984-11-29,3351,38600,27.98,0,0
"236",1984-11-30,3408,41200,27.97,0,0
"237",1985-01-02,44,20100,19.15,0,0
"238",1985-01-03,45,19900,19.13,0,0
"239",1985-01-04,45,19400,18.85,0,0
"240",1985-01-05,46,18500,18.42,0,0
"241",1985-01-06,46,17300,18.03,0,0
"242",1985-01-07,52,17100,17.75,0,0
"243",1985-01-08,51,17400,17.84,0,0
"244",1985-01-09,49,17700,18.08,0,0
"245",1985-01-10,52,18200,18.2,0,0
"246",1985-01-11,47,18300,18.15,0,0
"247",1985-01-12,46,18100,18.22,0,0
"248",1985-01-13,46,17700,18.03,0,0
"249",1985-01-14,48,17700,17.91,0,0
"250",1985-01-15,48,17400,17.82,0,0
"251",1985-01-16,48,17300,17.8,0,0
"252",1985-01-17,48,16800,17.79,0,0
"253",1985-01-18,49,16300,17.56,0,0
"254",1985-01-19,48,16400,17.68,0,0
"255",1985-01-20,47,16000,17.48,0,0
"256",1985-01-21,48,15700,17.38,0,0
"257",1985-01-22,49,15500,17.21,0,0
"258",1985-01-23,50,15100,17.07,0,0
"259",1985-01-24,50,14900,16.92,0,0
"260",1985-01-25,50,14800,16.83,0,0
"261",1985-01-26,50,14500,16.72,0,0
"262",1985-01-27,50,14600,16.66,0,0
"263",1985-01-28,51,14500,16.58,0,0
"264",1985-01-29,53,14400,16.58,0,0
"265",1985-01-30,52,14300,16.66,0,0
"266",1985-01-31,52,14100,16.58,0,0
"267",1985-02-01,52,14300,16.62,0,0
"268",1985-02-02,51,14300,16.58,0,0
"269",1985-02-03,49,14600,16.63,0,0
"270",1985-02-04,49,14700,16.63,0,0
"271",1985-02-05,48,14500,16.72,0,0
"272",1985-02-06,48,14900,16.63,0,0
"273",1985-02-07,50,14500,16.56,0,0
"274",1985-02-08,576,16900,18.88,0,0
"275",1985-02-09,1730,28300,24.24,0,0
"276",1985-02-10,1146,33500,24.82,0,0
"277",1985-02-11,29,30200,23.85,0,0
"278",1985-02-12,28,25400,21.64,0,0
"279",1985-02-13,29,22200,20.09,0,0
"280",1985-02-14,35,19500,18.99,0,0
"281",1985-02-15,31,17500,18.05,0,0
"282",1985-02-16,30,15900,17.19,0,0
"283",1985-02-17,30,15700,16.67,0,0
"284",1985-02-18,30,15800,16.49,0,0
"285",1985-02-19,30,15600,16.36,0,0
"286",1985-02-20,30,16000,16.37,0,0
"287",1985-02-21,30,16500,16.74,0,0
"288",1985-02-22,30,17300,16.96,0,0
"289",1985-02-23,30,17600,16.96,0,0
"290",1985-02-24,29,17500,16.88,0,0
"291",1985-02-25,30,17200,16.82,0,0
"292",1985-02-26,30,17300,16.79,0,0
"293",1985-02-27,31,17200,16.79,0,0
"294",1985-02-28,79,16700,16.67,0,0
"295",1985-03-01,51,15100,16.28,0,0
"296",1985-03-02,32,14900,16.02,0,0
"297",1985-03-03,30,13600,15.87,0,0
"298",1985-03-04,30,13000,15.77,0,0
"299",1985-03-05,0,13300,15.74,0,0
"300",1985-03-06,0,13200,15.75,0,0
"301",1985-03-07,0,14400,16.46,0,0
"302",1985-03-08,0,16300,17.15,0,0
"303",1985-03-09,0,16800,17.52,0,0
"304",1985-03-10,0,17200,17.53,0,0
"305",1985-03-11,0,17400,17.95,0,0
"306",1985-03-12,0,18800,18.19,0,0
"307",1985-03-13,0,18100,18.17,0,0
"308",1985-03-14,0,16600,17.72,0,0
"309",1985-03-15,0,15100,17.12,0,0
"310",1985-03-16,0,13900,16.28,0,0
"311",1985-03-17,0,13000,15.71,0,0
"312",1985-03-18,0,12500,15.49,0,0
"313",1985-03-19,0,12600,15.44,0,0
"314",1985-03-20,0,12500,15.42,0,0
"315",1985-03-21,0,12100,15.33,0,0
"316",1985-03-22,0,11600,15.06,0,0
"317",1985-03-23,0,11300,14.91,0,0
"318",1985-03-24,0,11300,14.87,0,0
"319",1985-03-25,0,11500,14.78,0,0
"320",1985-03-26,0,10800,14.86,0,0
"321",1985-03-27,0,12600,15.85,0,0
"322",1985-03-28,0,14900,16.95,0,0
"323",1985-03-29,0,16300,17.44,0,0
"324",1985-03-30,0,16600,17.55,0,0
"325",1985-03-31,0,16300,17.47,0,0
"326",1985-04-01,0,15700,17.18,0,0
"327",1985-04-02,0,14800,16.79,0,0
"328",1985-04-03,0,14200,16.59,0,0
"329",1985-04-04,0,14200,16.56,0,0
"330",1985-04-05,0,13900,16.47,0,0
"331",1985-04-06,0,13300,16.38,0,0
"332",1985-04-07,0,13300,15.97,0,0
"333",1985-04-08,0,12900,15.89,0,0
"334",1985-04-09,0,12700,15.87,0,0
"335",1985-04-10,0,12800,15.84,0,0
"336",1985-04-11,0,12400,15.36,0,0
"337",1985-04-12,0,11700,14.82,0,0
"338",1985-04-13,0,11600,14.65,0,0
"339",1985-04-14,0,11300,14.47,0,0
"340",1985-04-15,0,11000,14.89,0,0
"341",1985-04-16,0,12700,15.24,0,0
"342",1985-04-17,0,13900,15.33,0,0
"343",1985-04-18,0,13300,15.34,0,0
"344",1985-04-19,0,13800,15.35,0,0
"345",1985-04-20,0,13600,15.24,0,0
"346",1985-04-21,0,13100,15.11,0,0
"347",1985-04-22,0,13300,15,0,0
"348",1985-04-23,0,13200,15.15,0,0
"349",1985-04-24,0,12100,15.03,0,0
"350",1985-04-25,0,11100,14.67,0,0
"351",1985-04-26,0,10500,14.29,0,0
"352",1985-04-27,0,9800,14,0,0
"353",1985-04-28,0,9170,13.44,0,0
"354",1985-04-29,0,9610,13.14,0,0
"355",1985-04-30,0,9880,13.19,0,0
"356",1985-05-01,0,10200,13.29,0,0
"357",1985-05-02,0,10700,13.47,0,0
"358",1985-05-03,0,11600,13.92,0,0
"359",1985-05-04,0,12200,14.18,0,0
"360",1985-05-05,0,12000,14.27,0,0
"361",1985-05-06,0,12000,14.35,0,0
"362",1985-05-07,0,12300,14.16,0,0
"363",1985-05-08,0,12600,14.32,0,0
"364",1985-05-09,0,13100,14.46,0,0
"365",1985-05-10,0,13500,14.63,0,0
"366",1985-05-11,0,14000,14.8,0,0
"367",1985-05-12,0,14100,14.86,0,0
"368",1985-05-13,0,14200,14.95,0,0
"369",1985-05-14,0,13800,15.07,0,0
"370",1985-05-15,0,13300,15.24,0,0
"371",1985-05-16,0,12900,17.04,0,0
"372",1985-05-17,0,15100,17.4,0,0
"373",1985-05-18,0,15000,17.47,0,0
"374",1985-05-19,0,14600,17.42,0,0
"375",1985-05-20,0,13200,15.9,0,0
"376",1985-05-21,0,13200,15.46,0,0
"377",1985-05-22,0,12900,15.51,0,0
"378",1985-05-23,0,12800,15.46,0,0
"379",1985-05-24,0,12900,15.4,0,0
"380",1985-05-25,0,13800,15.63,0,0
"381",1985-05-26,0,14600,15.65,0,0
"382",1985-05-27,0,14700,15.91,0,0
"383",1985-05-28,0,14900,16.07,0,0
"384",1985-05-29,0,15200,16.31,0,0
"385",1985-05-30,0,15400,16.48,0,0
"386",1985-05-31,0,15600,16.59,0,0
"387",1985-06-01,0,16200,16.52,0,0
"388",1985-06-02,0,16200,16.5,0,0
"389",1985-06-03,0,15600,16.49,0,0
"390",1985-06-04,0,15700,16.35,0,0
"391",1985-06-05,0,15100,16,0,0
"392",1985-06-06,0,14900,15.67,0,0
"393",1985-06-07,0,13500,15.29,0,0
"394",1985-06-08,0,12600,14.6,0,0
"395",1985-06-09,0,11700,14.36,0,0
"396",1985-06-10,0,12100,14.77,0,0
"397",1985-06-11,0,12300,14.92,0,0
"398",1985-06-12,0,12400,14.93,0,0
"399",1985-06-13,0,13400,14.86,0,0
"400",1985-06-14,0,12600,14.43,0,0
"401",1985-06-15,0,12000,14.17,0,0
"402",1985-06-16,0,11400,13.84,0,0
"403",1985-06-17,0,11600,13.91,0,0
"404",1985-06-18,0,12700,14.03,0,0
"405",1985-06-19,0,12500,14.13,0,0
"406",1985-06-20,0,13100,14.24,0,0
"407",1985-06-21,0,12700,14.56,0,0
"408",1985-06-22,0,12900,14.68,0,0
"409",1985-06-23,0,13300,14.67,0,0
"410",1985-06-24,0,13400,15.27,0,0
"411",1985-06-25,0,14200,15.37,0,0
"412",1985-06-26,0,13500,15.18,0,0
"413",1985-06-27,0,12700,14.95,0,0
"414",1985-06-28,0,12100,14.9,0,0
"415",1985-06-29,0,12500,15.37,0,0
"416",1985-06-30,0,14400,15.77,0,0
"417",1985-07-01,0,15100,16.26,0,0
"418",1985-07-02,0,15500,16.38,0,0
"419",1985-07-03,0,15900,16.55,0,0
"420",1985-07-04,0,16600,16.73,0,0
"421",1985-07-05,0,16600,16.72,0,0
"422",1985-07-06,0,15800,16.66,0,0
"423",1985-07-07,0,15700,16.54,0,0
"424",1985-07-08,0,15700,16.5,0,0
"425",1985-07-09,0,15300,16.55,0,0
"426",1985-07-10,0,15000,16.53,0,0
"427",1985-07-11,0,14600,16.53,0,0
"428",1985-07-12,0,14500,16.58,0,0
"429",1985-07-13,0,15100,16.54,0,0
"430",1985-07-14,0,15500,16.76,0,0
"431",1985-07-15,0,16300,17.02,0,0
"432",1985-07-16,0,16500,17.1,0,0
"433",1985-07-17,0,17000,17.41,0,0
"434",1985-07-18,0,17400,17.48,0,0
"435",1985-07-19,0,17500,17.55,0,0
"436",1985-07-20,0,17600,17.63,0,0
"437",1985-07-21,0,17100,17.61,0,0
"438",1985-07-22,0,17000,17.77,0,0
"439",1985-07-23,0,17100,17.93,0,0
"440",1985-07-24,0,17200,17.92,0,0
"441",1985-07-25,0,16200,17.85,0,0
"442",1985-07-26,0,16200,17.58,0,0
"443",1985-07-27,0,15900,17.14,0,0
"444",1985-07-28,0,15200,16.53,0,0
"445",1985-07-29,0,16000,16.28,0,0
"446",1985-07-30,0,15000,16.12,0,0
"447",1985-08-01,0,15600,16.06,0,0
"448",1985-08-02,0,15800,16.04,0,0
"449",1985-08-03,0,15300,16.08,0,0
"450",1985-08-04,0,14100,16.08,0,0
"451",1985-08-05,0,13700,16.03,0,0
"452",1985-08-06,0,13400,15.97,0,0
"453",1985-08-07,0,12700,15.92,0,0
"454",1985-08-08,0,12800,15.79,0,0
"455",1985-08-09,0,12600,15.73,0,0
"456",1985-08-10,0,13600,15.82,0,0
"457",1985-08-11,0,14600,15.81,0,0
"458",1985-08-12,0,14300,15.8,0,0
"459",1985-08-13,0,14600,15.78,0,0
"460",1985-08-14,0,14400,15.76,0,0
"461",1985-08-15,0,13700,15.78,0,0
"462",1985-08-16,0,13100,15.82,0,0
"463",1985-08-17,0,13400,15.87,0,0
"464",1985-08-18,0,13500,16.02,0,0
"465",1985-08-19,0,13600,16.29,0,0
"466",1985-08-20,0,13500,16.36,0,0
"467",1985-08-21,0,12900,16.09,0,0
"468",1985-08-22,0,12600,15.66,0,0
"469",1985-08-23,0,12700,15.6,0,0
"470",1985-08-24,0,12700,15.51,0,0
"471",1985-08-25,0,13200,15.5,0,0
"472",1985-08-26,0,13100,15.36,0,0
"473",1985-08-27,0,12500,15.11,0,0
"474",1985-08-28,0,12300,14.78,0,0
"475",1985-08-29,0,12100,14.64,0,0
"476",1985-08-30,0,12100,14.61,0,0
"477",1985-08-31,0,12400,14.95,0,0
"478",1985-09-01,0,12200,15,0,0
"479",1985-09-02,0,12700,15.01,0,0
"480",1985-09-03,0,13000,15.04,0,0
"481",1985-09-04,0,12500,15.15,0,0
"482",1985-09-05,0,12900,15.26,0,0
"483",1985-09-06,0,12100,15.23,0,0
"484",1985-09-07,0,12300,15.18,0,0
"485",1985-09-08,0,12600,15.17,0,0
"486",1985-09-09,0,13600,15.55,0,0
"487",1985-09-10,0,14600,16.57,0,0
"488",1985-09-11,0,15300,17.14,0,0
"489",1985-09-12,0,16000,17.17,0,0
"490",1985-09-13,0,15000,16.86,0,0
"491",1985-09-14,0,14100,16.43,0,0
"492",1985-09-15,0,13500,16.15,0,0
"493",1985-09-16,0,12600,15.85,0,0
"494",1985-09-17,0,11900,15.41,0,0
"495",1985-09-18,0,12300,15.19,0,0
"496",1985-09-19,0,11900,14.98,0,0
"497",1985-09-20,0,11100,14.65,0,0
"498",1985-09-21,0,10700,14.13,0,0
"499",1985-09-22,0,10800,14.04,0,0
"500",1985-09-23,0,10600,13.98,0,0
"501",1985-09-24,0,10500,13.72,0,0
"502",1985-09-25,0,9990,13.38,0,0
"503",1985-09-26,0,9380,13.24,0,0
"504",1985-09-27,0,9790,13.39,0,0
"505",1985-09-28,0,10500,13.67,0,0
"506",1985-09-29,0,10400,13.69,0,0
"507",1985-09-30,0,10900,13.71,0,0
"508",1985-10-01,20,10800,13.72,0,0
"509",1985-10-02,20,10600,13.76,0,0
"510",1985-10-03,20,10500,13.82,0,0
"511",1985-10-04,20,10200,13.77,0,0
"512",1985-10-05,20,10100,13.72,0,0
"513",1985-10-06,20,9590,13.7,0,0
"514",1985-10-07,20,10600,13.58,0,0
"515",1985-10-08,20,10200,13.52,0,0
"516",1985-10-09,20,10300,13.41,0,0
"517",1985-10-10,20,9190,13.27,0,0
"518",1985-10-11,20,9150,13.23,0,0
"519",1985-10-12,20,9090,13.23,0,0
"520",1985-10-13,20,8990,13.28,0,0
"521",1985-10-14,20,8830,13.27,0,0
"522",1985-10-15,20,8690,13.16,0,0
"523",1985-10-16,20,8500,13.16,0,0
"524",1985-10-17,20,8460,13.19,0,0
"525",1985-10-18,20,8500,13.19,0,0
"526",1985-10-19,20,9730,13.22,0,0
"527",1985-10-20,20,9910,13.26,0,0
"528",1985-10-21,20,11400,13.38,0,0
"529",1985-10-22,20,11200,13.55,0,0
"530",1985-10-23,20,10500,13.9,0,0
"531",1985-10-24,20,10400,14.1,0,0
"532",1985-10-25,20,10500,14.15,0,0
"533",1985-10-26,20,10200,14.14,0,0
"534",1985-10-27,20,9500,13.91,0,0
"535",1985-10-28,20,8970,13.59,0,0
"536",1985-10-29,20,8770,13.39,0,0
"537",1985-10-30,20,9020,13.35,0,0
"538",1985-10-31,20,8640,13.25,0,0
"539",1985-11-01,24,8590,13.21,0,0
"540",1985-11-02,25,8310,13.03,0,0
"541",1985-11-03,25,8260,12.94,0,0
"542",1985-11-04,25,8390,12.99,0,0
"543",1985-11-05,25,9050,13.06,0,0
"544",1985-11-06,25,8960,13.1,0,0
"545",1985-11-07,25,8740,13.14,0,0
"546",1985-11-08,25,8670,13.27,0,0
"547",1985-11-09,25,8830,13.38,0,0
"548",1985-11-10,25,9000,13.45,0,0
"549",1985-11-11,25,9850,13.49,0,0
"550",1985-11-12,25,9530,13.55,0,0
"551",1985-11-13,25,9490,13.6,0,0
"552",1985-11-14,25,9050,13.51,0,0
"553",1985-11-15,25,8960,13.4,0,0
"554",1985-11-16,25,9160,13.47,0,0
"555",1985-11-17,25,9540,13.66,0,0
"556",1985-11-18,25,10600,13.78,0,0
"557",1985-11-19,25,10400,13.78,0,0
"558",1985-11-20,25,10000,23.63,0,0
"559",1985-11-21,25,9790,13.61,0,0
"560",1985-11-22,25,9840,13.73,0,0
"561",1985-11-23,25,9820,13.83,0,0
"562",1985-11-24,25,11200,14.05,0,0
"563",1985-11-25,25,13100,14.88,0,0
"564",1985-11-26,25,13700,16.11,0,0
"565",1985-11-27,25,14500,16.61,0,0
"566",1985-11-28,25,14000,16.53,0,0
"567",1985-11-29,25,14500,16.53,0,0
"568",1985-11-30,25,18700,20.98,0,0
"569",1985-12-01,25,25000,22.74,0,0
"570",1985-12-02,25,25100,22.36,0,0
"571",1985-12-03,25,24200,23.1,0,0
"572",1985-12-04,1565,28500,24.91,0,0
"573",1985-12-05,2255,30400,24.83,0,0
"574",1985-12-06,1115,27200,22.91,0,0
"575",1985-12-07,25,23900,21.21,0,0
"576",1985-12-08,25,22100,20.6,0,0
"577",1985-12-09,25,19800,19.54,0,0
"578",1985-12-10,25,18400,18.96,0,0
"579",1985-12-11,25,16900,18.13,0,0
"580",1985-12-12,25,15400,17.2,0,0
"581",1985-12-13,25,14100,16.4,0,0
"582",1985-12-14,25,13400,15.96,0,0
"583",1985-12-15,25,13000,15.64,0,0
"584",1985-12-16,25,12700,15.35,0,0
"585",1985-12-17,25,12400,15.15,0,0
"586",1985-12-18,25,12200,15,0,0
"587",1985-12-19,25,11700,14.82,0,0
"588",1985-12-20,25,11200,14.53,0,0
"589",1985-12-21,25,11100,14.51,0,0
"590",1985-12-22,25,10900,14.5,0,0
"591",1985-12-23,25,10900,14.49,0,0
"592",1985-12-24,25,10800,14.42,0,0
"593",1985-12-25,25,10700,14.43,0,0
"594",1985-12-26,25,10600,14.4,0,0
"595",1985-12-27,25,10500,14.36,0,0
"596",1985-12-28,25,10700,14.37,0,0
"597",1985-12-29,25,10700,14.39,0,0
"598",1985-12-30,25,12100,14.63,0,0
"599",1985-12-31,25,12700,14.89,0,0
"600",1986-01-01,25,12600,14.94,0,0
"601",1986-01-02,25,12500,14.95,0,0
"602",1986-01-03,25,12600,14.92,0,0
"603",1986-01-04,126,12800,15.22,0,0
"604",1986-01-05,138,14300,16.22,0,0
"605",1986-01-06,25,16100,17.85,0,0
