"","date","gh","Q_tf"
"1",1996-10-01,4.69,NA
"2",1996-10-02,4.05875,NA
"3",1996-10-03,3.95125,12128.5714285714
"4",1996-10-04,3.8128125,11200
"5",1996-10-05,3.74885416666667,11012.5
"6",1996-10-06,3.6228125,10671.25
"7",1996-10-07,3.5059375,8438.75
"8",1996-10-08,3.6121875,7085.41666666667
"9",1996-10-09,3.74875,7382.91666666667
"10",1996-10-10,3.92927083333333,9812.5
"11",1996-10-11,3.68333333333333,8701.25
"12",1996-10-12,3.7534375,7582.5
"13",1996-10-13,3.795,8787.91666666667
"14",1996-10-14,3.58041666666667,8140.41666666667
"15",1996-10-15,3.54958333333333,6839.58333333333
"16",1996-10-16,3.6728125,6915.41666666667
"17",1996-10-17,3.54375,5933.75
"18",1996-10-18,3.75979166666667,4930.83333333333
"19",1996-10-19,3.9465625,7225.83333333333
"20",1996-10-20,3.65447916666667,7345.41666666667
"21",1996-10-21,3.33572916666667,5216.25
"22",1996-10-22,3.25239583333333,4665
"23",1996-10-23,3.52364583333333,4015.83333333333
"24",1996-10-24,3.80635416666667,5108.33333333333
"25",1996-10-25,3.93302083333333,7416.25
"26",1996-10-26,3.60364583333333,6411.66666666667
"27",1996-10-27,3.171875,3478.33333333333
"28",1996-10-28,3.49177083333333,3350.83333333333
"29",1996-10-29,4.02760416666667,6312.08333333333
"30",1996-10-30,3.95125,9482.08333333333
"31",1996-10-31,3.84041666666667,10669.1666666667
"32",1996-11-01,3.50604166666667,11383.3333333333
"33",1996-11-02,3.4775,10318.75
"34",1996-11-03,3.63260416666667,10637.5
"35",1996-11-04,3.40125,11425
"36",1996-11-05,3.19197916666667,10737.5
"37",1996-11-06,3.14552083333333,NA
"38",1996-11-07,3.08239583333333,NA
"39",1996-11-08,3.1003125,NA
"40",1996-11-09,3.2515625,NA
"41",1996-11-10,3.43447916666667,NA
"42",1996-11-11,3.6459375,NA
"43",1996-11-12,3.62208333333333,NA
"44",1996-11-13,3.5446875,NA
"45",1996-11-14,3.59,NA
"46",1996-11-15,3.62395833333333,NA
"47",1996-11-16,3.69864583333333,NA
"48",1996-11-17,3.79875,11943.75
"49",1996-11-18,3.666875,12579.1666666667
"50",1996-11-19,3.71927083333333,10925
"51",1996-11-20,3.9096875,12937.5
"52",1996-11-21,3.80854166666667,14345.8333333333
"53",1996-11-22,4.15739583333333,15808.3333333333
"54",1996-11-23,4.08208333333333,20562.5
"55",1996-11-24,3.63291666666667,19529.1666666667
"56",1996-11-25,3.55520833333333,18237.5
"57",1996-11-26,3.58989583333333,16808.3333333333
"58",1996-11-27,3.48791666666667,16320.8333333333
"59",1996-11-28,3.6015625,15812.5
"60",1996-11-29,3.5215625,15100
"61",1996-11-30,3.27760416666667,14858.3333333333
"62",1996-12-01,3.31635416666667,15454.1666666667
"63",1996-12-02,3.03197916666667,14979.1666666667
"64",1996-12-03,3.06791666666667,13350
"65",1996-12-04,3.08,13333.3333333333
"66",1996-12-05,3.59083333333333,16141.6666666667
"67",1996-12-06,3.80729166666667,27587.5
"68",1996-12-07,3.93666666666667,33366.6666666667
"69",1996-12-08,4.14895833333333,32225
"70",1996-12-09,4.49041666666667,30329.1666666667
"71",1996-12-10,5.04822916666667,34137.5
"72",1996-12-11,4.77427083333333,40616.6666666667
"73",1996-12-12,4.76875,44620.8333333333
"74",1996-12-13,4.71885416666667,52458.3333333333
"75",1996-12-14,4.42583333333333,58520.8333333333
"76",1996-12-15,4.25197916666667,64816.6666666667
"77",1996-12-16,4.2625,69950
"78",1996-12-17,4.4515625,79416.6666666667
"79",1996-12-18,4.3265625,82437.5
"80",1996-12-19,4.32291666666667,76350
"81",1996-12-20,4.438125,68320.8333333333
"82",1996-12-21,4.93666666666667,61416.6666666667
"83",1996-12-22,5.39427083333333,61225
"84",1996-12-23,5.1175,63033.3333333333
"85",1996-12-24,4.57166666666667,59487.5
"86",1996-12-25,4.5475,54850
"87",1996-12-26,4.68604166666667,51587.5
"88",1996-12-27,5.12520833333333,55358.3333333333
"89",1996-12-28,5.00104166666667,65629.1666666667
"90",1996-12-29,5.1184375,74604.1666666667
"91",1996-12-30,5.52739583333333,85854.1666666667
"92",1996-12-31,5.5615625,106570.833333333
"93",1997-01-01,6.2484375,132000
"94",1997-01-02,6.85875,NA
"95",1997-01-03,8.61677083333333,NA
"96",1997-01-04,9.40663157894737,NA
"97",1997-01-05,9.46229166666667,NA
"98",1997-01-06,8.73770833333333,NA
"99",1997-01-07,8.00104166666667,NA
"100",1997-01-08,7.73802083333333,NA
"101",1997-01-09,7.585,NA
"102",1997-01-10,7.325625,NA
"103",1997-01-11,7.08302083333333,NA
"104",1997-01-12,6.81708333333333,NA
"105",1997-01-13,6.45520833333333,NA
"106",1997-01-14,5.81395833333333,NA
"107",1997-01-15,5.38083333333333,NA
"108",1997-01-16,5.22010416666667,NA
"109",1997-01-17,5.00447916666667,NA
"110",1997-01-18,4.89333333333333,NA
"111",1997-01-19,5.0528125,NA
"112",1997-01-20,5.39,NA
"113",1997-01-21,5.4484375,NA
"114",1997-01-22,5.5153125,NA
"115",1997-01-23,6.089375,NA
"116",1997-01-24,5.93625,NA
"117",1997-01-25,6.6025,NA
"118",1997-01-26,7.26135416666667,NA
"119",1997-01-27,7.05572916666667,NA
"120",1997-01-28,6.72885416666667,NA
"121",1997-01-29,6.49791666666667,NA
"122",1997-01-30,6.24791666666667,NA
"123",1997-01-31,6.06510416666667,NA
"124",1997-02-01,5.94177083333333,NA
"125",1997-02-02,5.76635416666667,NA
"126",1997-02-03,5.66260416666667,NA
"127",1997-02-04,5.77864583333333,NA
"128",1997-02-05,5.80177083333333,NA
"129",1997-02-06,5.74322916666667,NA
"130",1997-02-07,5.64479166666667,NA
"131",1997-02-08,5.6171875,NA
"132",1997-02-09,5.49427083333333,NA
"133",1997-02-10,5.33604166666667,NA
"134",1997-02-11,5.29822916666667,NA
"135",1997-02-12,5.08020833333333,NA
"136",1997-02-13,4.51697916666667,NA
"137",1997-02-14,4.31447916666667,NA
"138",1997-02-15,4.2971875,NA
"139",1997-02-16,4.40916666666667,NA
"140",1997-02-17,4.63802083333333,NA
"141",1997-02-18,4.23645833333333,NA
"142",1997-02-19,4.0309375,NA
"143",1997-02-20,4.00333333333333,NA
"144",1997-02-21,3.94364583333333,NA
"145",1997-02-22,3.96447916666667,NA
"146",1997-02-23,3.8853125,NA
"147",1997-02-24,3.4703125,NA
"148",1997-02-25,3.68729166666667,NA
"149",1997-02-26,4.12989583333333,NA
"150",1997-02-27,4.33072916666667,NA
"151",1997-02-28,4.18541666666667,NA
"152",1997-03-01,3.88479166666667,NA
"153",1997-03-02,4.0075,NA
"154",1997-03-03,3.95458333333333,NA
"155",1997-03-04,3.74927083333333,NA
"156",1997-03-05,3.68520833333333,NA
"157",1997-03-06,3.9046875,NA
"158",1997-03-07,4.00395833333333,NA
"159",1997-03-08,3.97958333333333,NA
"160",1997-03-09,3.84375,NA
"161",1997-03-10,3.74166666666667,NA
"162",1997-03-11,3.98875,NA
"163",1997-03-12,4.06041666666667,NA
"164",1997-03-13,3.76447916666667,NA
"165",1997-03-14,3.76052083333333,NA
"166",1997-03-15,3.98979166666667,NA
"167",1997-03-16,4.06854166666667,NA
"168",1997-03-17,3.98833333333333,NA
"169",1997-03-18,3.6334375,NA
"170",1997-03-19,3.58864583333333,NA
"171",1997-03-20,3.75791666666667,NA
"172",1997-03-21,3.85708333333333,NA
"173",1997-03-22,3.95604166666667,NA
"174",1997-03-23,4.12145833333333,NA
"175",1997-03-24,3.984375,NA
"176",1997-03-25,3.92989583333333,NA
"177",1997-03-26,4.06708333333333,NA
"178",1997-03-27,4.15666666666667,NA
"179",1997-03-28,4.04291666666667,NA
"180",1997-03-29,3.81489583333333,NA
"181",1997-03-30,4.08416666666667,NA
"182",1997-03-31,4.08458333333333,NA
"183",1997-04-01,3.5734375,NA
"184",1997-04-02,3.06760416666667,NA
"185",1997-04-03,3.31145833333333,NA
"186",1997-04-04,3.70458333333333,NA
"187",1997-04-05,3.795,NA
"188",1997-04-06,3.78666666666667,NA
"189",1997-04-07,3.67729166666667,NA
"190",1997-04-08,3.645625,NA
"191",1997-04-09,3.77385416666667,NA
"192",1997-04-10,3.53208333333333,NA
"193",1997-04-11,3.4928125,NA
"194",1997-04-12,3.551875,NA
"195",1997-04-13,3.5628125,NA
"196",1997-04-14,3.4078125,NA
"197",1997-04-15,3.28125,NA
"198",1997-04-16,3.385625,NA
"199",1997-04-17,3.40739583333333,NA
"200",1997-04-18,3.45989583333333,NA
"201",1997-04-19,3.48375,NA
"202",1997-04-20,3.30375,NA
"203",1997-04-21,3.3371875,NA
"204",1997-04-22,3.5040625,NA
"205",1997-04-23,3.60260416666667,NA
"206",1997-04-24,3.66697916666667,NA
"207",1997-04-25,3.45854166666667,NA
"208",1997-04-26,3.61541666666667,NA
"209",1997-04-27,3.88614583333333,NA
"210",1997-04-28,3.78427083333333,NA
"211",1997-04-29,3.78822916666667,NA
"212",1997-04-30,3.714375,NA
"213",1997-05-01,3.51145833333333,NA
"214",1997-05-02,3.42260416666667,NA
"215",1997-05-03,3.50552083333333,NA
"216",1997-05-04,3.51447916666667,NA
"217",1997-05-05,3.56927083333333,NA
"218",1997-05-06,3.6528125,NA
"219",1997-05-07,3.72375,NA
"220",1997-05-08,3.92427083333333,NA
"221",1997-05-09,3.91104166666667,NA
"222",1997-05-10,3.96354166666667,NA
"223",1997-05-11,4.06833333333333,NA
"224",1997-05-12,3.93552083333333,NA
"225",1997-05-13,3.78677083333333,NA
"226",1997-05-14,3.69260416666667,NA
"227",1997-05-15,3.53583333333333,NA
"228",1997-05-16,3.52489583333333,NA
"229",1997-05-17,3.51302083333333,NA
"230",1997-05-18,3.84229166666667,NA
"231",1997-05-19,4.210625,NA
"232",1997-05-20,4.3971875,NA
