"","date","gh","Q_tf"
"233",1997-05-21,4.27135416666667,NA
"234",1997-05-22,4.24041666666667,NA
"235",1997-05-23,4.16854166666667,NA
"236",1997-05-24,4.21645833333333,4691.875
"237",1997-05-25,4.29208333333333,5978.75
"238",1997-05-26,4.21354166666667,6847.5
"239",1997-05-27,3.9790625,7133.75
"240",1997-05-28,4.08854166666667,7680
"241",1997-05-29,4.11645833333333,10306.25
"242",1997-05-30,4.18239583333333,9886.25
"243",1997-05-31,4.11229166666667,7264.16666666667
"244",1997-06-01,4.03947916666667,3794.16666666667
"245",1997-06-02,4.260625,2617.5
"246",1997-06-03,4.4309375,3935.41666666667
"247",1997-06-04,4.23,4093.33333333333
"248",1997-06-05,4.36541666666667,3742.5
"249",1997-06-06,4.40229166666667,4007.5
"250",1997-06-07,4.47802083333333,4876.25
"251",1997-06-08,4.52177083333333,5710
"252",1997-06-09,4.6090625,7250
"253",1997-06-10,4.37072916666667,9111.66666666667
"254",1997-06-11,4.1675,9375
"255",1997-06-12,4.06947916666667,11612.5
"256",1997-06-13,3.89666666666667,11076.6666666667
"257",1997-06-14,3.98208333333333,9042.91666666667
"258",1997-06-15,4.31802083333333,12541.6666666667
"259",1997-06-16,4.15177083333333,11390.4166666667
"260",1997-06-17,4.15072916666667,8663.75
"261",1997-06-18,4.154375,9015.41666666667
"262",1997-06-19,4.06875,7503.75
"263",1997-06-20,4.22885416666667,6760.83333333333
"264",1997-06-21,4.2959375,6717.91666666667
"265",1997-06-22,4.31770833333333,7746.25
"266",1997-06-23,4.06104166666667,7874.58333333333
"267",1997-06-24,3.9534375,6335
"268",1997-06-25,3.97697916666667,6652.91666666667
"269",1997-06-26,3.99364583333333,8096.25
"270",1997-06-27,3.9484375,8016.66666666667
"271",1997-06-28,3.9715625,8211.66666666667
"272",1997-06-29,3.99958333333333,8665.41666666667
"273",1997-06-30,3.97770833333333,8790.83333333333
"274",1997-07-01,3.8503125,9695.41666666667
"275",1997-07-02,3.95104166666667,11291.6666666667
"276",1997-07-03,3.99979166666667,9582.08333333333
"277",1997-07-04,4.19677083333333,7692.08333333333
"278",1997-07-05,4.2253125,9777.5
"279",1997-07-06,4.146875,10117.5
"280",1997-07-07,4.22979166666667,9177.5
"281",1997-07-08,4.2659375,9950
"282",1997-07-09,4.22354166666667,11158.3333333333
"283",1997-07-10,4.20520833333333,12016.6666666667
"284",1997-07-11,4.01145833333333,10958.3333333333
"285",1997-07-12,3.9940625,10700
"286",1997-07-13,4.23552083333333,11383.3333333333
"287",1997-07-14,4.32291666666667,11854.1666666667
"288",1997-07-15,4.40322916666667,10891.6666666667
"289",1997-07-16,4.33875,9402.5
"290",1997-07-17,4.38458333333333,9707.5
"291",1997-07-18,4.35364583333333,8300.41666666667
"292",1997-07-19,4.41635416666667,6818.75
"293",1997-07-20,4.63260416666667,8845
"294",1997-07-21,4.58520833333333,9479.16666666667
"295",1997-07-22,4.51333333333333,8995
"296",1997-07-23,4.43541666666667,10966.25
"297",1997-07-24,4.06395833333333,10820.4166666667
"298",1997-07-25,4.206875,9657.5
"299",1997-07-26,4.39854166666667,10652.9166666667
"300",1997-07-27,4.60447916666667,12412.5
"301",1997-07-28,4.60979166666667,12541.6666666667
"302",1997-07-29,4.679375,11579.1666666667
"303",1997-07-30,4.63354166666667,11950
"304",1997-07-31,4.34885416666667,10692.9166666667
"305",1997-08-01,4.22697916666667,9082.5
"306",1997-08-02,4.23,8032.08333333333
"307",1997-08-03,4.27625,7949.16666666667
"308",1997-08-04,4.210625,8771.25
"309",1997-08-05,4.0909375,8558.33333333333
"310",1997-08-06,4.21427083333333,8400.83333333333
"311",1997-08-07,4.19395833333333,8072.08333333333
"312",1997-08-08,4.5828125,8317.5
"313",1997-08-09,4.8775,12512.5
"314",1997-08-10,4.51291666666667,13129.1666666667
"315",1997-08-11,4.32354166666667,10720.8333333333
"316",1997-08-12,4.45458333333333,9728.75
"317",1997-08-13,4.61583333333333,9162.91666666667
"318",1997-08-14,4.719375,8512.5
"319",1997-08-15,4.78916666666667,7604.16666666667
"320",1997-08-16,4.93270833333333,7795
"321",1997-08-17,4.72822916666667,7723.75
"322",1997-08-18,4.56885416666667,6357.91666666667
"323",1997-08-19,4.41041666666667,5975
"324",1997-08-20,4.33625,5695.83333333333
"325",1997-08-21,4.25333333333333,5707.91666666667
"326",1997-08-22,4.29864583333333,7690.83333333333
"327",1997-08-23,4.31177083333333,9881.25
"328",1997-08-24,4.11114583333333,10022.5
"329",1997-08-25,4.19135416666667,10290
"330",1997-08-26,4.32458333333333,10995.8333333333
"331",1997-08-27,4.30395833333333,10379.1666666667
"332",1997-08-28,4.41322916666667,9881.25
"333",1997-08-29,4.28625,8620.41666666667
"334",1997-08-30,4.19114583333333,6864.16666666667
"335",1997-08-31,4.190625,6423.75
"336",1997-09-01,4.17885416666667,5907.91666666667
"337",1997-09-02,4.11635416666667,6228.33333333333
"338",1997-09-03,3.9765625,5948.33333333333
"339",1997-09-04,3.910625,5175.83333333333
"340",1997-09-05,4.03260416666667,5400.41666666667
"341",1997-09-06,4.06270833333333,6215.83333333333
"342",1997-09-07,4.02333333333333,6918.33333333333
"343",1997-09-08,4.06208333333333,6917.91666666667
"344",1997-09-09,4.22177083333333,7829.16666666667
"345",1997-09-10,4.20072916666667,9301.66666666667
"346",1997-09-11,4.250625,8070.41666666667
"347",1997-09-12,4.2040625,5600.41666666667
"348",1997-09-13,4.27645833333333,3908.75
"349",1997-09-14,4.20510416666667,4372.91666666667
"350",1997-09-15,4.01104166666667,3419.58333333333
"351",1997-09-16,3.82614583333333,993.666666666667
"352",1997-09-17,3.97791666666667,233.875
"353",1997-09-18,4.15427083333333,2082.08333333333
"354",1997-09-19,4.13760416666667,1757.5
"355",1997-09-20,4.11875,1119.875
"356",1997-09-21,4.22645833333333,2421.66666666667
"357",1997-09-22,4.38489583333333,4390.41666666667
"358",1997-09-23,4.23572916666667,4775.41666666667
"359",1997-09-24,4.30052083333333,3242.08333333333
"360",1997-09-25,4.473125,2971.25
"361",1997-09-26,4.495625,5685
"362",1997-09-27,4.08791666666667,5471.66666666667
"363",1997-09-28,3.97927083333333,1760
"364",1997-09-29,4.163125,1430.41666666667
"365",1997-09-30,4.38979166666667,3011.66666666667
"366",1997-10-01,4.43177083333333,5408.33333333333
"367",1997-10-02,4.54260416666667,6713.33333333333
"368",1997-10-03,4.29541666666667,5752.5
"369",1997-10-04,4.279375,5577.91666666667
"370",1997-10-05,4.05552083333333,4756.66666666667
"371",1997-10-06,4.28854166666667,5651.66666666667
"372",1997-10-07,4.35875,9989.58333333333
"373",1997-10-08,4.1853125,8822.91666666667
"374",1997-10-09,4.22572916666667,8855
"375",1997-10-10,4.21114583333333,8357.5
"376",1997-10-11,4.2540625,8801.25
"377",1997-10-12,3.75822916666667,7334.58333333333
"378",1997-10-13,3.69322916666667,6675.83333333333
"379",1997-10-14,3.76135416666667,6102.08333333333
"380",1997-10-15,3.86989583333333,4332.5
"381",1997-10-16,3.98020833333333,2561.25
"382",1997-10-17,4.10385416666667,2134.16666666667
"383",1997-10-18,4.19822916666667,2702.91666666667
"384",1997-10-19,4.3778125,3818.75
"385",1997-10-20,4.36572916666667,5139.16666666667
"386",1997-10-21,4.363125,4990
"387",1997-10-22,4.41791666666667,5697.91666666667
"388",1997-10-23,4.34822916666667,6422.5
"389",1997-10-24,4.0821875,3284.91666666667
"390",1997-10-25,3.91145833333333,1225.58333333333
"391",1997-10-26,3.9334375,2261.66666666667
"392",1997-10-27,4.0884375,2194.58333333333
"393",1997-10-28,4.1425,3254.16666666667
"394",1997-10-29,4.12979166666667,4158.75
"395",1997-10-30,4.06239583333333,4606.66666666667
"396",1997-10-31,3.99572916666667,4091.25
"397",1997-11-01,3.87875,3708.75
"398",1997-11-02,3.88510416666667,2718.33333333333
"399",1997-11-03,4.02177083333333,2667.91666666667
"400",1997-11-04,4.16645833333333,3012.91666666667
"401",1997-11-05,4.35760416666667,2957.5
"402",1997-11-06,4.50760416666667,4477.08333333333
"403",1997-11-07,4.48135416666667,6205.83333333333
"404",1997-11-08,4.19364583333333,5884.16666666667
"405",1997-11-09,4.0834375,3710
"406",1997-11-10,4.37229166666667,2020.83333333333
"407",1997-11-11,4.57822916666667,3211.25
"408",1997-11-12,4.53729166666667,3884.16666666667
"409",1997-11-13,4.63333333333333,3472.91666666667
"410",1997-11-14,4.61645833333333,5319.58333333333
"411",1997-11-15,4.46125,5488.75
"412",1997-11-16,4.46104166666667,5582.08333333333
"413",1997-11-17,4.35572916666667,6480.83333333333
"414",1997-11-18,4.18541666666667,6432.08333333333
"415",1997-11-19,4.42541666666667,6987.5
"416",1997-11-20,4.21447916666667,8507.5
"417",1997-11-21,4.00395833333333,7949.58333333333
"418",1997-11-22,3.931875,7183.33333333333
"419",1997-11-23,4.32947916666667,6298.33333333333
"420",1997-11-24,4.20458333333333,7156.25
"421",1997-11-25,4.17135416666667,6948.33333333333
"422",1997-11-26,4.7915625,7137.91666666667
"423",1997-11-27,4.77020833333333,14633.3333333333
"424",1997-11-28,4.33760416666667,15804.1666666667
"425",1997-11-29,4.4021875,16466.6666666667
"426",1997-11-30,4.605,16862.5
"427",1997-12-01,4.56083333333333,15541.6666666667
"428",1997-12-02,4.56510416666667,18295.8333333333
"429",1997-12-03,4.47010416666667,20270.8333333333
"430",1997-12-04,4.488125,17154.1666666667
"431",1997-12-05,4.6259375,16191.6666666667
"432",1997-12-06,4.56197916666667,14125
"433",1997-12-07,4.97239583333333,13487.5
"434",1997-12-08,4.850625,19895.8333333333
"435",1997-12-09,4.2953125,21816.6666666667
"436",1997-12-10,3.989375,21412.5
"437",1997-12-11,3.84416666666667,20733.3333333333
"438",1997-12-12,3.86302083333333,17641.6666666667
"439",1997-12-13,3.94072916666667,13516.6666666667
"440",1997-12-14,4.50135416666667,11220.8333333333
"441",1997-12-15,4.58552083333333,14054.1666666667
"442",1997-12-16,4.33479166666667,15525
"443",1997-12-17,4.3046875,18133.3333333333
"444",1997-12-18,4.34791666666667,16083.3333333333
"445",1997-12-19,4.15520833333333,12837.5
"446",1997-12-20,4.24041666666667,15070.8333333333
"447",1997-12-21,4.28375,12426.6666666667
"448",1997-12-22,3.77447916666667,6367.91666666667
"449",1997-12-23,4.00604166666667,7920.41666666667
"450",1997-12-24,3.93864583333333,9455.41666666667
"451",1997-12-25,3.84583333333333,6759.58333333333
"452",1997-12-26,4.073125,7092.91666666667
"453",1997-12-27,4.01729166666667,8364.58333333333
"454",1997-12-28,4.04041666666667,8345
"455",1997-12-29,4.071875,7863.75
"456",1997-12-30,4.223125,6950.83333333333
"457",1997-12-31,4.35822916666667,6932.5
"458",1998-01-01,4.44510416666667,7358.33333333333
"459",1998-01-02,4.7725,8137.5
"460",1998-01-03,4.88833333333333,10646.6666666667
"461",1998-01-04,5.00583333333333,13808.3333333333
"462",1998-01-05,4.47364583333333,19087.5
"463",1998-01-06,4.210625,21733.3333333333
"464",1998-01-07,4.18114583333333,19650
"465",1998-01-08,4.31239583333333,16500
"466",1998-01-09,4.4584375,15787.5
"467",1998-01-10,4.79520833333333,16520.8333333333
"468",1998-01-11,4.70166666666667,19308.3333333333
"469",1998-01-12,4.86510416666667,24658.3333333333
"470",1998-01-13,4.8921875,38062.5
"471",1998-01-14,4.76083333333333,45012.5
"472",1998-01-15,5.013125,49154.1666666667
"473",1998-01-16,4.9328125,54404.1666666667
"474",1998-01-17,4.809375,60487.5
"475",1998-01-18,4.83645833333333,72358.3333333333
"476",1998-01-19,5.40729166666667,98016.6666666667
"477",1998-01-20,5.1165625,110291.666666667
"478",1998-01-21,5.005,109958.333333333
"479",1998-01-22,4.87895833333333,107791.666666667
"480",1998-01-23,4.875625,103291.666666667
"481",1998-01-24,5.06072916666667,96237.5
"482",1998-01-25,5.04666666666667,88579.1666666667
"483",1998-01-26,5.15479166666667,81491.6666666667
"484",1998-01-27,5.3440625,76629.1666666667
"485",1998-01-28,5.3246875,74141.6666666667
"486",1998-01-29,5.7509375,77212.5
"487",1998-01-30,5.53197916666667,85208.3333333333
"488",1998-01-31,5.58885416666667,92329.1666666667
"489",1998-02-01,5.87635416666667,99879.1666666667
"490",1998-02-02,5.95510416666667,106083.333333333
"491",1998-02-03,6.89697916666667,121750
"492",1998-02-04,6.95572916666667,155833.333333333
"493",1998-02-05,6.98302083333333,196083.333333333
"494",1998-02-06,7.734375,222541.666666667
"495",1998-02-07,8.258125,243500
"496",1998-02-08,8.38833333333333,262541.666666667
"497",1998-02-09,8.23229166666667,273166.666666667
"498",1998-02-10,7.95604166666667,267000
"499",1998-02-11,7.78,254250
"500",1998-02-12,7.40041666666667,237833.333333333
"501",1998-02-13,7.13364583333333,221875
"502",1998-02-14,7.153125,208291.666666667
"503",1998-02-15,7.21416666666667,206208.333333333
"504",1998-02-16,6.72552083333333,204250
"505",1998-02-17,6.78260416666667,198666.666666667
"506",1998-02-18,6.26614583333333,192958.333333333
"507",1998-02-19,5.99125,179791.666666667
"508",1998-02-20,6.03239583333333,174041.666666667
"509",1998-02-21,6.13760416666667,174458.333333333
"510",1998-02-22,6.2803125,181708.333333333
"511",1998-02-23,6.57635416666667,188666.666666667
"512",1998-02-24,6.98104166666667,192458.333333333
"513",1998-02-25,6.663125,190458.333333333
"514",1998-02-26,6.37677083333333,180916.666666667
"515",1998-02-27,6.21770833333333,169708.333333333
"516",1998-02-28,6.01375,159041.666666667
"517",1998-03-01,5.72677083333333,146583.333333333
"518",1998-03-02,5.68510416666667,132291.666666667
"519",1998-03-03,5.58864583333333,120125
"520",1998-03-04,5.21635416666667,111541.666666667
"521",1998-03-05,5.22114583333333,105625
"522",1998-03-06,5.26697916666667,100212.5
"523",1998-03-07,5.02302083333333,94883.3333333333
"524",1998-03-08,4.76947916666667,88545.8333333333
"525",1998-03-09,4.67729166666667,79812.5
"526",1998-03-10,4.62302083333333,73600
"527",1998-03-11,4.63520833333333,68429.1666666667
"528",1998-03-12,4.78375,63837.5
"529",1998-03-13,4.9471875,60366.6666666667
"530",1998-03-14,4.84458333333333,58429.1666666667
"531",1998-03-15,4.65364583333333,55862.5
"532",1998-03-16,4.70416666666667,53770.8333333333
"533",1998-03-17,4.61875,52162.5
"534",1998-03-18,4.59385416666667,49687.5
"535",1998-03-19,4.59729166666667,48575
"536",1998-03-20,4.668125,48358.3333333333
"537",1998-03-21,4.63552083333333,48458.3333333333
"538",1998-03-22,4.59510416666667,48837.5
"539",1998-03-23,4.7371875,50391.6666666667
"540",1998-03-24,5.05875,55041.6666666667
"541",1998-03-25,5.2003125,60716.6666666667
"542",1998-03-26,5.28020833333333,71775
"543",1998-03-27,5.46520833333333,90900
"544",1998-03-28,5.74822916666667,106833.333333333
"545",1998-03-29,5.69364583333333,116166.666666667
"546",1998-03-30,5.57239583333333,114416.666666667
"547",1998-03-31,5.6484375,108958.333333333
"548",1998-04-01,5.66677083333333,105416.666666667
"549",1998-04-02,5.39583333333333,97145.8333333333
"550",1998-04-03,5.05927083333333,86675
"551",1998-04-04,5.08322916666667,81370.8333333333
"552",1998-04-05,5.05729166666667,77595.8333333333
"553",1998-04-06,5.02791666666667,75416.6666666667
"554",1998-04-07,4.80958333333333,74487.5
"555",1998-04-08,4.54385416666667,71925
"556",1998-04-09,4.57010416666667,69141.6666666667
"557",1998-04-10,4.76552083333333,67120.8333333333
"558",1998-04-11,4.87875,65604.1666666667
"559",1998-04-12,4.82291666666667,65125
"560",1998-04-13,4.57291666666667,62729.1666666667
"561",1998-04-14,4.55177083333333,60370.8333333333
"562",1998-04-15,4.47375,57766.6666666667
"563",1998-04-16,4.3153125,55712.5
"564",1998-04-17,4.1778125,53695.8333333333
"565",1998-04-18,4.09666666666667,50775
"566",1998-04-19,4.03125,47025
"567",1998-04-20,4.0590625,44779.1666666667
"568",1998-04-21,3.985625,42883.3333333333
"569",1998-04-22,4.15802083333333,37929.1666666667
"570",1998-04-23,4.6878125,36879.1666666667
"571",1998-04-24,4.58489583333333,40350
"572",1998-04-25,4.37645833333333,40495.8333333333
"573",1998-04-26,4.27822916666667,39691.6666666667
"574",1998-04-27,4.39260416666667,40304.1666666667
"575",1998-04-28,4.53677083333333,40900
"576",1998-04-29,4.64635416666667,40891.6666666667
"577",1998-04-30,4.90260416666667,39737.5
"578",1998-05-01,4.9671875,39783.3333333333
"579",1998-05-02,4.7915625,41066.6666666667
"580",1998-05-03,4.50833333333333,41370.8333333333
"581",1998-05-04,4.3646875,41175
"582",1998-05-05,4.40572916666667,40966.6666666667
"583",1998-05-06,4.39291666666667,42283.3333333333
"584",1998-05-07,4.34635416666667,43375
"585",1998-05-08,4.38177083333333,44308.3333333333
"586",1998-05-09,4.3103125,43695.8333333333
"587",1998-05-10,4.2275,41337.5
"588",1998-05-11,4.32947916666667,39387.5
"589",1998-05-12,4.46239583333333,38891.6666666667
"590",1998-05-13,4.63072916666667,39712.5
"591",1998-05-14,4.54958333333333,42866.6666666667
"592",1998-05-15,4.4540625,45125
"593",1998-05-16,4.6496875,45350
"594",1998-05-17,4.41822916666667,46141.6666666667
"595",1998-05-18,4.1928125,43500
"596",1998-05-19,4.29385416666667,44366.6666666667
"597",1998-05-20,4.330625,45045.8333333333
"598",1998-05-21,4.20177083333333,43941.6666666667
"599",1998-05-22,4.14791666666667,40154.1666666667
"600",1998-05-23,4.3628125,36708.3333333333
"601",1998-05-24,4.5128125,36270.8333333333
"602",1998-05-25,4.59989583333333,35125
"603",1998-05-26,4.76947916666667,36716.6666666667
"604",1998-05-27,4.66041666666667,38679.1666666667
"605",1998-05-28,4.75916666666667,39775
"606",1998-05-29,4.8834375,44912.5
"607",1998-05-30,4.71166666666667,49233.3333333333
"608",1998-05-31,4.65958333333333,52587.5
"609",1998-06-01,4.6703125,57879.1666666667
"610",1998-06-02,4.66583333333333,62795.8333333333
"611",1998-06-03,4.60291666666667,63387.5
