"","date","yolo_dayflow","sac_dayflow","height_sac","inund_days","inundation","year"
"7260",2003-12-17,1710,34400,26.23,0,0,"2003"
"7261",2003-12-18,1510,31100,24.44,0,0,"2003"
"7262",2003-12-19,1137,28800,23.48,0,0,"2003"
"7263",2003-12-20,30,27400,22.75,0,0,"2003"
"7264",2003-12-21,30,26900,23.2,0,0,"2003"
"7265",2003-12-22,1215,28400,23.78,0,0,"2003"
"7266",2003-12-23,1910,28900,23.79,0,0,"2003"
"7267",2003-12-24,1977,28600,23.86,0,0,"2003"
"7268",2003-12-25,2450,32900,27.94,0,0,"2003"
"7269",2003-12-26,3293,39700,28.75,0,0,"2003"
"7270",2003-12-27,3310,42300,29.29,0,0,"2003"
"7271",2003-12-28,3330,44000,29.4,0,0,"2003"
"7272",2003-12-29,3480,43100,29.13,0,0,"2003"
"7273",2003-12-30,5587,43700,30.06,0,0,"2003"
"7274",2003-12-31,7120,47000,31.42,0,0,"2003"
"7275",2004-01-01,5776,52900,33.09,0,0,"2004"
"7276",2004-01-02,6090,59300,33.99,1,1,"2004"
"7277",2004-01-03,6887,61000,34.03,2,1,"2004"
"7278",2004-01-04,7136,61200,33.96,3,1,"2004"
"7279",2004-01-05,6580,59000,33.48,4,1,"2004"
"7280",2004-01-06,6260,53800,32.07,5,1,"2004"
"7281",2004-01-07,6260,48100,30.2,6,1,"2004"
"7282",2004-01-08,6137,43800,28.16,7,1,"2004"
"7283",2004-01-09,6090,42000,28.16,8,1,"2004"
"7284",2004-01-10,6140,42200,28.56,9,1,"2004"
"7285",2004-01-11,6190,43300,29.3,10,1,"2004"
"7286",2004-01-12,5990,45200,29.42,11,1,"2004"
"7287",2004-01-13,5757,44500,29.12,12,1,"2004"
"7288",2004-01-14,5470,40700,27.77,13,1,"2004"
"7289",2004-01-15,4910,37200,26.39,14,1,"2004"
"7290",2004-01-16,4080,34700,25.42,15,1,"2004"
"7291",2004-01-17,3420,32500,24.71,0,0,"2004"
"7292",2004-01-18,2850,30500,24.1,0,0,"2004"
"7293",2004-01-19,2373,28600,23.32,0,0,"2004"
"7294",2004-01-20,1870,26900,22.53,0,0,"2004"
"7295",2004-01-21,1427,25500,21.9,0,0,"2004"
"7296",2004-01-22,1120,24200,21.41,0,0,"2004"
"7297",2004-01-23,60,23000,20.97,0,0,"2004"
"7298",2004-01-24,60,22400,20.51,0,0,"2004"
"7299",2004-01-25,60,21700,20.12,0,0,"2004"
"7300",2004-01-26,60,21100,19.58,0,0,"2004"
"7301",2004-01-27,60,20500,19.28,0,0,"2004"
"7302",2004-01-28,60,21300,19.47,0,0,"2004"
"7303",2004-01-29,60,23400,21.45,0,0,"2004"
"7304",2004-01-30,60,24900,21.61,0,0,"2004"
"7305",2004-01-31,60,24400,21.42,0,0,"2004"
"7306",2004-02-01,60,23500,20.75,0,0,"2004"
"7307",2004-02-02,60,22800,20.43,0,0,"2004"
"7308",2004-02-03,53,24500,26.49,0,0,"2004"
"7309",2004-02-04,1980,32400,27.5,0,0,"2004"
"7310",2004-02-05,2633,38400,27.71,0,0,"2004"
"7311",2004-02-06,2787,38100,27.35,0,0,"2004"
"7312",2004-02-07,2760,34600,25.5,0,0,"2004"
"7313",2004-02-08,2390,31600,24.05,0,0,"2004"
"7314",2004-02-09,1980,29600,23.36,0,0,"2004"
"7315",2004-02-10,1514,27800,22.64,0,0,"2004"
"7316",2004-02-11,1070,26000,21.88,0,0,"2004"
"7317",2004-02-12,60,24600,21.23,0,0,"2004"
"7318",2004-02-13,60,23300,20.66,0,0,"2004"
"7319",2004-02-14,63,22200,20.12,0,0,"2004"
"7320",2004-02-15,65,21200,19.78,0,0,"2004"
"7321",2004-02-16,61,20300,19.26,0,0,"2004"
"7322",2004-02-17,1384,22900,25.35,0,0,"2004"
"7323",2004-02-18,6470,39000,30.8,0,0,"2004"
"7324",2004-02-19,9070,56600,34.78,1,1,"2004"
"7325",2004-02-20,41588,69300,35.97,2,1,"2004"
"7326",2004-02-21,81576,73300,36.2,3,1,"2004"
"7327",2004-02-22,79594,73800,36.18,4,1,"2004"
"7328",2004-02-23,66364,73100,35.98,5,1,"2004"
"7329",2004-02-24,54221,71900,35.72,6,1,"2004"
"7330",2004-02-25,51622,71900,35.77,7,1,"2004"
"7331",2004-02-26,95502,74600,35.97,8,1,"2004"
"7332",2004-02-27,99611,74700,36.24,9,1,"2004"
"7333",2004-02-28,105288,73800,36.31,10,1,"2004"
"7334",2004-02-29,97559,72400,36.25,11,1,"2004"
"7335",2004-03-01,87135,71300,36.09,12,1,"2004"
"7336",2004-03-02,79941,71000,35.98,13,1,"2004"
"7337",2004-03-03,69410,70300,35.87,14,1,"2004"
"7338",2004-03-04,63390,69500,35.79,15,1,"2004"
"7339",2004-03-05,51766,68600,35.66,16,1,"2004"
"7340",2004-03-06,41436,67500,35.36,17,1,"2004"
"7341",2004-03-07,31708,66300,35.09,18,1,"2004"
"7342",2004-03-08,23572,65400,34.78,19,1,"2004"
"7343",2004-03-09,16560,63800,34.44,20,1,"2004"
"7344",2004-03-10,9800,62400,34.04,21,1,"2004"
"7345",2004-03-11,6667,60000,33.42,22,1,"2004"
"7346",2004-03-12,6117,57000,32.44,23,1,"2004"
"7347",2004-03-13,5495,53400,31.37,24,1,"2004"
"7348",2004-03-14,4595,49200,30.16,25,1,"2004"
"7349",2004-03-15,3555,44800,28.77,0,0,"2004"
"7350",2004-03-16,2835,41200,27.43,0,0,"2004"
"7351",2004-03-17,2490,38300,26.25,0,0,"2004"
"7352",2004-03-18,2271,35500,25.13,0,0,"2004"
"7353",2004-03-19,2070,33300,24.2,0,0,"2004"
"7354",2004-03-20,1957,32000,23.62,0,0,"2004"
"7355",2004-03-21,1950,31200,23.26,0,0,"2004"
"7356",2004-03-22,1951,30400,22.84,0,0,"2004"
"7357",2004-03-23,1710,30000,22.71,0,0,"2004"
"7358",2004-03-24,1434,32200,23.1,0,0,"2004"
"7359",2004-03-25,1290,33100,23.18,0,0,"2004"
"7360",2004-03-26,1229,33200,23.09,0,0,"2004"
"7361",2004-03-27,219,32100,22.91,0,0,"2004"
"7362",2004-03-28,217,29400,22.11,0,0,"2004"
"7363",2004-03-29,215,26800,21.21,0,0,"2004"
"7364",2004-03-30,222,25000,20.47,0,0,"2004"
"7365",2004-03-31,232,23700,19.91,0,0,"2004"
"7366",2004-04-01,225,22200,19.36,0,0,"2004"
"7367",2004-04-02,220,21000,19.19,0,0,"2004"
"7368",2004-04-03,238,20400,18.85,0,0,"2004"
"7369",2004-04-04,250,20900,18.98,0,0,"2004"
"7370",2004-04-05,250,23500,20.07,0,0,"2004"
"7371",2004-04-06,271,25900,20.72,0,0,"2004"
"7372",2004-04-07,291,31400,21.43,0,0,"2004"
"7373",2004-04-08,329,33600,21.92,0,0,"2004"
"7374",2004-04-09,368,34900,23.56,0,0,"2004"
"7375",2004-04-10,419,36100,24.05,0,0,"2004"
"7376",2004-04-11,458,35800,24.11,0,0,"2004"
"7377",2004-04-12,465,34800,24,0,0,"2004"
"7378",2004-04-13,470,33100,23.71,0,0,"2004"
"7379",2004-04-14,447,31600,23.11,0,0,"2004"
"7380",2004-04-15,416,30400,22.2,0,0,"2004"
"7381",2004-04-16,438,30400,21.71,0,0,"2004"
"7382",2004-04-17,468,30200,21.64,0,0,"2004"
"7383",2004-04-18,477,28700,21.3,0,0,"2004"
"7384",2004-04-19,505,24800,19.81,0,0,"2004"
"7385",2004-04-20,516,21600,18.51,0,0,"2004"
"7386",2004-04-21,478,19000,17.51,0,0,"2004"
"7387",2004-04-22,453,17500,16.83,0,0,"2004"
"7388",2004-04-23,457,16000,16.46,0,0,"2004"
"7389",2004-04-24,466,15200,16.2,0,0,"2004"
"7390",2004-04-25,470,14400,15.71,0,0,"2004"
"7391",2004-04-26,484,13300,15.17,0,0,"2004"
"7392",2004-04-27,504,12000,14.78,0,0,"2004"
"7393",2004-04-28,507,11600,14.67,0,0,"2004"
"7394",2004-04-29,468,11800,15.1,0,0,"2004"
"7395",2004-04-30,460,11700,15.1,0,0,"2004"
"7396",2004-05-01,454,11700,14.7,0,0,"2004"
"7397",2004-05-02,429,11600,14.55,0,0,"2004"
"7398",2004-05-03,435,11500,14.53,0,0,"2004"
"7399",2004-05-04,445,11200,14.73,0,0,"2004"
"7400",2004-05-05,471,11900,15.16,0,0,"2004"
"7401",2004-05-06,487,12800,15.39,0,0,"2004"
"7402",2004-05-07,501,13200,15.6,0,0,"2004"
"7403",2004-05-08,498,13100,15.6,0,0,"2004"
"7404",2004-05-09,479,13000,15.69,0,0,"2004"
"7405",2004-05-10,472,13800,16.08,0,0,"2004"
"7406",2004-05-11,484,14300,16.27,0,0,"2004"
"7407",2004-05-12,486,14200,16.3,0,0,"2004"
"7408",2004-05-13,480,14000,16.28,0,0,"2004"
"7409",2004-05-14,487,13100,15.92,0,0,"2004"
"7410",2004-05-15,515,12100,15.28,0,0,"2004"
"7411",2004-05-16,511,11600,15.1,0,0,"2004"
"7412",2004-05-17,482,11300,15.1,0,0,"2004"
"7413",2004-05-18,470,12300,15.23,0,0,"2004"
"7414",2004-05-19,498,12200,15.42,0,0,"2004"
"7415",2004-05-20,532,12200,15.42,0,0,"2004"
"7416",2004-05-21,528,11900,15.37,0,0,"2004"
"7417",2004-05-22,510,11800,15.37,0,0,"2004"
"7418",2004-05-23,528,12300,15.36,0,0,"2004"
"7419",2004-05-24,553,12400,15.43,0,0,"2004"
"7420",2004-05-25,574,12500,15.47,0,0,"2004"
"7421",2004-05-26,580,12400,15.47,0,0,"2004"
"7422",2004-05-27,577,12000,15.37,0,0,"2004"
"7423",2004-05-28,558,12100,15.3,0,0,"2004"
"7424",2004-05-29,512,12700,15.89,0,0,"2004"
"7425",2004-05-30,496,13400,16.34,0,0,"2004"
"7426",2004-05-31,511,13900,16.59,0,0,"2004"
"7427",2004-06-01,523,13900,16.63,0,0,"2004"
"7428",2004-06-02,527,13600,16.63,0,0,"2004"
"7429",2004-06-03,531,13100,16.46,0,0,"2004"
"7430",2004-06-04,542,12600,16.1,0,0,"2004"
"7431",2004-06-05,545,12700,15.82,0,0,"2004"
"7432",2004-06-06,540,12500,15.77,0,0,"2004"
"7433",2004-06-07,529,13000,16.58,0,0,"2004"
"7434",2004-06-08,526,15400,17.13,0,0,"2004"
"7435",2004-06-09,534,16400,17.41,0,0,"2004"
"7436",2004-06-10,542,17100,17.58,0,0,"2004"
"7437",2004-06-11,499,16700,17.58,0,0,"2004"
"7438",2004-06-12,512,16300,17.53,0,0,"2004"
"7439",2004-06-13,530,16000,17.46,0,0,"2004"
"7440",2004-06-14,557,15900,17.36,0,0,"2004"
"7441",2004-06-15,577,15400,17.29,0,0,"2004"
"7442",2004-06-16,603,14900,17.19,0,0,"2004"
"7443",2004-06-17,611,15000,17.07,0,0,"2004"
"7444",2004-06-18,634,15300,16.86,0,0,"2004"
"7445",2004-06-19,640,15600,16.97,0,0,"2004"
"7446",2004-06-20,645,15800,16.99,0,0,"2004"
"7447",2004-06-21,639,15700,16.97,0,0,"2004"
"7448",2004-06-22,642,15300,16.92,0,0,"2004"
"7449",2004-06-23,659,15400,16.91,0,0,"2004"
"7450",2004-06-24,666,15700,16.97,0,0,"2004"
"7451",2004-06-25,668,15600,16.97,0,0,"2004"
"7452",2004-06-26,642,15400,16.94,0,0,"2004"
"7453",2004-06-27,630,15300,16.86,0,0,"2004"
"7454",2004-06-28,626,15300,16.93,0,0,"2004"
"7455",2004-06-29,636,15600,17.28,0,0,"2004"
"7456",2004-06-30,619,17400,17.65,0,0,"2004"
"7457",2004-07-01,613,18200,17.73,0,0,"2004"
"7458",2004-07-02,616,18400,17.81,0,0,"2004"
"7459",2004-07-03,601,18600,17.91,0,0,"2004"
"7460",2004-07-04,584,19100,18.14,0,0,"2004"
"7461",2004-07-05,568,19500,18.19,0,0,"2004"
"7462",2004-07-06,590,19700,18.23,0,0,"2004"
"7463",2004-07-07,614,19600,18.27,0,0,"2004"
"7464",2004-07-08,616,20000,18.3,0,0,"2004"
"7465",2004-07-09,648,20400,18.37,0,0,"2004"
"7466",2004-07-10,642,21000,18.48,0,0,"2004"
"7467",2004-07-11,602,21300,18.69,0,0,"2004"
"7468",2004-07-12,597,21200,18.75,0,0,"2004"
"7469",2004-07-13,595,21500,18.89,0,0,"2004"
"7470",2004-07-14,613,21500,18.92,0,0,"2004"
"7471",2004-07-15,593,21600,18.87,0,0,"2004"
"7472",2004-07-16,566,21500,18.85,0,0,"2004"
"7473",2004-07-17,542,21400,18.89,0,0,"2004"
"7474",2004-07-18,537,21800,18.93,0,0,"2004"
"7475",2004-07-19,565,21800,18.95,0,0,"2004"
"7476",2004-07-20,578,21700,18.97,0,0,"2004"
"7477",2004-07-21,601,21200,18.94,0,0,"2004"
"7478",2004-07-22,615,20400,18.81,0,0,"2004"
"7479",2004-07-23,641,20000,18.57,0,0,"2004"
"7480",2004-07-24,623,20600,18.8,0,0,"2004"
"7481",2004-07-25,590,21000,18.96,0,0,"2004"
"7482",2004-07-26,597,20400,19,0,0,"2004"
"7483",2004-07-27,624,20100,18.99,0,0,"2004"
"7484",2004-07-28,596,20200,19.05,0,0,"2004"
"7485",2004-07-29,589,20300,19.02,0,0,"2004"
"7486",2004-07-30,574,19900,18.86,0,0,"2004"
"7487",2004-07-31,556,19800,18.74,0,0,"2004"
"7488",2004-08-01,550,19400,18.6,0,0,"2004"
"7489",2004-08-02,550,19100,18.46,0,0,"2004"
"7490",2004-08-03,540,19400,18.57,0,0,"2004"
"7491",2004-08-04,547,19200,18.62,0,0,"2004"
"7492",2004-08-05,510,19300,18.62,0,0,"2004"
"7493",2004-08-06,486,19300,18.57,0,0,"2004"
"7494",2004-08-07,498,19100,18.5,0,0,"2004"
"7495",2004-08-08,501,18800,18.42,0,0,"2004"
"7496",2004-08-09,529,18600,18.33,0,0,"2004"
"7497",2004-08-10,542,18500,18.19,0,0,"2004"
"7498",2004-08-11,545,18300,18.07,0,0,"2004"
"7499",2004-08-12,536,18100,18.01,0,0,"2004"
"7500",2004-08-13,527,18100,17.96,0,0,"2004"
"7501",2004-08-14,486,17900,17.93,0,0,"2004"
"7502",2004-08-15,445,18000,17.86,0,0,"2004"
"7503",2004-08-16,429,17700,17.75,0,0,"2004"
"7504",2004-08-17,439,17400,17.58,0,0,"2004"
"7505",2004-08-18,484,17400,17.49,0,0,"2004"
"7506",2004-08-19,484,17300,17.55,0,0,"2004"
"7507",2004-08-20,470,17100,17.57,0,0,"2004"
"7508",2004-08-21,454,16700,17.55,0,0,"2004"
"7509",2004-08-22,433,16900,17.5,0,0,"2004"
"7510",2004-08-23,428,17500,17.57,0,0,"2004"
"7511",2004-08-24,425,17700,17.88,0,0,"2004"
"7512",2004-08-25,428,18100,18,0,0,"2004"
"7513",2004-08-26,407,18000,18.01,0,0,"2004"
"7514",2004-08-27,395,17200,17.97,0,0,"2004"
"7515",2004-08-28,390,16800,17.83,0,0,"2004"
"7516",2004-08-29,390,16400,17.8,0,0,"2004"
"7517",2004-08-30,411,16200,17.7,0,0,"2004"
"7518",2004-08-31,448,15900,17.56,0,0,"2004"
"7519",2004-09-01,471,15700,17.42,0,0,"2004"
"7520",2004-09-02,465,16100,17.4,0,0,"2004"
"7521",2004-09-03,459,16200,17.42,0,0,"2004"
"7522",2004-09-04,443,16000,17.36,0,0,"2004"
"7523",2004-09-05,413,16100,17.3,0,0,"2004"
"7524",2004-09-06,403,16000,17.28,0,0,"2004"
"7525",2004-09-07,416,16000,17.24,0,0,"2004"
"7526",2004-09-08,406,16200,17.34,0,0,"2004"
"7527",2004-09-09,399,15900,17.38,0,0,"2004"
"7528",2004-09-10,408,15300,17.34,0,0,"2004"
"7529",2004-09-11,421,15300,17.29,0,0,"2004"
"7530",2004-09-12,402,14900,17.28,0,0,"2004"
"7531",2004-09-13,415,15300,17.26,0,0,"2004"
"7532",2004-09-14,412,15000,17.19,0,0,"2004"
"7533",2004-09-15,393,14800,17.16,0,0,"2004"
"7534",2004-09-16,385,14600,17.1,0,0,"2004"
"7535",2004-09-17,356,14100,16.98,0,0,"2004"
"7536",2004-09-18,322,14700,16.9,0,0,"2004"
"7537",2004-09-19,287,14700,16.86,0,0,"2004"
"7538",2004-09-20,251,14700,16.79,0,0,"2004"
"7539",2004-09-21,235,14400,16.71,0,0,"2004"
"7540",2004-09-22,224,14500,16.71,0,0,"2004"
"7541",2004-09-23,234,14300,16.68,0,0,"2004"
"7542",2004-09-24,247,13500,16.6,0,0,"2004"
"7543",2004-09-25,253,13100,16.48,0,0,"2004"
"7544",2004-09-26,251,12900,16.36,0,0,"2004"
"7545",2004-09-27,259,12400,16.25,0,0,"2004"
"7546",2004-09-28,253,12100,16.12,0,0,"2004"
"7547",2004-09-29,232,11900,16,0,0,"2004"
"7548",2004-09-30,215,11600,15.9,0,0,"2004"
"7549",2004-10-01,228,12100,15.79,0,0,"2004"
"7550",2004-10-02,228,12000,15.67,0,0,"2004"
"7551",2004-10-03,220,11500,15.57,0,0,"2004"
"7552",2004-10-04,201,11200,15.43,0,0,"2004"
"7553",2004-10-05,186,11600,15.27,0,0,"2004"
"7554",2004-10-06,178,11300,15.14,0,0,"2004"
"7555",2004-10-07,171,11100,15.03,0,0,"2004"
"7556",2004-10-08,161,10900,14.91,0,0,"2004"
"7557",2004-10-09,160,11400,14.81,0,0,"2004"
"7558",2004-10-10,155,11200,14.73,0,0,"2004"
"7559",2004-10-11,150,10800,14.65,0,0,"2004"
"7560",2004-10-12,171,10900,14.57,0,0,"2004"
"7561",2004-10-13,204,10900,14.54,0,0,"2004"
"7562",2004-10-14,226,10800,14.52,0,0,"2004"
"7563",2004-10-15,248,10500,14.49,0,0,"2004"
"7564",2004-10-16,207,10300,14.49,0,0,"2004"
"7565",2004-10-17,166,10100,14.47,0,0,"2004"
"7566",2004-10-18,142,11300,14.47,0,0,"2004"
"7567",2004-10-19,58,11200,14.98,0,0,"2004"
"7568",2004-10-20,20,14300,15.51,0,0,"2004"
"7569",2004-10-21,6,14600,16.19,0,0,"2004"
"7570",2004-10-22,0,15500,16.55,0,0,"2004"
"7571",2004-10-23,0,14800,16.55,0,0,"2004"
"7572",2004-10-24,0,13700,16.35,0,0,"2004"
"7573",2004-10-25,0,12800,16.08,0,0,"2004"
"7574",2004-10-26,0,13700,15.87,0,0,"2004"
"7575",2004-10-27,31,14600,16.29,0,0,"2004"
"7576",2004-10-28,41,15800,18.35,0,0,"2004"
"7577",2004-10-29,25,17900,18.44,0,0,"2004"
"7578",2004-10-30,12,16700,18.11,0,0,"2004"
"7579",2004-10-31,0,15300,17.37,0,0,"2004"
"7580",2004-11-01,25,14000,16.76,0,0,"2004"
"7581",2004-11-02,40,13100,16.36,0,0,"2004"
"7582",2004-11-03,35,13000,16.05,0,0,"2004"
"7583",2004-11-04,31,13400,15.82,0,0,"2004"
"7584",2004-11-05,25,12600,15.67,0,0,"2004"
"7585",2004-11-06,31,12800,15.56,0,0,"2004"
"7586",2004-11-07,35,12800,15.5,0,0,"2004"
"7587",2004-11-08,35,12200,15.41,0,0,"2004"
"7588",2004-11-09,31,11900,15.27,0,0,"2004"
"7589",2004-11-10,15,11900,15.15,0,0,"2004"
"7590",2004-11-11,15,12400,15.09,0,0,"2004"
"7591",2004-11-12,21,12800,15.18,0,0,"2004"
"7592",2004-11-13,25,13100,15.51,0,0,"2004"
"7593",2004-11-14,25,13200,15.54,0,0,"2004"
"7594",2004-11-15,23,12700,15.54,0,0,"2004"
"7595",2004-11-16,20,12500,15.48,0,0,"2004"
"7596",2004-11-17,20,12500,15.33,0,0,"2004"
"7597",2004-11-18,20,12400,15.17,0,0,"2004"
"7598",2004-11-19,20,12000,15,0,0,"2004"
"7599",2004-11-20,26,12000,14.84,0,0,"2004"
"7600",2004-11-21,30,11600,14.7,0,0,"2004"
"7601",2004-11-22,30,10800,14.56,0,0,"2004"
"7602",2004-11-23,27,10600,14.42,0,0,"2004"
"7603",2004-11-24,25,10500,14.29,0,0,"2004"
"7604",2004-11-25,25,10200,14.16,0,0,"2004"
"7605",2004-11-26,22,10200,14.04,0,0,"2004"
"7606",2004-11-27,20,11400,14.34,0,0,"2004"
"7607",2004-11-28,20,13500,14.85,0,0,"2004"
"7608",2004-11-29,20,13000,14.99,0,0,"2004"
"7609",2004-11-30,20,12400,15.03,0,0,"2004"
"7610",2004-12-01,20,12300,15.06,0,0,"2004"
"7611",2004-12-02,20,12300,15.05,0,0,"2004"
"7612",2004-12-03,24,12000,15,0,0,"2004"
"7613",2004-12-04,25,11700,14.93,0,0,"2004"
"7614",2004-12-05,25,11300,14.84,0,0,"2004"
"7615",2004-12-06,25,10900,14.69,0,0,"2004"
"7616",2004-12-07,25,11700,14.6,0,0,"2004"
"7617",2004-12-08,21,13300,15.9,0,0,"2004"
"7618",2004-12-09,15,18700,21.31,0,0,"2004"
"7619",2004-12-10,21,27100,23.64,0,0,"2004"
"7620",2004-12-11,25,28800,23.45,0,0,"2004"
"7621",2004-12-12,25,24800,21.57,0,0,"2004"
"7622",2004-12-13,25,21000,20.25,0,0,"2004"
"7623",2004-12-14,31,18900,19.1,0,0,"2004"
"7624",2004-12-15,35,17700,18.27,0,0,"2004"
"7625",2004-12-16,35,17100,17.66,0,0,"2004"
"7626",2004-12-17,38,16200,17.23,0,0,"2004"
"7627",2004-12-18,40,15800,16.9,0,0,"2004"
"7628",2004-12-19,40,15000,16.62,0,0,"2004"
"7629",2004-12-20,40,14300,16.46,0,0,"2004"
"7630",2004-12-21,40,13800,16.29,0,0,"2004"
"7631",2004-12-22,40,13300,16.11,0,0,"2004"
"7632",2004-12-23,40,12700,15.93,0,0,"2004"
"7633",2004-12-24,40,12500,15.78,0,0,"2004"
"7634",2004-12-25,40,12200,15.65,0,0,"2004"
"7635",2004-12-26,43,11800,15.54,0,0,"2004"
"7636",2004-12-27,45,11800,15.46,0,0,"2004"
"7637",2004-12-28,45,15100,23.5,0,0,"2004"
"7638",2004-12-29,1191,30100,26.93,0,0,"2004"
"7639",2004-12-30,2510,39300,28.58,0,0,"2004"
"7640",2004-12-31,3813,46600,31.42,0,0,"2004"
"7641",2005-01-01,4035,54300,32.17,0,0,"2005"
"7642",2005-01-02,4025,55600,32.14,0,0,"2005"
"7643",2005-01-03,4178,53000,30.98,0,0,"2005"
"7644",2005-01-04,4750,50200,29.95,0,0,"2005"
"7645",2005-01-05,4830,44300,29.33,0,0,"2005"
"7646",2005-01-06,4530,39500,27.39,0,0,"2005"
"7647",2005-01-07,4243,35300,25.3,0,0,"2005"
"7648",2005-01-08,4115,34000,25.28,0,0,"2005"
"7649",2005-01-09,4535,36800,27.07,0,0,"2005"
"7650",2005-01-10,4685,37500,27.02,0,0,"2005"
"7651",2005-01-11,4625,36700,25.89,0,0,"2005"
"7652",2005-01-12,5295,38000,27.94,0,0,"2005"
"7653",2005-01-13,5405,39300,28.08,0,0,"2005"
"7654",2005-01-14,5055,38300,27.47,0,0,"2005"
"7655",2005-01-15,4575,35200,25.77,0,0,"2005"
"7656",2005-01-16,4155,32400,24.25,0,0,"2005"
"7657",2005-01-17,3845,30100,23.09,0,0,"2005"
"7658",2005-01-18,3595,28000,22.25,0,0,"2005"
"7659",2005-01-19,3375,26200,21.71,0,0,"2005"
"7660",2005-01-20,3215,24800,21.26,0,0,"2005"
"7661",2005-01-21,3025,24000,20.91,0,0,"2005"
"7662",2005-01-22,2655,23200,20.67,0,0,"2005"
"7663",2005-01-23,2253,22500,20.5,0,0,"2005"
"7664",2005-01-24,1780,21800,20.31,0,0,"2005"
"7665",2005-01-25,1464,20900,20.01,0,0,"2005"
"7666",2005-01-26,1157,20600,19.67,0,0,"2005"
"7667",2005-01-27,60,21000,20.01,0,0,"2005"
"7668",2005-01-28,1300,25100,25.07,0,0,"2005"
"7669",2005-01-29,2420,31000,25.95,0,0,"2005"
"7670",2005-01-30,2914,32600,26.01,0,0,"2005"
"7671",2005-01-31,3045,31900,25.5,0,0,"2005"
"7672",2005-02-01,2802,29900,24.18,0,0,"2005"
"7673",2005-02-02,2310,28500,23.09,0,0,"2005"
"7674",2005-02-03,2030,26900,22.25,0,0,"2005"
"7675",2005-02-04,1710,25400,21.7,0,0,"2005"
"7676",2005-02-05,1410,24300,21.21,0,0,"2005"
"7677",2005-02-06,1114,23100,20.73,0,0,"2005"
"7678",2005-02-07,65,22400,20.21,0,0,"2005"
"7679",2005-02-08,65,21800,19.75,0,0,"2005"
"7680",2005-02-09,65,21400,19.44,0,0,"2005"
"7681",2005-02-10,65,24100,19.23,0,0,"2005"
"7682",2005-02-11,65,25300,19.08,0,0,"2005"
"7683",2005-02-12,63,23300,18.78,0,0,"2005"
"7684",2005-02-13,60,20800,18.29,0,0,"2005"
"7685",2005-02-14,53,19100,17.91,0,0,"2005"
"7686",2005-02-15,47,18700,17.61,0,0,"2005"
"7687",2005-02-16,47,19700,18.65,0,0,"2005"
"7688",2005-02-17,50,20900,18.74,0,0,"2005"
"7689",2005-02-18,57,20600,18.7,0,0,"2005"
"7690",2005-02-19,60,20200,18.56,0,0,"2005"
"7691",2005-02-20,1240,21100,19.02,0,0,"2005"
"7692",2005-02-21,1710,26500,21.5,0,0,"2005"
"7693",2005-02-22,2443,31800,23.52,0,0,"2005"
"7694",2005-02-23,2860,33500,23.58,0,0,"2005"
"7695",2005-02-24,2760,31700,23.25,0,0,"2005"
"7696",2005-02-25,2600,30400,23.35,0,0,"2005"
"7697",2005-02-26,2464,29400,23.22,0,0,"2005"
"7698",2005-02-27,2060,28200,22.73,0,0,"2005"
"7699",2005-02-28,1660,27500,21.85,0,0,"2005"
"7700",2005-03-01,1708,28000,23.46,0,0,"2005"
"7701",2005-03-02,2435,31000,23.78,0,0,"2005"
"7702",2005-03-03,2325,33400,24.17,0,0,"2005"
"7703",2005-03-04,2205,33000,24.19,0,0,"2005"
"7704",2005-03-05,2035,31600,23.61,0,0,"2005"
"7705",2005-03-06,1975,29300,22.63,0,0,"2005"
"7706",2005-03-07,2045,27200,21.7,0,0,"2005"
"7707",2005-03-08,1859,25200,21,0,0,"2005"
"7708",2005-03-09,1660,23700,20.27,0,0,"2005"
"7709",2005-03-10,1480,22900,19.74,0,0,"2005"
"7710",2005-03-11,1344,22200,19.35,0,0,"2005"
"7711",2005-03-12,1199,21600,18.98,0,0,"2005"
"7712",2005-03-13,70,21200,18.61,0,0,"2005"
"7713",2005-03-14,70,20800,18.3,0,0,"2005"
"7714",2005-03-15,70,20200,18.03,0,0,"2005"
"7715",2005-03-16,70,20000,17.71,0,0,"2005"
"7716",2005-03-17,56,19500,17.44,0,0,"2005"
"7717",2005-03-18,54,19100,17.13,0,0,"2005"
"7718",2005-03-19,1211,21400,16.85,0,0,"2005"
"7719",2005-03-20,1576,23200,16.9,0,0,"2005"
"7720",2005-03-21,2142,23800,17.65,0,0,"2005"
"7721",2005-03-22,3300,24800,19.53,0,0,"2005"
"7722",2005-03-23,2893,30100,26.03,0,0,"2005"
"7723",2005-03-24,2955,42000,29.43,0,0,"2005"
"7724",2005-03-25,3170,52800,29.74,0,0,"2005"
"7725",2005-03-26,3618,53900,29.63,0,0,"2005"
"7726",2005-03-27,3680,51800,28.81,0,0,"2005"
"7727",2005-03-28,3699,47300,26.5,0,0,"2005"
"7728",2005-03-29,3801,42500,24.69,0,0,"2005"
"7729",2005-03-30,3742,40000,24.89,0,0,"2005"
"7730",2005-03-31,3539,37900,24.51,0,0,"2005"
"7731",2005-04-01,3304,34800,23.28,0,0,"2005"
"7732",2005-04-02,2325,31700,22.13,0,0,"2005"
"7733",2005-04-03,1742,29100,21.35,0,0,"2005"
"7734",2005-04-04,1625,26900,20.66,0,0,"2005"
"7735",2005-04-05,1513,25400,20.03,0,0,"2005"
