"date","mean","max","min","sd","cv","site","n","category","method","length"
2010-12-20,10.5545073375262,10.6666666666667,10.5,0.0352890755812864,0.33435076079598,"LIB",53,"data","CDEC",NA
2010-12-21,10.4021990740741,10.6111111111111,10.2777777777778,0.0755077212127759,0.725882293494725,"LIB",96,"data","CDEC",NA
2010-12-22,10.3686342592593,10.5555555555556,10.2222222222222,0.078202595751289,0.754222723995241,"LIB",96,"data","CDEC",NA
2010-12-23,10.365162037037,10.6111111111111,10.2222222222222,0.098969607527808,0.954829332857195,"LIB",96,"data","CDEC",NA
2010-12-24,10.2696759259259,10.5,10.1111111111111,0.107538821938661,1.04714912831064,"LIB",96,"data","CDEC",NA
2010-12-25,10.3212560386473,10.3888888888889,10.2777777777778,0.0357356615850552,0.346233650742168,"LIB",92,"data","CDEC",NA
2010-12-26,10.2488425925926,10.4444444444444,10.1111111111111,0.0933037988172382,0.910383762598462,"LIB",96,"data","CDEC",NA
2010-12-27,10.275462962963,10.3888888888889,10.1111111111111,0.0805748783708351,0.784148399553971,"LIB",96,"data","CDEC",NA
2010-12-28,10.2378472222222,10.3333333333333,10.1111111111111,0.0612322695823589,0.598097121916885,"LIB",96,"data","CDEC",NA
2010-12-29,10.1145833333333,10.2222222222222,9.88888888888889,0.0993194843623799,0.981943408732078,"LIB",96,"data","CDEC",NA
2010-12-30,9.67303240740741,9.94444444444444,9.22222222222222,0.153340493024358,1.58523704424822,"LIB",96,"data","CDEC",NA
2010-12-31,9.33449074074074,9.61111111111111,8.83333333333333,0.155258523148263,1.66327791692622,"LIB",96,"data","CDEC",NA
2011-01-01,8.98842592592593,9.27777777777778,8.27777777777778,0.221770984360008,2.46729501013452,"LIB",96,"data","CDEC",NA
2011-01-02,8.48958333333333,8.66666666666667,8.11111111111111,0.113229082885874,1.33374134442256,"LIB",96,"data","CDEC",NA
2011-01-03,8.28703703703704,8.38888888888889,7.88888888888889,0.106837906732223,1.28921719855643,"LIB",96,"data","CDEC",NA
2011-01-04,8.1400462962963,8.38888888888889,7.77777777777778,0.142606199193852,1.75190894502329,"LIB",96,"data","CDEC",NA
2011-01-05,8.04456018518519,8.27777777777778,7.66666666666667,0.129380940090312,1.60830346360736,"LIB",96,"data","CDEC",NA
2011-01-06,7.99652777777778,8.22222222222222,7.55555555555556,0.160370854322658,2.00550612439972,"LIB",96,"data","CDEC",NA
2011-01-07,7.89351851851852,8.16666666666667,7.38888888888889,0.181443684650606,2.29864140085225,"LIB",96,"data","CDEC",NA
2011-01-08,7.70833333333333,8,7.22222222222222,0.185574639211958,2.40745477896594,"LIB",96,"data","CDEC",NA
2011-01-09,7.50983796296296,7.77777777777778,6.88888888888889,0.198269772387039,2.64013382665334,"LIB",96,"data","CDEC",NA
2011-01-10,7.3130787037037,7.55555555555556,6.66666666666667,0.190604488230226,2.60635084008729,"LIB",96,"data","CDEC",NA
2011-01-11,7.27719907407407,7.61111111111111,6.72222222222222,0.209037957210381,2.87250568635816,"LIB",96,"data","CDEC",NA
