"","date","mean","max","min","sd","cv","n()","method"
"116",1999-03-26,11.3230434782609,11.48,11.02,0.140208765859041,1.23826042113349,23,"RSTR_logger"
"117",1999-03-27,11.4583333333333,11.64,11.33,0.141963457228985,1.23895380854387,24,"RSTR_logger"
"118",1999-03-28,11.63625,11.79,11.48,0.137138853784736,1.1785485339756,24,"RSTR_logger"
"119",1999-03-29,12.0183333333333,12.26,11.79,0.216326377146375,1.79996985560706,24,"RSTR_logger"
"120",1999-03-30,12.2766666666667,12.41,11.95,0.158845472261475,1.29388112078313,24,"RSTR_logger"
"121",1999-03-31,12.0441666666667,12.26,11.79,0.143463877188549,1.19114822269604,24,"RSTR_logger"
"122",1999-04-01,11.67,11.79,11.48,0.101124116592046,0.866530562056946,24,"RSTR_logger"
"123",1999-04-02,11.5395833333333,11.79,11.48,0.0909122446752034,0.787829525981181,24,"RSTR_logger"
"124",1999-04-03,11.5533333333333,11.64,11.48,0.0814363804326483,0.704873460178722,24,"RSTR_logger"
"125",1999-04-04,11.58,11.64,11.48,0.0791256568074945,0.683295827353148,24,"RSTR_logger"
"126",1999-04-05,11.0729166666667,11.33,10.87,0.155269167875511,1.40224272023039,24,"RSTR_logger"
"127",1999-04-06,11.06125,11.33,10.71,0.166192986301024,1.50247925235415,24,"RSTR_logger"
"128",1999-04-07,10.85625,11.02,10.71,0.0641880728457563,0.591254557013299,24,"RSTR_logger"
"129",1999-04-08,11.015,11.18,10.87,0.0850063936214316,0.771733033331199,24,"RSTR_logger"
"130",1999-04-09,11.2604166666667,11.33,11.02,0.100757097782852,0.894790137572045,24,"RSTR_logger"
"131",1999-04-10,11.2783333333333,11.48,11.02,0.177584435928541,1.57456275391052,24,"RSTR_logger"
"132",1999-04-11,11.41125,11.48,11.18,0.098700799521012,0.864942924929451,24,"RSTR_logger"
"133",1999-04-12,11.4895833333333,11.64,11.33,0.125125299518963,1.08903252527837,24,"RSTR_logger"
"134",1999-04-13,11.8825,12.26,11.64,0.20778856310327,1.7486939878247,24,"RSTR_logger"
"135",1999-04-14,12.4445833333333,12.88,12.1,0.28545888559006,2.29384044402231,24,"RSTR_logger"
"136",1999-04-15,12.9604166666667,13.34,12.57,0.348742824974241,2.69083034861977,24,"RSTR_logger"
"137",1999-04-16,14.0554166666667,14.58,13.34,0.507422979091551,3.61015963543036,24,"RSTR_logger"
"138",1999-04-17,14.8675,15.37,14.42,0.386469527456142,2.59942510480002,24,"RSTR_logger"
"139",1999-04-18,15.2620833333333,15.68,14.89,0.302740801270035,1.98361386619368,24,"RSTR_logger"
"140",1999-04-19,15.6583333333333,16,15.37,0.234384794481336,1.49686936337202,24,"RSTR_logger"
"141",1999-04-20,15.7766666666667,16.16,15.37,0.240627199782906,1.52520937956627,24,"RSTR_logger"
"142",1999-04-21,15.8679166666667,16.16,15.53,0.212397886804084,1.33853669177797,24,"RSTR_logger"
"143",1999-04-22,15.9016666666667,16.32,15.53,0.255064640855005,1.60401199573423,24,"RSTR_logger"
"144",1999-04-23,15.86,16,15.68,0.136030687074965,0.857696639816928,24,"RSTR_logger"
"145",1999-04-24,15.44875,15.84,15.21,0.174388683817151,1.12882067362829,24,"RSTR_logger"
"146",1999-04-25,15.5658333333333,15.84,15.37,0.196909086651168,1.26500831940362,24,"RSTR_logger"
"147",1999-04-26,15.5020833333333,15.68,15.37,0.099563358314395,0.642257922200102,24,"RSTR_logger"
"148",1999-04-27,15.39,15.53,15.21,0.108747813571224,0.706613473497231,24,"RSTR_logger"
"149",1999-04-28,15.0966666666667,15.21,14.89,0.110440488269816,0.731555453321811,24,"RSTR_logger"
"150",1999-04-29,15.1366666666667,15.21,14.89,0.0941167945400435,0.621780188549065,24,"RSTR_logger"
"151",1999-04-30,14.72625,14.89,14.58,0.116238603929496,0.789329285659936,24,"RSTR_logger"
"152",1999-05-01,15.0233333333333,15.37,14.73,0.229530080754167,1.52782392336921,24,"RSTR_logger"
"153",1999-05-02,14.9375,15.21,14.58,0.164772570532841,1.10307997009433,24,"RSTR_logger"
"154",1999-05-03,14.5079166666667,14.58,14.27,0.112596979134189,0.776107153916119,24,"RSTR_logger"
"155",1999-05-04,14.6054166666667,15.05,14.27,0.306182372006516,2.09636177450044,24,"RSTR_logger"
"156",1999-05-05,15.25,15.53,14.89,0.24173287448896,1.5851336032063,24,"RSTR_logger"
"157",1999-05-06,15.8483333333333,16.16,15.53,0.245049536547856,1.54621644682631,24,"RSTR_logger"
"158",1999-05-07,16.24,16.48,16,0.14920076931845,0.918723949005236,24,"RSTR_logger"
"159",1999-05-08,16.34,16.48,16.16,0.0858714914478506,0.525529323426258,24,"RSTR_logger"
"160",1999-05-09,16.0133333333333,16.16,15.84,0.104618007705327,0.653318116394633,24,"RSTR_logger"
"161",1999-05-10,15.8266666666667,15.84,15.68,0.0451727762058624,0.285421922109493,24,"RSTR_logger"
"162",1999-05-11,15.9866666666667,16.32,15.68,0.258064142122216,1.61424609334164,24,"RSTR_logger"
"163",1999-05-12,16.6378260869565,17.11,16.16,0.335775310719144,2.01814413111566,23,"RSTR_logger"
"164",1999-05-13,17.0391666666667,17.27,16.79,0.168701348327558,0.990079806294665,24,"RSTR_logger"
"165",1999-05-14,17.0941666666667,17.27,16.96,0.131576285251483,0.769714533719004,24,"RSTR_logger"
"166",1999-05-15,16.9958333333333,17.11,16.79,0.0948645105522544,0.558163337399879,24,"RSTR_logger"
"167",1999-05-16,16.6891666666667,16.96,16.48,0.12713965846117,0.761809507931316,24,"RSTR_logger"
"168",1999-05-17,16.7304166666667,17.11,16.32,0.266873674181277,1.59514063216961,24,"RSTR_logger"
"169",1999-05-18,16.9808333333333,17.43,16.64,0.267206428370125,1.57357665036144,24,"RSTR_logger"
"170",1999-05-19,17.2191666666667,17.59,16.96,0.216472041907347,1.25715748095057,24,"RSTR_logger"
"171",1999-05-20,17.2716666666667,17.59,16.96,0.21365691040151,1.23703701863269,24,"RSTR_logger"
"172",1999-05-21,17.63,18.23,17.27,0.313854023115982,1.7802270171071,24,"RSTR_logger"
"173",1999-05-22,18.3533333333333,18.88,18.07,0.280661743906706,1.52921400603,24,"RSTR_logger"
"174",1999-05-23,18.6920833333333,18.88,18.39,0.170216720342209,0.910635359936921,24,"RSTR_logger"
"175",1999-05-24,18.7666666666667,19.04,18.56,0.191530827730197,1.0205905562888,24,"RSTR_logger"
"176",1999-05-25,18.9566666666667,19.37,18.72,0.249428331898411,1.31578159960477,24,"RSTR_logger"
"177",1999-05-26,19.3620833333333,19.69,19.04,0.235205352768628,1.21477295970369,24,"RSTR_logger"
"178",1999-05-27,19.43,19.69,19.21,0.18158720506544,0.93457130759362,24,"RSTR_logger"
"179",1999-05-28,19.4766666666667,19.69,19.21,0.146693014761134,0.753173103343147,24,"RSTR_logger"
"180",1999-05-29,19.3233333333333,19.53,19.21,0.110440488269816,0.571539528738051,24,"RSTR_logger"
"181",1999-05-30,19.2270833333333,19.37,19.04,0.140076971594244,0.728539889102148,24,"RSTR_logger"
"182",1999-05-31,19.33,19.53,19.21,0.127039877340867,0.65721612695741,24,"RSTR_logger"
"183",1999-06-01,18.82625,19.21,18.39,0.189617750499123,1.00719872783546,24,"RSTR_logger"
"184",1999-06-02,18.23,18.39,17.91,0.14920076931845,0.818435377501099,24,"RSTR_logger"
"185",1999-06-03,17.6633333333333,17.91,17.27,0.182605935106808,1.0338135597668,24,"RSTR_logger"
"186",1999-06-04,17.24375,17.43,16.96,0.145835300193776,0.845728453461549,24,"RSTR_logger"
"187",1999-06-05,17.2633333333333,17.59,17.11,0.173221814738933,1.00340885154818,24,"RSTR_logger"
"188",1999-06-06,17.4433333333333,17.91,17.11,0.266550699421928,1.52809497088818,24,"RSTR_logger"
"189",1999-06-07,17.7966666666667,18.23,17.59,0.233436830048706,1.31168849999273,24,"RSTR_logger"
"190",1999-06-08,18.18625,18.56,17.91,0.268940150122338,1.47881036564623,24,"RSTR_logger"
"191",1999-06-09,18.6895833333333,19.04,18.39,0.269838585674548,1.44379134013803,24,"RSTR_logger"
"192",1999-06-10,19.0379166666667,19.53,18.56,0.359189657625228,1.88670674378006,24,"RSTR_logger"
"193",1999-06-11,19.36125,19.86,18.88,0.367332481784437,1.89725602316192,24,"RSTR_logger"
"194",1999-06-12,19.4775,19.86,19.04,0.273468065061893,1.40402035713974,24,"RSTR_logger"
"195",1999-06-13,19.6204166666667,20.18,19.21,0.34469241697322,1.75680477550113,24,"RSTR_logger"
"196",1999-06-14,20.1591666666667,20.5,19.69,0.293419371439978,1.45551339642005,24,"RSTR_logger"
"197",1999-06-15,20.2333333333333,20.5,20.02,0.154093891949785,0.761584309471753,24,"RSTR_logger"
"198",1999-06-16,20.19875,20.5,19.69,0.298041615127529,1.47554484870365,24,"RSTR_logger"
"199",1999-06-17,20.6658333333333,20.99,20.18,0.29539828186287,1.42940416240753,24,"RSTR_logger"
"200",1999-06-18,20.9795833333333,21.32,20.5,0.293131209183023,1.39722131047895,24,"RSTR_logger"
"201",1999-06-19,20.9733333333333,21.32,20.5,0.294731516242608,1.40526787782553,24,"RSTR_logger"
"202",1999-06-20,21.07625,21.49,20.67,0.290109611968514,1.3764764223641,24,"RSTR_logger"
"203",1999-06-21,21.125,21.66,20.67,0.311071080930555,1.4725258268902,24,"RSTR_logger"
"204",1999-06-22,21.3995833333333,21.99,20.99,0.363395570390876,1.69814320554937,24,"RSTR_logger"
"205",1999-06-23,21.705,22.16,21.32,0.314366167003578,1.44835829073291,24,"RSTR_logger"
"206",1999-06-24,21.4079166666667,21.66,20.99,0.220414218090013,1.02959209680226,24,"RSTR_logger"
"207",1999-06-25,21.2833333333333,21.66,20.83,0.308074901489129,1.44749366400531,24,"RSTR_logger"
"208",1999-06-26,21.2408333333333,21.49,20.99,0.145987392745331,0.687295975889198,24,"RSTR_logger"
"209",1999-06-27,21.1783333333333,21.49,20.99,0.164625178133123,0.7773282984172,24,"RSTR_logger"
"210",1999-06-28,21.3591666666667,21.66,20.99,0.225483377709286,1.05567497659531,24,"RSTR_logger"
"211",1999-06-29,21.57875,21.99,21.32,0.23073252913276,1.06925808553674,24,"RSTR_logger"
"212",1999-06-30,21.99625,22.32,21.82,0.160510395166549,0.729717088897194,24,"RSTR_logger"
"213",1999-07-01,21.8654166666667,22.16,21.66,0.171793079950388,0.785683998477298,24,"RSTR_logger"
"214",1999-07-02,21.1925,21.49,20.67,0.226375025508365,1.06818461959828,24,"RSTR_logger"
"215",1999-07-03,20.3345833333333,20.67,19.86,0.210299562046861,1.03419656355648,24,"RSTR_logger"
"216",1999-07-04,19.80125,20.18,19.53,0.243601822296317,1.23023456749608,24,"RSTR_logger"
"217",1999-07-05,19.7883333333333,20.34,19.37,0.310030386542529,1.56673319233148,24,"RSTR_logger"
"218",1999-07-06,19.9758333333333,20.5,19.53,0.342204066586599,1.71309031706612,24,"RSTR_logger"
"219",1999-07-07,19.9916666666667,20.34,19.69,0.216888403816674,1.08489405827432,24,"RSTR_logger"
"220",1999-07-08,20.2447826086957,20.83,19.86,0.372898591689208,1.84194910311874,23,"RSTR_logger"
"221",2000-01-05,8.56846153846154,8.69,8.38,0.113199392949355,1.32111689410325,13,"RSTR_logger"
"222",2000-01-06,8.32375,8.38,8.23,0.0741803032570262,0.89118850586606,24,"RSTR_logger"
"223",2000-01-07,8.35458333333333,8.69,8.07,0.205595194637352,2.4608671244808,24,"RSTR_logger"
"224",2000-01-08,8.43625,8.53,8.23,0.0863668867705365,1.02375921494191,24,"RSTR_logger"
"225",2000-01-09,8.45791666666667,8.69,8.23,0.16965384621703,2.00585856899784,24,"RSTR_logger"
"226",2000-01-10,8.7425,9.15,8.53,0.211767920549627,2.42228104717904,24,"RSTR_logger"
"227",2000-01-11,9.24125,9.46,8.99,0.152751930180647,1.65293580609383,24,"RSTR_logger"
"228",2000-01-12,9.31625,9.46,9.31,0.0306186217847898,0.328658223907579,24,"RSTR_logger"
"229",2000-01-13,9.41541666666667,9.61,9.15,0.157700298217761,1.67491576635229,24,"RSTR_logger"
"230",2000-01-14,9.6075,9.77,9.46,0.140689296895213,1.46436947067617,24,"RSTR_logger"
"231",2000-01-15,9.89791666666667,10.08,9.77,0.134325340503754,1.35710720778366,24,"RSTR_logger"
"232",2000-01-16,10.1266666666667,10.24,9.92,0.110440488269816,1.09059073340832,24,"RSTR_logger"
"233",2000-01-17,10.22,10.24,10.08,0.0540531139753741,0.528895440072154,24,"RSTR_logger"
"234",2000-01-18,10.27125,10.39,10.24,0.0622276675498582,0.605843179261124,24,"RSTR_logger"
"235",2000-01-19,10.2366666666667,10.39,10.08,0.129301355676227,1.26311972331059,24,"RSTR_logger"
"236",2000-01-20,10.4433333333333,10.55,10.39,0.0770469459748924,0.7377620106118,24,"RSTR_logger"
"237",2000-01-21,10.4175,10.55,10.24,0.0885756861328946,0.850258566190493,24,"RSTR_logger"
"238",2000-01-22,10.44125,10.71,10.24,0.214157855229552,2.05107487350224,24,"RSTR_logger"
"239",2000-01-23,10.5633333333333,10.71,10.55,0.0451727762058624,0.42763751536001,24,"RSTR_logger"
"240",2000-01-24,10.4966666666667,10.71,10.39,0.101923529163297,0.971008534423281,24,"RSTR_logger"
"241",2000-01-25,10.6633333333333,10.71,10.55,0.0742888994380059,0.696676143526157,24,"RSTR_logger"
"242",2000-01-26,10.45,10.55,10.39,0.0791256568074945,0.757183318732005,24,"RSTR_logger"
"243",2000-01-27,10.45,10.55,10.39,0.0791256568074945,0.757183318732005,24,"RSTR_logger"
"244",2000-01-28,10.45,10.55,10.39,0.0791256568074945,0.757183318732005,24,"RSTR_logger"
"245",2000-01-29,10.3020833333333,10.39,10.08,0.0886114707790319,0.860131566712544,24,"RSTR_logger"
"246",2000-01-30,10.0208333333333,10.08,9.77,0.10133528792928,1.01124611654999,24,"RSTR_logger"
"247",2000-01-31,9.73666666666667,9.77,9.61,0.0663761787198486,0.68171357808814,24,"RSTR_logger"
"248",2000-02-01,9.83875,9.92,9.77,0.0763466066556079,0.775978723472066,24,"RSTR_logger"
"249",2000-02-02,10.0133333333333,10.08,9.92,0.0805776248296537,0.804703310549138,24,"RSTR_logger"
"250",2000-02-03,10.0666666666667,10.08,9.92,0.0451727762058624,0.448736187475455,24,"RSTR_logger"
"251",2000-02-04,10.1266666666667,10.24,10.08,0.0742888994380059,0.733596768643903,24,"RSTR_logger"
"252",2000-02-05,10.22,10.24,10.08,0.0540531139753741,0.528895440072154,24,"RSTR_logger"
"253",2000-02-06,10.3216666666667,10.55,10.24,0.0893292233534333,0.86545347992992,24,"RSTR_logger"
"254",2000-02-07,10.4633333333333,10.55,10.39,0.0814363804326483,0.778302457145412,24,"RSTR_logger"
"255",2000-02-08,10.6225,10.86,10.39,0.122943960369366,1.15739195452451,24,"RSTR_logger"
"256",2000-02-09,10.79125,10.86,10.71,0.076346606655607,0.707486219442669,24,"RSTR_logger"
"257",2000-02-10,10.9266666666667,11.02,10.86,0.0805776248296537,0.737440129618551,24,"RSTR_logger"
"258",2000-02-11,10.81625,10.86,10.71,0.0696458432231298,0.643900087582386,24,"RSTR_logger"
"259",2000-02-12,10.6033333333333,10.71,10.55,0.0770469459748924,0.7266294810584,24,"RSTR_logger"
"260",2000-02-13,10.39,10.39,10.39,0,0,24,"RSTR_logger"
"261",2000-02-14,10.56125,10.86,10.39,0.196387206260002,1.85950721988403,24,"RSTR_logger"
"262",2000-02-15,10.86,10.86,10.86,0,0,10,"RSTR_logger"
"263",2000-03-20,12.5030769230769,12.72,12.25,0.207219071491366,1.65734461018073,13,"RSTR_logger"
"264",2000-03-21,12.07375,12.25,11.79,0.138275481180332,1.14525711713703,24,"RSTR_logger"
"265",2000-03-22,12.2883333333333,12.56,12.09,0.18765524973638,1.52710090657572,24,"RSTR_logger"
"266",2000-03-23,12.6466666666667,12.87,12.41,0.216948534603639,1.71546021036088,24,"RSTR_logger"
"267",2000-03-24,12.95,13.18,12.72,0.217055392649574,1.67610341814343,24,"RSTR_logger"
"268",2000-03-25,13.25875,13.49,13.03,0.207056230547878,1.56165724934762,24,"RSTR_logger"
"269",2000-03-26,13.5608333333333,13.79,13.33,0.216753048555195,1.59837558081629,24,"RSTR_logger"
"270",2000-03-27,13.74625,13.79,13.64,0.0696458432231298,0.506653401641392,24,"RSTR_logger"
"271",2000-03-28,13.7854166666667,13.95,13.64,0.0965482157836923,0.700364871938527,24,"RSTR_logger"
"272",2000-03-29,13.9433333333333,14.11,13.79,0.120096579492495,0.861319001858677,24,"RSTR_logger"
"273",2000-03-30,14.1275,14.26,13.95,0.0942821851400499,0.667366378623605,24,"RSTR_logger"
"274",2000-03-31,14.0958333333333,14.26,13.95,0.0787354771517825,0.558572702229612,24,"RSTR_logger"
"275",2000-04-01,14.2375,14.42,14.11,0.126224437790993,0.886563215388888,24,"RSTR_logger"
