date,doy1998,inundation,inund_days,inund_factor,region,Q_sday,log_qsdy,WTmwk,chlorophyll,log_chla,station_chl
2012-01-11,5124,0,0,none,upstream,11200,9.323669057283185,9.034776785714286,4.18,1.430311246536665,SHR
2012-01-11,5124,0,0,none,yolo,89,4.48863636973214,8.827478732447675,3.86,1.3506671834767394,STTD
2012-01-19,5132,0,0,none,downstream,8810,9.083642718930225,8.465476190476192,1.79,0.5822156198526637,D22
2012-01-24,5137,0,0,none,upstream,26400,10.181119289134408,7.998735119047619,5.98,1.7884205679625405,SHR
2012-01-24,5137,0,0,none,yolo,82,4.406719247264253,7.771880662462853,5.98,1.7884205679625405,STTD
2012-02-08,5152,0,0,none,upstream,13500,9.51044496442652,10.234851190476187,3.64,1.2919836816486494,SHR
2012-02-08,5152,0,0,none,yolo,96,4.564348191467836,10.886943164362515,7.05,1.9530276168241774,STTD
2012-02-15,5159,0,0,none,downstream,14000,9.546812608597396,10.988690476190486,2.21,0.7929925155296614,D22
2012-02-23,5167,0,0,none,upstream,11900,9.38429367909962,10.884955357142871,6.19,1.8229350866965048,SHR
2012-03-07,5180,0,0,none,upstream,10300,9.239899174217728,11.241964285714285,4.93,1.5953389880545987,SHR
2012-03-07,5180,0,0,none,yolo,204,5.318119993844216,11.88405766276733,15.38,2.733067964077498,STTD
2012-03-16,5189,0,0,none,downstream,21000,9.95227771670556,12.178950216450229,1.63,0.4885800148186709,D22
2012-03-20,5193,0,0,none,downstream,34200,10.439980923050696,12.039880952380956,2.7,0.9932517730102834,657
2012-03-22,5195,0,0,none,upstream,21800,9.98966524877718,11.5863988095238,2.3,0.8329091229351039,SHR
2012-03-22,5195,0,0,none,yolo,142,4.955827057601261,13.442857142857143,3.65,1.2947271675944,STTD
2012-04-04,5208,0,0,none,upstream,27000,10.203592144986466,12.309915726817028,1.92,0.6523251860396901,SHR
2012-04-04,5208,0,0,none,yolo,150,5.0106352940962555,14.495391705069114,4.59,1.5238800240724537,STTD
2012-04-11,5215,0,0,none,downstream,17300,9.75846178048587,13.641946640316187,1.3,0.26236426446749106,657
2012-04-13,5217,0,0,none,downstream,24100,10.089967119478747,13.916351402220943,1.4,0.3364722366212129,D22
2012-04-16,5220,0,0,none,upstream,31300,10.351373376528244,13.411944124423957,2.35,0.8544153281560676,SHR
2012-04-16,5220,0,0,none,yolo,158,5.062595033026967,16.02331716953443,7.8,2.0541237336955462,STTD
2012-05-02,5236,0,0,none,upstream,18000,9.798127036878302,17.309293238217485,2.96,1.085189268335969,SHR
2012-05-02,5236,0,0,none,yolo,335,5.814130531825066,21.461109282422644,10.79,2.378619779270043,STTD
2012-05-14,5248,0,0,none,downstream,12100,9.400960731584833,18.283333333333314,2.32,0.8415671856782185,D22
2012-05-17,5251,0,0,none,upstream,7970,8.98343977178426,18.8674255952381,3.86,1.3506671834767394,SHR
2012-05-17,5251,0,0,none,yolo,548,6.306275286948016,21.318855606758827,4.7,1.547562508716013,STTD
2012-05-23,5257,0,0,none,downstream,8990,9.103868127465667,19.6642857142857,1.7,0.5306282510621704,657
2012-05-31,5265,0,0,none,upstream,9020,9.10719961305667,19.655612781954886,5.37,1.6808279085207734,SHR
2012-05-31,5265,0,0,none,yolo,567,6.340359303727752,22.51582368338347,3.9,1.3609765531356006,STTD
2012-06-13,5278,0,0,none,upstream,10700,9.277999020449997,19.935419642857145,3.07,1.1216775615991057,SHR
2012-06-13,5278,0,0,none,yolo,584,6.369900982828227,22.122559698366157,4.89,1.5871923034867805,STTD
2012-06-13,5278,0,0,none,downstream,7440,8.914626127827137,20.458928571428586,4.36,1.472472057360943,D22
2012-06-13,5278,0,0,none,downstream,7440,8.914626127827137,20.458928571428586,2.5,0.9162907318741551,16
2012-06-13,5278,0,0,none,downstream,7440,8.914626127827137,20.458928571428586,2.1,0.7419373447293773,34
2012-06-19,5284,0,0,none,downstream,12400,9.425451751593128,21.71428571428573,1.8,0.5877866649021191,657
2012-06-25,5290,0,0,none,upstream,12800,9.457200449907708,20.994333229184942,3.16,1.1505720275988207,SHR
2012-06-25,5290,0,0,none,yolo,677,6.517671272912275,22.35236698785087,6.73,1.9065751436566365,STTD
2012-07-10,5305,0,0,none,upstream,16200,9.692766521220475,21.376599310776943,3,1.0986122886681098,SHR
2012-07-10,5305,0,0,none,yolo,649,6.47543271670409,23.108588687448414,7.52,2.017566137961748,STTD
2012-07-11,5306,0,0,none,downstream,10100,9.22029070282935,22.057738095238086,4.22,1.4398351280479205,D22
2012-07-12,5307,0,0,none,downstream,9220,9.12913031655064,22.21845238095237,5.1,1.62924053973028,16
2012-07-12,5307,0,0,none,downstream,9220,9.12913031655064,22.21845238095237,4.2,1.4350845252893227,34
2012-07-17,5312,0,0,none,downstream,14700,9.595602772766828,22.354761904761915,2.2,0.7884573603642703,657
2012-07-25,5320,0,0,none,upstream,18500,9.825526011066415,20.760059523809513,3.46,1.2412685890696329,SHR
2012-07-25,5320,0,0,none,yolo,669,6.505784060128229,22.84088023333367,9.29,2.2289385528257473,STTD
2012-08-07,5333,0,0,none,upstream,19800,9.893437216682626,20.31645598370927,2.24,0.8064758658669485,SHR
2012-08-07,5333,0,0,none,yolo,598,6.393590753950631,22.980500290764656,8.22,2.1065702090680887,STTD
2012-08-07,5333,0,0,none,downstream,15200,9.629050706834368,21.499999999999986,1.8,0.5877866649021191,657
2012-08-09,5335,0,0,none,downstream,12600,9.441452092939569,21.260714285714272,5.69,1.7387102481382397,D22
2012-08-13,5339,0,0,none,downstream,10500,9.259130536145614,21.8720238095238,3.2,1.1631508098056809,16
2012-08-13,5339,0,0,none,downstream,10500,9.259130536145614,21.8720238095238,3.3,1.1939224684724346,34
2012-08-21,5347,0,0,none,upstream,15500,9.648595302907339,21.57403728070174,1.95,0.6678293725756554,SHR
2012-08-21,5347,0,0,none,yolo,601,6.398594934535208,23.217075038518473,7.05,1.9530276168241774,STTD
2012-08-31,5357,0,0,none,yolo,495,6.20455776256869,21.585631626208627,10.5,2.3513752571634776,LIS
2012-08-31,5357,0,0,none,yolo,495,6.20455776256869,21.585631626208627,39.3,3.6712245188752153,STTD
2012-09-04,5361,0,0,none,yolo,424,6.049733455231958,21.4453626366364,6.51,1.873339456220478,LIS
2012-09-04,5361,0,0,none,yolo,424,6.049733455231958,21.4453626366364,11.2,2.4159137783010487,STTD
2012-09-05,5362,0,0,none,upstream,15900,9.674074388208323,20.01940476190474,2.84,1.0438040521731147,SHR
2012-09-05,5362,0,0,none,yolo,438,6.082218910376446,21.249764818228186,10.2,2.3223877202902252,STTD
2012-09-07,5364,0,0,none,yolo,428,6.059123195581797,20.88402641578797,4.36,1.472472057360943,LIS
2012-09-07,5364,0,0,none,yolo,428,6.059123195581797,20.88402641578797,6.51,1.873339456220478,STTD
2012-09-07,5364,0,0,none,downstream,11600,9.358760377094455,20.982738095238087,3.36,1.2119409739751128,D22
2012-09-11,5368,0,0,none,yolo,418,6.035481432524756,20.727652468153757,5.02,1.6134299337036377,LIS
2012-09-11,5368,0,0,none,yolo,418,6.035481432524756,20.727652468153757,6.51,1.873339456220478,STTD
2012-09-11,5368,0,0,none,downstream,9900,9.20029003612268,20.543452380952385,5.5,1.7047480922384253,16
2012-09-11,5368,0,0,none,downstream,9900,9.20029003612268,20.543452380952385,7.2,1.9740810260220096,34
2012-09-11,5368,0,0,none,downstream,9900,9.20029003612268,20.543452380952385,1.8,0.5877866649021191,657
2012-09-14,5371,0,0,none,yolo,399,5.988961416889864,20.9905896748945,6.09,1.8066480817218056,LIS
2012-09-14,5371,0,0,none,yolo,399,5.988961416889864,20.9905896748945,9.72,2.2741856184723477,STTD
2012-09-17,5374,0,0,none,yolo,373,5.921578419643816,21.1578734328288,7.69,2.0399207835175526,LIS
2012-09-17,5374,0,0,none,yolo,373,5.921578419643816,21.1578734328288,12.3,2.509599262378372,STTD
2012-09-21,5378,0,0,none,upstream,13900,9.539644119118783,19.63177083333334,0.99,-0.01005033585350145,SHR
2012-09-21,5378,0,0,none,yolo,368,5.908082938168931,20.576993183057684,11.9,2.4765384001174837,STTD
2012-09-25,5382,0,0,none,yolo,362,5.8916442118257715,20.34178453866157,19.6,2.975529566236472,LIS
2012-09-25,5382,0,0,none,yolo,362,5.8916442118257715,20.34178453866157,15,2.70805020110221,STTD
2012-10-03,5390,0,0,none,upstream,12300,9.417354541360508,19.54564117494823,2.22,0.7975071958841882,SHR
2012-10-03,5390,0,0,none,downstream,5450,8.60337088765729,20.43392857142856,30.5,3.417726683613366,657
2012-10-08,5395,0,0,none,downstream,9350,9.143131622282732,20.03154761904763,61.3,4.115779842942166,D22
2012-10-09,5396,0,0,none,downstream,8480,9.045465728785949,19.74464285714287,17.7,2.8735646395797834,16
2012-10-09,5396,0,0,none,downstream,8480,9.045465728785949,19.74464285714287,18.5,2.917770732084279,34
2012-10-19,5406,0,0,none,upstream,8730,9.074520648833648,17.223303571428584,1.53,0.4252677354043441,SHR
2012-10-19,5406,0,0,none,yolo,231,5.442417710521793,18.033968353590602,20.3,3.0106208860477417,STTD
2012-10-30,5417,0,0,none,upstream,9440,9.152711259139547,15.054508928571442,1.68,0.5187937934151675,SHR
2012-10-30,5417,0,0,none,yolo,45,3.8066624897703196,16.0452380952381,8.86,2.1815467646169897,STTD
2012-11-06,5424,0,0,none,downstream,6450,8.771835409789817,16.48809523809523,1.1,0.09531017980432493,657
2012-11-07,5425,0,0,none,downstream,5150,8.546751993657782,16.5220238095238,1.1,0.09531017980432493,D22
2012-11-13,5431,0,0,none,upstream,8320,9.026417533815254,13.909690789473686,1.69,0.5247285289349821,SHR
2012-11-13,5431,0,0,none,yolo,68,4.219507705176107,14.774501611435413,7.26,1.9823798288367047,STTD
2012-11-29,5447,0,0,none,upstream,13400,9.503009985939002,12.548250939849629,2.17,0.7747271675523681,SHR
2012-11-29,5447,0,0,none,yolo,125,4.8283137373023015,12.806041626326257,8.01,2.080690761080268,STTD
2012-12-04,5452,1,1,short,downstream,55100,10.916904995141007,13.196428571428571,2.4,0.8754687373538999,657
2012-12-06,5454,1,1,short,downstream,54600,10.907789161732996,13.2047619047619,4.69999980926514,1.5475624681341271,16
2012-12-06,5454,1,1,short,downstream,54600,10.907789161732996,13.2047619047619,5.69999980926514,1.7404661413782478,34
2012-12-10,5458,1,5,short,downstream,42600,10.659609532257463,12.8059523809524,0.93,-0.07257069283483537,D22
2012-12-12,5460,0,0,none,upstream,31100,10.344963098167325,11.713497023809515,1.48,0.3920420877760237,SHR
2012-12-12,5460,0,0,none,yolo,3812,8.245909264774093,12.053429800013642,4.04,1.3962446919730587,STTD
2012-12-27,5475,1,4,short,upstream,61900,11.033275458672687,8.452812500000002,2.44,0.8919980393051105,SHR
2012-12-27,5475,1,4,short,yolo,15596,9.6547697501024885,7.819074052989628,2.95,1.0818051703517284,STTD
2013-01-03,5482,0,0,none,upstream,29000,10.275051108968611,7.662247023809524,1.19,0.17395330712343798,SHR
2013-01-03,5482,0,0,none,yolo,3097,8.038189179973203,6.8285433812778615,1.72,0.5423242908253617,STTD
2013-01-08,5487,0,0,none,upstream,20500,9.9281801651265,7.490863095238096,1.23,0.20701416938432612,SHR
2013-01-08,5487,0,0,none,yolo,86,4.454347296253507,7.0529761904761905,4.71,1.5496879080283263,STTD
2013-01-15,5494,0,0,none,downstream,19700,9.88837391472608,7.473214285714285,2,0.6931471805599453,657
2013-01-18,5497,0,0,none,upstream,16000,9.680344001221918,6.7755357142857155,1.32,0.27763173659827955,SHR
2013-01-18,5497,0,0,none,yolo,96,4.564348191467836,5.886309523809522,4.84,1.5769147207285403,STTD
2013-01-22,5501,0,0,none,downstream,14000,9.546812608597396,6.893015873015873,1.24,0.2151113796169455,D22
2013-01-24,5503,0,0,none,upstream,15000,9.615805480084347,7.593377976190476,1.76,0.5653138090500605,SHR
2013-01-24,5503,0,0,none,yolo,94,4.543294782270004,7.5285714285714285,6.62,1.890095369948917,STTD
2013-01-24,5503,0,0,none,downstream,15500,9.648595302907339,7.23670634920635,2.69999992847442,0.9932517465193275,16
2013-01-24,5503,0,0,none,downstream,15500,9.648595302907339,7.23670634920635,3.09999990463257,1.131402080727413,34
2013-01-30,5509,0,0,none,upstream,17000,9.740968623038354,9.364627976190476,1.7,0.5306282510621704,SHR
2013-01-30,5509,0,0,none,yolo,91,4.51085950651685,10.6357142857143,7.37,1.9974177062012453,STTD
2013-02-08,5518,0,0,none,upstream,15300,9.635608107380527,9.880416666666678,2.48,0.9082585601768908,SHR
2013-02-08,5518,0,0,none,yolo,147,4.990432586778736,11.379761904761885,5.98,1.7884205679625405,STTD
2013-02-13,5523,0,0,none,upstream,13700,9.525151111816216,9.61572916666667,2.8,1.0296194171811581,SHR
2013-02-13,5523,0,0,none,yolo,101,4.61512051684126,10.472619047619032,5.55,1.713797927758343,STTD
2013-02-20,5530,0,0,none,downstream,14800,9.6023824597522065,10.592857142857158,2.5,0.9162907318741551,16
2013-02-20,5530,0,0,none,downstream,14800,9.6023824597522065,10.592857142857158,4.29999971389771,1.4586149561640984,34
2013-02-21,5531,0,0,none,downstream,13400,9.503009985939002,10.701785714285728,1.34,0.29266961396282004,D22
2013-02-22,5532,0,0,none,upstream,12200,9.409191230721348,10.505595238095253,2.31,0.8372475245337022,SHR
2013-02-22,5532,0,0,none,yolo,95,4.553876891600541,11.614285714285714,5.98,1.7884205679625405,STTD
2013-02-26,5536,0,0,none,downstream,10200,9.230142999272362,10.672619047619056,2.3,0.8329091229351039,657
2013-02-27,5537,0,0,none,upstream,11400,9.341368634382587,10.177366071428581,2.29,0.8285518175661483,SHR
2013-02-27,5537,0,0,none,yolo,137,4.919980925828125,11.073809523809528,13.03,2.567254391136754,STTD
2013-03-06,5544,0,0,none,upstream,10900,9.296518068217235,12.310357142857143,2.79,1.0260415958332743,SHR
2013-03-06,5544,0,0,none,yolo,234,5.455321115357702,13.810119047619029,24.99,3.218475744846861,LIS
2013-03-06,5544,0,0,none,yolo,234,5.455321115357702,13.810119047619029,13.56,2.6071242825122494,STTD
2013-03-13,5551,0,0,none,upstream,14100,9.55393007636626,12.880148809523828,2.6,0.9555114450274363,SHR
2013-03-13,5551,0,0,none,yolo,420,6.040254711277414,14.775698757763971,33.96,3.5251833614431467,LIS
2013-03-13,5551,0,0,none,yolo,420,6.040254711277414,14.775698757763971,21.47,3.0666566118906897,STTD
2013-03-20,5558,0,0,none,upstream,12700,9.449357272446683,14.618541666666657,5.45,1.6956156086751528,SHR
2013-03-20,5558,0,0,none,yolo,469,6.150602768446279,17.386904761904756,44.11,3.786686514116848,LIS
2013-03-20,5558,0,0,none,yolo,469,6.150602768446279,17.386904761904756,19.86,2.9887076586170265,STTD
2013-03-22,5560,0,0,none,downstream,10800,9.287301413112312,15.133928571428557,3.46,1.2412685890696329,D22
2013-03-26,5564,0,0,none,downstream,9170,9.123692565250511,14.7190476190476,4,1.3862943611198906,657
2013-03-27,5565,0,0,none,downstream,9170,9.123692565250511,14.5845238095238,4.19999980926514,1.4350844798762596,16
2013-03-27,5565,0,0,none,downstream,9170,9.123692565250511,14.5845238095238,2.39999985694885,0.8754686777492523,34
2013-04-03,5572,0,0,none,upstream,16000,9.680344001221918,16.2146875,21.68,3.0763901765714454,SHR
2013-04-03,5572,0,0,none,yolo,398,5.986452005284438,18.351190476190485,11.75,2.463853240590168,LIS
2013-04-03,5572,0,0,none,yolo,398,5.986452005284438,18.351190476190485,8.67,2.1598687907924505,STTD
2013-04-15,5584,0,0,none,upstream,12100,9.400960731584833,16.622931547619043,4.83,1.5748464676644813,SHR
2013-04-15,5584,0,0,none,yolo,369,5.910796644040527,18.486309523809513,15.91,2.7669478423496954,LIS
2013-04-15,5584,0,0,none,yolo,369,5.910796644040527,18.486309523809513,8.58,2.149433913499871,STTD
2013-04-22,5591,0,0,none,downstream,4080,8.313852267398207,16.879761904761914,8.12,2.0943301541735866,D22
2013-04-23,5592,0,0,none,downstream,1700,7.438383530044307,17.042261904761915,5.6,1.7227665977411035,657
2013-04-29,5598,0,0,none,upstream,11000,9.305650551780507,19.6267857142857,6.51,1.873339456220478,SHR
2013-04-29,5598,0,0,none,yolo,689,6.535241271013659,20.269642857142884,28.09,3.335413641116152,LIS
2013-04-29,5598,0,0,none,yolo,689,6.535241271013659,20.269642857142884,19.5,2.970414465569701,STTD
2013-05-01,5600,0,0,none,downstream,8830,9.085910293598007,18.641071428571443,3.29999995231628,1.1939224540228224,16
2013-05-01,5600,0,0,none,downstream,8830,9.085910293598007,18.641071428571443,3.19999980926514,1.1631507502010352,34
2013-05-14,5613,0,0,none,yolo,510,6.234410725718371,21.95649585921326,35.67,3.5743099993708003,LIS
2013-05-14,5613,0,0,none,yolo,510,6.234410725718371,21.95649585921326,5.98,1.7884205679625405,STTD
2013-05-15,5614,0,0,none,upstream,11300,9.332558004700433,20.6095386904762,4.26,1.449269160281279,SHR
2013-05-20,5619,0,0,none,downstream,5940,8.68946441235669,20.523214285714285,2.88,1.0577902941478545,D22
2013-05-31,5630,0,0,none,upstream,12800,9.457200449907708,19.74690476190477,2.99,1.095273387402595,SHR
2013-05-31,5630,0,0,none,yolo,598,6.393590753950631,20.69404761904764,25.85,3.2523106009544382,LIS
2013-05-31,5630,0,0,none,yolo,598,6.393590753950631,20.69404761904764,5.45,1.6956156086751528,STTD
2013-05-31,5630,0,0,none,downstream,9530,9.162199996648248,19.634523809523813,2.29999995231628,0.8329091022030517,16
2013-05-31,5630,0,0,none,downstream,9530,9.162199996648248,19.634523809523813,1.29999995231628,0.26236422778770574,34
2013-06-11,5641,0,0,none,yolo,668,6.504288173536645,24.142023809523813,30.65,3.4226326623822203,LIS
2013-06-11,5641,0,0,none,yolo,668,6.504288173536645,24.142023809523813,5.45,1.6956156086751528,STTD
2013-06-12,5642,0,0,none,upstream,11600,9.358760377094455,22.720539317042615,3.97,1.3787660946990992,SHR
2013-06-18,5648,0,0,none,downstream,6520,8.782629654920699,22.049404761904757,3.36,1.2119409739751128,D22
2013-06-25,5655,0,0,none,yolo,546,6.302618975744905,23.176190476190484,10.89,2.387844936944869,LIS
2013-06-25,5655,0,0,none,yolo,546,6.302618975744905,23.176190476190484,6.51,1.873339456220478,STTD
2013-06-26,5656,0,0,none,upstream,14100,9.55393007636626,20.91412202380953,2.81,1.0331844833456545,SHR
2013-06-28,5658,0,0,none,downstream,10600,9.268609280100158,21.775595238095242,4.5,1.5040773967762742,16
2013-06-28,5658,0,0,none,downstream,10600,9.268609280100158,21.775595238095242,1.29999995231628,0.26236422778770574,34
2013-07-11,5671,0,0,none,yolo,724,6.584791392385716,25.766071428571415,23.92,3.1747149290824312,LIS
2013-07-11,5671,0,0,none,yolo,724,6.584791392385716,25.766071428571415,10.22,2.3243465847755584,STTD
2013-07-12,5672,0,0,none,upstream,14800,9.6023824597522065,21.7469494047619,2.25,0.8109302162163288,SHR
2013-07-17,5677,0,0,none,downstream,9970,9.207335862955883,22.32380952380953,4.44,1.4906543764441336,D22
2013-07-23,5683,0,0,none,downstream,10400,9.249561085129464,21.951785714285716,2.7,0.9932517730102834,657
2013-07-25,5685,0,0,none,upstream,15600,9.655026193237628,22.123517700501242,2.73,1.0043016091968684,SHR
2013-07-25,5685,0,0,none,yolo,652,6.480044561926653,23.99365942028987,16.45,2.800325477211381,LIS
2013-07-25,5685,0,0,none,yolo,652,6.480044561926653,23.99365942028987,7.05,1.9530276168241774,STTD
2013-07-31,5691,0,0,none,yolo,573,6.35088571671474,23.652290100250614,14.52,2.67552700939665,LIS
2013-07-31,5691,0,0,none,yolo,573,6.35088571671474,23.652290100250614,10.89,2.387844936944869,STTD
2013-08-02,5693,0,0,none,downstream,9000,9.104979856318357,21.80807823129253,1.79999995231628,0.5877866384111631,16
2013-08-02,5693,0,0,none,downstream,9000,9.104979856318357,21.80807823129253,1.39999997615814,0.33647221959131285,34
2013-08-05,5696,0,0,none,upstream,15200,9.629050706834368,21.423928571428572,1.92,0.6523251860396901,SHR
2013-08-06,5697,0,0,none,yolo,561,6.329720905522696,22.6064097744361,17.52,2.8633430855082453,LIS
2013-08-06,5697,0,0,none,yolo,561,6.329720905522696,22.6064097744361,6.51,1.873339456220478,STTD
2013-08-14,5705,0,0,none,downstream,8650,9.065314599925925,21.437500000000014,2.62,0.9631743177730056,D22
2013-08-15,5706,0,0,none,yolo,550,6.309918278226516,22.590476190476185,22.86,3.1293886583666644,LIS
2013-08-15,5706,0,0,none,yolo,550,6.309918278226516,22.590476190476185,6.24,1.8309801823813363,STTD
2013-08-23,5714,0,0,none,upstream,16700,9.723163998404846,21.971190476190472,2.64,0.9707789171582248,SHR
2013-08-23,5714,0,0,none,yolo,423,6.0473721790462776,23.9404935320585,9.65,2.2669579153508947,LIS
2013-08-23,5714,0,0,none,yolo,423,6.0473721790462776,23.9404935320585,6.24,1.8309801823813363,STTD
2013-08-26,5717,0,0,none,yolo,436,6.077642243349034,23.058945913010884,10.42,2.343727036325221,LIS
2013-08-26,5717,0,0,none,yolo,436,6.077642243349034,23.058945913010884,10.1,2.3125354238472138,STTD
2013-08-28,5719,0,0,none,downstream,10800,9.287301413112312,21.958928571428572,1.4,0.3364722366212129,657
2013-09-04,5726,0,0,none,upstream,15100,9.622450022803015,21.723943452380944,3.08,1.1249295969854831,SHR
2013-09-05,5727,0,0,none,yolo,417,6.0330862217988015,23.052380952380943,17.52,2.8633430855082453,LIS
2013-09-05,5727,0,0,none,yolo,417,6.0330862217988015,23.052380952380943,23.5,3.1570004211501135,STTD
2013-09-06,5728,0,0,none,downstream,9550,9.164296433474776,22.21071428571427,1.59999990463257,0.47000356964108997,16
2013-09-06,5728,0,0,none,downstream,9550,9.164296433474776,22.21071428571427,0.899999976158142,-0.10536054214878,34
2013-09-12,5734,0,0,none,yolo,391,5.968707559985366,22.936904761904756,37.59,3.6267380575760866,LIS
2013-09-12,5734,0,0,none,yolo,391,5.968707559985366,22.936904761904756,25.42,3.2355362657613083,STTD
2013-09-16,5738,0,0,none,upstream,12400,9.425451751593128,21.21737625313286,3.25,1.1786549963416462,SHR
2013-09-17,5739,0,0,none,yolo,319,5.765191102784844,21.967857142857156,22.86,3.1293886583666644,LIS
2013-09-17,5739,0,0,none,yolo,319,5.765191102784844,21.967857142857156,31.4,3.4468078929142076,STTD
2013-09-23,5745,0,0,none,yolo,204,5.318119993844216,20.614813119755915,19.01,2.944965156500338,LIS
2013-09-23,5745,0,0,none,yolo,204,5.318119993844216,20.614813119755915,20.08,2.9997242948235283,STTD
2013-09-25,5747,0,0,none,downstream,8210,9.013108202446475,20.702380952380942,2.82,1.0367368849500223,D22
2013-09-26,5748,0,0,none,yolo,177,5.176149732573829,20.0375213849842,17.17,2.843163674909384,LIS
2013-09-26,5748,0,0,none,yolo,177,5.176149732573829,20.0375213849842,27.13,3.3006401266708405,STTD
2013-09-26,5748,0,0,none,downstream,8440,9.040737587590003,20.486904761904743,1.8,0.5877866649021191,657
2013-10-01,5753,0,0,none,yolo,224,5.4116460518550396,18.91162008281573,11.11,2.4078456036515385,LIS
2013-10-01,5753,0,0,none,yolo,224,5.4116460518550396,18.91162008281573,14.95,2.7047112998366956,STTD
2013-10-02,5754,0,0,none,upstream,8760,9.077951183930438,18.07752976190477,1.73,0.5481214085096876,SHR
2013-10-03,5755,0,0,none,yolo,222,5.402677381872279,18.640191511387158,11.53,2.4449523342809676,LIS
2013-10-03,5755,0,0,none,yolo,222,5.402677381872279,18.640191511387158,13.03,2.567254391136754,STTD
2013-10-04,5756,0,0,none,yolo,219,5.389071729816501,18.36369047619047,19.48,2.969388298214389,LIS
2013-10-08,5760,0,0,none,yolo,234,5.455321115357702,17.42142857142857,14.31,2.6609585935683597,LIS
2013-10-08,5760,0,0,none,yolo,234,5.455321115357702,17.42142857142857,5.66,1.7334238922150915,STTD
2013-10-11,5763,0,0,none,downstream,5710,8.649974302650056,17.639285714285702,2.21,0.7929925155296614,D22
2013-10-15,5767,0,0,none,yolo,181,5.198497031265826,16.84404761904763,16.66,2.8130106367386967,LIS
2013-10-15,5767,0,0,none,yolo,181,5.198497031265826,16.84404761904763,5.83,1.763017000362401,STTD
2013-10-16,5768,0,0,none,upstream,7270,8.891511570527564,16.450803571428573,1.7,0.5306282510621704,SHR
2013-10-22,5774,0,0,none,yolo,104,4.6443908991413725,16.83988095238094,35.88,3.5801800371905954,LIS
2013-10-22,5774,0,0,none,yolo,104,4.6443908991413725,16.83988095238094,4.7,1.547562508716013,STTD
2013-10-25,5777,0,0,none,downstream,8590,9.0583540149783,17.351682194616984,1.5,0.4054651081081644,657
2013-10-30,5782,0,0,none,yolo,105,4.653960350157523,16.112500000000015,9.72,2.2741856184723477,LIS
2013-10-30,5782,0,0,none,yolo,105,4.653960350157523,16.112500000000015,3.97,1.3787660946990992,STTD
2013-10-31,5783,0,0,none,upstream,7960,8.982184278838428,15.530654761904758,2.88,1.0577902941478545,SHR
2013-11-05,5788,0,0,none,yolo,106,4.663439094112067,14.273376623376642,6.02,1.7950872593207297,LIS
2013-11-05,5788,0,0,none,downstream,7120,8.87066300440602,15.659523809523813,1.89999997615814,0.6418538736240473,16
2013-11-05,5788,0,0,none,downstream,7120,8.87066300440602,15.659523809523813,1.09999990463257,0.09531009310665739,34
2013-11-12,5795,0,0,none,yolo,107,4.672828834461906,13.230848861283643,8.1,2.0918640616783932,LIS
2013-11-12,5795,0,0,none,yolo,107,4.672828834461906,13.230848861283643,2.56,0.9400072584914712,STTD
2013-11-12,5795,0,0,none,downstream,6020,8.702842538302868,13.949404761904757,1.36,0.3074846997479607,D22
2013-11-13,5796,0,0,none,upstream,7800,8.961879012677683,13.284211309523814,2.3,0.8329091229351039,SHR
2013-11-19,5802,0,0,none,yolo,97,4.574710978503383,12.887060041407857,4.27,1.451613827240533,LIS
2013-11-19,5802,0,0,none,downstream,6700,8.809862805379057,13.864285714285714,2.5,0.9162907318741551,657
2013-12-03,5816,0,0,none,upstream,7910,8.9758830607617,10.969583333333329,1.74,0.5538851132264376,SHR
2013-12-03,5816,0,0,none,yolo,112,4.718498871295094,10.16130952380952,5.75,1.749199854809259,LIS
2013-12-03,5816,0,0,none,downstream,6110,8.71768205216564,11.651190476190486,1.8,0.5877866649021191,657
2013-12-04,5817,0,0,none,yolo,145,4.976733742420574,10.07380952380952,2.65,0.9745596399981308,STTD
2013-12-11,5824,0,0,none,downstream,5320,8.57922858233569,9.045833333333333,1.51,0.412109650826833,D22
2013-12-17,5830,0,0,none,upstream,7860,8.969541885423252,6.747842261904761,2,0.6931471805599453,SHR
2013-12-17,5830,0,0,none,yolo,83,4.418840607796598,5.4416666666666655,6.75,1.9095425048844386,LIS
2013-12-18,5831,0,0,none,yolo,84,4.430816798843313,5.670833333333332,2.99,1.095273387402595,STTD
2014-01-02,5846,0,0,none,yolo,86,4.454347296253507,7.39653273809524,8.76,2.1701959049483,LIS
2014-01-02,5846,0,0,none,yolo,86,4.454347296253507,7.39653273809524,13.24,2.5832425505088623,STTD
2014-01-03,5847,0,0,none,upstream,7630,8.939843124278502,8.451145833333333,1.87,0.6259384308664954,SHR
2014-01-08,5852,0,0,none,yolo,89,4.48863636973214,7.799345238095238,6.47,1.8671761085128091,LIS
2014-01-10,5854,0,0,none,downstream,4530,8.41847721847708,8.772803666921314,1.65,0.5007752879124892,D22
2014-01-14,5858,0,0,none,upstream,6450,8.771835409789817,8.85943906641604,2.27,0.8197798314933114,SHR
2014-01-14,5858,0,0,none,downstream,3790,8.240121298076472,9.099404761904761,3.5,1.252762968495368,657
2014-01-15,5859,0,0,none,yolo,146,4.983606621708336,8.319940476190476,7.28,1.9851308622085946,LIS
2014-01-15,5859,0,0,none,yolo,146,4.983606621708336,8.319940476190476,7.2,1.9740810260220096,STTD
