chlorophyll,WTmwk,Q_sday,inund_factor,region,water_year
3.03,11.931928700828156,26600,none,upstream,2018
2.1,13.564880952380973,24400,none,downstream,2018
1.8,13.564880952380973,24400,none,downstream,2018
1.72,14.897619047619058,42600,none,downstream,2018
1.96,14.897619047619058,42600,none,downstream,2018
4.61,17.964608294930873,4537,short,yolo,2018
3.57,17.964608294930873,4537,short,yolo,2018
2.2,14.029761904761914,64500,short,downstream,2018
2.73,13.089419642857129,54100,short,upstream,2018
2.2,14.371428571428572,24200,none,downstream,2018
5.52,15.251086309523789,14500,none,upstream,2018
27.3,19.111290322580658,246,none,yolo,2018
16.6,19.111290322580658,246,none,yolo,2018
11.5,19.571351766513057,313,none,yolo,2018
13.6,19.571351766513057,313,none,yolo,2018
6.06,17.693511904761884,10200,none,upstream,2018
1.2,12.055952380952371,8380,none,downstream,2019
2.6,11.5848511904762,11700,none,upstream,2019
0.83,10.393559126715308,46,none,yolo,2019
4.3,10.393559126715308,46,none,yolo,2019
0.9,11.0603041695147,8150,none,downstream,2019
0.97,11.0603041695147,8150,none,downstream,2019
0.55,11.0603041695147,8150,none,downstream,2019
1.43,10.500952380952372,9630,none,upstream,2019
0.3,10.599007936507958,15500,none,downstream,2019
0.2,10.599007936507958,15500,none,downstream,2019
1.63,10.863314850448804,70,none,yolo,2019
4.32,10.863314850448804,70,none,yolo,2019
1.81,10.923553258145358,19600,none,upstream,2019
4.2,7.764110540622169,293,none,yolo,2019
5.29,7.764110540622169,293,none,yolo,2019
5.61,8.08141369047619,26400,none,upstream,2019
1.49,8.15952380952381,27500,none,downstream,2019
2.86,8.15952380952381,27500,none,downstream,2019
2.9,10.878225667312256,4119,short,yolo,2019
3.85,10.878225667312256,4119,short,yolo,2019
2.1,10.763080357142858,51700,short,upstream,2019
2.8,10.39107142857143,24200,none,downstream,2019
2.5,10.39107142857143,24200,none,downstream,2019
2.6,10.471383928571433,20700,none,upstream,2019
4.66,11.551666666666655,33500,none,upstream,2019
3.65,12.184331797235028,3336,none,yolo,2019
2.81,12.184331797235028,3336,none,yolo,2019
1.4,11.504166666666658,44500,none,downstream,2019
1.54,9.500595238095237,38300,none,downstream,2019
1.58,9.500595238095237,38300,none,downstream,2019
1.5,9.242508844725798,29159,short,yolo,2019
1.66,9.242508844725798,29159,short,yolo,2019
1.49,8.73978014642844,53100,short,upstream,2019
2.2,8.980357142857144,102000,short,downstream,2019
18.52,9.09308673469388,10642,short,yolo,2019
12.06,9.09308673469388,10642,short,yolo,2019
1.3,8.621482726992419,53100,short,upstream,2019
3.3,9.04940476190476,101000,short,downstream,2019
5.9,9.04940476190476,101000,short,downstream,2019
0.97,11.432026215613927,57047,long,yolo,2019
1.42,11.432026215613927,57047,long,yolo,2019
1.28,10.918196895563517,58300,long,upstream,2019
2.7,11.1835497835498,138000,long,downstream,2019
2.35,11.1835497835498,138000,long,downstream,2019
3.4,12.356001755540928,15705,long,yolo,2019
5.9,12.07083333333333,77600,long,downstream,2019
11.58,12.904216041255214,11400,long,yolo,2019
12.09,12.904216041255214,11400,long,yolo,2019
12.6,12.423214285714286,73800,long,downstream,2019
4.89,12.552959154020373,50400,long,upstream,2019
24.7,14.857318411235456,7794,long,yolo,2019
18.9,14.857318411235456,7794,long,yolo,2019
9,13.126190476190471,62200,long,downstream,2019
3.5,13.126190476190471,62200,long,downstream,2019
6.2,13.126190476190471,62200,long,downstream,2019
2.23,12.655359124306928,54900,long,upstream,2019
3.3,12.727661200202355,53900,long,upstream,2019
11,15.151645166158586,8246,long,yolo,2019
10.5,15.151645166158586,8246,long,yolo,2019
4.08,12.791561938327956,54900,long,upstream,2019
4.81,16.0132513951591,21171,long,yolo,2019
2.06,16.0132513951591,21171,long,yolo,2019
2.64,12.802543656015043,56100,long,upstream,2019
2.69,14.222619047619055,80300,long,downstream,2019
3.13,14.222619047619055,80300,long,downstream,2019
3,14.222619047619055,80300,long,downstream,2019
3.75,14.646119157340356,16995,long,yolo,2019
2.45,14.646119157340356,16995,long,yolo,2019
2.26,13.3258169642857,55200,long,upstream,2019
2.5,14.393452380952372,75000,long,downstream,2019
17.4,17.560883256528413,2367,none,yolo,2019
24.51,17.560883256528413,2367,none,yolo,2019
3.76,14.45253422619047,45900,none,upstream,2019
1.7,15.905952380952389,50000,none,downstream,2019
2,15.905952380952389,50000,none,downstream,2019
5.3,15.197108630952386,42000,none,upstream,2019
4.5,16.273214285714285,47300,none,downstream,2019
0.93,10.238095238095228,15400,none,downstream,2020
0.76,10.238095238095228,15400,none,downstream,2020
0.73,10.238095238095228,15400,none,downstream,2020
7.34,11.138133640553,128,none,yolo,2020
6.72,11.138133640553,128,none,yolo,2020
3.52,11.478599702380958,21600,none,upstream,2020
2.05,11.6452306547619,17500,none,upstream,2020
0.9,11.7595238095238,13100,none,downstream,2020
1.2,11.558333333333314,13800,none,downstream,2020
4.82,9.443816081718277,100,none,yolo,2020
4.08,9.443816081718277,100,none,yolo,2020
2,9.62653125,17000,none,upstream,2020
