doy1998,date,Q_upstream,Q_downstream,inundation,inund_days,inund_factor,Q_yolo,WTmwk_downstream,WTmwk_upstream,WTmwk_yolo,sradmwk_downstream,sradmwk_upstream,sradmwk_yolo
4166,2009-05-28,10200,9110,0,0,none,581,19.7625,19.483363095238087,22.466530276084086,497.12,501.3957142857143,494.79
4167,2009-05-29,9940,10500,0,0,none,629,19.77440476190476,19.69095238095237,22.495101704655514,491.9214285714286,496.51571428571424,490.3985714285714
4168,2009-05-30,9950,11100,0,0,none,631,19.777380952380955,19.916369047619042,22.401670849796087,485.31714285714287,496.57,486.5842857142857
4169,2009-05-31,10500,10300,0,0,none,625,19.800000000000015,20.15979166666667,22.2772038912379,482.5157142857143,499.97714285714284,487.4114285714286
4170,2009-06-01,10500,9970,0,0,none,619,19.828571428571443,20.357589285714287,22.109384342365715,470.61285714285714,484.9985714285714,473.91285714285715
4171,2009-06-02,10400,9540,0,0,none,669,19.838690476190486,20.453080357142856,22.152241485222856,456.60285714285715,470.8042857142857,459.73285714285714
4172,2009-06-03,10500,7400,0,0,none,672,19.82440476190477,20.424434523809513,21.983670056651427,445.0128571428571,444.28999999999996,432.55857142857144
4173,2009-06-04,11100,8630,0,0,none,620,19.766666666666673,20.315476190476186,21.52652719950857,429.96,423.44,412.9657142857143
4174,2009-06-05,11600,8120,0,0,none,629,19.7,20.17462797619047,21.247955770937143,420.52,404.8442857142857,397.1614285714286
4175,2009-06-06,11900,5550,0,0,none,611,19.680357142857144,20.0533482142857,21.07462699525813,419.38428571428574,393.4142857142857,391.5571428571428
4176,2009-06-07,12700,6360,0,0,none,539,19.705357142857142,20.0011607142857,21.015207373271885,421.3742857142857,391.8071428571429,392.42857142857144
4177,2009-06-08,13300,9600,0,0,none,507,19.74583333333333,20.013080357142844,21.086635944700458,419.54857142857145,390.61857142857144,391.0785714285714
4178,2009-06-09,13500,12500,0,0,none,514,19.761309523809516,20.045119047619043,21.186635944700456,417.63,380.31428571428575,384.17857142857144
4179,2009-06-10,12900,12000,0,0,none,524,19.73809523809523,20.051830357142858,20.993778801843312,416.9,384.45142857142855,391.9657142857143
4180,2009-06-11,12000,10500,0,0,none,520,19.7345238095238,20.063482142857143,21.165207373271883,427.3957142857143,393.7814285714286,401.91714285714284
4181,2009-06-12,11200,8910,0,0,none,538,19.748809523809513,20.067157738095244,21.286635944700457,436.5842857142857,399.10571428571427,410.9114285714286
4182,2009-06-13,10700,7000,0,0,none,531,19.752380952380943,20.0747767857143,21.357296466973885,434.9757142857143,401.0357142857143,409.9357142857143
4183,2009-06-14,10200,6220,0,0,none,513,19.75119047619046,20.1000892857143,21.407834101382484,438.31714285714287,401.8414285714286,412.5514285714286
4184,2009-06-15,9810,5980,0,0,none,527,19.7595238095238,20.13316964285716,21.34354838709677,442.34142857142854,405.0857142857143,415.92571428571426
4185,2009-06-16,9530,5310,0,0,none,546,19.802976190476187,20.220029761904772,21.379262672811056,454.4814285714286,422.7242857142857,430.6328571428571
4186,2009-06-17,9060,3560,0,0,none,549,19.87142857142857,20.360639880952384,21.386405529953915,471.94,442.36,450.5757142857143
4187,2009-06-18,9140,1640,0,0,none,565,19.97916666666667,20.547083333333344,22.057834101382486,486.5728571428571,459.6385714285714,467.23857142857145
4188,2009-06-19,8930,2030,0,0,none,605,20.133928571428584,20.62431412505913,22.3721198156682,493.37571428571425,474.6985714285714,477.03714285714284
4189,2009-06-20,9030,5280,0,0,none,602,20.27380952380953,20.6838722110609,22.662672811059913,504.78999999999996,483.7885714285714,488.12
4190,2009-06-21,9100,5870,0,0,none,600,20.3857142857143,20.672238992856844,22.90714285714286,509.55,489.98285714285714,493.7085714285714
4191,2009-06-22,8940,4340,0,0,none,563,20.534523809523815,20.680181857114516,23.107142857142858,521.6557142857142,500.25714285714287,506.87
4192,2009-06-23,8930,4110,0,0,none,572,20.7279761904762,20.706858617770987,23.307142857142857,522.0528571428572,508.62,512.5385714285715
4193,2009-06-24,9580,5460,0,0,none,606,20.948809523809526,20.751165816994927,23.735714285714288,524.2228571428572,517.7971428571428,519.1571428571428
4194,2009-06-25,9860,8790,0,0,none,660,21.103571428571428,20.7266634382366,23.389285714285716,520.3,514.4614285714285,514.9985714285715
4195,2009-06-26,9860,8970,0,0,none,673,21.2220238095238,20.843783768922,23.71785714285714,529.0371428571428,523.4585714285714,525.02
4196,2009-06-27,9530,8050,0,0,none,660,21.423214285714284,21.042711767774627,23.88844086021504,537.3657142857143,540.93,539.2985714285714
4197,2009-06-28,10600,6260,0,0,none,634,21.7345238095238,21.3505204760584,24.074769585253456,541.3714285714286,549.5871428571429,546.1085714285714
4198,2009-06-29,11900,4640,0,0,none,646,22.05119047619047,21.663626083719915,24.431912442396314,537.3714285714286,552.1971428571428,544.7214285714285
4199,2009-06-30,12900,6520,0,0,none,659,22.2922619047619,21.901986555717873,24.5176267281106,539.2714285714286,550.5571428571428,544.6257142857143
4200,2009-07-01,13800,7710,0,0,none,678,22.451190476190472,22.05912790392393,24.546198156682028,537.9057142857142,548.9657142857143,543.0757142857143
4201,2009-07-02,14300,9710,0,0,none,712,22.572619047619042,22.179190956485872,24.5926267281106,537.7342857142858,549.69,544.32
4202,2009-07-03,14700,9340,0,0,none,711,22.635714285714286,22.241576660268056,24.249769585253457,530.1914285714286,546.8514285714285,539.4014285714286
4203,2009-07-04,15300,10500,0,0,none,699,22.576785714285712,22.183310767113,24.03433095322497,519.6642857142857,536.4057142857143,527.9485714285714
4204,2009-07-05,15900,13100,0,0,none,685,22.347619047619055,21.956721182621127,23.74374084984037,509.1842857142857,523.7942857142857,514.5742857142857
4205,2009-07-06,16200,13000,0,0,none,640,21.980952380952385,21.594177847434114,23.2723122784118,507.9457142857143,518.7442857142858,510.5785714285714
4206,2009-07-07,16100,11600,0,0,none,610,21.610714285714284,21.22810324599527,22.94374084984037,504.68285714285713,511.35857142857145,505.1
4207,2009-07-08,16100,11500,0,0,none,584,21.292261904761915,20.913232005207856,22.811597992697514,497.71714285714285,506.77714285714285,499.00857142857143
4208,2009-07-09,16000,11000,0,0,none,578,21.047619047619058,20.671340266958072,22.60791610757233,496.69,500.50857142857143,495.4357142857143
4209,2009-07-10,16100,11200,0,0,none,627,20.860119047619058,20.485948788737442,22.45077325042947,495.9357142857143,494.3442857142857,491.8485714285714
4210,2009-07-11,16200,11800,0,0,none,652,20.7375,20.3647086474249,22.400580585951086,493.42571428571426,488.9157142857143,489.1928571428571
4211,2009-07-12,16500,12300,0,0,none,640,20.686309523809516,20.314093831148785,22.485834103088273,495.0471428571429,488.7314285714286,491.61285714285714
4212,2009-07-13,16700,11300,0,0,none,622,20.739285714285714,20.366474280550815,22.628691245945415,497.1614285714286,492.60571428571427,495.7257142857143
4213,2009-07-14,16800,8740,0,0,none,662,20.868452380952384,20.4941884099917,22.88583410308827,498.51714285714286,497.06714285714287,499.67857142857144
4214,2009-07-15,16800,8220,0,0,none,692,21.0327380952381,20.6566266575755,23.046548388802556,502.0285714285714,494.44,501.7357142857143
4215,2009-07-16,16700,8840,0,0,none,667,21.19880952380953,20.8208305382852,23.421658845356315,502.2685714285714,498.6942857142857,505.11857142857144
4216,2009-07-17,15600,7500,0,0,none,659,21.37916666666667,20.999159484002185,24.221658845356313,504.0314285714286,503.54571428571427,509.92
4217,2009-07-18,15800,7260,0,0,none,689,21.583928571428586,21.20161874910663,24.680453579021957,509.7242857142857,510.3342857142857,517.0128571428571
4218,2009-07-19,16100,7870,0,0,none,704,21.833333333333357,21.448218842358827,25.039825053639213,508.8228571428572,517.4485714285714,521.8371428571429
4219,2009-07-20,16200,10800,0,0,none,679,22.062500000000014,21.6748084268507,25.4255393393535,499.75428571428574,509.2914285714286,514.0514285714286
4220,2009-07-21,16100,13500,0,0,none,677,22.18690476190477,21.797814201289142,25.657902655050144,493.5,504.41285714285715,508.71857142857147
4221,2009-07-22,15800,12200,0,0,none,677,22.21904761904763,21.829595597555528,25.729331226478713,493.08285714285716,504.94714285714286,507.6042857142857
4222,2009-07-23,14800,10500,0,0,none,635,22.21428571428573,21.824887242553114,25.593040188324327,486.47714285714284,501.46,501.16285714285715
4223,2009-07-24,13200,10600,0,0,none,609,22.157142857142873,21.76838698252397,24.921611616895756,480.8457142857143,491.62857142857143,491.10285714285715
4224,2009-07-25,14900,11900,0,0,none,595,22.03988095238096,21.652443740589142,24.59213042682937,482.66,494.41285714285715,491.59
4225,2009-07-26,15100,11100,0,0,none,565,21.910714285714285,21.52472961114827,24.321860774759315,486.64428571428573,497.1542857142857,493.94714285714286
4226,2009-07-27,15200,9750,0,0,none,561,21.830952380952386,21.4458646648576,24.164717917616457,490.75142857142856,504.3671428571428,499.5342857142857
4227,2009-07-28,15500,9600,0,0,none,584,21.808333333333344,21.42349997859607,23.9180688876341,494.64,502.35285714285715,500.3771428571428
4228,2009-07-29,15800,11600,0,0,none,634,21.779761904761916,21.3952498485815,23.646640316205527,482.0542857142857,494.15,489.12142857142857
4229,2009-07-30,16000,12900,0,0,none,612,21.724404761904772,21.340515221678256,23.50403151856353,475.69714285714286,486.2,481.3942857142857
4230,2009-07-31,16200,11400,0,0,none,644,21.675595238095244,21.292254582903357,23.49247804471497,477.3542857142857,489.0742857142857,484.2942857142857
4231,2009-08-01,16100,10600,0,0,none,648,21.645833333333343,21.262827364138186,23.406385830051327,469.47,481.93857142857144,476.9157142857143
4232,2009-08-02,16200,12000,0,0,none,697,21.545833333333345,21.16395190908717,23.290710711519072,463.45285714285717,472.26428571428573,467.9428571428571
4233,2009-08-03,16200,12000,0,0,none,582,21.3654761904762,20.985622963370187,23.086803507611872,458.7742857142857,461.1514285714286,458.58142857142855
4234,2009-08-04,15500,10800,0,0,none,585,21.17916666666667,20.801408573900158,22.99909917214634,452.52285714285716,459.33,453.0028571428571
4235,2009-08-05,14300,9820,0,0,none,599,21.04642857142857,20.670163178207456,22.9514801245273,447.71714285714285,456.9714285714286,449.93142857142857
4236,2009-08-06,13800,10200,0,0,none,599,20.9547619047619,20.5795273444107,22.73597249423833,439.3885714285714,437.68857142857144,437.7971428571429
4237,2009-08-07,13100,9800,0,0,none,604,20.8797619047619,20.505370753122456,22.5952010829924,436.8828571428572,429.93142857142857,433.00142857142856
4238,2009-08-08,13000,8740,0,0,none,602,20.844047619047615,20.470058090604244,22.481251306946685,437.56857142857143,428.8757142857143,432.48285714285714
4239,2009-08-09,12900,7920,0,0,none,587,20.910714285714285,20.535975060638258,22.459523293720913,439.3985714285714,431.10857142857145,435.13428571428574
4240,2009-08-10,13000,6710,0,0,none,588,21.07857142857143,20.701944574473856,22.5347520133869,438.1642857142857,437.4871428571429,438.48285714285714
4241,2009-08-11,12900,7400,0,0,none,606,21.25833333333333,20.879684975815543,22.604166276015857,440.3071428571429,432.8342857142857,439.15714285714284
4242,2009-08-12,12800,8180,0,0,none,624,21.424404761904757,21.043888856525243,22.7137574575414,456.44428571428574,446.5,454.2114285714286
4243,2009-08-13,12800,6920,0,0,none,586,21.598214285714285,21.2157438141139,22.979229508176243,462.08142857142855,467.28714285714284,465.70428571428573
4244,2009-08-14,12900,7180,0,0,none,569,21.747619047619057,21.3634684523151,23.15326695820106,461.91857142857145,466.4085714285714,465.5785714285714
4245,2009-08-15,12900,6170,0,0,none,579,21.867857142857154,21.48235441612643,23.2602870020969,466.1142857142857,470.6385714285714,469.79714285714283
4246,2009-08-16,12900,5580,0,0,none,570,21.96130952380953,21.574755883049086,23.404712109878684,467.9014285714286,473.16285714285715,472.0842857142857
4247,2009-08-17,12700,5560,0,0,none,556,22.01190476190477,21.6247821549499,23.4743270898886,467.53285714285715,471.2842857142857,471.43
4248,2009-08-18,12600,6640,0,0,none,581,22.038095238095256,21.65067810746327,23.52056390496983,467.25714285714287,481.03,475.92857142857144
4249,2009-08-19,12700,8530,0,0,none,592,22.046428571428585,21.658917728717515,23.720496532968085,463.3071428571429,473.8014285714286,471.02714285714285
4250,2009-08-20,12900,11600,0,0,none,583,21.98690476190477,21.60006329118716,23.648283979077213,470.26714285714286,471.86857142857144,473.50714285714287
4251,2009-08-21,13100,10500,0,0,none,586,21.955357142857142,21.568870439296056,23.58438366160543,471.56,485.17857142857144,480.9742857142857
4252,2009-08-22,13300,8570,0,0,none,572,21.963095238095228,21.576521516175,23.606722796981757,459.12,476.61857142857144,471.2257142857143
4253,2009-08-23,13400,9980,0,0,none,556,21.916071428571428,21.530026510526014,23.40047543083296,454.82,462.28857142857146,461.9
4254,2009-08-24,13100,10200,0,0,none,527,21.807142857142857,21.422322889845457,23.1505888234839,456.64285714285717,461.9957142857143,461.61
4255,2009-08-25,12700,8490,0,0,none,521,21.71011904761904,21.326390156670957,22.923041351511156,462.29285714285714,461.3314285714286,463.7714285714286
4256,2009-08-26,12800,7490,0,0,none,541,21.64464285714286,21.26165027538757,22.519978446021256,464.7785714285714,463.66714285714284,466.1385714285714
4257,2009-08-27,13000,8080,0,0,none,530,21.64940476190476,21.266358630389984,22.2529478510578,472.72,473.79857142857145,476.39142857142855
4258,2009-08-28,13200,7790,0,0,none,530,21.685714285714287,21.302259837283515,22.108003228499815,473.5914285714286,469.46714285714285,474.41714285714284
4259,2009-08-29,13400,6230,0,0,none,533,21.735714285714288,21.351697564809015,22.08670312267587,478.6,474.4528571428571,479.30571428571426
4260,2009-08-30,13400,7050,0,0,none,500,21.810119047619043,21.425265611721972,22.16618888343347,474.8042857142857,475.70428571428573,478.38
4261,2009-08-31,13300,9290,0,0,none,381,21.889880952380942,21.504130558012644,22.194762196124113,465.4657142857143,464.8228571428571,468.49
4262,2009-09-01,13200,10400,0,0,none,478,21.938690476190473,21.552391196787543,22.384839116328386,455.92,459.61,460.14142857142855
4263,2009-09-02,12800,8070,0,0,none,502,21.996428571428574,21.609480001192,22.472637113505087,451.10285714285715,457.13,455.99
4264,2009-09-03,13200,7570,0,0,none,515,22.051785714285714,21.664214628095245,22.80980220325466,442.10571428571427,450.00714285714287,448.03
4265,2009-09-04,13400,8220,0,0,none,506,22.047619047619044,21.660094817468114,22.940200412079214,433.5385714285714,440.6114285714286,438.88142857142856
4266,2009-09-05,13100,9640,0,0,none,488,21.9375,21.55121410803696,22.8227900726595,432.96,434.4685714285714,435.9428571428571
4267,2009-09-06,12500,10100,0,0,none,457,21.802976190476187,21.41820307921833,22.7027821593588,431.82714285714286,429.36857142857144,432.86
4268,2009-09-07,12200,8060,0,0,none,431,21.690476190476186,21.306968192285957,22.693430893387315,438.06,431.9485714285714,437.06714285714287
4269,2009-09-08,11900,5490,0,0,none,432,21.61071428571427,21.22810324599527,22.53691914524493,442.1742857142857,430.7442857142857,438.9271428571428
4270,2009-09-09,12000,5720,0,0,none,417,21.520833333333314,21.139233045324413,22.452757751501586,443.0257142857143,429.08714285714285,438.55857142857144
4271,2009-09-10,12000,6270,0,0,none,412,21.44761904761903,21.066842087162073,22.302617981181672,443.7985714285714,428.9485714285714,439.23
4272,2009-09-11,11700,4020,0,0,none,473,21.4345238095238,21.0538941109054,22.345105254834714,444.5128571428571,433.3071428571429,442.74
4273,2009-09-12,11700,5470,0,0,none,503,21.46190476190476,21.08096715216937,22.384607963275144,427.7442857142857,419.6042857142857,426.25428571428574
4274,2009-09-13,11900,9500,0,0,none,477,21.436309523809527,21.055659744031328,22.403658810335486,403.4442857142857,395.23285714285714,405.3657142857143
4275,2009-09-14,11900,10200,0,0,none,445,21.385119047619057,21.00504492775523,22.361771251730914,390.5542857142857,376.89142857142855,390.4057142857143
4276,2009-09-15,11800,9360,0,0,none,445,21.33928571428573,20.959727010856856,22.233654390401814,382.83,370.2342857142857,383.0028571428572
4277,2009-09-16,11600,8360,0,0,none,452,21.291666666666686,20.912643460832573,22.174429705915756,378.1457142857143,363.83,377.3042857142857
4278,2009-09-17,11300,7810,0,0,none,430,21.23750000000003,20.859085922679956,22.274630569838557,374.37285714285713,357.3757142857143,371.1357142857143
4279,2009-09-18,11200,6160,0,0,none,384,21.191666666666684,20.813768005781572,22.214999308571127,373.16285714285715,354.9585714285714,368.2185714285714
4280,2009-09-19,10900,5750,0,0,none,396,21.188095238095258,20.810236739529742,22.230045651631013,379.0514285714286,356.45142857142855,372.79714285714283
4281,2009-09-20,10600,6470,0,0,none,389,21.276190476190486,20.897341307074672,22.307105038166455,402.6457142857143,389.0814285714286,396.43
4282,2009-09-21,10200,5790,0,0,none,392,21.419642857142858,21.03918050152283,22.4627663327574,409.71,407.95285714285717,409.1342857142857
4283,2009-09-22,10000,5470,0,0,none,414,21.576190476190472,21.19396767222767,22.714211484435044,410.0471428571429,413.04285714285714,412.5185714285714
4284,2009-09-23,9790,4640,0,0,none,424,21.735119047619044,21.351109020433743,22.901756318640885,406.93857142857144,417.4271428571429,413.6328571428571
4285,2009-09-24,9500,4530,0,0,none,406,21.863095238095227,21.477646061124,22.811923162642987,401.9871428571429,416.99857142857144,411.07142857142856
4286,2009-09-25,9270,6150,0,0,none,390,21.948214285714286,21.561807906792428,22.801013352342927,402.1671428571429,417.9842857142857,411.98
4287,2009-09-26,9010,5810,0,0,none,389,22.03869047619047,21.651266651838572,22.79270111592383,409.6142857142857,429.5314285714286,422.1771428571429
4288,2009-09-27,8740,3560,0,0,none,358,22.14940476190476,21.760735905645042,22.752698478156944,404.9114285714286,426.25,419.1142857142857
4289,2009-09-28,8580,4020,0,0,none,342,22.21130952380953,21.821944520676613,22.584895205446458,391.32,411.42,403.31142857142856
4290,2009-09-29,8650,8480,0,0,none,320,22.127380952380957,21.7389597637588,22.194269139430787,371.28714285714284,385.8285714285714,379.23
4291,2009-09-30,8580,8570,0,0,none,306,21.902976190476185,21.51707853426933,21.784691187139785,368.62,371.56857142857143,370.6671428571429
4292,2009-10-01,8790,4200,0,0,none,301,21.60119047619047,21.218686535990415,21.355274089844887,367.72714285714284,365.99857142857144,366.74428571428575
4293,2009-10-02,8940,3080,0,0,none,274,21.28095238095237,20.902049662077072,20.811697664800256,361.9971428571429,359.93857142857144,360.3571428571429
4294,2009-10-03,8870,3790,0,0,none,263,20.8767857142857,20.50242803124593,20.216430737052157,344.17571428571426,343.23857142857145,341.23857142857145
4295,2009-10-04,8810,6670,0,0,none,262,20.342261904761898,19.973915182223315,19.612772421477942,338.00428571428574,330.0185714285714,330.43857142857144
4296,2009-10-05,8630,5730,0,0,none,254,19.775595238095228,19.4136209369343,19.1993871659204,343.1385714285714,335.06714285714287,336.8128571428571
4297,2009-10-06,8490,3620,0,0,none,250,19.2845238095238,18.928071827308845,18.789863356396584,359.4085714285714,351.50857142857143,353.55285714285714
4298,2009-10-07,8260,2510,0,0,none,229,18.896428571428572,18.544340894610915,18.408642699119586,358.51142857142855,358.86285714285714,356.06714285714287
4299,2009-10-08,8360,4340,0,0,none,220,18.56369047619047,18.2153445888162,18.0374167619362,352.6542857142857,351.4042857142857,350.19142857142856
4300,2009-10-09,8330,3910,0,0,none,214,18.21607142857143,17.871634673638916,17.764828770217772,350.6357142857143,347.08,346.9757142857143
4301,2009-10-10,8210,3200,0,0,none,216,17.89107142857143,17.550289444723155,17.498218125960058,355.5357142857143,352.5385714285714,352.6985714285714
4302,2009-10-11,8290,5950,0,0,none,197,17.61309523809523,17.27543922145637,17.194285714285698,343.35571428571427,343.4042857142857,341.73571428571427
4303,2009-10-12,8160,5290,0,0,none,166,17.357738095238087,17.022953684451128,16.708571428571414,313.6342857142857,314.63,312.16714285714284
4304,2009-10-13,8690,5040,0,0,none,159,17.116666666666656,16.78459321245317,16.46571428571427,276.04,272.95428571428573,272.4785714285714
4305,2009-10-14,10300,14200,0,0,none,88,16.870833333333316,16.541524385452785,16.337142857142844,243.96428571428572,236.50714285714287,245.07999999999998
4306,2009-10-15,11000,11500,0,0,none,68,16.698809523809516,16.371435060990056,16.408571428571413,224.70999999999998,215.69714285714286,224.3242857142857
4307,2009-10-16,10800,7960,0,0,none,56,16.618452380952373,16.291981570324072,16.399211605171857,212.26,201.83,211.12571428571428
4308,2009-10-17,10400,6600,0,0,none,59,16.61309523809523,16.286684670946343,16.467002393618387,199.92285714285714,189.58714285714285,199.15
4309,2009-10-18,9750,5720,0,0,none,63,16.6797619047619,16.352601640980343,16.611665349709913,192.16,181.83,191.61
4310,2009-10-19,9270,6350,0,0,none,79,16.769642857142856,16.441471841651186,16.8973796354242,190.71571428571428,174.66714285714286,186.86857142857144
4311,2009-10-20,9120,5430,0,0,none,73,16.87916666666667,16.549764006707058,17.054522492567056,213.46571428571428,203.00714285714287,212.71714285714285
4312,2009-10-21,9510,5530,0,0,none,70,17.0202380952381,16.689249023654,17.083093921138484,232.06428571428572,221.62857142857143,224.80142857142857
4313,2009-10-22,9560,5620,0,0,none,70,17.1375,16.8051922655888,17.025951063995628,243.93857142857144,237.68285714285713,239.1642857142857
4314,2009-10-23,9260,6380,0,0,none,70,17.215476190476185,16.882291578753556,17.107691839776145,247.72714285714287,241.41571428571427,243.18857142857144
4315,2009-10-24,9080,6900,0,0,none,55,17.273214285714285,16.939380383158,17.08159075947094,253.51714285714286,244.26142857142855,247.61714285714285
4316,2009-10-25,8970,6400,0,0,none,45,17.310119047619043,16.975870134426813,16.983870967741943,267.7942857142857,259.8614285714286,263.19142857142856
4317,2009-10-26,8870,5700,0,0,none,45,17.358333333333327,17.023542228826415,16.955299539170515,291.2557142857143,287.4114285714286,290.04285714285714
4318,2009-10-27,8700,6120,0,0,none,57,17.367857142857144,17.03295893883127,16.798156682027656,277.82,271.54857142857145,276.1042857142857
4319,2009-10-28,8430,2480,0,0,none,70,17.21904761904763,16.885822845005386,16.36958525345623,266.29571428571427,264.8457142857143,265.8414285714286
4320,2009-10-29,8270,2600,0,0,none,70,16.950000000000014,16.61980078736817,15.8410138248848,268.1514285714286,268.58,268.3885714285714
4321,2009-10-30,8200,3910,0,0,none,70,16.6357142857143,16.309049357207886,15.226728110599085,268.3885714285714,269.70285714285717,268.8857142857143
4322,2009-10-31,8190,3750,0,0,none,71,16.286904761904772,15.964162353279985,14.8354938890002,269.69714285714286,272.89,270.7685714285714
4323,2009-11-01,8180,3510,0,0,none,64,15.947023809523829,15.628103514981657,14.574401064773728,268.2371428571429,272.81142857142856,270.0285714285714
4324,2009-11-02,8210,3360,0,0,none,59,15.624404761904772,15.3091124635671,14.217258207630872,267.01714285714286,273.83142857142855,269.83
4325,2009-11-03,8030,1900,0,0,none,52,15.35892857142857,15.046621672181686,14.174401064773729,279.45,292.4585714285714,285.4842857142857
4326,2009-11-04,8140,2090,0,0,none,49,15.2595238095238,14.948334761505972,14.474401064773728,287.74857142857144,300.8014285714286,294.5657142857143
4327,2009-11-05,8160,5800,0,0,none,56,15.249999999999986,14.938918051501114,14.760115350488014,280.2314285714286,291.5957142857143,286.9114285714286
4328,2009-11-06,8020,5610,0,0,none,60,15.2595238095238,14.94833476150597,15.038589597329615,262.61,279.78,276.38
4329,2009-11-07,8070,6640,0,0,none,60,15.261904761904757,14.950688939007186,15.119673226433429,257.4214285714286,273.56,271.3142857142857
4330,2009-11-08,8010,5930,0,0,none,62,15.235119047619042,14.924204442118514,15.052173987932058,254.04428571428573,269.52714285714285,267.79571428571427
4331,2009-11-09,8110,5820,0,0,none,63,15.194642857142858,14.884183424597872,14.909316845074915,251.85285714285715,265.7442857142857,264.80571428571426
4332,2009-11-10,8040,5000,0,0,none,70,15.127465986394558,14.817761987956471,14.666459702217772,242.51714285714286,253.64,252.39285714285714
4333,2009-11-11,8090,3720,0,0,none,73,15.052465986394557,14.74360539666823,14.362846256839614,235.42428571428573,242.99428571428572,244.26142857142858
4334,2009-11-12,8120,4570,0,0,none,73,14.98163265306123,14.6735686160071,14.116417685411044,228.64142857142858,241.02,239.35714285714286
4335,2009-11-13,8250,5500,0,0,none,73,14.872704081632657,14.565864995326542,13.851744891353944,238.58857142857144,245.20285714285714,242.63571428571427
4336,2009-11-14,8200,4830,0,0,none,73,14.734608843537414,14.429322700256114,13.583465848967757,236.4757142857143,243.42142857142858,240.3057142857143
4337,2009-11-15,8010,4130,0,0,none,73,14.567942176870742,14.264530275171115,13.331821655448428,237.11,243.31428571428572,240.32857142857142
4338,2009-11-16,8120,2940,0,0,none,73,14.370426648920429,14.069235898113858,13.117535941162714,236.21285714285713,242.32999999999998,239.24142857142857
4339,2009-11-17,8090,2790,0,0,none,77,14.17510351966873,13.876109265246386,12.831821655448428,244.8,241.06571428571428,249.19
4340,2009-11-18,8340,5280,0,0,none,83,13.958436853002071,13.661879112635885,12.578292243683729,248.06142857142856,244.10285714285715,251.9142857142857
4341,2009-11-19,8640,4160,0,0,none,77,13.707246376811586,13.41351338625777,12.496149386540871,255.32714285714286,247.38,257.54714285714283
4342,2009-11-20,8990,4930,0,0,none,72,13.453674948240158,13.162793482378444,12.3101471615556,242.84142857142857,231.81571428571428,243.5157142857143
4343,2009-11-21,9460,10000,0,0,none,78,13.153674948240157,12.866167117225428,12.074736020972058,239.93714285714285,227.54714285714286,239.84
4344,2009-11-22,9550,8090,0,0,none,78,12.841174948240157,12.557181320191043,11.772723948537458,229.99,213.47857142857143,227.81714285714287
4345,2009-11-23,9500,7860,0,0,none,78,12.522619047619044,12.242207723860085,11.344152519966029,227.42285714285714,208.94285714285715,224.5742857142857
4346,2009-11-24,8960,6660,0,0,none,78,12.20357142857143,11.926747938697357,11.129866805680313,223.92857142857142,215.6457142857143,220.97857142857143
4347,2009-11-25,8790,4560,0,0,none,74,11.894047619047614,11.620704863539485,10.858438234251743,226.74428571428572,221.0142857142857,225.12714285714287
4348,2009-11-26,8470,2430,0,0,none,68,11.623809523809529,11.353505717151657,10.402076627108885,225.00714285714287,219.75285714285715,223.62571428571428
4349,2009-11-27,8440,2960,0,0,none,68,11.401785714285715,11.133978665163415,10.078596336186735,223.93714285714285,225.5142857142857,229.70000000000002
4350,2009-11-28,8740,1150,0,0,none,68,11.226785714285715,10.960946618824156,9.845076407839214,223.52857142857144,220.51,227.70285714285714
4351,2009-11-29,8750,373,0,0,none,106,11.051785714285714,10.7879145724849,9.717709219635363,226.25857142857143,228.46,232.6157142857143
4352,2009-11-30,8710,3160,0,0,none,119,10.904166666666672,10.641955567409628,9.746280648206792,223.3557142857143,228.0285714285714,230.79142857142858
4353,2009-12-01,8550,2840,0,0,none,131,10.779166666666672,10.518361248595886,9.589137791063935,221.75857142857143,225.89857142857142,229.02428571428572
4354,2009-12-02,8410,2720,0,0,none,135,10.668452380952386,10.408891994789414,9.460566362492505,218.81142857142856,222.42285714285714,225.65857142857143
4355,2009-12-03,8330,4880,0,0,none,139,10.556547619047615,10.298245652232328,9.331213683921078,218.17142857142858,219.32285714285715,223.57857142857142
4356,2009-12-04,8240,4990,0,0,none,131,10.427976190476185,10.171120067166756,9.170069350218602,228.9742857142857,226.78285714285713,228.76142857142858
4357,2009-12-05,8210,3140,0,0,none,109,10.325,10.069301890239243,8.938914949064202,226.26285714285714,227.78714285714284,227.3657142857143
4358,2009-12-06,8340,4680,0,0,none,103,10.225595238095238,9.971014979563543,8.626666666666667,214.70857142857142,217.7485714285714,217.02714285714285
4359,2009-12-07,8520,7190,0,0,none,106,10.094047619047615,9.84094667262144,8.298095238095238,206.8,206.21857142857144,206.95142857142858
4360,2009-12-08,8510,8040,0,0,none,103,9.898809523809518,9.64790411752186,7.964761904761906,204.02714285714285,202.87428571428572,203.6342857142857
4361,2009-12-09,8210,5510,0,0,none,102,9.64821428571428,9.400126935519054,7.407619047619049,199.94285714285715,198.3242857142857,199.10999999999999
4362,2009-12-10,8150,2090,0,0,none,105,9.36547619047619,9.12056835724986,6.936190476190477,183.41857142857143,184.59428571428572,183.90714285714284
4363,2009-12-11,8230,-240,0,0,none,107,9.067261904761905,8.825707625222764,6.589167210263102,165.7642857142857,158.72285714285715,161.80857142857144
