doy1998,date,Q_upstream,Q_downstream,inundation,inund_days,inund_factor,Q_yolo,WTmwk_downstream,WTmwk_upstream,WTmwk_yolo,sradmwk_downstream,sradmwk_upstream,sradmwk_yolo
1582,2002-05-01,9110,10400,0,0,none,528,16.345323129251685,16.10647256728777,17.315053571428585,399.1428571428571,392.9214285714286,398.38428571428574
1583,2002-05-02,8960,11800,0,0,none,541,16.231632653061215,15.878585662525872,17.096065476190486,408.47142857142853,397.6771428571429,405.14428571428573
1584,2002-05-03,8700,13300,0,0,none,584,16.133418367346927,15.774047619047614,17.034255952380956,435.8,424.1414285714286,431.28714285714284
1585,2002-05-04,8320,11300,0,0,none,581,16.087585034013586,15.850416666666657,17.210089285714286,469.30857142857144,455.8457142857143,463.32
1586,2002-05-05,8050,10100,0,0,none,581,16.101275510204072,16.1330357142857,17.53940476190476,491.3157142857143,476.9557142857143,483.68857142857144
1587,2002-05-06,7860,10500,0,0,none,565,16.17142857142857,16.55845238095237,17.909791666666656,512.39,497.05857142857144,503.6657142857143
1588,2002-05-07,8120,9650,0,0,none,545,16.285714285714285,17.047410714285714,18.256458333333327,507.75428571428574,498.1114285714286,502.19714285714286
1589,2002-05-08,8180,7040,0,0,none,553,16.463582251082258,17.49375,18.537767857142857,507.01142857142855,497.7371428571429,502.7142857142857
1590,2002-05-09,8190,8680,0,0,none,563,16.687987012987016,17.816875,18.748303571428572,503.2014285714286,498.9357142857143,502.35714285714283
1591,2002-05-10,7850,9410,0,0,none,568,16.904058441558444,18.046547619047615,18.866160714285716,498.9514285714286,500.15285714285716,501.3257142857143
1592,2002-05-11,7790,6230,0,0,none,566,17.128722002635058,18.185863095238087,18.925595238095244,495.08,496.2185714285714,497.75142857142856
1593,2002-05-12,7980,6810,0,0,none,532,17.337055335968387,18.250625,18.92232142857143,492.6142857142857,494.0542857142857,495.8342857142857
1594,2002-05-13,8090,7460,0,0,none,483,17.517412478825527,18.2697619047619,18.90877976190477,495.9257142857143,493.92,497.81142857142856
1595,2002-05-14,8400,7680,0,0,none,454,17.684674383587442,18.31345238095237,18.983392857142857,505.7157142857143,505.1542857142857,507.98
1596,2002-05-15,8750,8240,0,0,none,459,17.83597308488614,18.443601190476187,19.154434523809513,509.7742857142857,511.3328571428571,513.2442857142858
1597,2002-05-16,8930,10500,0,0,none,484,17.98954451345757,18.682976190476186,19.420599670719344,517.2371428571429,518.09,519.8285714285714
1598,2002-05-17,9470,12000,0,0,none,473,18.18418737060043,18.977351190476185,19.77167109929077,521.3957142857143,524.9985714285714,524.3785714285714
1599,2002-05-18,10600,13300,0,0,none,476,18.3357142857143,19.265982142857144,19.95506395643363,502.19,511.77,508.35571428571427
1600,2002-05-19,11400,11300,0,0,none,471,18.4309523809524,19.345,19.936075861195544,460.61571428571426,464.57714285714286,463.4585714285714
1601,2002-05-20,12700,12700,0,0,none,369,18.488043478260888,19.132023809523815,19.76042109929077,416.0628571428571,412.73285714285714,417.3
1602,2002-05-21,15700,15600,0,0,none,290,18.514233954451356,18.72267857142857,19.55527228976697,395.8985714285714,370.0571428571428,392.6985714285714
1603,2002-05-22,17300,14000,0,0,none,271,18.4544936947111,18.250297619047615,19.36476633738603,395.25714285714287,364.19,390.24857142857144
1604,2002-05-23,17400,12300,0,0,none,266,18.29080321852063,17.829374999999985,19.17815476190477,397.32,362.32,390.8885714285714
1605,2002-05-24,16800,9900,0,0,none,260,18.105684170901572,17.53309523809523,19.0519642857143,401.89428571428573,364.3285714285714,395.20142857142855
1606,2002-05-25,15600,7600,0,0,none,289,17.990803218520615,17.44571428571427,19.226845238095244,418.4971428571429,376.18428571428575,408.8514285714286
1607,2002-05-26,14300,9390,0,0,none,300,17.909255599472985,17.60148809523807,19.572053571428572,455.01142857142855,416.72,447.46142857142854
1608,2002-05-27,13100,9120,0,0,none,334,17.88609307359307,18.04806547619046,19.99636904761906,492.07714285714286,459.40857142857146,484.95142857142855
1609,2002-05-28,12600,11300,0,0,none,383,17.96406926406926,18.6963988095238,20.48002976190477,504.4742857142857,489.4957142857143,498.9557142857143
1610,2002-05-29,12200,13000,0,0,none,419,18.22321428571427,19.42095238095237,21.01875,506.1014285714286,492.30428571428575,500.64
1611,2002-05-30,11700,11000,0,0,none,450,18.705357142857128,20.137678571428573,21.689434523809528,496.0985714285714,484.08285714285716,492.0785714285714
1612,2002-05-31,11300,8590,0,0,none,482,19.255952380952372,20.77857142857143,22.361398809523813,487.9,478.4014285714286,484.6942857142857
1613,2002-06-01,11000,10900,0,0,none,511,19.7429089026915,21.182053571428572,22.74666666666667,480.45,464.6171428571429,473.4428571428571
1614,2002-06-02,11100,11500,0,0,none,513,20.186283643892327,21.4014880952381,22.9536011904762,485.2742857142857,466.14714285714285,476.55857142857144
1615,2002-06-03,11000,11800,0,0,none,529,20.567831262939944,21.59800595238096,23.17497023809524,496.0185714285714,479.21999999999997,488.70142857142855
1616,2002-06-04,11100,11700,0,0,none,546,20.913069358178042,21.80392857142857,23.397232142857142,506.0028571428571,490.0957142857143,499.8
1617,2002-06-05,11400,9670,0,0,none,565,21.213069358178043,22.052232142857143,23.637470238095244,504.87,492.8542857142857,500.88428571428574
1618,2002-06-06,11400,7580,0,0,none,605,21.435688405797087,22.2751488095238,23.781607142857144,509.05,496.7685714285714,504.4871428571429
1619,2002-06-07,11100,5870,0,0,none,623,21.5797360248447,22.406904761904755,23.8260119047619,510.1257142857143,500.55285714285714,507.10857142857145
1620,2002-06-08,10600,1670,0,0,none,624,21.689208074534143,22.474077380952384,23.812470238095244,506.61285714285714,489,501.9485714285714
1621,2002-06-09,10300,-1270,0,0,none,621,21.705357142857128,22.373482142857142,23.676785714285714,500.15,478.1557142857143,493.66285714285715
1622,2002-06-10,10300,191,0,0,none,609,21.698809523809516,22.102113095238085,23.415684523809528,492.4742857142857,469.9814285714286,484.7057142857143
1623,2002-06-11,10200,3970,0,0,none,585,21.702976190476186,21.795684523809513,23.141458333333343,485.16,467.75857142857143,479.3214285714286
1624,2002-06-12,10000,9410,0,0,none,606,21.5889751552795,21.43395833333333,22.77604166666667,478.65285714285716,466.49857142857144,474.97857142857146
1625,2002-06-13,10000,12700,0,0,none,584,21.31682194616977,21.013244047619043,22.240148809523813,478.1757142857143,466.2814285714286,474.0942857142857
1626,2002-06-14,10400,12300,0,0,none,601,20.971532091097313,20.60119047619047,21.624375,485.23857142857145,468.4142857142857,478.19428571428574
1627,2002-06-15,10500,8820,0,0,none,613,20.647722567287786,20.349047619047614,21.20705357142857,499.2314285714286,497.90714285714284,498.56714285714287
1628,2002-06-16,11000,9040,0,0,none,589,20.448964803312627,20.377202380952387,21.077797619047615,507.40857142857146,515.4371428571428,511.3157142857143
1629,2002-06-17,11800,11300,0,0,none,595,20.326940993788813,20.570386904761914,21.145476190476185,509.65714285714284,524.85,518.1114285714286
1630,2002-06-18,12300,11100,0,0,none,649,20.219202898550716,20.814047619047628,21.26151785714284,505.20428571428573,512.3985714285715,511.1585714285714
1631,2002-06-19,12500,8190,0,0,none,660,20.222489648033115,21.079315476190487,21.4355357142857,508.96285714285716,513.1771428571428,512.7342857142858
1632,2002-06-20,12800,7850,0,0,none,686,20.32949134199133,21.313988095238116,21.713124999999987,503.0157142857143,514.0571428571428,510.5028571428571
1633,2002-06-21,13300,8690,0,0,none,716,20.4968050065876,21.466041666666687,21.919226190476184,490.18428571428575,498.65714285714284,495.92
1634,2002-06-22,13200,7460,0,0,none,689,20.6747811970638,21.476815476190485,22.008392857142844,485.0557142857143,489.82428571428574,488.2371428571428
1635,2002-06-23,13200,7470,0,0,none,643,20.837824675324672,21.50505952380953,22.075119047619044,483.8857142857143,485.59000000000003,485.6114285714286
1636,2002-06-24,13600,8070,0,0,none,625,20.994967532467527,21.491783126294,22.062517006802715,488.75714285714287,486.82142857142856,488.58714285714285
1637,2002-06-25,13900,8420,0,0,none,648,21.14626623376623,21.43180961164346,22.174530091070558,493.76428571428573,501.53857142857146,498.03714285714284
1638,2002-06-26,13800,10700,0,0,none,614,21.231385281385286,21.289245463389573,22.16366537470867,492.67,496.84857142857146,495.7628571428572
1639,2002-06-27,13900,12600,0,0,none,598,21.289989177489186,21.139912694984744,22.1006435836284,498.0342857142857,500.71,500.2342857142857
1640,2002-06-28,14300,14400,0,0,none,610,21.354870129870143,21.079422918989113,22.1880283038037,503.33714285714285,508.23857142857145,507.6242857142857
1641,2002-06-29,15100,15800,0,0,none,603,21.43165584415586,21.125449560796586,22.364943631077985,503.9714285714286,511.0242857142857,510.0285714285714
1642,2002-06-30,15400,14900,0,0,none,581,21.568560606060615,21.20464611632487,22.6048001618122,503.97857142857146,511.39285714285717,510.2685714285714
1643,2002-07-01,15400,11500,0,0,none,598,21.7667748917749,21.382408880393044,22.971201768076828,499.0214285714286,510.4657142857143,507.7757142857143
1644,2002-07-02,15300,9570,0,0,none,626,21.938690476190487,21.552391196787543,23.15229974518667,490.4971428571429,500.3071428571429,497.9171428571429
1645,2002-07-03,15500,12400,0,0,none,637,22.071428571428573,21.683636592480244,23.292127676521385,493.37428571428575,503.45428571428573,500.43285714285713
1646,2002-07-04,15400,11200,0,0,none,634,22.167857142857144,21.77898078127943,23.393706711840785,494.0957142857143,500.87,499.4457142857143
1647,2002-07-05,15000,8650,0,0,none,620,22.2547619047619,21.864908260073758,23.485253249844686,498.0514285714286,507.07428571428574,504.22857142857146
1648,2002-07-06,15300,9280,0,0,none,609,22.314880952380943,21.924351241979416,23.548583389148757,496.7757142857143,509.8514285714286,504.8414285714286
1649,2002-07-07,15800,12600,0,0,none,577,22.27738095238094,21.8872729463353,23.509080430968986,494.78,507.70714285714286,502.53285714285715
1650,2002-07-08,15800,12100,0,0,none,574,22.1595238095238,21.770741160025185,23.384928276689728,501.46714285714285,507.7628571428572,506.37
1651,2002-07-09,15800,9500,0,0,none,594,22.080357142857128,21.6924647581098,23.301533142754657,516.0185714285715,518.7957142857143,519.7228571428572
1652,2002-07-10,15900,6870,0,0,none,622,22.110119047619044,21.721891976874986,23.3328846968656,518.27,523.8828571428571,523.9628571428572
1653,2002-07-11,16100,7360,0,0,none,635,22.216666666666658,21.827241420054328,23.4451232605827,516.1914285714286,519.3,522.0228571428571
1654,2002-07-12,16300,9960,0,0,none,657,22.33869047619047,21.94789301699157,23.573664632437485,512.3014285714286,508.44142857142856,515.5257142857142
1655,2002-07-13,16300,10700,0,0,none,650,22.474404761904758,22.082081134560784,23.7166277191833,510.89714285714285,501.9642857142857,512.0814285714285
1656,2002-07-14,16400,12100,0,0,none,611,22.625,22.230982861512587,23.875266582984587,507.8228571428571,501.13142857142856,510.18142857142857
1657,2002-07-15,16500,12800,0,0,none,574,22.7123447204969,22.317345351366914,23.967276578744915,498.69428571428574,491.84285714285716,500.0257142857143
1658,2002-07-16,16600,11900,0,0,none,584,22.664130434782614,22.26967325696733,23.916487061085213,491.8,486.0257142857143,492.27
1659,2002-07-17,16800,11100,0,0,none,579,22.506392339544515,22.11370899751187,23.96048776819193,488.08714285714285,480.7657142857143,487.32142857142856
1660,2002-07-18,17000,10500,0,0,none,583,22.2921066252588,21.90183302240257,23.73475657859327,488.76428571428573,484.2657142857143,488.1642857142857
1661,2002-07-19,16700,9040,0,0,none,582,22.08555900621117,21.697608124172213,23.51717679306344,493.07714285714286,494.86857142857144,494.95
1662,2002-07-20,16600,7910,0,0,none,571,21.912344720496886,21.52634171095887,23.33471074813786,494.8957142857143,497.9785714285714,496.9442857142857
1663,2002-07-21,16800,13700,0,0,none,560,21.73020186335403,21.346247132115984,23.142839236979,489.16285714285715,490.9657142857143,490.15714285714284
1664,2002-07-22,17000,15200,0,0,none,567,21.54262422360247,21.160778887237715,22.94524265941727,482.45142857142855,486.77714285714285,484.23857142857145
1665,2002-07-23,17300,13000,0,0,none,606,21.384453227931484,21.004386595509327,22.778623400024127,474.46714285714285,476.76142857142855,475.6428571428571
1666,2002-07-24,17500,12600,0,0,none,623,21.264215132693387,20.885500631698,22.441799177521357,475.3,473.8442857142857,474.60285714285715
1667,2002-07-25,17500,12700,0,0,none,685,21.174334180312442,20.79663043102717,22.34711748410637,478.12714285714287,476.31714285714287,477.03142857142853
1668,2002-07-26,17400,12100,0,0,none,692,21.080286561264828,20.7036404197292,22.248046573115857,477.90999999999997,479.5642857142857,478.07142857142856
1669,2002-07-27,17500,12600,0,0,none,657,20.9939770374553,20.618301485310173,22.15712706619417,471.4157142857143,476.0728571428571,473.24142857142857
1670,2002-07-28,17500,17100,0,0,none,634,20.949929418407685,20.5747492015377,22.110726766110012,471.76714285714286,474.2285714285714,472.61285714285714
1671,2002-07-29,17200,17800,0,0,none,602,20.950757575757585,20.575568045885944,22.11159915718093,476.7,476.6585714285714,476.0628571428571
1672,2002-07-30,17100,15100,0,0,none,573,20.989880952380958,20.614251462553614,22.15281220013037,481.1557142857143,483.53714285714284,481.96714285714285
1673,2002-07-31,17300,14000,0,0,none,565,21.03988095238096,20.663689190079115,22.205482811036727,477.56142857142856,481.7057142857143,479.91714285714284
1674,2002-08-01,17400,13900,0,0,none,580,21.08511904761904,20.708418562602173,22.253137173285328,471.87857142857143,476.76714285714286,474.58714285714285
1675,2002-08-02,16900,13300,0,0,none,566,21.131547619047613,20.754325023875857,22.30204559769837,455.8385714285714,461.87714285714287,458.4357142857143
1676,2002-08-03,16700,13300,0,0,none,536,21.130357142857143,20.753147935125256,22.300791535533943,450.8285714285714,445.6328571428571,447.2785714285714
1677,2002-08-04,16800,13100,0,0,none,504,21.086309523809515,20.709595651352785,22.254391235449756,453.64285714285717,447.69,449.1328571428571
1678,2002-08-05,16800,10000,0,0,none,492,21.067261904761885,20.690762231343072,22.234326240818756,454.4,447.0257142857143,450.20714285714286
1679,2002-08-06,17000,9570,0,0,none,529,21.036904761904744,20.660746468202586,22.202347655625616,456.8357142857143,447.31142857142856,451.0757142857143
1680,2002-08-07,17100,8640,0,0,none,549,21.01894409937887,20.642987781399956,22.1834276742752,463.29571428571427,453.1042857142857,456.9242857142857
1681,2002-08-08,16800,9270,0,0,none,554,21.033229813664587,20.657112846407244,22.198476420248443,471.43,460.90285714285716,465.3514285714286
1682,2002-08-09,16500,8520,0,0,none,585,21.09394409937887,20.717144372688214,22.26243359063473,488.55857142857144,474.4085714285714,482.1985714285714
1683,2002-08-10,16300,7640,0,0,none,592,21.20784161490683,20.82976105945827,22.382414625106186,501.5728571428571,495.4757142857143,500.1557142857143
1684,2002-08-11,15900,8880,0,0,none,583,21.3620082815735,20.9821940526619,22.544815675400784,504.7057142857143,504.98,508.27
1685,2002-08-12,15700,10200,0,0,none,565,21.513198757763984,21.131684323989013,22.704081570284284,508.33285714285716,515.2542857142857,515.4814285714285
1686,2002-08-13,15700,10400,0,0,none,549,21.695341614906845,21.311778902831914,22.895953081443157,507.09,516.9328571428571,516.88
1687,2002-08-14,15900,11500,0,0,none,549,21.842468944099387,21.45725171907543,23.050938807635,498.8457142857143,514.7371428571429,512.26
1688,2002-08-15,15800,11300,0,0,none,528,21.946040372670815,21.559658440378257,23.160042215941015,491.15714285714284,507.60571428571427,504.5342857142857
1689,2002-08-16,16000,11500,0,0,none,534,21.971635610766057,21.584965848516315,23.187004552476413,483.8357142857143,499.74857142857144,496.6042857142857
1690,2002-08-17,16000,12300,0,0,none,551,21.926785714285714,21.540620309281472,23.139759123542287,475.9614285714286,491.58,488.6357142857143
1691,2002-08-18,15800,11200,0,0,none,549,21.83945578231293,21.454272441647657,23.04776470619394,470.87142857142857,489.30857142857144,483.44714285714286
1692,2002-08-19,15900,12500,0,0,none,515,21.706122448979585,21.322438501579644,22.907309743777,465.40714285714284,466.3928571428571,469.45
1693,2002-08-20,16300,13200,0,0,none,447,21.512074829931972,21.130573035230686,22.70289761097377,462.69714285714286,463.5985714285714,465.82
1694,2002-08-21,16600,11400,0,0,none,441,21.32933673469387,20.94988991201247,22.510399068732685,462.06857142857143,459.4528571428571,461.8157142857143
1695,2002-08-22,16500,11200,0,0,none,468,21.1406462585034,20.76332134504124,22.311630215669428,455.26428571428573,447.62,451.93285714285713
1696,2002-08-23,16000,12100,0,0,none,475,20.937074829931973,20.562039168687413,21.972022017487713,452.96714285714285,440.7342857142857,446.6642857142857
1697,2002-08-24,15200,11300,0,0,none,466,20.735289115646257,20.3625226254595,21.759458480615642,455.6542857142857,443.8357142857143,448.18285714285713
1698,2002-08-25,14500,10500,0,0,none,423,20.564880952380943,20.194030778586857,21.57994843936337,461.3342857142857,443.9742857142857,451.35857142857145
1699,2002-08-26,13600,8640,0,0,none,425,20.46369047619047,20.093978234785258,21.473353155386228,464.08714285714285,463.35571428571427,461.6542857142857
1700,2002-08-27,13100,6290,0,0,none,448,20.465476190476185,20.095743867911157,21.475234248632887,461.14428571428573,463.32142857142856,460.15999999999997
1701,2002-08-28,13300,6260,0,0,none,455,20.513095238095243,20.142827417935457,21.52539673521037,455.2557142857143,460.70142857142855,456.01714285714286
1702,2002-08-29,13700,12300,0,0,none,451,20.561309523809527,20.190499512335045,21.576186252870073,453.66,461.11285714285714,456.24571428571426
1703,2002-08-30,13800,13000,0,0,none,461,20.64254658385093,20.27082302512103,21.7869259325454,456.65857142857146,465.7242857142857,460.4271428571429
1704,2002-08-31,13700,12400,0,0,none,454,20.81337991718427,20.43973526083317,21.96688385314213,459.22,467.8228571428571,463.85
1705,2002-09-01,13400,11300,0,0,none,443,21.065165631469984,20.6886895315866,22.232118000920543,455.37428571428575,466.17285714285714,461.94142857142856
1706,2002-09-02,12900,8730,0,0,none,440,21.343737060041413,20.964128299228673,22.5255685473988,450.32142857142856,461.3571428571429,458.3128571428571
1707,2002-09-03,12500,7330,0,0,none,456,21.579477225672886,21.197217460734787,22.773900118178286,444.4957142857143,449.75,450.32714285714286
1708,2002-09-04,12700,8900,0,0,none,463,21.74019151138717,21.356124442066758,22.943198510377286,439.85285714285715,440.09000000000003,443.7257142857143
1709,2002-09-05,12800,9570,0,0,none,479,21.83007246376813,21.4449946427376,23.037880203792287,432.11,434.4342857142857,436.89
1710,2002-09-06,12800,9240,0,0,none,495,21.847644927536244,21.462369496252,23.0563912518282,417.1842857142857,419.8157142857143,422.15857142857146
1711,2002-09-07,12600,9510,0,0,none,472,21.738716356107673,21.354665875571442,22.941644563782216,409.8014285714286,408.79857142857145,412.50142857142856
1712,2002-09-08,12600,9200,0,0,none,433,21.52740683229816,21.14573262233867,22.71904852959466,410.33285714285716,405.22714285714284,410.18857142857144
1713,2002-09-09,12800,8400,0,0,none,414,21.264052795031073,20.885340119595657,22.441628169044414,413.3757142857143,405.59714285714284,410.7214285714286
1714,2002-09-10,12900,6880,0,0,none,433,21.0158126293996,20.63989152620817,22.18012894553833,419.7528571428572,415.4585714285714,418.74571428571426
1715,2002-09-11,13100,6650,0,0,none,464,20.815812629399602,20.442140616106173,21.9694465019129,426.20285714285717,426.68857142857144,428.45142857142855
1716,2002-09-12,13400,8010,0,0,none,474,20.686050724637685,20.313837942289986,21.832753725989257,434.95714285714286,436.79,438.80857142857144
1717,2002-09-13,13100,9060,0,0,none,467,20.60747929606626,20.236150084749916,21.749985623136414,442.24,450.4714285714286,450.25
1718,2002-09-14,12800,9720,0,0,none,438,20.56878881987577,20.19789470035517,21.709228602792198,440.29571428571427,456.2314285714286,453.10285714285715
1719,2002-09-15,12400,11600,0,0,none,370,20.541407867494815,20.1708216590912,21.680385173010144,427.24142857142857,439.50857142857143,437.85857142857145
1720,2002-09-16,12200,10600,0,0,none,339,20.48982683982683,20.1198206832645,21.62604908824113,418.85714285714283,429.9142857142857,428.58142857142855
1721,2002-09-17,12600,8210,0,0,none,346,20.404707792207773,20.035658837596085,21.536383643483884,413.42857142857144,420.8542857142857,421.0357142857143
1722,2002-09-18,12800,7470,0,0,none,356,20.32196969696967,19.953851169428873,21.449226323055512,412.68285714285713,412.6671428571429,415.59
1723,2002-09-19,12800,7470,0,0,none,355,20.28685064935063,19.919127051285958,21.41223148920463,412.4642857142857,410.88714285714286,413.02
1724,2002-09-20,12600,8220,0,0,none,340,20.319588744588728,19.95149699192766,21.446718198726657,412.3357142857143,409.02,411.4557142857143
1725,2002-09-21,12400,9100,0,0,none,319,20.392803030303014,20.02388795009,21.52384302183953,414.0214285714286,407.93285714285713,411.12142857142857
1726,2002-09-22,12200,10400,0,0,none,294,20.48685064935063,20.11687796138797,21.622913932830055,420.2742857142857,422.24,422.3014285714286
1727,2002-09-23,12100,9580,0,0,none,304,20.623214285714273,20.251708127366616,21.766561053483755,421.7742857142857,426.32,425.68
1728,2002-09-24,11900,7480,0,0,none,311,20.780357142857127,20.407083842446756,21.932097259189444,421.59857142857146,429.23285714285714,427.72857142857146
1729,2002-09-25,11800,7570,0,0,none,353,20.927976190476173,20.553042847522043,22.08760096757963,416.47285714285715,432.01428571428573,427.3228571428571
1730,2002-09-26,11600,9750,0,0,none,369,20.986904761904743,20.6113087406771,22.149677044719258,407.7757142857143,423.2914285714286,417.65
1731,2002-09-27,11600,11500,0,0,none,363,20.916666666666643,20.54186050439127,22.07568737701747,382.16857142857145,391.4242857142857,388.52
1732,2002-09-28,11400,9640,0,0,none,312,20.769642857142845,20.396490043691287,21.920810699709513,363.0542857142857,366.71714285714285,365.03714285714284
1733,2002-09-29,11300,9520,0,0,none,263,20.573809523809516,20.2028589442164,21.71451747365963,348.97,345.24,346.7214285714286
1734,2002-09-30,11100,9210,0,0,none,263,20.324404761904756,19.9562588509642,21.3074495204071,337.61571428571426,331.63428571428574,333.46142857142854
1735,2002-10-01,10600,6250,0,0,none,257,19.99642857142857,19.63197090017193,20.675283119129656,320.2657142857143,313.96714285714285,314.9157142857143
1736,2002-10-02,10300,4300,0,0,none,260,19.526526915113873,19.167353499198573,19.872078038346185,314.99857142857144,301.5114285714286,304.2342857142857
1737,2002-10-03,10100,4840,0,0,none,264,19.056884057971015,18.702991987084044,19.159515816611986,320.5757142857143,305.9171428571429,310.46
1738,2002-10-04,9940,5430,0,0,none,261,18.674016563147,18.324430009334428,18.462059959457157,342.9157142857143,331.2257142857143,334.23857142857145
1739,2002-10-05,9520,6210,0,0,none,271,18.364492753623185,18.018386934176558,17.93519205755193,354.09285714285716,347.19714285714286,348.9957142857143
1740,2002-10-06,9190,6250,0,0,none,262,18.12504470167513,17.781631583202156,17.546259914937114,362.4428571428572,360.6071428571429,359.75428571428574
1741,2002-10-07,8870,4880,0,0,none,248,17.957187558817985,17.615662069366543,17.451021819699015,366.88,368.5571428571429,366.1857142857143
1742,2002-10-08,8520,3820,0,0,none,249,17.885163749294172,17.5444481999548,17.52365065205387,376.02714285714285,380.73857142857145,377.4685714285714
1743,2002-10-09,8520,4230,0,0,none,250,17.9616130246565,17.6200377688525,17.76038534593143,371.9642857142857,383.23571428571427,377.94142857142856
1744,2002-10-10,8580,8360,0,0,none,247,18.06042254846603,17.7177361351529,17.968065260002316,358.2914285714286,360.9271428571428,359.8285714285714
1745,2002-10-11,8650,9570,0,0,none,259,18.109956709956716,17.766713262732516,18.2537795457166,354.07428571428574,356.63714285714286,355.31142857142856
1746,2002-10-12,8430,7170,0,0,none,244,18.132575757575758,17.789077948994045,18.42606488749347,353.1385714285714,356.01714285714286,354.69714285714286
1747,2002-10-13,8230,6670,0,0,none,224,18.1404761904762,17.796889537975357,18.494213035641614,351.1114285714286,355.43285714285713,353.7285714285714
1748,2002-10-14,8150,6590,0,0,none,224,18.1404761904762,17.796889537975357,18.43807268476443,348.21285714285716,351.2657142857143,350.4942857142857
1749,2002-10-15,8310,9010,0,0,none,236,18.082738095238113,17.739800733570913,18.412112278129857,342.38142857142856,343.59,342.70142857142855
1750,2002-10-16,8510,12000,0,0,none,237,17.93214285714287,17.5908990066191,18.461091869966587,338.04714285714283,333.20142857142855,335.05285714285714
1751,2002-10-17,8300,11200,0,0,none,231,17.764880952380956,17.425518037158785,18.30322305079713,338.2757142857143,341.89142857142855,339.9
1752,2002-10-18,8190,10200,0,0,none,214,17.613257575757586,17.275599733558728,17.93179447936856,329.19,328.4871428571428,329.0842857142857
1753,2002-10-19,8060,7600,0,0,none,192,17.460747223790715,17.1248044290516,17.682396258541758,323.2314285714286,320.3142857142857,321.7757142857143
1754,2002-10-20,8160,5600,0,0,none,171,17.3012234142669,16.96707453647023,17.49916039109536,317.7085714285714,311.57142857142856,314
1755,2002-10-21,8370,5720,0,0,none,148,17.12681865236213,16.79463103450627,17.38946223265577,311.13,305.1657142857143,306.96714285714285
1756,2002-10-22,8440,8280,0,0,none,129,16.947108507434585,16.616941810936357,17.383041686909387,306.29571428571427,299.4057142857143,300.6942857142857
1757,2002-10-23,8320,9260,0,0,none,125,16.785907208733285,16.45755329329733,17.133665820057786,295.8457142857143,289.0442857142857,290.2242857142857
1758,2002-10-24,8190,7390,0,0,none,118,16.6204310182571,16.293937956962928,16.934038436862814,289.83,275.7714285714286,281.19
1759,2002-10-25,8270,5710,0,0,none,99,16.473244871070943,16.148406984160573,16.79118129400567,286.50142857142856,273.82428571428574,278.3585714285714
1760,2002-10-26,8480,6830,0,0,none,79,16.331629964238644,16.008384600610086,16.6032487296756,283.56428571428575,272.14285714285717,276.2371428571428
1761,2002-10-27,8670,9470,0,0,none,75,16.174487107095786,15.853008885529944,16.388963015389884,282.53714285714284,271.61,276.12857142857143
1762,2002-10-28,8660,9250,0,0,none,83,16.004249011857702,15.68468519419313,16.141958811863944,283.4485714285714,272.0314285714286,277.58
1763,2002-10-29,8930,8620,0,0,none,96,15.855387728213815,15.537497922595472,15.870530240435372,285.68285714285713,276.33714285714285,282.51428571428573
1764,2002-10-30,9150,8620,0,0,none,118,15.738561076604556,15.421985039195958,15.6312506451021,294.4457142857143,286.85714285714283,292.60857142857145
1765,2002-10-31,9080,8620,0,0,none,118,15.638561076604557,15.323109584144957,15.417658412092386,299.50857142857143,301.9685714285714,302.4057142857143
1766,2002-11-01,9070,8620,0,0,none,113,15.504632505175985,15.190687099701657,15.417949957281886,300.90000000000003,306.29571428571427,304.7857142857143
1767,2002-11-02,9220,8620,0,0,none,89,15.338043478260872,15.0259714412743,15.354696641854657,301.44,307.40999999999997,305.62285714285713
1768,2002-11-03,9320,6000,0,0,none,80,15.160662525879914,14.850585217433828,15.272468343836886,297.31714285714287,306.28,302.97
1769,2002-11-04,9500,6620,0,0,none,62,14.970781573498957,14.662839561711971,15.1853110566796,294.0757142857143,304.3442857142857,300.03714285714284
1770,2002-11-05,9730,7500,0,0,none,44,14.7656055900621,14.4599708744334,14.978334312493557,293.47714285714284,301.68,298.4
1771,2002-11-06,10500,5280,0,0,none,40,14.562681159420272,14.259328420226643,14.830855320896914,280.54285714285714,299.33142857142855,295.1642857142857
1772,2002-11-07,11000,4970,0,0,none,12,14.3835144927536,14.082176563260258,14.739426749468343,254.10857142857142,267.08285714285716,266.09714285714284
1773,2002-11-08,12500,12100,0,0,none,0,14.2460144927536,13.946222812565129,14.539135204278843,234.3842857142857,242.79999999999998,245.5142857142857
1774,2002-11-09,13600,16000,0,0,none,11,14.116252587991701,13.817920138748958,14.364976992911329,213.19142857142856,213.00142857142856,217.46142857142857
1775,2002-11-10,13600,15400,0,0,none,30,13.996609730848842,13.699622719312929,14.211544710907628,187.76142857142858,180.47714285714284,188.94571428571427
1776,2002-11-11,13600,15000,0,0,none,30,13.893038302277414,13.597215998010114,14.066440377039243,176.31428571428572,164.08285714285714,175.07857142857142
1777,2002-11-12,13400,12200,0,0,none,38,13.8267857142857,13.531708450150242,13.959131406939571,163.35,150.69,161.97714285714287
1778,2002-11-13,13300,9890,0,0,none,81,13.804166666666656,13.509343763888713,14.011232247275714,167.23,138.95857142857142,153.78428571428572
1779,2002-11-14,12700,9890,0,0,none,67,13.802380952380943,13.507578130762814,14.225349894334544,186.73285714285714,162.84857142857143,174.97
