date,daymet_precip_mm,daymet_tmax,daymet_tmin,daymet_tmean,daymet_trange,daymet_srad,daymet_vpd,region
2003-07-27,0,38.23,18.96,28.595,19.269999999999996,484.12,833.38,downstream
2003-07-28,0,37.72,19.34,28.53,18.38,470.56,854.97,downstream
2003-07-29,0,36.47,19.23,27.85,17.24,452.91,848.43,downstream
2003-07-30,0,32.53,18.19,25.36,14.34,402.72,791.84,downstream
2003-07-31,0,31.65,18.98,25.314999999999998,12.669999999999998,367.36,834.33,downstream
2003-08-01,0,32.25,18.21,25.23,14.04,400.08,792.91,downstream
2003-08-02,0,31.44,17.22,24.33,14.220000000000002,407.51,741.44,downstream
2003-08-03,0,31.87,16.44,24.155,15.43,434.82,703.65,downstream
2003-08-04,0,29.44,15.21,22.325000000000003,14.23,414.73,646.93,downstream
2003-08-05,0,27.78,15.28,21.53,12.500000000000002,378.7,650.09,downstream
2003-08-06,0,28.67,14.69,21.68,13.980000000000002,412.94,624.21,downstream
2003-08-07,0,29.61,14.26,21.935,15.35,442.89,605.87,downstream
2003-08-08,0,31.47,14.3,22.884999999999998,17.169999999999998,474.86,607.35,downstream
2003-08-09,0,32.32,15.07,23.695,17.25,475.87,640.58,downstream
2003-08-10,0,32.54,14.26,23.4,18.28,492.29,605.64,downstream
2003-08-11,0,33.09,14.21,23.650000000000002,18.880000000000003,499.22,603.8,downstream
2003-08-12,0,33,14.23,23.615000000000002,18.77,497.21,604.5,downstream
2003-08-13,0,32.84,13.77,23.305,19.070000000000004,501.52,585.45,downstream
2003-08-14,0,33.39,14.35,23.87,19.04,498.51,609.41,downstream
2003-08-15,0,34.7,14.11,24.405,20.590000000000003,515.43,599.46,downstream
2003-08-16,0,35.81,15.6,25.705000000000002,20.21,507.69,664.19,downstream
2003-08-17,0,35.72,16.48,26.1,19.24,493.99,705.47,downstream
2003-08-18,0,32.72,15.98,24.35,16.74,460.32,681.69,downstream
2003-08-19,0,32.69,14.61,23.65,18.08,481.07,620.71,downstream
2003-08-20,0,32.48,15.46,23.97,17.019999999999996,463.44,658.01,downstream
2003-08-21,0,28.71,16.86,22.785,11.850000000000001,362.46,723.79,downstream
2003-08-22,0,28.74,16.07,22.405,12.669999999999998,381.7,686.19,downstream
2003-08-23,0,34.05,14.72,24.384999999999998,19.33,491.22,625.34,downstream
2003-08-24,0,35.7,16.97,26.335,18.730000000000004,478.04,729.27,downstream
2003-08-25,0,36.86,17.35,27.105,19.509999999999998,484.54,748.19,downstream
2003-08-26,0,35.24,18.72,26.98,16.520000000000003,442.5,820.06,downstream
2003-08-27,0,32.19,15.13,23.66,17.059999999999995,455.93,643.09,downstream
2003-08-28,0,30.98,13.29,22.134999999999998,17.69,466.07,566.21,downstream
2003-08-29,0,31.81,12.55,22.18,19.259999999999998,483.17,537.7,downstream
2003-08-30,0,33.28,14.22,23.75,19.060000000000002,474.18,604.14,downstream
2003-08-31,0,36.06,15.06,25.560000000000002,21,489.13,640.31,downstream
2003-09-01,0,37.15,17.52,27.335,19.63,467.05,756.61,downstream
2003-09-02,0,37.75,17.59,27.67,20.16,469.34,760.17,downstream
2003-09-03,0,33.47,18.53,26,14.939999999999998,392.45,809.81,downstream
2003-09-04,0,30.58,16.09,23.335,14.489999999999998,385.97,687,downstream
2003-09-05,0,29.21,13.64,21.425,15.57,406.17,580.48,downstream
2003-09-06,0,28.96,13.63,21.295,15.33,400.6,579.98,downstream
2003-09-07,0,28.63,13.23,20.93,15.399999999999999,401.02,563.98,downstream
2003-09-08,0,26.5,13.82,20.16,12.68,348.72,587.71,downstream
2003-09-09,0,27.32,14.86,21.09,12.46,343.66,631.21,downstream
2003-09-10,0,32.34,15.27,23.805,17.070000000000004,423.35,649.51,downstream
2003-09-11,0,35.98,17.22,26.599999999999998,18.759999999999998,439.42,741.82,downstream
2003-09-12,0,36.46,18.84,27.65,17.62,421.01,826.58,downstream
2003-09-13,0,36.43,18,27.215,18.43,430.51,781.61,downstream
2003-09-14,0,33.85,15.79,24.82,18.060000000000002,428.66,672.82,downstream
2003-09-15,0,30.56,14.17,22.365,16.39,407.72,602.04,downstream
2003-09-16,0,28.59,13.49,21.04,15.1,388.08,574.49,downstream
2003-09-17,0,30.24,13.83,22.035,16.409999999999997,405.78,588.12,downstream
2003-09-18,0,33.39,12.78,23.085,20.61,452.59,546.43,downstream
2003-09-19,0,34.39,14.54,24.465,19.85,439.28,617.51,downstream
2003-09-20,0,37.17,14.83,26,22.340000000000003,454.48,630.15,downstream
2003-09-21,0,38.19,16.48,27.335,21.709999999999997,441.9,705.32,downstream
2003-09-22,0,37.3,17.7,27.5,19.599999999999998,417.77,766.01,downstream
2003-09-23,0,33.48,16.18,24.83,17.299999999999997,391.74,691.22,downstream
2003-09-24,0,28.16,14.64,21.4,13.52,335.35,621.75,downstream
2003-09-25,0,26.98,12.63,19.805,14.35,350.98,540.72,downstream
2003-09-26,0,28.78,12.87,20.825,15.910000000000002,373.11,549.97,downstream
2003-09-27,0,29.23,13.19,21.21,16.04,372.9,562.25,downstream
2003-09-28,0,28.12,12.99,20.555,15.13,358.75,554.58,downstream
2003-09-29,0,28.7,13.46,21.08,15.239999999999998,358.87,573.18,downstream
2003-09-30,0,29.83,13.07,21.45,16.759999999999998,379.48,557.72,downstream
2003-10-01,0,27.44,12.4,19.92,15.040000000000001,355.41,532.17,downstream
2003-10-02,0,27.17,11.68,19.425,15.490000000000002,362.17,505.82,downstream
2003-10-03,0,27.93,11.48,19.705,16.45,372.32,498.74,downstream
2003-10-04,0,27.49,12.66,20.075,14.829999999999998,345.46,542.03,downstream
2003-10-05,0,30.56,13.33,21.945,17.229999999999997,373.44,567.78,downstream
2003-10-06,0,32.19,13.93,23.06,18.259999999999998,380.16,592.02,downstream
2003-10-07,0,30.71,13.06,21.885,17.65,371.27,557.36,downstream
2003-10-08,0,28.53,12.55,20.54,15.98,347.53,537.87,downstream
2003-10-09,0,26.94,12.62,19.78,14.320000000000002,320.61,540.55,downstream
2003-10-10,0,26.56,11.85,19.205,14.709999999999999,325.63,511.82,downstream
2003-10-11,0,28.94,9.3,19.12,19.64,382.1,426.9,downstream
2003-10-12,0,29.64,11.01,20.325,18.630000000000003,367.68,482.49,downstream
2003-10-13,0,29.36,11.74,20.55,17.619999999999997,354.05,507.88,downstream
2003-10-14,0,28.44,11.33,19.885,17.11,346.19,493.5,downstream
2003-10-15,0,27.03,8.91,17.97,18.12,356.02,414.99,downstream
2003-10-16,0,28.18,10.38,19.28,17.799999999999997,347.65,461.3,downstream
2003-10-17,0,28.21,11.67,19.94,16.54,329.45,505.71,downstream
2003-10-18,0,29.05,11.26,20.155,17.79,341.6,491.16,downstream
2003-10-19,0,29.23,12.39,20.810000000000002,16.84,328.41,531.85,downstream
2003-10-20,0,31.53,13.41,22.47,18.12,338.78,571.08,downstream
2003-10-21,0,30.48,13.32,21.9,17.16,327.9,567.67,downstream
2003-10-22,0,30.34,11.9,21.12,18.439999999999998,339.19,513.85,downstream
2003-10-23,0,29.93,11.5,20.715,18.43,336.19,499.62,downstream
2003-10-24,0,30.22,11.73,20.975,18.49,332.43,507.8,downstream
2003-10-25,0,32,12.54,22.27,19.46,335.19,537.47,downstream
2003-10-26,0,32.47,12.78,22.625,19.689999999999998,332.71,546.41,downstream
2003-10-27,0,32.26,13.12,22.689999999999998,19.14,324.46,559.74,downstream
2003-10-28,0,29.82,13.12,21.47,16.700000000000003,298.84,559.76,downstream
2003-10-29,0,26.19,11.79,18.990000000000002,14.400000000000002,270.98,509.99,downstream
2003-10-30,0,17.67,8.08,12.875,9.590000000000002,195.91,542.27,downstream
2003-10-31,0,17.21,6.22,11.715,10.990000000000002,221.36,423.89,downstream
2003-11-01,0,16.68,2.87,9.775,13.809999999999999,265.46,272.12,downstream
2003-11-02,0,16.01,3.12,9.565000000000001,12.89,250.75,305.78,downstream
2003-11-03,0,15.6,6.28,10.94,9.32,188.97,524.98,downstream
2003-11-04,0,16.02,2.76,9.39,13.26,254.58,295.09,downstream
2003-11-05,3.25,16.88,7.87,12.375,9.009999999999998,135.19,755.58,downstream
2003-11-06,0,18.51,7.7,13.105,10.810000000000002,215.43,481.58,downstream
2003-11-07,8.92,18.95,9.85,14.399999999999999,9.1,135.74,842.12,downstream
2003-11-08,0,18.45,9.32,13.885,9.129999999999999,184.96,634.25,downstream
2003-11-09,9.54,18.5,9.78,14.14,8.72,130.63,868.56,downstream
2003-11-10,0,19.22,8.09,13.655,11.129999999999999,220.71,536.56,downstream
2003-11-11,0,20.17,8.41,14.290000000000001,11.760000000000002,230.7,515.11,downstream
2003-11-12,0,20.57,6.15,13.36,14.42,266.25,370.75,downstream
2003-11-13,0,18.86,7.23,13.045,11.629999999999999,228.66,495.91,downstream
2003-11-14,2.55,16.13,9.11,12.62,7.02,109.12,1000.44,downstream
2003-11-15,1.3,15.71,8.13,11.920000000000002,7.58,160.37,813.33,downstream
2003-11-16,0,16.94,4.44,10.690000000000001,12.5,243.77,475.17,downstream
2003-11-17,0,17.69,8.63,13.16,9.06,188.96,765.98,downstream
2003-11-18,0,18.29,5.97,12.129999999999999,12.32,241.47,522.34,downstream
2003-11-19,0,19.18,7.32,13.25,11.86,234.91,579.58,downstream
2003-11-20,0,16.78,6.71,11.745000000000001,10.07,209.72,635.31,downstream
2003-11-21,0,15.6,4.73,10.165,10.87,224.92,536.46,downstream
2003-11-22,0,13.57,2.88,8.225,10.690000000000001,224.77,489.48,downstream
2003-11-23,0,13.87,0.41,7.14,13.459999999999999,260.5,364.43,downstream
2003-11-24,0,14.34,0.89,7.615,13.45,260.38,374.31,downstream
2003-11-25,0,15.24,1.62,8.43,13.620000000000001,261.92,386.05,downstream
2003-11-26,0,15.42,2.43,8.925,12.99,255.56,416.88,downstream
2003-11-27,0,14.58,2.56,8.57,12.02,244.84,443.93,downstream
2003-11-28,0.32,13.52,6.66,10.09,6.859999999999999,160.57,792.34,downstream
2003-11-29,2.91,12.65,7.48,10.065000000000001,5.17,91.94,1035,downstream
2003-11-30,4.89,13.53,8.05,10.79,5.479999999999999,97.27,1076.18,downstream
2003-12-01,3.83,15.03,8.64,11.835,6.389999999999999,112.5,1119.57,downstream
2003-12-02,0,16.13,7.71,11.92,8.419999999999998,191.12,925.01,downstream
2003-12-03,4.28,15.05,7.69,11.370000000000001,7.36,127.85,1049.49,downstream
2003-12-04,2.51,14.41,7.37,10.89,7.04,124.64,1027.43,downstream
2003-12-05,4.43,16.79,9,12.895,7.789999999999999,133.08,1147.33,downstream
2003-12-06,7.68,16.82,11.23,14.025,5.59,100.34,1331.84,downstream
2003-12-07,0,15.61,8.09,11.85,7.52,175.12,1079.02,downstream
2003-12-08,10.87,14.34,3.67,9.004999999999999,10.67,168.72,794.17,downstream
2003-12-09,7.87,13.38,4.96,9.17,8.420000000000002,144.34,869.5,downstream
2003-12-10,0,14.64,6.67,10.655000000000001,7.970000000000001,183.8,978.83,downstream
2003-12-11,0,13.82,5.78,9.8,8.04,186.97,920.28,downstream
2003-12-12,6.11,12.22,3.93,8.075000000000001,8.290000000000001,146.25,808.87,downstream
2003-12-13,0,15.08,8.11,11.594999999999999,6.970000000000001,168.34,1080.59,downstream
2003-12-14,0,14.22,6.04,10.13,8.18,191.12,937.48,downstream
2003-12-15,0,12.51,1.65,7.08,10.86,229.98,687.98,downstream
2003-12-16,0,12.48,1.5,6.99,10.98,231.57,680.43,downstream
2003-12-17,0,13.94,2.27,8.105,11.67,235.93,719.44,downstream
2003-12-18,0,13.95,3.34,8.645,10.61,224.72,775.95,downstream
2003-12-19,4.52,11.77,4.01,7.89,7.76,139.46,813.63,downstream
2003-12-20,7.73,12.96,7.42,10.190000000000001,5.540000000000001,105.55,1030.36,downstream
2003-12-21,7.03,14.67,7.41,11.04,7.26,132.24,1030.24,downstream
2003-12-22,8.51,12.49,5.68,9.085,6.8100000000000005,128.72,914.46,downstream
2003-12-23,11.21,13.41,7.31,10.36,6.1000000000000005,118.92,1023.26,downstream
2003-12-24,13.32,13.21,9.3,11.255,3.91,81.69,1170.73,downstream
2003-12-25,3.21,12.48,6.99,9.735,5.49,114.71,1000.81,downstream
2003-12-26,0,11.88,2.87,7.375,9.010000000000002,223.36,750.44,downstream
2003-12-27,0,11.11,-1.16,4.975,12.27,257.84,561.24,downstream
2003-12-28,14.93,8.67,-0.75,3.96,9.42,174.07,577.99,downstream
2003-12-29,39.33,9.6,3.84,6.72,5.76,122.82,803.68,downstream
2003-12-30,0,12.04,6.05,9.045,5.989999999999999,167.18,938.09,downstream
2003-12-31,29.47,13.19,5.71,9.45,7.4799999999999995,147.81,916.14,downstream
2004-01-01,25.32,11.87,4.05,7.959999999999999,7.819999999999999,156.96,815.88,downstream
2004-01-02,2.75,10.25,2.71,6.48,7.54,155.08,741.97,downstream
2004-01-03,0,9.91,-0.57,4.67,10.48,250.34,585.81,downstream
2004-01-04,0,9.89,-1.47,4.21,11.360000000000001,259.63,548.5,downstream
2004-01-05,0,10.41,0.35,5.38,10.06,247.23,626.21,downstream
2004-01-06,0,11.24,2.9,7.07,8.34,223.22,752.21,downstream
2004-01-07,0,13.67,6.56,10.115,7.11,198.66,971.84,downstream
2004-01-08,0,16.06,7.57,11.815,8.489999999999998,221.28,1041.18,downstream
2004-01-09,0,12.44,5.95,9.195,6.489999999999999,188.79,931.75,downstream
2004-01-10,0,14.1,7.99,11.045,6.109999999999999,178.99,1071.18,downstream
2004-01-11,0,13.46,6.84,10.15,6.620000000000001,192.65,990.39,downstream
2004-01-12,0,10.73,6.7,8.715,4.03,128.31,981.08,downstream
2004-01-13,0,10.35,6.2,8.275,4.1499999999999995,132.94,947.55,downstream
2004-01-14,0,9.27,5.81,7.539999999999999,3.46,113.75,922.28,downstream
2004-01-15,0,10.82,5.57,8.195,5.25,165.87,907.51,downstream
2004-01-16,0,10.28,6.71,8.495,3.5699999999999994,117.72,981.83,downstream
2004-01-17,0,10.1,5.96,8.03,4.14,136.76,932.02,downstream
2004-01-18,0,11.11,5.68,8.395,5.43,174.06,914.52,downstream
2004-01-19,0,10.76,4.83,7.795,5.93,189.37,861.45,downstream
2004-01-20,0,14.03,4.64,9.334999999999999,9.39,256.51,850.6,downstream
2004-01-21,0,14.53,0.9,7.715,13.629999999999999,298.62,651.64,downstream
2004-01-22,0,13.11,0.58,6.845,12.53,295.66,636.74,downstream
2004-01-23,1.73,10.99,0.59,5.79,10.4,280.39,637.63,downstream
2004-01-24,0,12,5.31,8.655,6.69,214.74,890.95,downstream
2004-01-25,0,13.33,4.27,8.8,9.06,262.61,828.39,downstream
2004-01-26,0,12.84,3.09,7.965,9.75,276.09,762.36,downstream
2004-01-27,3.17,12.93,4.87,8.9,8.059999999999999,187.15,864.19,downstream
2004-01-28,0,12.88,5.89,9.385,6.990000000000001,228.57,927.32,downstream
2004-01-29,0,13.12,4.14,8.629999999999999,8.98,270.74,820.8,downstream
2004-01-30,0,14.33,6.03,10.18,8.3,258.59,936.48,downstream
2004-01-31,0,14.15,4.29,9.22,9.86,286.9,829.66,downstream
2004-02-01,8.53,12.8,5.52,9.16,7.280000000000001,181.75,904.33,downstream
2004-02-02,14,13.31,6.36,9.835,6.95,178.17,958.18,downstream
2004-02-03,5.66,13.5,6.87,10.185,6.63,175.17,992.29,downstream
2004-02-04,0,14.65,5.22,9.935,9.43,293.75,885.46,downstream
2004-02-05,0,15.84,3.1,9.47,12.74,330.74,762.96,downstream
2004-02-06,0,16.45,4.77,10.61,11.68,321.7,857.82,downstream
2004-02-07,0,15.43,3.15,9.29,12.28,330.98,765.85,downstream
2004-02-08,0,15.12,2.73,8.924999999999999,12.389999999999999,333.88,743.14,downstream
2004-02-09,0,17.09,2.89,9.99,14.2,346.01,751.88,downstream
2004-02-10,0,16.43,3.6,10.015,12.83,337.29,790.38,downstream
2004-02-11,0,17.02,2.12,9.57,14.899999999999999,353.13,711.63,downstream
2004-02-12,0,17.69,2.6,10.145000000000001,15.090000000000002,353.87,736.44,downstream
2004-02-13,0,17.38,3.82,10.6,13.559999999999999,341.55,802.93,downstream
2004-02-14,11.73,17.55,3.67,10.61,13.88,258.3,794.38,downstream
2004-02-15,9.3,16.03,6.03,11.030000000000001,10,218.52,936.65,downstream
2004-02-16,26.9,17.04,9.3,13.17,7.739999999999998,179.63,1171.16,downstream
2004-02-17,11.47,19.5,10.79,15.145,8.71,194.14,1294.19,downstream
2004-02-18,0,16.93,8.32,12.625,8.61,262.31,1095.8,downstream
2004-02-19,3.04,14.82,6.07,10.445,8.75,203.78,939.51,downstream
2004-02-20,5.51,14.19,7.52,10.855,6.67,167.74,1038.06,downstream
2004-02-21,2.17,13.76,8.71,11.235,5.049999999999999,134.35,1125.25,downstream
2004-02-22,0,14.97,8.19,11.58,6.780000000000001,236.07,1085.87,downstream
2004-02-23,3.76,16.99,6.17,11.579999999999998,10.819999999999999,247.08,945.64,downstream
2004-02-24,16.07,16.56,8.83,12.695,7.729999999999999,197.39,1134.72,downstream
2004-02-25,19.69,15.46,8.1,11.780000000000001,7.360000000000001,193.56,1079.93,downstream
2004-02-26,7.09,14.44,5.92,10.18,8.52,220.19,929.57,downstream
2004-02-27,0,15.14,4.75,9.945,10.39,335.94,856.58,downstream
2004-02-28,1.12,16.11,3.87,9.99,12.239999999999998,367.71,805.71,downstream
2004-02-29,4.98,15.19,4.59,9.89,10.6,256.64,847.54,downstream
2004-03-01,8.79,14.06,7.44,10.75,6.62,183.53,1032.07,downstream
2004-03-02,0,18.66,5.29,11.975,13.370000000000001,385.43,889.7,downstream
2004-03-03,1.6,17.78,5.81,11.795,11.970000000000002,366.75,922.68,downstream
2004-03-04,0,20.06,6.13,13.094999999999999,13.93,390.82,942.95,downstream
2004-03-05,0,19.87,6.5,13.185,13.370000000000001,384.56,967.81,downstream
2004-03-06,0,20.7,7.38,14.04,13.32,384.77,1027.85,downstream
2004-03-07,0,23.86,8.11,15.985,15.75,408.33,1080.44,downstream
2004-03-08,0,26.04,9.62,17.83,16.42,411.09,1196.23,downstream
2004-03-09,0,27.29,10.76,19.025,16.53,409.93,1291.35,downstream
2004-03-10,0,27.07,14.63,20.85,12.44,357.7,1664.53,downstream
2004-03-11,0,26.39,10.79,18.59,15.600000000000001,408.06,1294.07,downstream
2004-03-12,0,26.77,10,18.384999999999998,16.77,422.16,1227.23,downstream
2004-03-13,0,27.87,11.56,19.715,16.310000000000002,416.03,1362.07,downstream
2004-03-14,0,28.13,12.01,20.07,16.119999999999997,415.13,1403.17,downstream
2004-03-15,0,28.71,13.33,21.02,15.38,406.07,1529.19,downstream
2004-03-16,0,28.99,13.67,21.33,15.319999999999999,405.01,1563.46,downstream
2004-03-17,0,28.93,11.89,20.41,17.04,425.46,1391.52,downstream
2004-03-18,0,29.03,11.84,20.435000000000002,17.19,426.86,1386.81,downstream
2004-03-19,0,27.56,12.18,19.869999999999997,15.379999999999999,408.38,1418.44,downstream
2004-03-20,0,27.95,10.61,19.28,17.34,432.29,1278.11,downstream
2004-03-21,0,26.12,11.12,18.62,15.000000000000002,404.76,1322.56,downstream
2004-03-22,0,24.04,11.41,17.725,12.629999999999999,366.65,1348,downstream
2004-03-23,0,22.14,9.43,15.785,12.71,372.28,1181.17,downstream
2004-03-24,0,21.2,8.92,15.059999999999999,12.28,367.22,1141,downstream
2004-03-25,10.32,17.39,8.23,12.81,9.16,223.35,1089.38,downstream
2004-03-26,0,16.59,6.01,11.3,10.58,337.85,935.49,downstream
2004-03-27,0,20.34,8.96,14.65,11.379999999999999,350.04,1144.31,downstream
2004-03-28,0,24.68,8.11,16.395,16.57,436.99,1080.52,downstream
2004-03-29,0,27.34,9.93,18.634999999999998,17.41,440.7,1221.91,downstream
2004-03-30,0,21.11,9.35,15.23,11.76,356.09,1175.16,downstream
2004-03-31,0,20.55,7.53,14.040000000000001,13.02,384.07,1038.14,downstream
2004-04-01,0,21.61,7.29,14.45,14.32,409.37,1021.51,downstream
2004-04-02,0,23.45,9.49,16.47,13.959999999999999,398.2,1186.14,downstream
2004-04-03,0,25.14,9.16,17.15,15.98,431.65,1153.44,downstream
2004-04-04,0,20.48,8.36,14.42,12.120000000000001,368.89,1098.49,downstream
2004-04-05,0,19.13,7.32,13.225,11.809999999999999,367.4,1023.34,downstream
2004-04-06,0,20.72,5.97,13.344999999999999,14.75,428.65,932.64,downstream
2004-04-07,0,25.58,7.92,16.75,17.659999999999997,465.81,1029.18,downstream
2004-04-08,0,26.92,9.77,18.345,17.150000000000002,456.19,1163.27,downstream
2004-04-09,0,29.55,10.65,20.1,18.9,472.82,1201.54,downstream
2004-04-10,0,30.24,11.79,21.015,18.45,464.89,1297.59,downstream
2004-04-11,0,27.04,9.45,18.244999999999997,17.59,464.04,1127.63,downstream
2004-04-12,0,23.8,9.17,16.485,14.63,423.3,1157.22,downstream
2004-04-13,0,20.37,7.59,13.98,12.780000000000001,396.22,1042.56,downstream
2004-04-14,0,19.65,8.68,14.165,10.969999999999999,356.05,1123.21,downstream
2004-04-15,0,17.77,7.81,12.79,9.96,336.25,1058.64,downstream
2004-04-16,0,18.48,6.52,12.5,11.96,392.93,969.04,downstream
2004-04-17,0,18.76,6.92,12.84,11.840000000000002,393.89,995.82,downstream
2004-04-18,1.71,16.41,6.35,11.379999999999999,10.06,354.5,957.79,downstream
2004-04-19,1.56,19.09,9.49,14.29,9.6,341.12,1186.03,downstream
2004-04-20,0,19.79,11.96,15.875,7.829999999999998,287.91,1397.7,downstream
2004-04-21,0,20.93,8.97,14.95,11.959999999999999,408.86,1145.17,downstream
2004-04-22,0,25.87,7.15,16.51,18.72,517.29,927.7,downstream
2004-04-23,0,29.11,10.06,19.585,19.049999999999997,510.93,1107.11,downstream
2004-04-24,0,30.72,11.61,21.165,19.11,504.31,1221.52,downstream
2004-04-25,0,33.29,12.66,22.975,20.63,511.38,1283.57,downstream
2004-04-26,0,35.17,15.65,25.41,19.520000000000003,488.52,1572.32,downstream
2004-04-27,0,34.65,15.49,25.07,19.159999999999997,486.43,1547.98,downstream
2004-04-28,0,30.43,12.05,21.240000000000002,18.38,491.45,1257.1,downstream
2004-04-29,0,28.06,12.94,20.5,15.12,441.45,1402.9,downstream
2004-04-30,0,29.56,11.02,20.29,18.54,495.15,1174.16,downstream
2004-05-01,0,32.39,11.94,22.165,20.450000000000003,510.88,1212.07,downstream
2004-05-02,0,33.98,14.26,24.119999999999997,19.72,495.66,1382.5,downstream
2004-05-03,0,34.35,15,24.675,19.35,491.14,1389.08,downstream
2004-05-04,0,29.04,13,21.02,16.04,452.75,1280.77,downstream
2004-05-05,0,26.78,10.78,18.78,16,457.25,1115.83,downstream
2004-05-06,0,26.38,10.24,18.31,16.14,461.24,1074.28,downstream
2004-05-07,0,24.98,11.02,18,13.96,420.93,1184.95,downstream
2004-05-08,0,25.8,11.1,18.45,14.700000000000001,437.38,1165.23,downstream
2004-05-09,0,27.11,10.26,18.685,16.85,478.9,1047.81,downstream
2004-05-10,0,23.37,11.57,17.47,11.8,378.02,1288.3,downstream
2004-05-11,0,24.68,10.6,17.64,14.08,435.01,1134.08,downstream
2004-05-12,0,28.34,10.85,19.595,17.490000000000002,492.17,1062.87,downstream
2004-05-13,0,29.92,10.83,20.375,19.090000000000003,510.73,1029.28,downstream
2004-05-14,0,29.38,11.31,20.345,18.07,493.91,1083.93,downstream
2004-05-15,0,28.21,12.46,20.335,15.75,454.09,1174.68,downstream
2004-05-16,0,25.67,12.3,18.985,13.370000000000001,407.91,1200.71,downstream
2004-05-17,0,24.04,11.83,17.935,12.209999999999999,386.63,1062.66,downstream
2004-05-18,0,24.46,10.87,17.665,13.590000000000002,422.56,862.33,downstream
2004-05-19,0,26.07,10.44,18.255,15.63,463.16,765.95,downstream
2004-05-20,0,24.55,10.59,17.57,13.96,426.35,815.45,downstream
2004-05-21,0,22.75,10.41,16.58,12.34,389.72,833.89,downstream
2004-05-22,0,23.61,10.62,17.115,12.99,409.43,787,downstream
2004-05-23,0,24.64,10.02,17.33,14.620000000000001,450.19,686.62,downstream
2004-05-24,0,25.7,11.37,18.535,14.33,445.97,710,downstream
2004-05-25,0,26.53,12.04,19.285,14.490000000000002,458.87,526.36,downstream
2004-05-26,0,28.86,12,20.43,16.86,504.85,517.43,downstream
2004-05-27,2.83,27.83,13.28,20.555,14.549999999999999,348.45,566.04,downstream
2004-05-28,0,24.76,13.47,19.115000000000002,11.290000000000001,393.05,573.45,downstream
2004-05-29,0,29.61,10.97,20.29,18.64,535.8,480.94,downstream
2004-05-30,0,32.55,12.61,22.58,19.939999999999998,547.52,539.93,downstream
2004-05-31,0,34.08,14.48,24.28,19.599999999999998,541.31,615.08,downstream
2004-06-01,0,35.28,15.18,25.23,20.1,545.2,645.66,downstream
2004-06-02,0,33.14,14.46,23.8,18.68,531.27,614.22,downstream
2004-06-03,0,31.82,13.35,22.585,18.47,529.6,568.8,downstream
2004-06-04,0,31.71,13.38,22.545,18.33,526.89,570.09,downstream
2004-06-05,0,32.91,14.54,23.724999999999998,18.369999999999997,524.57,617.79,downstream
2004-06-06,0,29.96,15.17,22.565,14.790000000000001,465.61,645.21,downstream
2004-06-07,0,27.06,12.72,19.89,14.339999999999998,460.99,544.11,downstream
2004-06-08,0,25.67,11.49,18.580000000000002,14.180000000000001,460.7,499.27,downstream
2004-06-09,0,28.28,11.64,19.96,16.64,503.43,504.54,downstream
2004-06-10,0,28.09,12.54,20.314999999999998,15.55,482.69,537.46,downstream
2004-06-11,0,30.2,12.39,21.295,17.81,519.26,531.93,downstream
2004-06-12,0,32.12,13.02,22.57,19.099999999999998,535.02,555.85,downstream
2004-06-13,0,34.17,14.64,24.405,19.53,536.71,621.73,downstream
2004-06-14,0,36.86,16.79,26.825,20.07,536.75,720.49,downstream
2004-06-15,0,35.86,18.78,27.32,17.08,492.61,823.37,downstream
2004-06-16,0,32.47,17.43,24.95,15.04,458.98,752.14,downstream
2004-06-17,0,28.6,14.02,21.310000000000002,14.580000000000002,455.15,595.84,downstream
2004-06-18,0,28.74,12.57,20.655,16.169999999999998,486.95,538.4,downstream
2004-06-19,0,29.07,12.79,20.93,16.28,487.4,546.74,downstream
2004-06-20,0,31.33,12.97,22.15,18.36,516.27,554.04,downstream
2004-06-21,0,30.92,13.73,22.325000000000003,17.19,496,583.91,downstream
2004-06-22,0,29.67,13.65,21.66,16.020000000000003,475.72,580.77,downstream
2004-06-23,0,30.78,13.18,21.98,17.6,501.01,561.91,downstream
2004-06-24,0,31.91,13.65,22.78,18.259999999999998,508.33,580.77,downstream
2004-06-25,0,32.89,13.26,23.075,19.630000000000003,525.88,565.05,downstream
2004-06-26,0,33.67,14.77,24.22,18.900000000000002,512.24,627.36,downstream
2004-06-27,0,32.83,14.57,23.7,18.259999999999998,500.81,618.88,downstream
2004-06-28,0,29.94,15.34,22.64,14.600000000000001,437.6,652.51,downstream
2004-06-29,0,28.06,16.01,22.035,12.049999999999997,382.72,683.13,downstream
2004-06-30,0,27.81,14.49,21.15,13.319999999999999,418.09,615.44,downstream
2004-07-01,0,31.15,13.81,22.48,17.339999999999996,496.98,587.03,downstream
2004-07-02,0,33.86,13.94,23.9,19.92,530.84,592.41,downstream
2004-07-03,0,33.77,14.89,24.330000000000002,18.880000000000003,516.05,632.57,downstream
2004-07-04,0,35.13,15.36,25.245,19.770000000000003,525.39,653.61,downstream
2004-07-05,0,34.76,16.53,25.645,18.229999999999997,503.26,707.76,downstream
2004-07-06,0,33.92,16.55,25.235,17.37,489.26,708.95,downstream
2004-07-07,0,28.96,14.57,21.765,14.39,438.86,618.87,downstream
2004-07-08,0,26.46,13.58,20.02,12.88,407.17,577.96,downstream
2004-07-09,0,27.85,13.19,20.52,14.660000000000002,447.56,562.51,downstream
