date,daymet_precip_mm,daymet_tmax,daymet_tmin,daymet_tmean,daymet_trange,daymet_srad,daymet_vpd,region
1998-01-01,3.91,13.73,3.6,8.665000000000001,10.13,184.37,790.24,downstream
1998-01-02,5.07,15.51,6.13,10.82,9.379999999999999,176.6,943.01,downstream
1998-01-03,14.85,15.32,7.46,11.39,7.86,160.71,1033.38,downstream
1998-01-04,4.87,12.76,6.1,9.43,6.66,146.61,941.09,downstream
1998-01-05,0,10.43,0.73,5.58,9.7,249.06,643.76,downstream
1998-01-06,4.69,9.58,1.06,5.32,8.52,176.19,659.57,downstream
1998-01-07,0,8.81,3.32,6.065,5.49,174.92,774.62,downstream
1998-01-08,0.71,9.08,5.61,7.345000000000001,3.4699999999999998,116.15,909.88,downstream
1998-01-09,6.23,10.32,6.82,8.57,3.5,87.56,989.25,downstream
1998-01-10,5.19,13.55,7.58,10.565000000000001,5.970000000000001,138.09,1042.09,downstream
1998-01-11,14.69,14.07,8.77,11.42,5.300000000000001,125.47,1130.11,downstream
1998-01-12,16.62,14.44,10.32,12.379999999999999,4.119999999999999,100.63,1253.5,downstream
1998-01-13,3.77,13.95,5.71,9.83,8.239999999999998,175.52,915.88,downstream
1998-01-14,16.44,11.78,7.69,9.735,4.089999999999999,103.29,1049.83,downstream
1998-01-15,8.45,13.32,9.25,11.285,4.07,102.29,1167.04,downstream
1998-01-16,0,17.1,9.95,13.525,7.150000000000002,213.14,1223.04,downstream
1998-01-17,0,19.94,10.66,15.3,9.280000000000001,246.12,1282.57,downstream
1998-01-18,21.78,15.14,8.26,11.7,6.880000000000001,160.29,1091.13,downstream
1998-01-19,2.42,13.01,4.94,8.975,8.07,181.79,868.14,downstream
1998-01-20,0,12.07,3.6,7.835,8.47,252.38,790.27,downstream
1998-01-21,0,12.25,2.46,7.355,9.79,273.4,729.13,downstream
1998-01-22,0,10.83,2.88,6.855,7.95,248.61,751.28,downstream
1998-01-23,0,10.87,3.89,7.38,6.979999999999999,230.36,806.44,downstream
1998-01-24,0,14.93,4.09,9.51,10.84,287.75,818.4,downstream
1998-01-25,0,11.49,5.18,8.335,6.3100000000000005,216.39,883.13,downstream
1998-01-26,2.23,12.11,7.1,9.605,5.01,135.15,1008.37,downstream
1998-01-27,0,14.67,7.04,10.855,7.63,246.96,1003.92,downstream
1998-01-28,13.97,13.78,8.62,11.2,5.16,139.42,1118.48,downstream
1998-01-29,7.35,16.58,9.46,13.02,7.1199999999999974,177.11,1183.92,downstream
1998-01-30,3.14,12.93,3.61,8.27,9.32,214.73,790.73,downstream
1998-01-31,5.04,16.52,5.45,10.985,11.07,228.44,899.5,downstream
1998-02-01,16.85,12.81,7.69,10.25,5.12,145.66,1049.85,downstream
1998-02-02,58.49,15.29,8.46,11.875,6.829999999999998,181.49,1106.47,downstream
1998-02-03,19.12,13.62,9.32,11.469999999999999,4.299999999999999,127.63,1172.23,downstream
1998-02-04,6.97,15.57,6.01,10.79,9.56,226.03,935.47,downstream
1998-02-05,12.35,14.28,8.36,11.32,5.92,170.98,1098.69,downstream
1998-02-06,15,14.53,8.98,11.754999999999999,5.549999999999999,163.4,1146.17,downstream
1998-02-07,28.53,11.88,7.34,9.61,4.540000000000001,141.11,1025.15,downstream
1998-02-08,4.79,11.81,6.11,8.96,5.7,171.81,941.6,downstream
1998-02-09,0,13.33,4.09,8.71,9.24,312.28,818.33,downstream
1998-02-10,7.9,10.7,4.91,7.805,5.789999999999999,176.42,866.6,downstream
1998-02-11,3.68,14.05,6.66,10.355,7.390000000000001,207.03,978.52,downstream
1998-02-12,10.14,12.5,7.16,9.83,5.34,166.15,1012.27,downstream
1998-02-13,11.46,15.53,7.44,11.485,8.09,220.8,1032.4,downstream
1998-02-14,11.66,14.97,7.78,11.375,7.19,205.82,1056.55,downstream
1998-02-15,0,14.4,4.69,9.545,9.71,330.38,853.05,downstream
1998-02-16,12.4,11.11,3.77,7.4399999999999995,7.34,217.02,799.89,downstream
1998-02-17,0,15.14,4.16,9.65,10.98,352.7,821.92,downstream
1998-02-18,6.17,16.11,4.56,10.334999999999999,11.55,269.31,845.76,downstream
1998-02-19,16.93,12.67,7.64,10.155,5.03,162.48,1046.31,downstream
1998-02-20,3.44,13.52,2.65,8.084999999999999,10.87,272.1,738.73,downstream
1998-02-21,21.2,12.05,5.98,9.015,6.07,194.65,933.64,downstream
1998-02-22,0,14.75,4.18,9.465,10.57,361.83,823.39,downstream
1998-02-23,7.64,13.96,6.46,10.21,7.500000000000001,228.64,965.17,downstream
1998-02-24,0,14.87,3.73,9.299999999999999,11.139999999999999,375.55,797.74,downstream
1998-02-25,0,15.38,6.89,11.135,8.490000000000002,327.68,994.14,downstream
1998-02-26,0,15.59,6.84,11.215,8.75,335.27,990.57,downstream
1998-02-27,0,17.46,5.97,11.715,11.490000000000002,379.71,933.06,downstream
1998-02-28,0,16.33,6.83,11.579999999999998,9.499999999999998,350.69,990.03,downstream
1998-03-01,0,17.72,6.1,11.91,11.62,385.28,941.4,downstream
1998-03-02,0,19.39,6.41,12.9,12.98,400.1,961.6,downstream
1998-03-03,0,16.3,6.43,11.365,9.870000000000001,361.9,963.17,downstream
1998-03-04,0,15.22,4.01,9.615,11.21,388.49,813.74,downstream
1998-03-05,7.47,11.56,4.45,8.005,7.11,224.45,839.3,downstream
1998-03-06,0,14.72,2.72,8.72,12,404.93,742.67,downstream
1998-03-07,3.95,13.12,1.29,7.205,11.829999999999998,304.22,670.38,downstream
1998-03-08,0,15.17,5.16,10.165,10.01,369.61,881.9,downstream
1998-03-09,0,19.23,4.07,11.65,15.16,432.67,816.83,downstream
1998-03-10,0,21.18,5.14,13.16,16.04,435.75,880.5,downstream
1998-03-11,0,23.07,8.36,15.715,14.71,419.92,1098.81,downstream
1998-03-12,3.49,19.7,9,14.35,10.7,274.78,1147.31,downstream
1998-03-13,2.75,17.69,10.57,14.13,7.120000000000001,207.17,1275.39,downstream
1998-03-14,0,22.57,8.76,15.665,13.81,413.75,1128.85,downstream
1998-03-15,0,22.4,9.24,15.82,13.159999999999998,405.31,1166.49,downstream
1998-03-16,0,21.65,11.71,16.68,9.939999999999998,343.98,1375.48,downstream
1998-03-17,0,21.89,8.57,15.23,13.32,411.64,1114.44,downstream
1998-03-18,0,23.46,9.07,16.265,14.39,422.2,1153.13,downstream
1998-03-19,0,22.32,7.73,15.025,14.59,429.52,1052.43,downstream
1998-03-20,0,20.27,10.33,15.3,9.94,348.72,1254.36,downstream
1998-03-21,2.39,18.93,11,14.965,7.93,220.96,1311.62,downstream
1998-03-22,1.14,21.28,12.35,16.815,8.930000000000001,321.99,1434.46,downstream
1998-03-23,9.97,21.44,11,16.22,10.440000000000001,270.97,1312.28,downstream
1998-03-24,7.46,21.47,11.22,16.345,10.249999999999998,268.79,1331.46,downstream
1998-03-25,7.27,20.07,10.03,15.05,10.040000000000001,268.31,1229.68,downstream
1998-03-26,0,19.62,9.1,14.36,10.520000000000001,373.36,1155.02,downstream
1998-03-27,1.66,16.73,9.24,12.985,7.49,292.97,1166.51,downstream
1998-03-28,1.97,15.12,4.27,9.695,10.85,394.84,828.34,downstream
1998-03-29,0,17.1,3.03,10.065000000000001,14.070000000000002,455.48,758.92,downstream
1998-03-30,5.2,18.46,4.23,11.345,14.23,340.71,826.15,downstream
1998-03-31,7.39,13.58,7.56,10.57,6.0200000000000005,186.47,1040.4,downstream
1998-04-01,0,15.99,6.51,11.25,9.48,365.43,968.18,downstream
1998-04-02,5.08,15.36,7.7,11.53,7.659999999999999,234.06,1050.25,downstream
1998-04-03,9.27,14.15,7.45,10.8,6.7,212.67,1032.75,downstream
1998-04-04,5.42,15.19,7.23,11.21,7.959999999999999,246.21,1017.09,downstream
1998-04-05,0,17.09,6.84,11.965,10.25,396.95,990.48,downstream
1998-04-06,2.67,15.84,7.97,11.905,7.87,248.22,1069.82,downstream
1998-04-07,0,16.15,5.93,11.04,10.219999999999999,404.63,930.22,downstream
1998-04-08,0.51,17.65,5.35,11.5,12.299999999999999,454.12,893.73,downstream
1998-04-09,0,19.16,7.62,13.39,11.54,438.52,1044.73,downstream
1998-04-10,0,18.12,9.69,13.905000000000001,8.430000000000001,360.56,1202.12,downstream
1998-04-11,0,16.95,9.05,13,7.899999999999999,348.52,1151.05,downstream
1998-04-12,6.25,15.86,5.95,10.905,9.91,310.95,931.8,downstream
1998-04-13,3.96,14.67,6.2,10.435,8.469999999999999,283.47,947.4,downstream
1998-04-14,3.69,15.17,2.93,9.05,12.24,359.64,753.93,downstream
1998-04-15,0,17.33,3.8,10.565,13.529999999999998,497.45,801.75,downstream
1998-04-16,0,21.01,4.84,12.925,16.17,523.99,862.4,downstream
1998-04-17,0,22.19,5.95,14.07,16.240000000000002,522.4,931.56,downstream
1998-04-18,0,22.6,6.12,14.360000000000001,16.48,524.97,942.47,downstream
1998-04-19,0,24.18,8.55,16.365000000000002,15.629999999999999,509.55,1113.27,downstream
1998-04-20,0,26.22,9.02,17.619999999999997,17.2,519.15,1148.75,downstream
1998-04-21,0,28.87,10.11,19.490000000000002,18.76,523.64,1236.44,downstream
1998-04-22,0,26.69,11.94,19.315,14.750000000000002,481.22,1395.82,downstream
1998-04-23,4.32,20.89,11.92,16.405,8.97,272.15,1394.84,downstream
1998-04-24,0,20.33,9.53,14.93,10.799999999999999,420.23,1189.28,downstream
1998-04-25,0,22.66,9.36,16.009999999999998,13.3,471.49,1175.7,downstream
1998-04-26,0,26.62,10.69,18.655,15.930000000000001,499.72,1285.29,downstream
1998-04-27,0,27.85,10.61,19.23,17.240000000000002,511.67,1278.7,downstream
1998-04-28,0,29.6,11.84,20.72,17.76,511.16,1386.75,downstream
1998-04-29,0,29.77,12.57,21.17,17.2,503.05,1455.22,downstream
1998-04-30,0,25.36,11.28,18.32,14.08,466.16,1336.91,downstream
1998-05-01,1.79,22.13,12.98,17.555,9.149999999999999,349.24,1495.06,downstream
1998-05-02,2.86,21.69,12.32,17.005000000000003,9.370000000000001,267.77,1431.78,downstream
1998-05-03,3.29,22.92,11.41,17.165,11.510000000000002,310.1,1348.33,downstream
1998-05-04,3.58,21.62,12.63,17.125,8.99,256.58,1461.04,downstream
1998-05-05,4.11,19.44,10.96,15.200000000000001,8.48,249.6,1308.2,downstream
1998-05-06,2.31,17.6,11.76,14.68,5.840000000000002,179.88,1380.09,downstream
1998-05-07,0,21.3,10.94,16.12,10.360000000000001,390.85,1306.53,downstream
1998-05-08,0,19.66,11.29,15.475,8.370000000000001,333.78,1337.72,downstream
1998-05-09,0,19.57,8.23,13.9,11.34,427.3,1089.46,downstream
1998-05-10,0,20.87,7.32,14.095,13.55,474.63,1023.4,downstream
1998-05-11,6.8,16.38,8.31,12.344999999999999,8.069999999999999,246.47,1094.82,downstream
1998-05-12,12.16,14.07,8.47,11.27,5.6,179.93,1107.22,downstream
1998-05-13,6.89,17.71,9.02,13.365,8.690000000000001,263.35,1149.12,downstream
1998-05-14,0,18.03,8.6,13.315000000000001,9.430000000000001,377.81,1116.5,downstream
1998-05-15,0,20.66,7.62,14.14,13.04,471.11,1045.06,downstream
1998-05-16,0,19.05,8.81,13.93,10.24,406.4,1132.61,downstream
1998-05-17,0,20.94,6.16,13.55,14.780000000000001,511.24,933.73,downstream
1998-05-18,0,24.79,9.15,16.97,15.639999999999999,517.3,1089.5,downstream
1998-05-19,0,22.73,9.73,16.23,13,473.85,1178.82,downstream
1998-05-20,0,21.69,7.42,14.555,14.270000000000001,506.34,981.93,downstream
1998-05-21,0,22.19,8.61,15.4,13.580000000000002,496.14,1031.17,downstream
1998-05-22,0,24.85,8.91,16.880000000000003,15.940000000000001,531.31,996.4,downstream
1998-05-23,0,24.93,12.12,18.525,12.81,471.57,1221.84,downstream
1998-05-24,0,22.78,10.75,16.765,12.030000000000001,458.08,1145.92,downstream
1998-05-25,0,20.62,11.65,16.135,8.97,373.79,1305.5,downstream
1998-05-26,2.55,19.34,7.93,13.635,11.41,340.16,1063.66,downstream
1998-05-27,6.63,16.91,8.19,12.55,8.72,286.87,1086.32,downstream
1998-05-28,16.11,15.72,10.79,13.254999999999999,4.9300000000000015,178.59,1293.77,downstream
1998-05-29,4.3,18.85,9.31,14.080000000000002,9.540000000000001,316.63,1171.89,downstream
1998-05-30,0,24.02,9.34,16.68,14.68,533.35,1024.63,downstream
1998-05-31,0,26.55,11.1,18.825,15.450000000000001,534.68,1131.01,downstream
1998-06-01,0,25.84,12.31,19.075,13.53,501.16,1263.72,downstream
1998-06-02,0,22.54,12.6,17.57,9.94,419.19,1403.57,downstream
1998-06-03,0,20.87,12.78,16.825,8.090000000000002,359.69,1475.75,downstream
1998-06-04,0,23.84,10,16.92,13.84,513.29,1065.3,downstream
1998-06-05,0,25.74,11.4,18.57,14.339999999999998,512.05,1155.48,downstream
1998-06-06,1.78,23.42,12.32,17.87,11.100000000000001,442.97,1309.03,downstream
1998-06-07,1.2,20.3,13.7,17,6.600000000000001,293.04,1567.13,downstream
1998-06-08,0,25.47,13.68,19.575,11.79,456.57,1404.34,downstream
1998-06-09,0,27.42,12.21,19.815,15.21,522.63,1188.23,downstream
1998-06-10,0,24.85,13.48,19.165,11.370000000000001,443.66,1406.8,downstream
1998-06-11,0,22.98,13.21,18.095,9.77,397.5,1443.58,downstream
1998-06-12,0,25.39,12.25,18.82,13.14,482,1228.93,downstream
1998-06-13,0,27.14,13.08,20.11,14.06,493.56,1268.96,downstream
1998-06-14,0,33.08,14.05,23.564999999999998,19.029999999999998,547.22,1236.37,downstream
1998-06-15,0,34.58,16.9,25.74,17.68,520.95,1511.16,downstream
1998-06-16,0,30.81,16.28,23.545,14.529999999999998,481.8,1543.07,downstream
1998-06-17,0,31.78,15.24,23.51,16.54,514.72,1389.31,downstream
1998-06-18,0,31.8,13.94,22.87,17.86,532.28,1254.96,downstream
1998-06-19,0,28.02,12.13,20.075,15.889999999999999,513.83,1162.78,downstream
1998-06-20,0,26.07,11.43,18.75,14.64,496.06,1135.56,downstream
1998-06-21,0,25.58,12.08,18.83,13.499999999999998,474.67,1209.13,downstream
1998-06-22,0,25.64,12.71,19.175,12.93,462.37,1235.12,downstream
1998-06-23,0,24.72,12.23,18.475,12.489999999999998,454.69,1184.11,downstream
1998-06-24,0,25.11,13.2,19.155,11.91,437.05,1248.54,downstream
1998-06-25,0,24.87,14.44,19.655,10.430000000000001,394.78,1421.15,downstream
1998-06-26,0,28.65,10.87,19.759999999999998,17.78,541.35,915.78,downstream
1998-06-27,0,32.38,14.01,23.195,18.370000000000005,533.04,1093.26,downstream
1998-06-28,0,29.02,12.65,20.835,16.369999999999997,508.26,1059.2,downstream
1998-06-29,0,26.67,12.11,19.39,14.560000000000002,480.4,1051.12,downstream
1998-06-30,0,26.73,12.27,19.5,14.46,480.09,1021.41,downstream
1998-07-01,0,26.83,11.82,19.325,15.009999999999998,490.5,977.51,downstream
1998-07-02,0,26.32,12.42,19.37,13.9,466.07,1025.3,downstream
1998-07-03,0,30.05,13.05,21.55,17,515.91,897.11,downstream
1998-07-04,0,31.75,13.54,22.645,18.21,530.51,846.28,downstream
1998-07-05,0,32.6,14.82,23.71,17.78,519.72,930.3,downstream
1998-07-06,0,35.23,15.95,25.589999999999996,19.279999999999998,531.95,929.76,downstream
1998-07-07,0,36.07,17.52,26.795,18.55,512.92,1059.23,downstream
1998-07-08,0,33.22,15.36,24.29,17.86,507.16,952.3,downstream
1998-07-09,0,30.61,12.58,21.595,18.03,514.88,805.25,downstream
1998-07-10,0,28.79,12.9,20.845,15.889999999999999,477.48,895.9,downstream
1998-07-11,0,31.9,12.72,22.31,19.18,522.82,792.89,downstream
1998-07-12,0,35.25,15.63,25.44,19.619999999999997,520.55,868.5,downstream
1998-07-13,0,34.86,16.99,25.924999999999997,17.87,493.04,959.58,downstream
1998-07-14,0,35.45,16.05,25.75,19.400000000000002,518.2,809.32,downstream
1998-07-15,0,38.73,18.06,28.394999999999996,20.669999999999998,526.14,876.08,downstream
1998-07-16,0,39.85,19.33,29.59,20.520000000000003,517.96,959.47,downstream
1998-07-17,0,38.4,18.27,28.335,20.13,514.87,917.33,downstream
1998-07-18,0,40.68,19.02,29.85,21.66,527.37,917.17,downstream
1998-07-19,0,40.02,21.24,30.630000000000003,18.780000000000005,483.72,1176.16,downstream
1998-07-20,0,34.41,17.3,25.854999999999997,17.109999999999996,469,998.86,downstream
1998-07-21,0,31.94,14.11,23.025,17.830000000000002,485.98,806.08,downstream
1998-07-22,0,29.92,13.81,21.865000000000002,16.11,455.16,863.67,downstream
1998-07-23,0,30.92,14.44,22.68,16.480000000000004,459.97,835.15,downstream
1998-07-24,0,31,14.41,22.705,16.59,459.59,834.84,downstream
1998-07-25,0,35.75,15.93,25.84,19.82,501.86,796.2,downstream
1998-07-26,0,36.17,17.7,26.935000000000002,18.470000000000002,477.26,942.82,downstream
1998-07-27,0,36.86,17.06,26.96,19.8,496.85,860.35,downstream
1998-07-28,0,32.51,16.06,24.284999999999997,16.45,445.71,950.82,downstream
1998-07-29,0,29.54,14.12,21.83,15.42,429.55,897.93,downstream
1998-07-30,0,25.6,14.12,19.86,11.480000000000002,339.49,1126.07,downstream
1998-07-31,0,30.9,12.9,21.9,18,477.56,720.96,downstream
1998-08-01,0,36.54,15.47,26.005,21.07,512.2,703.75,downstream
1998-08-02,0,39.06,18.95,29.005000000000003,20.110000000000003,492.31,849.21,downstream
1998-08-03,0,41.27,20.28,30.775000000000002,20.990000000000002,500.28,909.93,downstream
1998-08-04,0,42.37,22.06,32.214999999999996,20.31,488.18,1022.4,downstream
1998-08-05,0,38.87,21.93,30.4,16.939999999999998,438.79,1013.39,downstream
1998-08-06,0,36.31,19.14,27.725,17.17,449.81,843.38,downstream
1998-08-07,0,32.91,15.76,24.334999999999997,17.15,455.84,676.72,downstream
1998-08-08,0,31.32,13.93,22.625,17.39,462.24,605.21,downstream
1998-08-09,0,32.45,14.26,23.355,18.190000000000005,473.11,605.68,downstream
1998-08-10,0,36.72,15.35,26.035,21.369999999999997,510.99,653.22,downstream
1998-08-11,0,38.19,18.31,28.25,19.88,487.35,797.98,downstream
1998-08-12,0,39.73,20.42,30.075,19.309999999999995,474.19,917.96,downstream
1998-08-13,0,38.65,20.95,29.799999999999997,17.7,450.59,950.54,downstream
1998-08-14,0,37.16,20.19,28.674999999999997,16.969999999999995,441.49,904.07,downstream
1998-08-15,0,33.06,16.91,24.985,16.150000000000002,435.24,726.16,downstream
1998-08-16,0,31.6,14.29,22.945,17.310000000000002,458.12,607.26,downstream
1998-08-17,0,28.09,14.5,21.295,13.59,392.26,616.08,downstream
1998-08-18,0,27.4,13.79,20.595,13.61,395.01,586.29,downstream
1998-08-19,0,27.92,13.06,20.490000000000002,14.860000000000001,420.96,557.44,downstream
1998-08-20,0,28.68,12.9,20.79,15.78,437.83,551.27,downstream
1998-08-21,0,31.32,11.72,21.52,19.6,492.42,507.28,downstream
1998-08-22,0,33.25,14.06,23.655,19.189999999999998,481.87,597.45,downstream
1998-08-23,0,33.36,13.81,23.585,19.549999999999997,483.8,587.32,downstream
1998-08-24,0,34.33,14.89,24.61,19.439999999999998,479.66,632.84,downstream
1998-08-25,0,30.11,13.86,21.985,16.25,435.09,589.34,downstream
1998-08-26,0,31.03,11.68,21.355,19.35,481.35,505.86,downstream
1998-08-27,0,35.12,13.82,24.47,21.299999999999997,495.81,587.73,downstream
1998-08-28,0,35.88,16.65,26.265,19.230000000000004,465.79,713.59,downstream
1998-08-29,0,36.56,16.48,26.520000000000003,20.080000000000002,471.31,705.46,downstream
1998-08-30,0,37.16,16.45,26.805,20.709999999999997,475.67,703.88,downstream
1998-08-31,0,38.61,16.49,27.549999999999997,22.12,487.23,705.68,downstream
1998-09-01,0,39.05,18.93,28.99,20.119999999999997,460.74,831.59,downstream
1998-09-02,0,39.33,19.01,29.17,20.319999999999997,461.06,836.41,downstream
1998-09-03,0,37.63,19.69,28.660000000000004,17.94,429.74,874.73,downstream
1998-09-04,0,35.45,20.05,27.75,15.400000000000002,389.45,896.1,downstream
1998-09-05,0,34.31,19.78,27.045,14.530000000000001,373.99,880,downstream
1998-09-06,0,36.27,21.02,28.645000000000003,15.250000000000004,383.55,954.77,downstream
1998-09-07,0,36.59,20.75,28.67,15.840000000000003,392.39,938.03,downstream
1998-09-08,3.03,31.93,18.42,25.175,13.509999999999998,266.66,803.75,downstream
1998-09-09,0,25.38,14.02,19.7,11.36,318.06,595.86,downstream
1998-09-10,0,29.95,11.78,20.865,18.17,441.03,509.59,downstream
1998-09-11,0,32.75,13.82,23.285,18.93,445.27,587.79,downstream
1998-09-12,0,35.12,16.72,25.919999999999998,18.4,432.11,716.78,downstream
1998-09-13,0,35.59,17.32,26.455000000000002,18.270000000000003,426.66,746.81,downstream
1998-09-14,0,34.78,18.14,26.46,16.64,401.18,789.26,downstream
1998-09-15,0,33.24,15.3,24.270000000000003,17.94,421,650.94,downstream
1998-09-16,0,31.32,14.91,23.115000000000002,16.41,397.56,633.38,downstream
1998-09-17,0,29.46,14.18,21.82,15.280000000000001,378.12,602.67,downstream
1998-09-18,0,28.44,13.83,21.135,14.610000000000001,365.4,588.03,downstream
1998-09-19,0,29.75,14.18,21.965,15.57,378.71,602.35,downstream
1998-09-20,0,28.84,13.84,21.34,15,369.39,588.6,downstream
1998-09-21,0,26.35,12.75,19.55,13.600000000000001,346.59,545.31,downstream
1998-09-22,0,24.84,12.75,18.795,12.09,318,545.25,downstream
1998-09-23,0,24.96,12.58,18.77,12.38,325.02,538.76,downstream
1998-09-24,0,24.83,12.83,18.83,11.999999999999998,316.76,548.52,downstream
1998-09-25,0,21.07,12.37,16.72,8.700000000000001,244.79,531.05,downstream
1998-09-26,5.44,18.85,12.91,15.88,5.940000000000001,127.19,963.15,downstream
1998-09-27,1.77,21.04,11.95,16.494999999999997,9.09,261.69,515.48,downstream
1998-09-28,0,24.49,12.23,18.36,12.259999999999998,333.51,526.03,downstream
1998-09-29,0,23.6,12.54,18.07,11.060000000000002,311.09,537.6,downstream
1998-09-30,0,24.46,11.57,18.015,12.89,350.54,501.99,downstream
1998-10-01,0,21.6,11.68,16.64,9.920000000000002,291.59,506.01,downstream
1998-10-02,0,22.85,10.91,16.880000000000003,11.940000000000001,337.8,479.07,downstream
1998-10-03,0,23.84,9.01,16.425,14.83,386.41,418.22,downstream
1998-10-04,0,25.98,8.67,17.325,17.310000000000002,412.01,408.04,downstream
1998-10-05,0,28.36,11.82,20.09,16.54,396.87,510.86,downstream
1998-10-06,0,27.88,11.28,19.58,16.6,394.62,491.88,downstream
1998-10-07,0,26.23,10,18.115000000000002,16.23,389.06,448.96,downstream
1998-10-08,0,25.11,11.6,18.355,13.51,347.88,503.07,downstream
1998-10-09,0,24,9.76,16.88,14.24,356.72,441.25,downstream
1998-10-10,0,24.71,9.05,16.880000000000003,15.66,374.21,419.36,downstream
1998-10-11,0,25.14,7.3,16.22,17.84,395.6,369.21,downstream
1998-10-12,0,24.94,8.63,16.785,16.310000000000002,377.24,406.81,downstream
1998-10-13,0,24.78,11.01,17.895,13.770000000000001,342.17,482.42,downstream
1998-10-14,0,24.17,10.65,17.41,13.520000000000001,337.49,470.34,downstream
1998-10-15,0,23.32,10.38,16.85,12.94,328.54,461.22,downstream
1998-10-16,0,23.44,11.9,17.67,11.540000000000001,303.51,513.66,downstream
1998-10-17,0,25.34,9.34,17.34,16,364.47,428.19,downstream
1998-10-18,0,26.46,7.91,17.185000000000002,18.55,382.97,386.19,downstream
1998-10-19,0,28.89,7.86,18.375,21.03,392.42,384.8,downstream
1998-10-20,0,29.19,11.42,20.305,17.770000000000003,364.8,496.66,downstream
1998-10-21,0,27.82,10.21,19.015,17.61,360.39,455.82,downstream
1998-10-22,0,25.23,10.03,17.63,15.200000000000001,333.13,449.8,downstream
1998-10-23,0,23.87,8.14,16.005000000000003,15.73,336.36,392.74,downstream
1998-10-24,18.14,20.47,11.47,15.969999999999999,8.999999999999998,165.72,748.68,downstream
1998-10-25,0,21.52,8.69,15.105,12.83,290,502.34,downstream
1998-10-26,0,21.87,10,15.935,11.870000000000001,267.86,597.84,downstream
1998-10-27,0,19.55,8.85,14.2,10.700000000000001,244.93,631.1,downstream
1998-10-28,0,18.89,10.42,14.655000000000001,8.47,198.06,844.81,downstream
1998-10-29,0,21.71,10.45,16.08,11.260000000000002,250.44,669.13,downstream
1998-10-30,0,22.09,9,15.545,13.09,278.48,543.37,downstream
1998-10-31,0,20.99,5.9,13.445,15.089999999999998,302.31,411.69,downstream
1998-11-01,0,18,9.38,13.690000000000001,8.62,193.93,817.85,downstream
1998-11-02,0,19.37,6.63,13,12.740000000000002,267.82,511.44,downstream
1998-11-03,0,19.06,7.27,13.165,11.79,252.32,570.22,downstream
1998-11-04,0,19.89,8.67,14.280000000000001,11.22,241.72,644.6,downstream
1998-11-05,0,18.78,7.63,13.205,11.150000000000002,241.37,614.23,downstream
1998-11-06,6.24,16.37,6.67,11.52,9.700000000000001,160.98,789.5,downstream
1998-11-07,13.57,15.29,9.14,12.215,6.149999999999999,105.65,1158.37,downstream
1998-11-08,7.05,15.14,6.82,10.98,8.32,140.56,988.78,downstream
1998-11-09,0,14.69,4.13,9.41,10.559999999999999,230.47,780.02,downstream
1998-11-10,3.07,13.51,6.92,10.215,6.59,116.77,995.67,downstream
1998-11-11,0,14.84,6.66,10.75,8.18,189.49,978.05,downstream
1998-11-12,0,16.4,3.6,10,12.799999999999999,263.99,721.94,downstream
1998-11-13,0,17.03,4.68,10.855,12.350000000000001,255.61,784.76,downstream
1998-11-14,0,17.98,4,10.99,13.98,271.61,726.59,downstream
1998-11-15,0,18.43,6.18,12.305,12.25,246.92,874.67,downstream
1998-11-16,0.73,16.42,7.72,12.07,8.700000000000003,192.58,1051.91,downstream
1998-11-17,0,17.9,8.68,13.29,9.219999999999999,202.19,1120.2,downstream
1998-11-18,0,17.7,5.35,11.524999999999999,12.35,252.55,830.77,downstream
1998-11-19,0,17.5,4.78,11.14,12.719999999999999,257.29,795.29,downstream
1998-11-20,0,18.51,3.2,10.855,15.310000000000002,279.79,684.74,downstream
1998-11-21,2.7,18.3,7.2,12.75,11.100000000000001,174.41,1014.96,downstream
1998-11-22,0.75,18.44,9.31,13.875,9.13,202.61,1171.66,downstream
1998-11-23,12.08,16.82,11.38,14.100000000000001,5.4399999999999995,97.51,1345.92,downstream
1998-11-24,0,16.51,8.62,12.565000000000001,7.890000000000002,183.29,1118.43,downstream
1998-11-25,0,19.35,5.51,12.43,13.840000000000002,259.49,901.91,downstream
1998-11-26,1.61,17.52,6.17,11.844999999999999,11.35,233.62,945.48,downstream
1998-11-27,7.3,14.92,9.99,12.455,4.93,89.23,1226.19,downstream
1998-11-28,4.09,15.82,7.91,11.865,7.91,136.2,1065.59,downstream
1998-11-29,9.31,14.43,7.58,11.004999999999999,6.85,122.6,1042.08,downstream
1998-11-30,15.08,15.47,7.26,11.365,8.21,142.97,1019.23,downstream
1998-12-01,0,16.17,5.52,10.845,10.650000000000002,226.21,903.85,downstream
1998-12-02,3.72,15.1,7.53,11.315,7.569999999999999,133.8,1038.24,downstream
1998-12-03,0,14.17,8.19,11.18,5.98,147.87,1086.16,downstream
1998-12-04,0,11.07,0.9,5.985,10.17,226.75,651.84,downstream
1998-12-05,5.39,10.09,0.63,5.36,9.459999999999999,162.89,639.19,downstream
1998-12-06,0,10.04,-0.3,4.869999999999999,10.34,228.64,597.36,downstream
1998-12-07,0.63,9.57,-0.88,4.345,10.450000000000001,227.85,572.57,downstream
1998-12-08,0,10.85,3.21,7.029999999999999,7.64,181.26,768.99,downstream
1998-12-09,0,12.83,2.52,7.675,10.31,221.34,732.37,downstream
1998-12-10,0,12.17,0.66,6.415,11.51,234.29,640.56,downstream
