Year,Month,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV,X2
2010,1,1/17/2010,16700,106,122,273,29,1360,1784,18590,42,4980,1019,16,6057,1150,2292,0,-1142,3638,107,13488,13675,0.32,26,17230,21,80.95
2010,1,1/18/2010,15700,170,207,280,30,1400,1917,17787,36,4984,1019,14,6053,1079,2751,0,-1672,3655,606,12683,13406,0.34,25,16387,18,80.52
2010,1,1/19/2010,18800,429,567,282,33,1530,2412,21641,46,4995,1023,16,6080,1094,3897,0,-2802,4034,2188,15980,18363,0.28,15,20111,9,79.91
2010,1,1/20/2010,30400,2107,770,290,46,1930,3036,35543,30,4986,1025,6,6047,1097,5731,0,-4634,5493,5494,28311,34130,0.17,4,33613,-2,78.93
2010,1,1/21/2010,41200,4473,1100,298,51,2930,4379,50052,41,3492,1614,10,5157,1050,8711,0,-7661,7253,11454,40565,52556,0.1,-5,49297,-7,77.73
2010,1,1/22/2010,47800,5910,1600,312,54,3760,5726,59436,34,2990,1853,13,4890,1050,8023,0,-6973,8493,13861,47169,61519,0.08,-4,58038,-6,76.5
2010,1,1/23/2010,55500,5512,794,281,43,4100,5218,66230,30,2987,1854,17,4888,1000,6648,0,-5648,9665,13666,52928,66990,0.07,-1,64412,-4,75.27
2010,1,1/24/2010,58400,5926,461,269,42,4140,4912,69238,43,2998,2483,11,5535,1000,5502,0,-4502,10136,12439,55450,68205,0.08,1,67222,-1,74.1
2010,1,1/25/2010,55600,5421,516,273,43,3800,4632,65653,39,2983,2729,14,5765,1000,4585,0,-3585,9875,11072,52150,63473,0.09,3,61853,-3,73.05
2010,1,1/26/2010,50600,5873,870,275,43,3470,4658,61131,42,4477,2739,19,7277,1000,2292,0,-1292,9294,7515,47541,55146,0.12,10,57661,4,72.14
2010,1,1/27/2010,50500,7262,640,271,43,3170,4124,61886,46,3992,3218,12,7268,945,2063,0,-1118,9164,6747,48911,55736,0.12,10,58716,5,71.27
2010,1,1/28/2010,54100,6412,457,270,44,2770,3541,64053,66,4738,3369,12,8185,917,1834,0,-917,9654,5606,51115,56785,0.13,11,61283,7,70.44
2010,1,1/29/2010,56500,6062,360,271,45,2450,3126,65688,75,5296,3367,18,8756,950,2522,0,-1572,10034,5425,52968,58504,0.13,11,63238,7,69.64
2010,1,1/30/2010,52600,5940,426,274,48,2180,2928,61468,65,4984,3367,15,8431,950,1605,0,-655,9464,4386,49259,53692,0.14,13,59288,9,68.94
2010,1,1/31/2010,44600,5832,379,270,46,1990,2685,53117,70,3982,3366,15,7433,900,917,0,-17,8145,3408,42292,45701,0.14,14,51127,11,68.38
2010,2,2/1/2010,37900,5668,306,270,35,1850,2461,46029,69,3990,3353,14,7426,890,688,0,203,6846,1749,36665,38400,0.16,17,44179,13,67.96
2010,2,2/2/2010,34500,5493,264,271,23,1770,2328,42321,74,3965,3473,15,7527,894,917,0,-22,6096,912,33903,34816,0.18,18,40551,14,67.63
2010,2,2/3/2010,32100,5313,239,271,23,1760,2293,39706,85,3963,3547,18,7613,895,229,0,666,5686,-67,31540,31427,0.19,21,37946,17,67.38
2010,2,2/4/2010,30500,5111,223,272,23,1840,2358,37969,83,3998,3526,11,7618,895,688,0,208,5416,21,30137,30143,0.2,21,36129,17,67.17
2010,2,2/5/2010,29700,5012,389,306,24,1870,2589,37301,83,2998,3491,14,6586,900,2980,0,-2080,5245,2600,30049,32795,0.17,12,35431,7,66.92
2010,2,2/6/2010,30200,4628,450,290,24,1890,2654,37482,76,2992,4041,26,7135,900,3897,0,-2997,5335,2802,30332,33344,0.19,11,35592,6,66.68
2010,2,2/7/2010,35200,4725,500,285,26,1890,2701,42626,73,2992,4158,25,7248,900,3668,0,-2768,5906,3158,34794,38146,0.17,11,40736,6,66.36
2010,2,2/8/2010,37500,4789,425,277,31,1950,2683,44972,76,2989,4174,22,7261,887,3897,0,-3010,6346,3725,36786,40721,0.16,9,43022,5,66.01
2010,2,2/9/2010,38900,4740,432,295,44,2530,3301,46941,83,2986,4260,23,7352,900,5272,0,-4372,6656,5447,38208,43961,0.15,6,44411,1,65.64
2010,2,2/10/2010,38800,4578,414,278,43,2680,3415,46793,77,2991,4214,23,7305,850,2980,0,-2130,6756,4250,37218,41618,0.15,11,44113,6,65.32
2010,2,2/11/2010,37100,4375,348,273,43,2670,3334,44809,79,2992,3735,19,6825,842,2063,0,-1221,6497,3800,35320,39205,0.15,13,42139,7,65.06
2010,2,2/12/2010,34500,4168,306,271,40,2700,3317,41985,76,2498,3511,24,6109,840,2063,0,-1223,6088,4091,32922,37099,0.14,12,39285,6,64.84
2010,2,2/13/2010,31400,3888,276,268,30,2760,3334,38622,80,2492,3509,22,6103,844,1834,0,-989,5628,3502,29937,33508,0.16,13,35862,7,64.71
2010,2,2/14/2010,29600,3563,258,268,25,2710,3261,36424,68,2496,3505,26,6095,850,0,0,850,5289,1903,27636,29479,0.16,19,33714,13,64.66
2010,2,2/15/2010,27800,3283,243,267,24,2580,3114,34197,80,2494,3502,19,6095,850,0,0,850,5009,1476,25836,27252,0.18,20,31617,14,64.67
2010,2,2/16/2010,26500,3023,236,291,24,2480,3031,32554,76,2494,3504,20,6094,836,0,0,836,4769,1162,24520,25624,0.18,21,30074,15,64.72
2010,2,2/17/2010,25200,2767,238,270,24,2410,2942,30909,138,2491,3509,24,6162,845,0,0,845,4529,759,23201,23902,0.19,23,28499,16,64.81
2010,2,2/18/2010,23900,2466,247,267,24,2370,2908,29274,232,2490,4069,24,6815,850,0,0,850,4358,-101,21770,21609,0.22,26,26904,20,64.96
2010,2,2/19/2010,22900,2010,263,266,23,2330,2882,27792,229,2997,4262,25,7513,844,0,0,844,4178,-1002,20496,19435,0.26,30,25462,24,65.17
2010,2,2/20/2010,21600,1437,269,268,24,2290,2851,25888,236,2999,4253,23,7511,850,0,0,850,3997,-1215,18802,17527,0.28,32,23598,26,65.43
2010,2,2/21/2010,21200,86,286,272,24,2260,2842,24128,237,2995,4262,19,7513,900,1146,0,-246,3797,-714,17558,16861,0.3,30,21868,23,65.71
2010,2,2/22/2010,20100,84,294,261,24,2290,2869,23053,242,3499,3854,22,7617,884,1146,0,-262,3607,-971,16650,15698,0.32,32,20763,24,66.02
2010,2,2/23/2010,19900,89,267,286,25,2310,2888,22877,231,3000,3747,21,6999,900,6877,0,-5977,3557,3331,18106,21855,0.29,4,20567,-6,66.09
2010,2,2/24/2010,20100,154,303,291,34,2570,3198,23452,225,2988,3711,24,6948,891,7106,0,-6215,3736,4026,18258,22719,0.29,3,20882,-9,66.14
2010,2,2/25/2010,21100,86,485,271,49,2870,3675,24861,223,2999,3754,22,6998,900,7106,0,-6206,4027,4738,18897,24069,0.27,3,21991,-9,66.15
2010,2,2/26/2010,25900,1380,461,240,48,3470,4219,31499,228,2998,3759,23,7008,891,7335,0,-6444,4656,6056,24428,30935,0.21,2,28029,-10,65.99
2010,2,2/27/2010,28000,1891,3150,289,44,3260,6743,36634,238,2997,3813,19,7067,895,7565,0,-6670,5054,9065,26704,36237,0.19,1,33374,-9,65.74
2010,2,2/28/2010,29700,1940,1590,333,45,3560,5528,37168,238,2994,3735,25,6992,895,1834,0,-939,4779,3925,27124,31115,0.18,16,33608,7,65.61
2010,3,3/1/2010,32400,2082,995,198,46,4250,5489,39971,237,3773,3763,21,7794,945,1605,0,-660,5138,3262,29529,32837,0.19,18,35721,8,65.44
2010,3,3/2/2010,31200,2131,784,126,47,3890,4847,38178,238,3972,4224,24,8458,994,2292,0,-1298,4979,2212,28716,31018,0.21,19,34288,10,65.32
2010,3,3/3/2010,29200,1931,1230,142,51,3780,5203,36334,238,4198,4180,24,8640,1000,3668,0,-2668,5327,3624,26551,30362,0.23,16,32554,7,65.23
2010,3,3/4/2010,29200,1754,1670,352,43,3920,5985,36939,229,4192,4205,18,8644,989,3668,0,-2678,5274,4356,26430,30973,0.23,16,33019,6,65.12
2010,3,3/5/2010,31000,1818,1060,264,41,4730,6095,38913,238,4691,4212,27,9168,1050,3668,0,-2618,5450,4078,28101,32363,0.23,17,34183,5,64.99
2010,3,3/6/2010,31400,2095,848,252,43,4530,5673,39168,238,4688,4197,20,9143,1050,3668,0,-2618,5429,3660,28799,32643,0.23,17,34638,6,64.87
2010,3,3/7/2010,28800,2015,723,244,38,3950,4955,35770,238,4194,4220,23,8675,1038,2980,0,-1942,5002,2544,26357,29037,0.23,19,31820,9,64.82
2010,3,3/8/2010,25300,1526,629,247,42,3700,4618,31444,238,4193,4199,20,8650,1100,229,0,871,4539,-59,22043,21923,0.27,30,27744,21,64.96
2010,3,3/9/2010,23200,1115,572,251,46,3410,4279,28594,238,3876,4208,20,8342,1092,0,0,1092,4159,-614,19850,19160,0.28,33,25184,24,65.18
2010,3,3/10/2010,21200,94,539,260,38,3150,3987,25281,238,4188,3832,14,8272,1100,688,0,412,3852,-701,17327,16597,0.32,34,22131,25,65.48
2010,3,3/11/2010,20500,81,512,250,22,2930,3714,24295,238,3798,3696,16,7748,1150,688,0,462,3731,-604,16721,16085,0.31,34,21365,25,65.78
2010,3,3/12/2010,19400,85,512,264,19,2760,3555,23040,105,2496,3713,18,6332,1142,3668,0,-2526,3673,2538,16519,19234,0.27,17,20280,5,65.96
2010,3,3/13/2010,19000,87,980,257,22,2680,3939,23026,114,1997,2913,17,5041,1200,3668,0,-2468,3708,4210,16070,20453,0.21,11,20346,-1,66.08
2010,3,3/14/2010,18500,88,748,250,22,2580,3600,22188,109,1988,2470,2,4569,1250,3668,0,-2418,3597,4199,15668,20037,0.2,10,19608,-2,66.21
2010,3,3/15/2010,19300,89,613,253,22,2510,3398,22787,120,2478,2693,0,5291,1250,2980,0,-1730,3627,2858,16246,19226,0.23,16,20277,5,66.36
2010,3,3/16/2010,18800,98,545,251,22,2460,3278,22176,116,2995,2753,0,5864,1288,2980,0,-1692,3625,2139,15747,18004,0.26,19,19716,9,66.54
2010,3,3/17/2010,17500,104,508,248,21,2420,3197,20801,116,3491,2744,0,6351,1344,0,0,1344,3563,-465,13665,13106,0.3,37,18381,29,66.92
2010,3,3/18/2010,16300,101,499,256,19,2390,3164,19565,119,3498,3290,0,6907,1337,0,0,1337,3488,-1124,12539,11321,0.35,42,17175,34,67.37
2010,3,3/19/2010,15800,100,503,249,19,2390,3161,19061,115,3491,3529,0,7135,1390,0,0,1390,3246,-1632,12265,10536,0.37,45,16671,37,67.84
2010,3,3/20/2010,15600,106,506,247,19,2380,3152,18858,122,3491,3524,0,7137,1394,0,0,1394,3112,-1779,12204,10327,0.37,45,16478,37,68.3
2010,3,3/21/2010,15200,114,506,250,19,2490,3265,18579,123,3497,3530,0,7150,1450,0,0,1450,3021,-1806,11887,9979,0.38,46,16089,38,68.76
2010,3,3/22/2010,14800,115,501,224,19,2810,3554,18469,108,3498,3532,0,7138,1500,0,0,1500,2913,-1646,11582,9831,0.38,47,15659,37,69.2
2010,3,3/23/2010,14400,119,496,247,19,2830,3592,18111,108,3999,2914,0,7021,1500,0,0,1500,2774,-1630,11325,9590,0.38,47,15281,37,69.63
2010,3,3/24/2010,13600,120,486,248,19,2650,3403,17123,109,3997,2749,0,6855,1524,0,0,1524,2782,-1661,10511,8744,0.39,49,14473,40,70.1
2010,3,3/25/2010,13400,120,482,248,19,2400,3149,16669,104,3991,2832,0,6927,1501,0,0,1501,2818,-1935,10282,8241,0.41,51,14269,42,70.58
2010,3,3/26/2010,13400,120,484,220,20,2270,2994,16514,101,3994,2828,0,6923,1600,0,0,1600,2919,-2050,10153,7991,0.41,52,14244,44,71.06
2010,3,3/27/2010,13200,120,447,218,23,2210,2898,16218,97,3654,2829,0,6580,1551,0,0,1551,3070,-1620,9816,8087,0.4,50,14008,42,71.5
2010,3,3/28/2010,13200,118,416,250,23,2190,2879,16197,103,3983,2816,0,6902,1650,0,0,1650,3081,-2014,9775,7645,0.42,53,14007,45,71.95
2010,3,3/29/2010,12500,235,408,248,23,2170,2849,15584,104,3463,2828,9,6404,1583,0,0,1583,3030,-1554,9262,7597,0.4,51,13414,43,72.38
2010,3,3/30/2010,12100,233,445,257,23,2110,2835,15168,101,3494,2839,0,6434,1575,458,0,1117,3069,-1256,8951,7617,0.41,50,13058,42,72.79
2010,3,3/31/2010,12700,195,705,262,23,2020,3010,15905,95,3998,2007,0,6100,1666,2063,0,-397,3071,239,9935,10202,0.38,36,13885,27,72.99
2010,4,4/1/2010,13300,167,666,298,23,1930,2917,16384,0,687,805,10,1502,1750,2063,0,-313,2997,4615,10558,15195,0.09,7,15176,0,72.91
2010,4,4/2/2010,13600,177,538,315,23,2060,2936,16713,0,699,817,8,1524,1687,4355,0,-2668,2999,6145,11525,17857,0.09,-7,16310,-9,72.74
2010,4,4/3/2010,13500,181,549,315,23,2740,3627,17308,0,692,836,8,1536,1725,4355,0,-2631,2902,6703,11516,18403,0.09,-6,16877,-9,72.56
2010,4,4/4/2010,12800,183,523,325,24,3090,3962,16945,0,683,836,9,1528,1775,7106,0,-5331,2814,8713,11662,20748,0.09,-22,17656,-18,72.31
2010,4,4/5/2010,14700,183,980,345,25,3410,4760,19643,0,654,837,12,1503,1752,5502,0,-3749,2860,8554,13073,21889,0.07,-11,19715,-11,72.04
2010,4,4/6/2010,14800,188,838,317,24,3550,4729,19717,0,694,833,11,1538,1758,5502,0,-3744,2874,8499,13162,21923,0.08,-11,19751,-11,71.78
2010,4,4/7/2010,14800,190,666,275,23,3630,4594,19584,0,699,832,12,1543,1776,3209,0,-1433,2927,6910,12464,19474,0.08,1,18643,-4,71.61
2010,4,4/8/2010,14500,209,611,316,19,3680,4626,19335,0,696,833,18,1547,1819,3209,0,-1390,2864,6846,12234,19178,0.08,1,18372,-4,71.47
2010,4,4/9/2010,13700,228,596,313,18,3610,4537,18465,0,697,834,25,1556,1805,0,0,1805,2811,4619,10612,15104,0.08,18,16151,6,71.48
2010,4,4/10/2010,12400,225,612,310,21,3560,4503,17128,0,691,834,23,1548,1796,0,0,1796,2745,4533,9377,13784,0.09,20,14826,7,71.55
2010,4,4/11/2010,12600,218,664,323,23,3500,4510,17328,0,696,832,23,1551,1800,1834,0,-34,2910,5891,9918,15811,0.09,9,15791,0,71.54
2010,4,4/12/2010,13400,179,953,314,25,3690,4982,18561,0,890,657,22,1569,1850,2751,0,-901,3094,7092,10737,17893,0.08,4,17370,-3,71.44
2010,4,4/13/2010,15300,171,1290,320,23,3740,5373,20844,0,893,626,27,1546,1862,2751,0,-889,3240,7645,12480,20187,0.07,3,19671,-3,71.27
2010,4,4/14/2010,20900,175,998,318,18,4150,5484,26559,0,898,630,22,1550,1863,2751,0,-888,3873,8384,17451,25897,0.06,2,25382,-2,70.94
2010,4,4/15/2010,26500,1875,864,321,18,4280,5483,33858,0,690,843,26,1559,1900,2751,0,-851,4548,9025,24065,33150,0.05,2,32656,-2,70.48
2010,4,4/16/2010,26600,2962,785,310,18,4340,5453,35015,0,689,836,27,1552,1862,917,0,945,4612,7899,24685,32518,0.04,7,33066,2,70.05
2010,4,4/17/2010,25000,3177,759,308,18,4500,5585,33762,0,694,837,36,1567,1850,0,0,1850,4413,7229,23246,30345,0.04,10,31418,3,69.7
2010,4,4/18/2010,23400,3198,764,310,18,4650,5742,32340,0,699,837,39,1575,1850,0,0,1850,4173,7138,21907,28915,0.05,11,29988,4,69.39
2010,4,4/19/2010,21600,3078,803,306,20,4680,5809,30487,0,724,839,31,1594,1833,0,0,1833,3882,6905,20283,27060,0.05,11,28123,4,69.14
2010,4,4/20/2010,20500,3018,1080,337,22,4830,6269,29787,0,657,840,35,1532,1862,3438,0,-1576,3726,9488,20233,29831,0.05,0,28917,-3,68.85
2010,4,4/21/2010,20800,2862,1490,323,22,5180,7015,30677,0,698,839,31,1568,1840,5272,0,-3432,3832,11510,20791,32541,0.05,-6,30550,-7,68.51
2010,4,4/22/2010,23100,1889,1400,316,22,5210,6948,31937,0,699,863,27,1589,1862,5272,0,-3410,4228,11803,21716,33758,0.05,-6,31780,-6,68.17
2010,4,4/23/2010,25600,1278,1150,310,21,5280,6761,33639,0,691,872,29,1592,1862,5272,0,-3410,4530,11916,23303,35457,0.05,-5,33479,-6,67.81
2010,4,4/24/2010,24500,190,1030,310,21,5510,6871,31561,0,693,872,39,1604,1950,5272,0,-3322,4434,11860,21186,33279,0.05,-5,31352,-6,67.52
2010,4,4/25/2010,22000,192,1040,306,21,5720,7087,29279,0,693,872,33,1598,1896,1834,0,62,4157,9606,18018,27619,0.05,6,27655,0,67.36
2010,4,4/26/2010,20300,194,1150,311,20,5760,7241,27735,0,695,872,32,1599,1876,0,0,1876,3951,8373,16018,24260,0.05,13,25348,4,67.3
2010,4,4/27/2010,19300,185,1280,283,19,5690,7272,26757,0,692,864,31,1587,1897,0,0,1897,3872,8324,15082,23273,0.06,13,24373,5,67.26
2010,4,4/28/2010,20000,182,2010,529,18,5570,8127,28309,0,695,841,29,1565,1941,917,0,1024,3912,9808,15983,25720,0.05,9,26314,2,67.16
2010,4,4/29/2010,21300,184,1860,897,19,5490,8266,29750,0,691,841,22,1554,1948,917,0,1031,4099,10141,17096,27165,0.05,9,27763,2,67.04
2010,4,4/30/2010,24200,199,1580,1210,19,5280,8089,32488,0,694,841,43,1578,1927,917,0,1010,4468,10323,19648,29900,0.04,8,30486,2,66.85
2010,5,5/1/2010,24600,194,1380,1230,25,5150,7785,32579,106,694,841,50,1691,1950,917,0,1033,4406,9829,20099,29855,0.05,8,30454,2,66.68
2010,5,5/2/2010,24000,197,1270,1230,33,5190,7723,31920,112,693,842,56,1703,1950,917,0,1033,4319,9668,19589,29184,0.05,9,29783,2,66.54
2010,5,5/3/2010,22400,198,1200,1230,55,5170,7655,30253,141,691,839,56,1727,2000,0,0,2000,3996,8624,18042,26526,0.05,12,27686,4,66.46
2010,5,5/4/2010,20900,213,1160,1230,88,4930,7408,28521,160,691,837,59,1747,1952,0,0,1952,3777,8169,16789,24822,0.05,13,25954,4,66.43
2010,5,5/5/2010,19900,233,1180,1230,112,5330,7852,27985,160,709,835,56,1760,2050,0,0,2050,3712,8472,15847,24175,0.05,14,25364,5,66.42
2010,5,5/6/2010,20000,240,1150,1220,139,5720,8229,28469,160,687,833,63,1743,1993,0,0,1993,3690,8881,15992,24733,0.05,13,25889,4,66.39
2010,5,5/7/2010,19700,259,1070,1220,144,5840,8274,28233,143,693,832,73,1741,2060,0,0,2060,3544,8738,15838,24432,0.05,13,25627,5,66.37
2010,5,5/8/2010,18300,279,1000,1220,119,5840,8179,26758,121,699,833,80,1733,2100,0,0,2100,3333,8414,14658,22925,0.06,14,24143,5,66.4
2010,5,5/9/2010,17100,329,972,1230,116,5940,8258,25687,112,695,834,76,1717,2150,458,0,1691,3274,8716,13681,22279,0.06,13,23260,4,66.44
2010,5,5/10/2010,16000,362,949,1260,111,6120,8440,24802,109,693,836,66,1704,2129,917,0,1212,3288,9236,12735,21886,0.06,12,22589,3,66.49
2010,5,5/11/2010,15900,394,1120,1220,88,6010,8438,24732,110,681,830,52,1673,2174,917,0,1257,3257,9205,12685,21802,0.06,12,22531,3,66.55
2010,5,5/12/2010,15300,429,964,1250,87,5810,8111,23840,102,692,833,34,1661,2148,917,0,1231,3168,8818,12216,20948,0.06,12,21662,3,66.62
2010,5,5/13/2010,15200,438,886,1250,103,5630,7869,23507,104,693,835,64,1696,2192,917,0,1275,3142,8486,12139,20536,0.06,13,21275,3,66.7
2010,5,5/14/2010,14500,462,888,1240,114,5250,7492,22454,110,693,836,75,1714,2243,458,0,1784,3038,7656,11424,18956,0.06,16,19991,5,66.83
2010,5,5/15/2010,13600,470,924,1240,114,4890,7168,21238,109,0,1480,88,1677,2254,0,0,2254,2859,6885,10580,17307,0.07,19,18614,7,67.02
2010,5,5/16/2010,12900,494,967,1240,125,4890,7222,20616,121,0,1486,89,1696,2400,0,0,2400,2792,6758,9930,16520,0.07,20,17912,8,67.22
2010,5,5/17/2010,13300,521,1020,1230,121,4720,7091,20912,133,690,836,94,1753,2216,0,0,2216,2911,6809,10290,16943,0.06,19,18228,7,67.39
2010,5,5/18/2010,13800,507,1130,1170,111,4410,6821,21128,120,694,835,85,1734,2354,0,0,2354,2914,6471,10734,17040,0.07,19,18405,7,67.55
2010,5,5/19/2010,14200,502,1100,1130,121,4320,6671,21373,136,495,833,77,1541,2397,0,0,2397,2920,6492,11111,17435,0.06,18,18825,7,67.69
2010,5,5/20/2010,14700,461,1070,1070,132,4320,6592,21753,125,21,1506,79,1731,2453,0,0,2453,3029,6295,11445,17569,0.07,19,18992,7,67.82
2010,5,5/21/2010,14500,459,1060,1030,144,4400,6634,21593,117,29,1530,84,1760,2479,0,0,2479,3031,6293,11234,17354,0.07,20,18792,8,67.94
2010,5,5/22/2010,14900,487,961,969,148,4370,6448,21835,133,693,870,80,1776,2499,0,0,2499,3093,6141,11594,17560,0.07,20,19009,8,68.05
2010,5,5/23/2010,14700,490,850,919,135,4770,6674,21864,126,649,868,83,1726,2549,0,0,2549,3206,6497,11270,17589,0.06,20,19067,8,68.16
2010,5,5/24/2010,14700,464,752,922,112,5260,7046,22210,145,683,869,76,1773,2684,0,0,2684,3117,6645,11296,17753,0.07,20,19310,8,68.25
2010,5,5/25/2010,14900,468,689,851,99,5110,6749,22117,142,677,870,69,1758,2690,688,0,2003,3206,6895,11601,18356,0.07,17,19518,6,68.32
2010,5,5/26/2010,15100,453,772,756,79,4940,6547,22100,125,1996,878,65,3064,2746,688,0,2059,3283,5428,11694,16977,0.13,23,18580,9,68.43
2010,5,5/27/2010,15800,419,1220,678,76,4910,6884,23103,125,1994,2859,73,5051,2721,2063,0,658,3642,5047,12393,17394,0.21,25,18193,4,68.52
2010,5,5/28/2010,18200,417,1460,673,76,4780,6989,25606,121,2992,2863,71,6047,2776,2063,0,713,5870,6348,12547,18846,0.23,26,20826,10,68.55
2010,5,5/29/2010,20600,416,1330,660,76,4530,6596,27612,113,3487,2858,73,6531,2837,2063,0,774,7930,7492,12869,20307,0.23,26,23082,12,68.54
2010,5,5/30/2010,22400,416,1240,670,86,4300,6296,29112,113,3467,2871,76,6527,2877,1375,0,1501,8360,7153,14036,21084,0.22,28,24812,15,68.5
2010,5,5/31/2010,23600,403,1220,668,111,4180,6179,30182,143,3497,2863,81,6584,2932,1375,0,1557,8340,6923,15227,22041,0.21,27,26002,15,68.43
2010,6,6/1/2010,24700,422,1170,698,121,4090,6079,31201,184,3722,2869,78,6853,2818,0,0,2818,6400,3795,17933,21530,0.2,31,27111,21,68.39
2010,6,6/2/2010,25000,419,1150,999,134,3960,6243,31662,250,3995,2868,80,7193,3033,0,0,3033,4533,1612,20037,21436,0.21,32,27702,23,68.34
2010,6,6/3/2010,24400,439,1130,1180,147,3890,6347,31186,277,3993,3176,78,7524,3058,0,0,3058,4599,1434,19384,20604,0.23,34,27296,25,68.33
2010,6,6/4/2010,23300,469,1130,1190,151,3850,6321,30090,252,3292,3552,89,7185,3131,0,0,3131,6710,3811,16182,19774,0.23,34,26240,25,68.34
2010,6,6/5/2010,24200,467,1150,1180,165,4180,6675,31342,242,3673,3545,97,7557,3160,0,0,3160,8540,5604,15242,20625,0.23,34,27162,24,68.33
2010,6,6/6/2010,25800,465,1150,1200,188,4860,7398,33663,256,3990,3557,96,7899,3224,0,0,3224,8860,6263,16502,22540,0.22,33,28803,22,68.26
2010,6,6/7/2010,27600,457,1140,1200,168,4430,6938,34995,258,3862,3548,87,7755,3274,0,0,3274,6890,3945,20250,23966,0.21,32,30565,22,68.15
2010,6,6/8/2010,29800,472,1070,1110,132,3980,6292,36564,242,3992,3558,94,7886,3314,0,0,3314,5347,1599,23997,25364,0.2,31,32584,22,68.01
2010,6,6/9/2010,29800,491,964,1020,127,3790,5901,36192,238,3975,3561,95,7869,3381,0,0,3381,5293,1127,24051,24942,0.21,31,32402,23,67.9
2010,6,6/10/2010,28700,535,867,923,131,3690,5611,34846,281,3483,3567,97,7428,3428,0,0,3428,5219,1174,23056,23990,0.2,31,31156,23,67.81
2010,6,6/11/2010,27200,614,745,824,155,4560,6284,34098,228,3496,3081,89,6894,3471,0,0,3471,5093,2227,21749,23733,0.19,30,29538,20,67.73
2010,6,6/12/2010,25700,655,662,725,169,5620,7176,33531,244,3494,2872,102,6712,3550,0,0,3550,4814,2971,20547,23269,0.19,31,27911,17,67.67
2010,6,6/13/2010,24300,655,587,646,175,5840,7248,32203,239,3489,2872,119,6719,3518,0,0,3518,4468,2710,19502,21966,0.19,32,26363,17,67.66
2010,6,6/14/2010,23300,633,560,641,169,6050,7420,31353,258,3497,2877,123,6755,3608,0,0,3608,4212,2532,18711,20990,0.2,33,25303,17,67.67
2010,6,6/15/2010,22000,630,553,625,156,6300,7634,30264,258,2997,2873,104,6232,3627,0,0,3627,3973,3017,17641,20405,0.19,33,23964,15,67.7
2010,6,6/16/2010,20700,660,536,607,170,5510,6823,28183,258,1978,2871,107,5214,3690,0,0,3690,3787,2997,16540,19279,0.17,32,22673,15,67.76
2010,6,6/17/2010,18700,660,488,614,179,4910,6191,25551,271,3976,2857,108,7212,3756,0,0,3756,3815,352,14493,14583,0.26,43,20641,29,68
2010,6,6/18/2010,17200,691,436,612,186,4110,5344,23235,255,3971,2855,105,7186,3804,0,0,3804,5540,1225,11286,12245,0.29,47,19125,36,68.34
2010,6,6/19/2010,16800,720,402,604,210,3510,4726,22246,235,3988,2863,102,7188,3752,0,0,3752,6970,2069,9499,11306,0.3,49,18736,40,68.72
2010,6,6/20/2010,16200,685,374,615,198,3290,4477,21362,232,3996,3345,104,7677,3902,0,0,3902,6830,1094,8963,9783,0.34,54,18072,46,69.17
2010,6,6/21/2010,16000,651,349,615,163,3100,4227,20878,249,3499,3560,103,7411,3951,0,0,3951,6870,1118,8675,9516,0.33,54,17778,46,69.61
2010,6,6/22/2010,16200,692,323,613,131,2860,3927,20819,245,3494,3571,99,7409,3996,0,0,3996,6990,911,8783,9414,0.33,55,17959,48,70.03
2010,6,6/23/2010,15900,715,299,593,121,2740,3753,20368,264,2991,3572,97,6924,3999,0,0,3999,7040,1270,8455,9445,0.32,54,17628,46,70.43
2010,6,6/24/2010,15500,705,283,597,160,2710,3750,19955,275,1997,3449,88,5809,4083,0,0,4083,6970,2257,8092,10063,0.27,50,17245,42,70.76
2010,6,6/25/2010,15400,692,267,601,187,2610,3665,19757,300,2499,2865,90,5754,4124,0,0,4124,6840,2070,8097,9879,0.27,50,17147,42,71.09
2010,6,6/26/2010,15200,684,255,588,192,2630,3665,19549,304,2493,2643,99,5539,4099,0,0,4099,6700,2162,8036,9911,0.26,49,16919,41,71.4
2010,6,6/27/2010,15100,687,237,586,186,2950,3959,19746,300,2496,2641,93,5530,4174,0,0,4174,6530,2246,8088,10042,0.26,49,16796,40,71.68
2010,6,6/28/2010,14600,670,226,609,182,3210,4227,19497,259,3493,2676,115,6543,4182,0,0,4182,6460,1426,7639,8772,0.31,55,16287,46,72.03
2010,6,6/29/2010,14400,675,210,590,158,3100,4058,19133,216,3490,2697,96,6499,4214,0,0,4214,6320,1140,7575,8420,0.32,56,16033,47,72.39
2010,6,6/30/2010,14500,690,189,579,153,3680,4601,19791,219,3991,3307,115,7632,4202,0,0,4202,6240,478,7774,7957,0.36,60,16111,51,72.77
2010,7,7/1/2010,14800,680,175,589,166,4000,4930,20410,261,4993,4088,109,9451,4224,0,0,4224,6410,-857,7887,6735,0.44,67,16410,59,73.24
2010,7,7/2/2010,15800,697,163,746,184,3880,4973,21470,274,5995,4303,107,10679,4225,0,0,4225,6460,-1992,8854,6566,0.48,69,17590,63,73.69
